PosX,PosY,SurfaceValue
-0.151515,3.18182,1.81387
-3.48485,4.69697,0
-2.87879,4.69697,2.06263
-3.18182,-1.36364,1.44764
1.9697,4.69697,2.19392
-4.39394,2.87879,0
1.66667,3.78788,2.25957
-5,1.36364,3.06113
0.151515,-0.151515,1.51674
-1.06061,4.69697,1.7655
-0.757576,4.69697,1.7655
-1.36364,0.757576,1.65495
0.454545,4.69697,1.76896
-1.36364,-3.78788,1.69986
-1.06061,3.18182,1.74132
2.87879,-3.48485,1.93134
2.27273,1.06061,1.77933
4.09091,1.36364,1.42
0.757576,4.69697,1.75514
1.9697,-4.69697,0
0.757576,1.06061,1.58239
2.27273,4.69697,1.58239
4.69697,3.48485,1.31981
-1.06061,-2.27273,1.48565
3.18182,-0.151515,1.3509
2.57576,4.69697,1.5513
-0.757576,-4.09091,0
-5,2.57576,0
-0.757576,-0.757576,1.57202
-4.39394,0.151515,3.10605
5,-3.48485,0
-4.39394,4.39394,3.0715
3.48485,4.69697,1.28872
-3.78788,3.18182,3.13023
4.09091,4.69697,1.17124
-4.09091,3.18182,3.17169
4.39394,4.69697,1.73786
4.69697,4.69697,1.50984
-0.151515,-0.454545,1.54438
5,4.69697,0
3.48485,-4.09091,0
-5,0.151515,2.99549
3.48485,-0.757576,1.27489
-2.57576,1.9697,1.86916
2.87879,2.57576,1.39236
-5,4.39394,0
-4.69697,0.151515,3.12332
-1.66667,-0.151515,1.55475
-2.57576,2.27273,1.88297
-4.69697,4.39394,3.01967
-3.18182,-4.39394,0
-4.09091,4.39394,0
3.78788,-2.57576,1.31981
-4.09091,0.151515,3.14059
-3.18182,1.06061,1.53402
4.09091,-1.66667,1.28181
-3.48485,4.39394,0
-2.87879,-1.9697,1.29562
-3.48485,0.151515,1.46837
-3.18182,0.151515,1.50293
1.66667,-1.36364,1.49947
-3.18182,4.39394,2.16283
-2.87879,2.27273,1.91061
-4.39394,-1.66667,3.00239
-2.27273,4.39394,1.7655
3.48485,-3.18182,2.04536
-2.27273,0.151515,1.57548
-3.48485,0.757576,2.18702
-3.48485,-3.78788,2.11101
-2.87879,2.57576,1.8657
-1.66667,-4.09091,0
-1.36364,4.39394,1.72405
-1.66667,-0.757576,1.53402
4.39394,2.27273,1.37163
-1.36364,0.151515,1.59621
2.27273,1.9697,1.46147
5,3.78788,2.23193
-1.06061,0.151515,1.61694
-4.69697,-3.18182,0
-1.06061,4.39394,1.74823
-0.757576,0.151515,1.60658
-0.757576,4.39394,1.76896
-0.454545,0.151515,1.82079
-1.66667,1.9697,1.75169
-0.454545,4.39394,1.78278
4.39394,2.87879,1.62731
-0.151515,4.39394,1.76896
4.09091,-0.151515,1.32672
-0.151515,0.151515,1.59621
0.151515,4.39394,1.76896
-5,-1.36364,0
0.151515,0.151515,2.41505
2.87879,-4.39394,0.031095
0.454545,4.39394,1.76205
4.69697,-1.66667,1.43383
-0.454545,-4.69697,1.08833
0.454545,0.151515,1.51674
0.757576,0.151515,1.50293
0.757576,4.39394,1.73096
1.06061,4.39394,1.72059
3.18182,-3.48485,2.24575
1.06061,0.151515,1.51329
1.66667,-4.09091,0
1.66667,-0.757576,1.45456
-4.39394,2.27273,0
1.36364,4.39394,1.66531
2.57576,-1.9697,1.29908
1.36364,0.151515,1.55821
1.66667,0.151515,1.8277
1.66667,4.39394,1.64804
4.39394,0.757576,1.44419
2.27273,4.39394,1.51674
4.39394,-3.78788,1.92098
2.27273,0.151515,1.47183
2.27273,2.57576,1.4891
4.69697,-4.09091,2.14901
2.57576,0.151515,1.33018
4.69697,-0.757576,1.95898
3.78788,-3.18182,1.85533
2.57576,4.39394,1.60658
3.18182,0.151515,1.36127
3.18182,4.39394,1.29562
3.18182,1.06061,1.36818
1.9697,-3.18182,1.6584
3.48485,0.151515,1.32672
3.48485,4.39394,1.2438
3.78788,0.151515,1.33363
0.454545,-2.27273,1.56511
3.78788,4.39394,1.19543
5,2.57576,0
0.757576,-4.09091,0
4.39394,4.39394,2.06955
0.757576,-0.757576,1.49256
4.39394,0.151515,1.41309
4.69697,0.151515,1.53057
4.69697,4.39394,1.29217
5,0.151515,2.63616
5,4.39394,2.03154
-4.69697,4.09091,3.07495
2.57576,0.757576,1.5513
2.57576,-3.78788,1.91061
-4.39394,4.09091,3.08531
-4.09091,4.09091,3.06804
4.69697,3.18182,1.42692
-2.57576,-1.66667,1.37509
-3.78788,4.09091,3.01622
0.757576,2.27273,1.69295
4.09091,3.78788,1.16779
-3.48485,4.09091,0
-1.9697,3.78788,1.71713
3.18182,-1.66667,1.27835
-2.87879,4.09091,1.97626
3.18182,3.18182,1.30599
2.57576,3.78788,1.40619
2.27273,-2.57576,1.46492
-5,1.9697,3.11296
-2.57576,4.09091,1.84151
0.454545,-1.06061,1.47529
-4.39394,3.78788,3.05422
-2.27273,4.09091,1.73441
4.09091,0.757576,1.43383
1.36364,-2.57576,1.91753
4.09091,-3.78788,1.65495
-1.9697,4.09091,1.69986
0.454545,-1.66667,1.54438
-1.06061,-0.151515,1.59621
-3.48485,2.57576,2.27339
-1.66667,4.09091,1.68949
-0.757576,-5,0
-1.06061,4.09091,1.94517
5,-1.66667,0
1.9697,3.18182,1.49601
3.48485,-0.151515,1.30945
-1.06061,-5,1.09869
-0.757576,4.09091,1.77242
-4.69697,1.36364,0
-0.454545,4.09091,1.80351
-0.151515,4.09091,1.7655
0.151515,4.09091,1.80696
1.66667,0.757576,0
1.36364,-0.151515,1.54093
1.66667,-3.78788,1.93825
-3.18182,3.78788,2.12137
1.06061,-2.57576,1.91753
-4.39394,-2.27273,1.72059
0.454545,4.09091,1.75859
-1.9697,3.18182,1.74478
0.757576,4.09091,1.82424
1.06061,4.09091,1.69986
-1.36364,1.66667,2.08682
2.87879,0.454545,1.33709
0.454545,-0.151515,1.4891
-4.09091,3.78788,3.12332
1.36364,4.09091,1.63421
1.66667,4.09091,1.59275
3.78788,-4.69697,0
-2.57576,1.06061,1.99008
1.9697,4.09091,1.95208
-3.18182,-1.06061,1.4511
2.57576,4.09091,1.40273
-0.454545,2.27273,1.74478
2.87879,4.09091,1.46837
1.36364,0.454545,1.5202
3.18182,4.09091,1.28872
-4.69697,1.9697,0
-2.87879,0.757576,2.07991
-2.87879,-3.78788,1.96244
3.48485,4.09091,1.2438
1.9697,-1.36364,1.44764
3.78788,4.09091,1.2058
-3.48485,3.18182,0
-0.757576,1.66667,1.72059
-3.48485,3.78788,2.32522
4.09091,4.09091,1.15051
0.454545,1.66667,1.66185
-0.454545,3.48485,1.74132
4.09091,-3.18182,2.1421
-2.27273,3.78788,1.76205
4.39394,4.09091,1.11597
2.87879,3.48485,1.31635
4.69697,4.09091,1.39927
5,4.09091,0
3.48485,1.36364,1.34399
1.06061,-0.151515,1.96244
-1.36364,-0.454545,1.54438
3.18182,3.48485,1.28181
-5,3.78788,3.04385
-4.69697,3.78788,3.09568
-2.57576,3.78788,1.83115
-3.78788,3.78788,3.08531
-1.9697,-2.87879,1.5513
-0.757576,2.87879,1.73096
-1.36364,-2.57576,1.43728
-2.87879,3.78788,1.96244
-1.66667,3.78788,1.71713
-0.757576,-0.454545,1.57894
-5,-4.39394,1.14015
-1.36364,3.78788,1.71022
-2.27273,3.48485,1.7655
2.27273,-1.06061,1.31981
-1.06061,3.78788,1.93134
0.151515,1.06061,1.60312
-0.454545,3.78788,1.7655
-3.78788,1.9697,0
0.151515,3.78788,1.77587
-0.151515,2.27273,1.97626
0.757576,3.78788,1.66531
-1.36364,2.27273,1.77933
1.06061,3.78788,1.66876
4.69697,2.57576,1.92789
2.87879,-2.57576,1.35782
1.36364,3.78788,2.35977
0.151515,2.87879,1.74478
1.9697,3.78788,1.52711
-3.18182,-1.66667,1.40619
1.36364,0.757576,1.55821
0.151515,-1.66667,1.60658
1.36364,-3.78788,2.13864
-1.9697,-4.09091,0
-0.454545,1.06061,1.68259
-1.9697,-0.757576,1.49947
1.06061,3.18182,2.22848
2.27273,3.78788,1.69295
2.87879,3.78788,1.3509
0.757576,-2.87879,1.96935
-1.66667,0.757576,1.65149
4.39394,-2.27273,1.34399
-1.66667,-3.78788,1.93825
-1.36364,-0.151515,1.56857
-1.06061,-2.57576,1.45801
3.18182,3.78788,1.27489
3.48485,3.78788,1.24035
0.757576,1.66667,1.61694
3.78788,3.78788,1.22652
4.39394,-3.48485,1.5202
-0.757576,1.06061,1.67568
4.39394,3.78788,1.13324
4.69697,3.78788,1.50293
-5,3.48485,3.11641
1.9697,1.9697,1.49947
-4.69697,3.48485,3.08531
0.757576,3.48485,1.65495
-3.18182,2.87879,2.08682
2.87879,1.66667,1.35782
1.66667,3.18182,1.54784
-4.39394,3.48485,3.06804
3.48485,-1.06061,1.28181
-3.78788,1.36364,2.27339
-4.09091,3.48485,3.12332
4.09091,-1.36364,1.26453
5,-0.151515,0
-1.06061,-0.454545,1.56511
-3.78788,3.48485,3.1095
4.09091,3.48485,1.27144
-3.48485,3.48485,2.35285
-2.87879,3.48485,1.99008
-2.57576,3.48485,1.79314
-1.66667,3.48485,1.74132
-1.36364,3.48485,1.74478
3.48485,2.87879,1.30254
-1.06061,3.48485,1.73096
-0.757576,3.48485,1.7655
-0.151515,3.48485,2.1801
-2.57576,-0.454545,1.45456
0.454545,3.48485,1.71368
2.27273,2.87879,1.67913
1.06061,3.48485,1.78278
-3.48485,2.87879,2.31831
1.36364,3.48485,1.56511
-2.27273,2.27273,1.76896
-1.9697,2.57576,1.75859
-2.87879,-0.151515,1.67913
0.757576,-2.27273,2.09718
-1.06061,1.36364,1.71368
1.66667,3.48485,1.55475
1.9697,3.48485,1.54438
2.27273,3.48485,1.62039
1.66667,1.66667,1.53747
0.757576,-1.66667,1.56166
2.57576,3.48485,1.382
3.48485,3.48485,1.25417
-0.151515,-1.9697,1.56166
3.78788,3.48485,1.2438
4.39394,3.48485,1.15743
0.151515,-3.18182,1.87607
5,3.48485,0
1.36364,-2.27273,1.56857
-5,3.18182,3.13023
2.27273,-1.9697,1.36818
-4.69697,3.18182,3.07495
-0.454545,2.87879,1.74478
-4.39394,3.18182,3.12332
-2.87879,3.18182,0
-4.69697,-1.66667,0
-2.57576,3.18182,1.87261
-2.27273,3.18182,1.80351
-1.66667,3.18182,1.74478
-1.36364,3.18182,1.74823
-0.454545,3.18182,1.74132
1.36364,2.27273,1.58584
0.151515,3.18182,1.74132
0.454545,3.18182,1.69641
1.36364,3.18182,1.5893
-2.87879,-4.69697,1.14015
-1.9697,-2.27273,1.41655
2.27273,3.18182,1.94171
-0.151515,-1.06061,1.52711
2.57576,3.18182,1.45456
-0.454545,-2.27273,1.5202
3.48485,3.18182,1.27144
-2.27273,-0.151515,1.49947
4.69697,0.757576,1.67568
2.57576,-0.151515,1.58239
4.69697,-3.78788,0
3.78788,3.18182,1.27489
4.09091,-2.57576,1.34399
4.09091,3.18182,1.61348
4.39394,3.18182,1.28526
5,3.18182,0
1.06061,1.9697,1.8346
-0.757576,2.57576,1.73786
1.9697,-4.09091,0
-5,2.87879,0
1.9697,-0.757576,1.42346
-4.69697,2.87879,0
-2.27273,1.66667,1.75514
-2.57576,2.87879,1.88297
-4.09091,2.87879,3.25115
-3.48485,1.66667,1.71713
-0.454545,0.757576,1.64112
4.69697,1.9697,2.20429
-0.454545,-3.78788,1.77587
1.36364,1.06061,1.58584
-2.87879,2.87879,1.90025
-2.27273,2.87879,1.80696
-1.36364,1.36364,1.71713
-1.66667,2.87879,1.74823
4.39394,1.06061,1.44764
-1.06061,2.87879,1.76205
-0.151515,2.87879,1.72405
-1.36364,0.454545,1.61348
0.454545,2.87879,1.91753
2.27273,-0.151515,1.4822
-1.66667,1.66667,1.71368
0.757576,2.87879,1.64804
4.09091,-4.39394,0
-4.39394,1.06061,3.2477
1.06061,2.87879,1.57548
1.36364,2.87879,1.57548
1.66667,2.87879,1.5513
0.454545,-1.9697,1.53057
1.9697,2.87879,1.52366
2.57576,2.87879,1.40964
3.18182,-0.454545,1.36818
0.454545,-3.18182,2.073
-1.36364,1.06061,1.68949
2.87879,2.87879,1.37509
-1.9697,1.9697,1.73786
3.18182,2.87879,1.33018
-0.151515,-3.48485,1.54784
0.151515,2.57576,1.72405
-1.66667,-2.57576,1.98317
2.57576,-4.39394,0.224575
3.78788,2.87879,1.25762
4.09091,2.87879,1.69986
4.69697,2.87879,2.23884
2.57576,-0.454545,1.64112
-3.78788,1.66667,2.37704
5,2.87879,0
-1.66667,-3.18182,1.60312
-5,-4.69697,0
-4.39394,2.57576,0
2.57576,1.9697,1.35436
-4.09091,2.57576,3.25115
-3.78788,2.57576,2.63616
-3.18182,2.57576,2.07991
-0.757576,-2.87879,1.4891
-2.57576,2.57576,1.87607
0.757576,0.757576,1.55475
0.757576,-3.78788,0
-2.27273,2.57576,1.80351
-1.66667,2.57576,1.95553
-1.06061,-1.36364,1.50293
0.757576,1.36364,1.92444
1.06061,-3.48485,1.99699
-1.06061,2.57576,1.74823
-0.454545,2.57576,1.73441
-0.151515,2.57576,1.72405
0.454545,2.57576,1.97971
-1.06061,1.9697,1.71713
0.757576,2.57576,1.95553
1.06061,2.57576,1.56857
1.06061,-1.36364,1.99354
1.66667,2.57576,1.5513
1.9697,2.57576,1.51329
2.57576,-2.87879,1.44073
2.57576,2.57576,1.44419
3.18182,2.57576,1.34745
3.48485,2.57576,2.08336
3.78788,2.57576,1.46147
0.454545,1.06061,1.60658
4.09091,2.57576,1.34399
5,-4.69697,0
4.39394,2.57576,1.37163
-0.151515,0.757576,2.01772
-0.151515,-3.78788,1.58584
-5,2.27273,3.40663
2.87879,0.757576,1.37509
-4.69697,2.27273,0
2.87879,-3.78788,1.98662
-4.39394,-1.06061,0
-1.9697,-1.36364,1.45456
-2.27273,1.9697,1.75169
4.09091,1.9697,1.41655
-4.09091,2.27273,0
-3.78788,2.27273,2.56361
1.06061,1.06061,1.5893
-3.48485,2.27273,2.25957
-1.9697,2.27273,1.74823
2.27273,-3.18182,1.60658
-1.06061,2.27273,2.2112
4.69697,-3.48485,1.67222
-1.66667,-1.36364,1.47183
-0.757576,2.27273,1.73096
0.151515,2.27273,1.71713
0.454545,2.27273,1.87607
1.06061,2.27273,1.65495
1.66667,2.27273,1.53402
5,-3.18182,0
1.9697,2.27273,1.50984
2.27273,2.27273,1.47183
2.57576,2.27273,1.39927
2.87879,2.27273,1.38546
3.18182,2.27273,1.34054
3.48485,2.27273,1.35782
3.78788,2.27273,1.37855
4.09091,2.27273,1.40964
4.69697,2.27273,1.99699
0.151515,0.757576,1.58239
0.151515,-3.78788,0
5,2.27273,0
-4.39394,1.9697,0
2.87879,-1.36364,1.3129
-2.57576,-2.57576,1.33709
-4.09091,1.9697,0
-3.48485,1.9697,1.57202
3.18182,1.66667,1.34054
-1.36364,1.9697,1.76205
-0.757576,1.9697,1.97971
-0.151515,1.9697,1.71022
3.78788,-3.48485,1.57548
4.69697,-1.06061,1.87261
0.454545,1.9697,1.68949
1.06061,1.66667,1.59967
0.757576,1.9697,1.8346
-0.454545,-1.36364,1.53057
1.36364,1.9697,1.57894
1.66667,1.9697,1.54438
3.18182,1.9697,1.33363
-4.69697,0.757576,0
-4.69697,-3.78788,0
-4.09091,-0.454545,3.02312
2.57576,-5,0
3.48485,1.9697,1.51674
3.78788,1.9697,1.36472
4.39394,1.9697,2.39777
-3.78788,-2.27273,1.80696
4.09091,-4.69697,0
5,1.9697,0
-2.87879,-5,0
1.66667,-1.66667,1.67222
-4.69697,1.66667,0
-4.39394,1.66667,0
-4.09091,1.66667,0
-2.87879,1.66667,2.00044
1.36364,1.36364,1.57894
0.454545,1.36364,1.62039
-2.57576,1.66667,1.87261
-0.454545,-4.39394,0
-0.757576,0.757576,1.62385
-0.757576,-3.78788,2.52906
-1.9697,1.66667,1.73441
-2.87879,-4.39394,0
-1.06061,1.66667,1.7275
-5,-0.454545,0
-0.454545,1.66667,1.71022
-0.151515,1.66667,1.70677
2.87879,-1.9697,1.42
0.151515,1.66667,1.91407
1.36364,1.66667,1.57202
1.9697,1.66667,1.51329
-3.78788,-0.454545,1.66876
2.57576,1.66667,1.42346
3.48485,1.66667,1.76896
2.27273,-0.454545,1.47529
3.78788,1.66667,1.382
4.09091,1.66667,1.42692
-4.09091,-1.66667,2.76055
4.39394,1.66667,1.87261
4.69697,1.66667,2.09718
0.757576,-1.36364,1.49601
-1.06061,-4.09091,0
-4.39394,1.36364,0
-1.06061,-0.757576,1.53747
-2.27273,-1.06061,1.39236
-4.09091,1.36364,2.83656
-3.18182,1.36364,1.57202
-2.87879,1.36364,2.17665
-2.57576,1.36364,1.85533
-2.27273,1.36364,1.73786
5,0.757576,0
5,-3.78788,0
-1.9697,1.36364,1.69986
-1.66667,1.36364,1.70332
2.57576,1.06061,1.69295
-0.757576,1.36364,1.69986
5,1.06061,0
1.36364,-1.9697,1.63767
-0.454545,1.36364,1.72059
-5,-2.57576,0
-0.151515,1.36364,1.69641
0.151515,1.36364,1.97971
1.06061,1.36364,1.59967
-0.757576,-2.27273,1.51674
1.66667,1.36364,1.54438
-3.18182,-0.151515,1.48565
-5,0.757576,3.03695
-5,-3.78788,0
-2.87879,-4.09091,2.1801
-2.87879,-0.757576,1.55821
1.9697,1.36364,1.59621
2.27273,1.36364,1.5893
2.57576,1.36364,1.40964
2.87879,1.36364,1.37509
3.18182,1.36364,1.382
-1.06061,-2.87879,1.46147
3.78788,1.36364,1.38891
4.39394,1.36364,1.96244
4.69697,1.36364,2.45996
5,1.36364,0
4.69697,-1.36364,2.18702
-5,1.06061,3.06804
-4.69697,1.06061,0
-3.78788,1.06061,2.17319
4.09091,-2.87879,1.46837
0.151515,-4.09091,0
-3.48485,1.06061,2.10064
0.151515,-0.757576,1.51329
-2.87879,1.06061,1.78969
0.757576,-2.57576,1.83115
-2.27273,1.06061,1.68259
2.27273,0.454545,1.69641
-1.9697,1.06061,1.66876
-1.06061,1.06061,1.68259
3.18182,-1.06061,1.49601
-0.151515,1.06061,1.63767
1.9697,1.06061,1.4822
-2.87879,-2.87879,1.40619
2.87879,1.06061,1.35782
-4.69697,-2.87879,0
3.48485,1.06061,1.37163
3.78788,1.06061,1.39927
4.69697,1.06061,1.65495
-4.39394,0.757576,3.21315
-4.39394,-3.78788,0
0.757576,-4.69697,0
-4.09091,0.757576,3.2166
-4.09091,-3.78788,0
-3.78788,0.757576,2.21465
3.78788,-1.66667,2.21811
-3.78788,-3.78788,2.37358
-3.18182,0.757576,1.51329
-3.18182,-3.78788,1.88297
-2.57576,0.757576,1.6584
-2.57576,-3.78788,1.84497
-2.27273,0.757576,1.65149
-2.27273,-3.78788,1.83115
-1.9697,0.757576,1.64458
-1.9697,-3.78788,1.83806
1.06061,-3.18182,1.84843
-1.06061,0.757576,1.65495
-1.06061,-3.78788,1.81042
1.06061,0.757576,1.56166
1.06061,-3.78788,0
-4.69697,0.454545,3.13023
1.9697,0.757576,1.87952
1.9697,-3.78788,2.00735
2.27273,0.757576,1.63076
-3.18182,0.454545,1.51674
0.454545,-0.454545,1.47529
1.36364,-1.66667,1.59967
2.27273,-3.78788,0
0.454545,-5,0
3.18182,0.757576,1.36818
3.18182,-3.78788,0
3.48485,0.757576,1.36472
1.06061,-0.454545,1.4891
3.48485,-3.78788,1.83115
-2.57576,-1.9697,1.29908
3.78788,0.757576,1.40619
3.78788,-3.78788,0
-5,0.454545,3.02658
-4.39394,0.454545,0
-1.06061,-1.66667,1.50638
0.151515,-1.9697,1.61694
-4.09091,0.454545,3.15787
-3.78788,0.454545,2.13174
-3.48485,0.454545,1.59967
-2.87879,0.454545,2.02117
-2.57576,0.454545,1.63076
-2.27273,0.454545,1.59967
4.39394,-2.57576,1.4822
-1.9697,0.454545,1.60312
-1.66667,0.454545,1.63421
1.66667,-5,0
-1.06061,0.454545,1.63767
-0.757576,0.454545,1.94862
-0.454545,0.454545,1.63076
-0.151515,0.454545,1.61694
0.151515,0.454545,1.57548
0.757576,0.454545,1.51674
1.06061,0.454545,1.53747
1.66667,0.454545,2.07646
1.9697,0.454545,1.9659
2.57576,0.454545,1.59621
-5,-2.27273,0
3.18182,0.454545,1.35782
3.48485,0.454545,1.35436
4.09091,0.454545,1.43728
4.39394,0.454545,1.44073
2.87879,-0.454545,1.32672
1.06061,-2.27273,1.64112
5,0.454545,0
-5,-0.151515,0
-4.39394,-0.151515,3.10605
-4.09091,-0.151515,3.07495
-3.78788,-0.151515,2.01081
-0.757576,-2.57576,1.49947
-3.48485,-0.151515,1.44419
-2.57576,-0.151515,1.50293
-1.66667,-2.27273,1.48565
-2.27273,-4.69697,0
-1.9697,-0.151515,1.51329
-0.757576,-0.151515,1.58239
-0.454545,-0.151515,1.61003
-1.9697,-2.57576,1.4511
-1.66667,-1.9697,1.45801
4.39394,-2.87879,1.43383
-0.151515,-0.151515,1.6584
0.757576,-0.151515,1.4891
1.66667,-0.151515,1.92789
1.9697,-0.151515,1.64458
2.87879,-0.151515,1.32672
3.78788,-0.151515,1.99008
4.39394,-0.151515,1.36127
-4.69697,-1.06061,3.0404
-1.36364,-4.39394,0
4.69697,-0.151515,1.45456
-4.39394,-0.454545,0
2.57576,-4.69697,0
-3.48485,-0.454545,1.66185
4.39394,-4.69697,0
-3.18182,-0.454545,1.49256
-2.87879,-0.454545,1.56166
-2.27273,-0.454545,1.46837
-1.9697,-0.454545,1.4822
2.27273,-4.69697,0
0.151515,-0.454545,1.49947
-3.18182,-4.09091,0
-3.18182,-0.757576,1.43037
0.757576,-0.454545,1.44073
1.66667,-0.454545,1.73441
1.06061,-1.06061,1.70332
0.151515,-3.48485,2.41505
1.9697,-0.454545,1.75514
5,-2.27273,1.84843
3.78788,-0.454545,1.29217
4.09091,-0.454545,1.30254
4.39394,-0.454545,1.30945
3.78788,-2.27273,1.30599
5,-0.454545,0
-5,-0.757576,3.01967
-1.66667,-3.48485,2.19738
-5,-4.09091,1.12978
-3.78788,-2.57576,1.60312
-4.69697,-0.757576,3.08186
-0.454545,-1.66667,1.53057
-4.69697,-4.09091,0
-4.39394,-0.757576,3.03349
-4.39394,-4.09091,0
-4.09091,-0.757576,3.00931
-4.09091,-4.09091,0
-3.78788,-4.09091,0
-3.78788,-0.757576,1.54784
-3.48485,-4.09091,0
-3.48485,-0.757576,1.90025
1.9697,-2.57576,1.57202
-2.57576,-4.09091,0
-2.57576,-0.757576,1.46147
1.06061,-1.66667,2.01081
-2.27273,-4.09091,0
-2.27273,-0.757576,1.43383
-1.36364,-4.09091,0
-1.36364,-0.757576,1.54438
3.48485,-2.27273,1.26108
-0.454545,-4.09091,0
-0.454545,-0.757576,1.57202
-0.151515,-4.09091,0
-0.151515,-0.757576,1.5513
0.454545,-4.09091,0
0.454545,-0.757576,1.47183
1.06061,-4.09091,0
1.06061,-0.757576,1.59275
1.36364,-4.09091,0
1.36364,-0.757576,1.44073
2.27273,-4.09091,0
2.27273,-0.757576,1.39236
2.57576,-4.09091,0
2.57576,-0.757576,1.34054
2.87879,-4.09091,0
2.87879,-0.757576,1.80696
-4.69697,-2.27273,3.12678
3.18182,-4.09091,0
3.18182,-0.757576,1.34054
3.78788,-4.09091,0
3.78788,-0.757576,1.24725
4.09091,-4.09091,0
4.09091,-0.757576,1.29217
5,-4.09091,0
5,-0.757576,1.15743
-5,-1.06061,2.98857
-1.66667,-4.69697,0
