PosX,PosY,SurfaceValue
2.57576,-4.09091,0
2.57576,-0.757576,1.36127
2.87879,-4.09091,0
2.87879,-0.757576,1.40964
-4.69697,-2.27273,1.99699
3.18182,-4.09091,0
3.18182,-0.757576,0.18657
3.78788,-4.09091,0
3.78788,-0.757576,0
4.09091,-4.09091,1.13324
4.09091,-0.757576,0
5,-4.09091,3.22697
5,-0.757576,0.8292
-5,-1.06061,1.47529
-1.66667,-4.69697,3.26152
-4.09091,-1.06061,1.73096
-3.48485,-2.57576,1.97281
-2.27273,-2.57576,0.30404
-3.78788,-1.06061,1.56166
1.36364,-4.69697,3.02658
-3.48485,-1.06061,1.5513
-2.87879,-1.06061,0.666815
1.9697,-1.9697,0.348955
-2.57576,-1.06061,1.27144
-1.9697,-1.06061,0.81538
-1.36364,-3.18182,0.55971
-1.66667,-1.06061,0.742825
-0.757576,-1.06061,1.15051
-1.9697,-1.66667,0.02073
-0.454545,-1.06061,1.52711
2.87879,-4.69697,2.89875
0.151515,-1.06061,0.293675
0.757576,-1.06061,1.18507
1.66667,-1.06061,1.16779
1.9697,-1.06061,0.52516
-4.39394,-1.36364,1.5893
2.57576,-1.06061,1.04686
2.87879,-1.06061,0.08292
3.78788,-1.06061,0.02073
4.09091,-1.06061,0
4.39394,-1.06061,0.044915
5,-1.06061,1.67913
-2.57576,-1.36364,0.67027
-4.69697,-1.36364,1.4891
-4.09091,-1.36364,1.75169
-3.78788,-1.36364,0.687545
-3.48485,-1.36364,1.52366
-2.27273,-1.36364,0.39387
2.27273,-3.48485,0.98813
-1.36364,-1.36364,0.093285
-0.757576,-1.36364,0.03455
-0.151515,-1.36364,0.570075
0.151515,-1.36364,1.24725
1.36364,-1.36364,0.31786
2.27273,-1.36364,0.8983
2.57576,-1.36364,0.0691
3.48485,-1.36364,0
3.78788,-1.36364,0
4.39394,-1.36364,0.05528
-0.151515,-2.27273,0.19348
-5,-1.66667,1.67222
-4.09091,-4.69697,0
-2.27273,-1.66667,0.107105
-1.66667,-1.66667,0.11747
-1.36364,-1.66667,0.141655
-0.757576,-1.66667,0.127835
-1.66667,-4.39394,3.53447
-0.151515,-1.66667,0.155475
1.9697,-1.66667,0.418055
2.27273,-1.66667,0.15893
2.57576,-1.66667,0.729005
2.87879,-1.66667,0
-4.69697,-1.9697,1.69986
3.48485,-1.66667,0.02073
4.39394,-1.66667,0.044915
-5,-1.9697,1.97281
3.18182,-3.18182,0.583895
-4.39394,-1.9697,1.73786
-4.09091,-1.9697,0
-3.78788,-1.9697,1.71368
-3.48485,-1.9697,0.46988
-3.18182,-1.9697,0.71173
-2.27273,-1.9697,0.15202
-5,-3.18182,2.80201
-1.9697,-1.9697,0.11056
-1.06061,-1.9697,0.217665
-0.454545,-1.9697,0.203845
0.757576,-1.9697,0.763555
5,-2.57576,0
1.06061,-1.9697,0.887935
1.66667,-1.9697,0.65645
3.18182,-1.9697,0
3.48485,-1.9697,0
3.78788,-1.9697,0.02764
4.09091,-1.9697,0
-2.27273,-3.18182,0.784285
4.39394,-1.9697,0.183115
1.66667,-2.57576,1.70677
4.69697,-1.9697,0.15893
5,-1.9697,0.348955
-4.09091,-2.27273,1.90025
-3.48485,-2.27273,0.91903
1.06061,-4.69697,3.33062
-3.18182,-2.27273,0.521705
-2.87879,-2.27273,0.452605
-2.57576,-2.27273,0.252215
-2.27273,-2.27273,0.224575
-1.36364,-2.27273,0.31095
0.151515,-2.27273,0.259125
1.66667,-2.27273,0.659905
2.27273,-2.27273,0.307495
2.87879,-2.27273,0.03455
3.18182,-2.27273,0.065645
4.09091,-2.27273,0.13129
4.69697,-2.27273,0.190025
-4.69697,-2.57576,0
3.78788,-2.87879,0.22112
-3.18182,-2.57576,0.75319
-3.78788,-2.87879,2.30449
-2.87879,-2.57576,0.53898
-0.454545,-2.57576,0.231485
-0.151515,-2.57576,0.21421
1.66667,-3.48485,1.12633
0.151515,-2.57576,2.20775
0.454545,-2.57576,0.94667
2.57576,-2.57576,1.66531
3.18182,-2.57576,0.134745
3.48485,-2.57576,0.169295
4.69697,-2.57576,0.217665
-5,-2.87879,2.71217
-4.39394,-2.87879,0
2.27273,-2.87879,0.38005
-3.48485,-2.87879,2.19392
-2.57576,-2.87879,2.19392
-0.757576,-4.69697,1.1436
-2.27273,-2.87879,0
-1.66667,-2.87879,0.735915
-4.39394,-3.18182,0
-0.454545,-2.87879,0.28331
-0.151515,-2.87879,0.26258
0.151515,-2.87879,0.245305
0.454545,-2.87879,0.96049
1.06061,-2.87879,0.80847
1.36364,-2.87879,1.35436
1.66667,-2.87879,0.618445
-2.57576,-3.48485,1.40964
1.9697,-2.87879,1.12978
2.87879,-2.87879,0.3455
4.69697,-2.87879,1.35782
5,-2.87879,0
-4.09091,-3.18182,0
-3.78788,-3.18182,0
-3.48485,-3.18182,2.35631
-3.18182,-3.18182,1.48565
-2.87879,-3.18182,1.04341
2.57576,-3.48485,0.991585
-2.57576,-3.18182,0.784285
-1.9697,-3.18182,0.62881
-1.06061,-3.18182,0.494065
-0.757576,-3.18182,0.35932
-0.454545,-3.18182,0.42151
-0.151515,-3.18182,0.535525
0.757576,-3.18182,1.03305
1.36364,-3.18182,2.54288
-4.39394,-3.48485,0
1.66667,-3.18182,0.839565
2.57576,-3.18182,0.82229
2.87879,-3.18182,0.459515
4.39394,-3.18182,0.31095
4.69697,-3.18182,0.369685
-4.69697,-3.48485,2.5256
-4.09091,-3.48485,0
-3.78788,-3.48485,0
4.09091,-3.48485,0.445695
-3.48485,-3.48485,0
-3.18182,-3.48485,0
-2.87879,-3.48485,0
-2.27273,-3.48485,1.03305
-1.9697,-3.48485,1.0054
-1.36364,-3.48485,1.09178
0.454545,-4.69697,0
-1.06061,-3.48485,2.37013
-0.757576,-3.48485,2.35977
0.454545,-3.48485,0
0.757576,-3.48485,2.22502
-4.69697,-4.39394,0
-4.09091,-4.39394,3.2477
-3.78788,-4.39394,3.24425
-3.48485,-4.39394,3.23042
-2.57576,-4.39394,3.3859
-2.27273,-4.39394,3.53447
-1.9697,-4.39394,3.37554
-1.06061,-4.39394,3.28571
3.18182,-5,0
-0.757576,-4.39394,3.17514
-0.151515,-4.39394,1.1436
0.151515,-4.39394,3.05767
0.454545,-4.39394,0
0.757576,-4.39394,3.30298
1.06061,-4.39394,0
1.66667,-4.39394,3.47919
1.9697,-4.39394,3.32716
2.27273,-4.39394,0
3.18182,-4.39394,0
3.48485,-4.39394,0
3.78788,-4.39394,1.33018
4.39394,-4.39394,0
4.69697,-4.39394,3.49646
5,-4.39394,0
-4.69697,-4.69697,3.25461
-4.39394,-4.69697,3.23733
-3.78788,-4.69697,0
-3.18182,-4.69697,3.26498
-2.57576,-4.69697,3.47919
-1.9697,-4.69697,3.25806
-1.36364,-4.69697,3.3168
-1.06061,-4.69697,2.99203
-0.151515,-4.69697,3.30298
0.151515,-4.69697,3.3859
1.66667,-4.69697,0
3.18182,-4.69697,0
4.69697,-4.69697,3.49991
-5,-5,3.24425
-4.69697,-5,3.23388
-4.39394,-5,3.46191
-4.09091,-5,3.2477
-3.78788,-5,2.59816
-3.48485,-5,2.88838
-3.18182,-5,3.37208
-2.57576,-5,3.26152
-2.27273,-5,3.22352
-1.66667,-5,3.19933
-1.36364,-5,3.27188
-0.454545,-5,0
-0.151515,-5,3.2477
0.151515,-5,0
0.757576,-5,3.30298
1.06061,-5,2.88492
1.36364,-5,3.41008
2.27273,-5,3.29607
2.87879,-5,1.51674
3.78788,-5,3.06458
4.09091,-5,0
4.39394,-5,3.37208
4.69697,-5,3.01622
5,-5,3.15441
