Desired Depth,Initial Ablation Time,Kp,Kd
0.5,0.6,2.0,2.0

Timestamp,Current Depth,Error,Derivative Error,Calculated Time ON
2024-04-24 19:25:47,0.1212,0.3788,0.3788,1.5152
2024-04-24 19:26:51,0.2855,0.2145,0.1643,0.7576
2024-04-24 19:27:52,0.4411,0.0589,0.1556,0.429
2024-04-24 19:28:44,0.5679,-0.0679,0.1268,-143
