Desired Depth,Initial Ablation Time,Kp,Kd
0.5,0.6,2.0,2.0

Timestamp,Current Depth,Error,Derivative Error,Calculated Time ON
2024-04-24 18:28:58,0.0966,0.4034,0.4034,1.6136
2024-04-24 18:30:01,0.1919,0.3081,0.0953,0.8068
2024-04-24 18:31:11,0.2988,0.2012,0.1069,0.6162
2024-04-24 18:32:14,0.425,0.075,0.1262,0.4024
2024-04-24 18:33:05,0.5323,-0.0323,0.1073,-143
