1.25969, 1.25682, 1.25509, 1.27026, 1.25159, 1.2502, 1.25116, 1.24742, 1.25909, 1.24971, 1.25157, 1.25102, 1.25107, 1.25172, 1.25116, 1.24946, 1.24811, 1.24652, 1.2442, 1.24414, 1.2441, 1.24396, 1.24837, 1.24808, 1.24306, 1.27549, 1.38884, 1.49398, 1.45911, 1.35833, 1.21112, 1.2522, 1.25699, 1.25153, 1.24536, 1.24375, 1.24477, 1.24619, 1.24598, 1.24693, 1.24798, 1.24976, 1.24769, 1.24896, 1.25035, 1.2555, 1.25225, 1.25338, 1.25431, 1.25491, 1.25505, 1.25365, 1.25089, 1.25341, 1.25314, 1.25338, 1.25438, 1.25457, 1.25374, 1.25521, 1.25769, 1.25838, 1.25997, 1.26122, 1.26337, 1.2627, 1.26137, 1.26127, 1.26104, 1.26235, 1.26438, 1.26829, 1.26785, 1.2707, 1.27181, 1.27202, 1.27423, 1.27634, 1.27718, 1.27607, 1.27667, 1.27844, 1.28237, 1.28219, 1.28511, 1.28609, 1.29315, 1.29806, 1.29735, 1.29884, 1.3024, 1.30029, 1.29821, 1.29677, 1.29912, 1.30583, 1.30354, 1.31261, 1.31014, 1.32359, 1.32448, 1.40882, 1.48977, 1.87175, 1.53987, 1.33315, 1.35457, 1.33661, 1.33391, 1.34355, 1.34615, 1.34151, 1.34035, 1.34479, 1.34635, 1.3505, 1.34974, 1.35376, 1.35879, 1.36687, 1.36362, 1.36633, 1.36927, 1.37596, 1.36973, 1.37991, 1.37492, 1.37848, 
1.26363, 1.26146, 1.25997, 1.25841, 1.25696, 1.25739, 1.25772, 1.25685, 1.2573, 1.25618, 1.25388, 1.2528, 1.25109, 1.25444, 1.25519, 1.25419, 1.25043, 1.24967, 1.24861, 1.25179, 1.24795, 1.24665, 1.25036, 1.25466, 1.25952, 1.32754, 1.44436, 1.49242, 1.47201, 1.24401, 1.24498, 1.25447, 1.25545, 1.25584, 1.25508, 1.25092, 1.24882, 1.24737, 1.2471, 1.24887, 1.25333, 1.25079, 1.24927, 1.24773, 1.24433, 1.2479, 1.25033, 1.25403, 1.25311, 1.25681, 1.2551, 1.25682, 1.25761, 1.25685, 1.25511, 1.25254, 1.2582, 1.25459, 1.25643, 1.25801, 1.2592, 1.26193, 1.26122, 1.26237, 1.26352, 1.26416, 1.26369, 1.26353, 1.26504, 1.26869, 1.27216, 1.27639, 1.27773, 1.27708, 1.27743, 1.27851, 1.27658, 1.27847, 1.27985, 1.28054, 1.28285, 1.28577, 1.28804, 1.29028, 1.29399, 1.2957, 1.29568, 1.29902, 1.30076, 1.30182, 1.3018, 1.30296, 1.30189, 1.30218, 1.3052, 1.30676, 1.3145, 1.31113, 1.33429, 1.33674, 1.34008, 1.39566, 1.54081, 1.71982, 2.23077, 1.33153, 1.34313, 1.33807, 1.34615, 1.33803, 1.34061, 1.34982, 1.34486, 1.36209, 1.36461, 1.35638, 1.35735, 1.3711, 1.36482, 1.37792, 1.37401, 1.37951, 1.38006, 1.38008, 1.37971, 1.38086, 1.38582, 1.38662, 
1.27344, 1.27363, 1.26734, 1.26715, 1.26874, 1.27119, 1.27008, 1.26727, 1.26638, 1.26297, 1.25972, 1.26235, 1.26116, 1.2651, 1.26379, 1.26352, 1.25866, 1.2575, 1.25666, 1.2669, 1.25833, 1.26055, 1.26357, 1.26792, 1.24434, 1.2748, 1.42621, 1.45552, 1.3892, 1.33007, 1.20498, 1.28529, 1.26489, 1.26369, 1.26252, 1.26424, 1.25725, 1.25678, 1.26136, 1.25519, 1.25708, 1.25659, 1.25828, 1.25836, 1.26734, 1.25739, 1.25974, 1.26183, 1.26176, 1.26222, 1.26386, 1.26355, 1.26374, 1.26214, 1.26103, 1.26263, 1.26197, 1.26215, 1.26431, 1.26759, 1.26897, 1.27138, 1.27145, 1.27106, 1.27129, 1.27264, 1.27245, 1.27433, 1.27461, 1.27793, 1.30032, 1.28244, 1.28467, 1.28788, 1.28361, 1.28381, 1.2844, 1.28269, 1.28372, 1.28509, 1.28812, 1.28893, 1.29225, 1.29062, 1.292, 1.29366, 1.29268, 1.29681, 1.29862, 1.30351, 1.30298, 1.30112, 1.30481, 1.30493, 1.31265, 1.3086, 1.31102, 1.3145, 1.31717, 1.32973, 1.33797, 1.35397, 1.46424, 1.46539, 1.53908, 1.31525, 1.33815, 1.33632, 1.33511, 1.33639, 1.33808, 1.34096, 1.34675, 1.35064, 1.35432, 1.35835, 1.35872, 1.3611, 1.37282, 1.37392, 1.37783, 1.3792, 1.37886, 1.38224, 1.38265, 1.38391, 1.38254, 1.39073, 
1.27663, 1.27612, 1.27546, 1.27491, 1.27373, 1.27439, 1.27338, 1.27375, 1.27183, 1.26896, 1.26856, 1.2713, 1.26894, 1.26874, 1.27037, 1.26821, 1.2638, 1.26333, 1.26257, 1.26278, 1.26525, 1.26683, 1.27103, 1.27827, 1.26722, 1.33523, 1.4036, 1.64112, 1.43334, 1.25689, 1.27531, 1.26987, 1.26671, 1.26411, 1.2629, 1.2623, 1.2621, 1.26286, 1.25987, 1.26343, 1.26752, 1.26419, 1.26402, 1.26337, 1.26688, 1.26696, 1.2672, 1.26678, 1.26642, 1.26489, 1.265, 1.26998, 1.26894, 1.26511, 1.26655, 1.26693, 1.26766, 1.26887, 1.2743, 1.27542, 1.27648, 1.27721, 1.27575, 1.27982, 1.27994, 1.28277, 1.28321, 1.28031, 1.28177, 1.28217, 1.28566, 1.28655, 1.28743, 1.28857, 1.2909, 1.28796, 1.29314, 1.29376, 1.29505, 1.29328, 1.29523, 1.29779, 1.29763, 1.29979, 1.30279, 1.3023, 1.30534, 1.3047, 1.30633, 1.30584, 1.30606, 1.3105, 1.31544, 1.31514, 1.31678, 1.31823, 1.31722, 1.31651, 1.31989, 1.3364, 1.34349, 1.33753, 1.4517, 1.57459, 2.0699, 1.35819, 1.35135, 1.34875, 1.35204, 1.35158, 1.35147, 1.35569, 1.35917, 1.36331, 1.36347, 1.36432, 1.36783, 1.37188, 1.38336, 1.38047, 1.38178, 1.3841, 1.38937, 1.39286, 1.40632, 1.39406, 1.39633, 1.39886, 
1.27558, 1.28103, 1.28229, 1.27506, 1.27322, 1.27403, 1.27376, 1.27207, 1.26894, 1.27111, 1.27821, 1.26797, 1.26717, 1.26852, 1.26484, 1.26507, 1.265, 1.26342, 1.26133, 1.26169, 1.2627, 1.26439, 1.26908, 1.28084, 1.27362, 1.3124, 1.40903, 1.58503, 1.68266, 1.21926, 1.25827, 1.26813, 1.26399, 1.26194, 1.2607, 1.25896, 1.26118, 1.26641, 1.26125, 1.26473, 1.2639, 1.26445, 1.26801, 1.26607, 1.26801, 1.26881, 1.27037, 1.27141, 1.27211, 1.27247, 1.26679, 1.26789, 1.26887, 1.26811, 1.26909, 1.26969, 1.27284, 1.27239, 1.2778, 1.2781, 1.27887, 1.28162, 1.28301, 1.28385, 1.28328, 1.28361, 1.28302, 1.28366, 1.28435, 1.2862, 1.28797, 1.28747, 1.28801, 1.2904, 1.29208, 1.29552, 1.29747, 1.29831, 1.29899, 1.30239, 1.3054, 1.30628, 1.30828, 1.31301, 1.31359, 1.31306, 1.31348, 1.31404, 1.31453, 1.31544, 1.31582, 1.3176, 1.31978, 1.32091, 1.32411, 1.32956, 1.33995, 1.33312, 1.34445, 1.34559, 1.35066, 1.43666, 1.51336, 1.7814, 1.71102, 1.32704, 1.35454, 1.36868, 1.36525, 1.3686, 1.37473, 1.37082, 1.39242, 1.37607, 1.36992, 1.37054, 1.37407, 1.37538, 1.37901, 1.38157, 1.38235, 1.38461, 1.38866, 1.39244, 1.40052, 1.39985, 1.40196, 1.40914, 
1.28134, 1.28096, 1.28248, 1.2818, 1.27945, 1.27945, 1.28015, 1.27615, 1.27697, 1.27378, 1.27351, 1.27292, 1.27132, 1.26839, 1.26784, 1.26857, 1.26661, 1.26766, 1.26805, 1.26473, 1.26594, 1.26844, 1.27702, 1.27148, 1.26383, 1.26444, 1.46848, 1.59533, 1.55292, 1.26761, 1.27437, 1.27802, 1.2671, 1.26468, 1.2642, 1.26431, 1.26348, 1.26438, 1.26464, 1.26683, 1.2658, 1.26686, 1.26908, 1.26915, 1.26905, 1.2712, 1.271, 1.27429, 1.2738, 1.27485, 1.27395, 1.27368, 1.27348, 1.27436, 1.27545, 1.27655, 1.27885, 1.27974, 1.28085, 1.27827, 1.29865, 1.28136, 1.28805, 1.28399, 1.28641, 1.28256, 1.28405, 1.28453, 1.28426, 1.2858, 1.28606, 1.28812, 1.28817, 1.29188, 1.29665, 1.29599, 1.29421, 1.29426, 1.29803, 1.2985, 1.29974, 1.30235, 1.30562, 1.31047, 1.3095, 1.311, 1.30949, 1.31821, 1.32934, 1.32829, 1.31657, 1.31669, 1.31711, 1.32001, 1.32286, 1.32642, 1.32615, 1.33801, 1.348, 1.34015, 1.34324, 1.3975, 1.60623, 1.60484, 1.63171, 1.34779, 1.34878, 1.35683, 1.35493, 1.35947, 1.36859, 1.38403, 1.37116, 1.3707, 1.37464, 1.37518, 1.37706, 1.38091, 1.3847, 1.38549, 1.3871, 1.39113, 1.39436, 1.39879, 1.39827, 1.40056, 1.4054, 1.40737, 
1.28579, 1.28522, 1.28543, 1.28575, 1.28568, 1.2855, 1.28468, 1.28334, 1.27939, 1.27882, 1.27797, 1.28419, 1.27465, 1.28394, 1.2753, 1.27406, 1.27352, 1.27544, 1.29585, 1.27114, 1.27244, 1.26852, 1.27336, 1.27536, 1.28489, 1.31332, 1.45127, 1.53096, 2.1357, 1.30946, 1.28196, 1.27168, 1.26702, 1.26694, 1.26446, 1.2638, 1.26589, 1.26576, 1.26753, 1.27062, 1.26902, 1.27061, 1.27113, 1.27188, 1.27094, 1.27302, 1.27495, 1.27414, 1.27507, 1.27494, 1.27308, 1.28104, 1.27369, 1.27604, 1.27734, 1.2789, 1.27905, 1.27899, 1.27802, 1.27631, 1.27784, 1.27803, 1.28103, 1.28263, 1.28561, 1.28581, 1.28729, 1.28881, 1.2883, 1.28805, 1.2879, 1.28904, 1.29125, 1.29263, 1.29526, 1.30018, 1.30004, 1.30165, 1.32724, 1.30219, 1.30382, 1.30658, 1.30886, 1.31348, 1.31113, 1.31522, 1.31296, 1.31426, 1.31699, 1.31576, 1.31754, 1.31958, 1.32997, 1.3227, 1.32326, 1.32722, 1.32814, 1.33023, 1.34288, 1.35059, 1.3411, 1.47651, 1.59276, 1.66443, 1.56718, 1.34624, 1.35504, 1.36763, 1.36429, 1.37335, 1.37847, 1.37246, 1.37417, 1.37383, 1.37575, 1.38873, 1.38488, 1.38629, 1.39075, 1.39118, 1.39465, 1.39776, 1.40177, 1.39917, 1.40475, 1.40537, 1.41347, 1.41343, 
1.28839, 1.28731, 1.28625, 1.28555, 1.28889, 1.2906, 1.28838, 1.28919, 1.28655, 1.2868, 1.2851, 1.28123, 1.28149, 1.28142, 1.28341, 1.27964, 1.27778, 1.30509, 1.27749, 1.27578, 1.29179, 1.27397, 1.27389, 1.27691, 1.28217, 1.29151, 1.41405, 1.51616, 2.00196, 1.27542, 1.27913, 1.27886, 1.27877, 1.27148, 1.27104, 1.27346, 1.27474, 1.27403, 1.27283, 1.27416, 1.27561, 1.27448, 1.27482, 1.27719, 1.27573, 1.27803, 1.27881, 1.27995, 1.27924, 1.28042, 1.28069, 1.28024, 1.28553, 1.28407, 1.28358, 1.28481, 1.28575, 1.28826, 1.28781, 1.28783, 1.28833, 1.2909, 1.29159, 1.29484, 1.29576, 1.29598, 1.29581, 1.29495, 1.29628, 1.29709, 1.29854, 1.299, 1.2991, 1.2997, 1.30612, 1.31234, 1.31453, 1.31311, 1.31012, 1.30948, 1.30888, 1.31053, 1.31257, 1.31627, 1.31731, 1.31734, 1.31921, 1.31915, 1.32045, 1.32315, 1.32453, 1.32886, 1.3296, 1.33101, 1.33178, 1.33129, 1.33512, 1.33699, 1.34375, 1.3502, 1.34401, 1.43968, 1.60925, 1.82132, 1.64881, 1.35882, 1.36829, 1.36781, 1.37528, 1.36205, 1.36822, 1.37007, 1.37785, 1.37975, 1.38, 1.38257, 1.38839, 1.39129, 1.39227, 1.39516, 1.3928, 1.39704, 1.40208, 1.40291, 1.40718, 1.4207, 1.4205, 1.42301, 
1.2918, 1.28961, 1.29214, 1.29223, 1.29234, 1.29279, 1.29474, 1.29406, 1.29469, 1.29158, 1.28995, 1.28727, 1.28607, 1.28826, 1.28571, 1.28546, 1.28644, 1.28603, 1.28567, 1.28546, 1.28573, 1.28499, 1.28491, 1.28695, 1.28847, 1.29882, 1.45495, 1.54421, 1.5637, 1.26488, 1.29199, 1.30548, 1.28747, 1.28449, 1.28505, 1.28509, 1.28495, 1.28406, 1.28367, 1.28243, 1.28216, 1.28237, 1.28294, 1.28245, 1.28512, 1.28314, 1.28338, 1.28562, 1.28433, 1.2877, 1.28771, 1.28882, 1.29109, 1.29125, 1.29463, 1.29621, 1.29642, 1.2987, 1.30149, 1.30256, 1.30489, 1.30511, 1.30215, 1.30278, 1.30186, 1.30269, 1.30554, 1.30006, 1.30198, 1.30274, 1.30189, 1.30376, 1.31993, 1.30699, 1.31101, 1.31368, 1.31533, 1.31776, 1.31556, 1.3126, 1.31436, 1.31478, 1.32098, 1.32394, 1.3249, 1.32598, 1.32728, 1.3248, 1.32624, 1.32968, 1.3315, 1.33676, 1.33652, 1.34676, 1.35542, 1.34353, 1.34447, 1.34633, 1.35048, 1.35074, 1.3623, 1.44736, 1.47994, 1.70223, 1.65225, 1.33972, 1.3581, 1.3724, 1.37654, 1.37119, 1.39188, 1.38535, 1.37857, 1.38532, 1.38559, 1.3888, 1.39032, 1.392, 1.39512, 1.39559, 1.40063, 1.40178, 1.40542, 1.40752, 1.41745, 1.41948, 1.42696, 1.43015, 
1.29618, 1.2958, 1.29456, 1.29694, 1.29591, 1.29533, 1.29697, 1.29653, 1.29779, 1.292, 1.29118, 1.29082, 1.28816, 1.28826, 1.28904, 1.2926, 1.29487, 1.29477, 1.29493, 1.29298, 1.29923, 1.28844, 1.28914, 1.28915, 1.29615, 1.29828, 1.5142, 1.59237, 1.38258, 1.27479, 1.29743, 1.28998, 1.28767, 1.28733, 1.28933, 1.28942, 1.28895, 1.28783, 1.28606, 1.28576, 1.2872, 1.28897, 1.29052, 1.29174, 1.29106, 1.29203, 1.2922, 1.29268, 1.29137, 1.29049, 1.29492, 1.29452, 1.29535, 1.29752, 1.30075, 1.30371, 1.30512, 1.30571, 1.30764, 1.30868, 1.30934, 1.30864, 1.30757, 1.30766, 1.30837, 1.30726, 1.30896, 1.30923, 1.30877, 1.30849, 1.31009, 1.3109, 1.31104, 1.31418, 1.31789, 1.31927, 1.3206, 1.32112, 1.32053, 1.32114, 1.32646, 1.3236, 1.32311, 1.32764, 1.33218, 1.33123, 1.33291, 1.33377, 1.3368, 1.33799, 1.33916, 1.34126, 1.36894, 1.34402, 1.34675, 1.34632, 1.35981, 1.35734, 1.36318, 1.36114, 1.37127, 1.41344, 1.55156, 1.89614, 1.6269, 1.36475, 1.36047, 1.38272, 1.37787, 1.3756, 1.37823, 1.38932, 1.38386, 1.38526, 1.38856, 1.39323, 1.39567, 1.39606, 1.39753, 1.39896, 1.4028, 1.40524, 1.40759, 1.41165, 1.41919, 1.41926, 1.42665, 1.42615, 
