Desired Depth,Initial Ablation Time,Kp,Kd
0.5,0.6,2.0,1.0

Timestamp,Current Depth,Error,Derivative Error,Calculated Time ON
2024-04-24 14:36:49,0.2582,0.2418,0.2418,0.7254
2024-04-24 14:37:54,0.302,0.198,-0.0438,0.3522
2024-04-24 14:38:54,0.4001,0.0999,-0.0981,0.2
2024-04-24 14:39:56,0.4873,0.0127,-0.0872,0.2
2024-04-24 14:40:46,0.5174,-0.0174,-0.0301,-143
