Desired Depth,Initial Ablation Time,Kp,Kd
0.5,0.6,2.0,2.0

Timestamp,Current Depth,Error,Derivative Error,Calculated Time ON
2024-04-24 19:15:24,0.121,0.379,0.379,1.516
2024-04-24 19:16:24,0.2688,0.2312,0.1478,0.758
2024-04-24 19:17:25,0.4605,0.0395,0.1917,0.4624
2024-04-24 19:18:16,0.5723,-0.0723,0.1118,-143
