1.64042, 1.62401, 1.61767, 1.60075, 1.5967, 1.59108, 1.60411, 1.60731, 1.62122, 1.6865, 1.66137, 1.53155, 1.55081, 1.55083, 1.55755, 1.52963, 1.50922, 1.50997, 1.49841, 1.49461, 1.48942, 1.48023, 1.47409, 1.47155, 1.45841, 1.45479, 1.45469, 1.45713, 1.43111, 1.53519, 1.75472, 1.39047, 1.42203, 1.41319, 1.40987, 1.40071, 1.39526, 1.39136, 1.38243, 1.37598, 1.36937, 1.36193, 1.35702, 1.35665, 1.35515, 1.35118, 1.34055, 1.33353, 1.32877, 1.32632, 1.31933, 1.31422, 1.31407, 1.33617, 1.32482, 1.33407, 1.34325, 1.37756, 1.32693, 1.30074, 1.2842, 1.27921, 1.27554, 
1.624, 1.63674, 1.60889, 1.60502, 1.59621, 1.59848, 1.59528, 1.59819, 1.64859, 1.66547, 1.64399, 1.54756, 1.5546, 1.54725, 1.55027, 1.52369, 1.52052, 1.51203, 1.50104, 1.50015, 1.4884, 1.48164, 1.47866, 1.46928, 1.46194, 1.45818, 1.45334, 1.44901, 1.43684, 1.60541, 1.72401, 1.39163, 1.4266, 1.41201, 1.40596, 1.40211, 1.39572, 1.38635, 1.38943, 1.37857, 1.37351, 1.36686, 1.36293, 1.35676, 1.35208, 1.34996, 1.34666, 1.3424, 1.33767, 1.33215, 1.32567, 1.31976, 1.3222, 1.3297, 1.34779, 1.34338, 1.37855, 1.34822, 1.3174, 1.29287, 1.28811, 1.27253, 1.27251, 
1.67988, 1.6626, 1.62021, 1.60904, 1.60005, 1.59626, 1.591, 1.63107, 1.64442, 1.7207, 1.66634, 1.55734, 1.55146, 1.53802, 1.54171, 1.55149, 1.52542, 1.50879, 1.50531, 1.49678, 1.4913, 1.48574, 1.49572, 1.4744, 1.47483, 1.46764, 1.45457, 1.46479, 1.42297, 1.64044, 1.69529, 1.43829, 1.43045, 1.4107, 1.40921, 1.39923, 1.39444, 1.38667, 1.38651, 1.38978, 1.37474, 1.37185, 1.37107, 1.35904, 1.36306, 1.34981, 1.34516, 1.3389, 1.34028, 1.33915, 1.33465, 1.32981, 1.32747, 1.3404, 1.33828, 1.3642, 1.37771, 1.35118, 1.31376, 1.29336, 1.28571, 1.27736, 1.27587, 
1.63402, 1.66426, 1.62289, 1.61849, 1.60604, 1.60115, 1.62333, 1.62305, 1.67511, 1.71126, 1.6269, 1.5477, 1.56267, 1.54117, 1.5387, 1.53414, 1.52898, 1.52032, 1.51126, 1.49939, 1.49701, 1.49128, 1.48451, 1.47948, 1.47463, 1.4624, 1.46107, 1.45896, 1.44022, 1.52953, 1.68917, 1.41147, 1.44109, 1.41983, 1.41371, 1.41339, 1.39884, 1.39514, 1.39285, 1.38715, 1.38088, 1.37787, 1.3741, 1.36749, 1.35803, 1.35363, 1.35031, 1.34707, 1.3456, 1.3615, 1.341, 1.33577, 1.33677, 1.34048, 1.3435, 1.34799, 1.36255, 1.37632, 1.30711, 1.30499, 1.28892, 1.29312, 1.28556, 
1.64015, 1.65829, 1.66341, 1.61688, 1.61614, 1.60747, 1.614, 1.63076, 1.63789, 1.68295, 1.65408, 1.56914, 1.56169, 1.54744, 1.54121, 1.55128, 1.53336, 1.51636, 1.51283, 1.50537, 1.49728, 1.49229, 1.48655, 1.48119, 1.47596, 1.47167, 1.46935, 1.46747, 1.43951, 1.55505, 1.73075, 1.49573, 1.44547, 1.44195, 1.42681, 1.41415, 1.40775, 1.40029, 1.39592, 1.38858, 1.38588, 1.38337, 1.37835, 1.37809, 1.36445, 1.3594, 1.35048, 1.34792, 1.35143, 1.35234, 1.34795, 1.34148, 1.33743, 1.34309, 1.34614, 1.37813, 1.38209, 1.35134, 1.31152, 1.30941, 1.29775, 1.29927, 1.29589, 
1.65093, 1.63833, 1.67643, 1.62292, 1.61657, 1.60711, 1.60732, 1.66566, 1.66092, 1.70123, 1.71092, 1.56843, 1.56902, 1.55253, 1.54734, 1.53911, 1.53001, 1.52401, 1.51802, 1.50941, 1.50636, 1.49676, 1.49132, 1.48585, 1.48891, 1.48635, 1.49216, 1.48035, 1.44789, 1.58187, 1.73274, 1.48319, 1.45716, 1.44741, 1.4304, 1.42214, 1.4129, 1.40957, 1.40388, 1.39765, 1.39054, 1.38783, 1.3862, 1.37921, 1.37478, 1.35966, 1.35389, 1.34845, 1.35072, 1.34828, 1.34587, 1.34193, 1.33978, 1.35105, 1.36402, 1.36197, 1.37167, 1.38234, 1.31722, 1.31735, 1.32262, 1.30507, 1.29988, 
1.65094, 1.64421, 1.64172, 1.62987, 1.61656, 1.61218, 1.62776, 1.6511, 1.66883, 1.73374, 1.72761, 1.57477, 1.57396, 1.56138, 1.54709, 1.54557, 1.53508, 1.53193, 1.52552, 1.51587, 1.50716, 1.50415, 1.49701, 1.4917, 1.49147, 1.48413, 1.48079, 1.48907, 1.45127, 1.57522, 1.69453, 1.56394, 1.44539, 1.46475, 1.42837, 1.42503, 1.41533, 1.41124, 1.40594, 1.40186, 1.39605, 1.39212, 1.38953, 1.38797, 1.37693, 1.37038, 1.35966, 1.35224, 1.3499, 1.34682, 1.34482, 1.34161, 1.34293, 1.34614, 1.36193, 1.38358, 1.38848, 1.3999, 1.32244, 1.32778, 1.31338, 1.30495, 1.2966, 
1.65157, 1.63982, 1.63077, 1.661, 1.62914, 1.6295, 1.60913, 1.68893, 1.7066, 1.76864, 1.73987, 1.5722, 1.57432, 1.55242, 1.54801, 1.54383, 1.54519, 1.53652, 1.52963, 1.52685, 1.51303, 1.50378, 1.4981, 1.4906, 1.48557, 1.48369, 1.47482, 1.4744, 1.45572, 1.57679, 1.63029, 1.63999, 1.40909, 1.44031, 1.43128, 1.42127, 1.41767, 1.41258, 1.40945, 1.40832, 1.3985, 1.39118, 1.39213, 1.39183, 1.38367, 1.37413, 1.36519, 1.3615, 1.35487, 1.35324, 1.35019, 1.34587, 1.34597, 1.36127, 1.35376, 1.3823, 1.41665, 1.39607, 1.33016, 1.326, 1.31548, 1.30357, 1.29838, 
1.65121, 1.64654, 1.64271, 1.66394, 1.63455, 1.61689, 1.62122, 1.63994, 1.70185, 1.7405, 1.71087, 1.55364, 1.57285, 1.5551, 1.55757, 1.5575, 1.55467, 1.53501, 1.52529, 1.52138, 1.51292, 1.50175, 1.49873, 1.4931, 1.48838, 1.48397, 1.47621, 1.47458, 1.45761, 1.5895, 1.6663, 1.4395, 1.42058, 1.44766, 1.42835, 1.42287, 1.41626, 1.41416, 1.40906, 1.40341, 1.39637, 1.39049, 1.39061, 1.39073, 1.38547, 1.38134, 1.37549, 1.36603, 1.36093, 1.36028, 1.35786, 1.35182, 1.34168, 1.34557, 1.34306, 1.38665, 1.40649, 1.45388, 1.33757, 1.32422, 1.31276, 1.30748, 1.30236, 
1.65221, 1.65243, 1.64793, 1.64902, 1.63745, 1.62311, 1.62165, 1.59643, 1.69317, 1.74728, 1.72143, 1.58874, 1.58998, 1.56955, 1.56395, 1.54898, 1.55049, 1.53788, 1.53721, 1.5254, 1.52268, 1.51669, 1.50671, 1.49882, 1.4948, 1.48878, 1.47813, 1.48211, 1.47988, 1.64118, 1.68436, 1.46417, 1.44979, 1.43701, 1.43745, 1.42654, 1.41854, 1.41268, 1.41233, 1.40805, 1.40002, 1.39479, 1.39621, 1.38844, 1.38342, 1.38458, 1.37554, 1.37841, 1.36674, 1.36483, 1.3645, 1.3577, 1.35043, 1.34748, 1.36054, 1.38216, 1.41597, 1.47812, 1.31, 1.33943, 1.31768, 1.31079, 1.30826, 
