1.62455, 1.62115, 1.60603, 1.60303, 1.60106, 1.60004, 1.59603, 1.58666, 1.5898, 1.6022, 1.59228, 1.58922, 1.5797, 1.59678, 1.60693, 1.62037, 1.61902, 1.65679, 1.69553, 1.68061, 1.66503, 1.5422, 1.5302, 1.55041, 1.5479, 1.53724, 1.55167, 1.54412, 1.56183, 1.52879, 1.51967, 1.5242, 1.51357, 1.50987, 1.50658, 1.50601, 1.50332, 1.50055, 1.49866, 1.49803, 1.49517, 1.49227, 1.48722, 1.48271, 1.48117, 1.47812, 1.47518, 1.47194, 1.46935, 1.46482, 1.46191, 1.45749, 1.45863, 1.45398, 1.45434, 1.47028, 1.46662, 1.45743, 1.45068, 1.44349, 1.43815, 1.53622, 1.66329, 1.76849, 1.78111, 1.65626, 1.53054, 1.39682, 1.42364, 1.4236, 1.43828, 1.41294, 1.41175, 1.41272, 1.40565, 1.40208, 1.40198, 1.3992, 1.39366, 1.39283, 1.39144, 1.3889, 1.38189, 1.37966, 1.37685, 1.37365, 1.37241, 1.37045, 1.36714, 1.36294, 1.36187, 1.35869, 1.35763, 1.35667, 1.35544, 1.3574, 1.35355, 1.35154, 1.35507, 1.34112, 1.3437, 1.33908, 1.33378, 1.33098, 1.32909, 1.33121, 1.32773, 1.32597, 1.32056, 1.31966, 1.31819, 1.31541, 1.3145, 1.31342, 1.32937, 1.32187, 1.33649, 1.32448, 1.3403, 1.3346, 1.33285, 1.35709, 1.3438, 1.34486, 1.38627, 1.33384, 1.30881, 1.3181, 1.30323, 1.29299, 1.28614, 1.28049, 1.27978, 1.27784, 1.27542, 1.28187, 1.28831, 1.27495, 1.28326, 1.30335, 
1.63109, 1.66158, 1.64553, 1.61764, 1.61547, 1.62013, 1.6241, 1.61433, 1.61618, 1.61648, 1.60763, 1.62088, 1.60777, 1.63038, 1.64077, 1.68201, 1.67563, 1.70288, 1.71338, 1.71757, 1.60048, 1.54749, 1.56158, 1.55894, 1.57889, 1.5544, 1.54529, 1.54223, 1.54037, 1.53711, 1.54441, 1.53598, 1.53448, 1.52541, 1.51964, 1.51454, 1.5139, 1.53097, 1.50489, 1.50148, 1.50039, 1.49771, 1.49793, 1.49328, 1.49242, 1.48906, 1.48863, 1.48648, 1.48364, 1.47942, 1.47713, 1.47132, 1.46958, 1.46713, 1.4654, 1.46513, 1.46313, 1.4641, 1.47251, 1.44399, 1.45773, 1.52729, 1.59629, 1.67685, 1.73525, 1.72636, 1.52017, 1.45496, 1.39705, 1.44018, 1.44683, 1.43049, 1.42426, 1.41802, 1.41575, 1.41135, 1.41252, 1.40541, 1.404, 1.39933, 1.39655, 1.39561, 1.39241, 1.39176, 1.38949, 1.38642, 1.38294, 1.38251, 1.37915, 1.38064, 1.37823, 1.37426, 1.37191, 1.37174, 1.36894, 1.36341, 1.35932, 1.35489, 1.35285, 1.35091, 1.34902, 1.34907, 1.34644, 1.34664, 1.34959, 1.35028, 1.34919, 1.34782, 1.34797, 1.36406, 1.34162, 1.33634, 1.33521, 1.33445, 1.33528, 1.33996, 1.36055, 1.33844, 1.34175, 1.34434, 1.39685, 1.35225, 1.36602, 1.37071, 1.37282, 1.34445, 1.32104, 1.32701, 1.32353, 1.3065, 1.2972, 1.29486, 1.30334, 1.30849, 1.2891, 1.28823, 1.28845, 1.28771, 1.29156, 1.28277, 
1.63832, 1.631, 1.62437, 1.6667, 1.63351, 1.62799, 1.62675, 1.63113, 1.61982, 1.61898, 1.62012, 1.61328, 1.58928, 1.66786, 1.67945, 1.66528, 1.70055, 1.74291, 1.76827, 1.74036, 1.70131, 1.55075, 1.57261, 1.58106, 1.58587, 1.56127, 1.56129, 1.55199, 1.54917, 1.54565, 1.54265, 1.54412, 1.5552, 1.56073, 1.53761, 1.53843, 1.53944, 1.53074, 1.53751, 1.52305, 1.51919, 1.51687, 1.51374, 1.50986, 1.5052, 1.50052, 1.49849, 1.49491, 1.49328, 1.4953, 1.48685, 1.4864, 1.48469, 1.48668, 1.48223, 1.4988, 1.47441, 1.47346, 1.47321, 1.47181, 1.44069, 1.52004, 1.56801, 1.67142, 1.62936, 1.73729, 1.6204, 1.45236, 1.42586, 1.44708, 1.45548, 1.43947, 1.43458, 1.44803, 1.42595, 1.44768, 1.41979, 1.41924, 1.4179, 1.41683, 1.41329, 1.41112, 1.40944, 1.40783, 1.40845, 1.40285, 1.39975, 1.39562, 1.41197, 1.39255, 1.39151, 1.39163, 1.39243, 1.39181, 1.39096, 1.38628, 1.38211, 1.37725, 1.37135, 1.36872, 1.36576, 1.36431, 1.36363, 1.36039, 1.35907, 1.35413, 1.35263, 1.35384, 1.35151, 1.35023, 1.35761, 1.34713, 1.34476, 1.34357, 1.34679, 1.3468, 1.34307, 1.34102, 1.35233, 1.36929, 1.38335, 1.39265, 1.4112, 1.39714, 1.38845, 1.3549, 1.33266, 1.298, 1.33132, 1.32748, 1.31774, 1.31504, 1.31075, 1.30581, 1.30512, 1.29986, 1.29792, 1.29868, 1.29736, 1.29678, 
1.64913, 1.64728, 1.65684, 1.64796, 1.64067, 1.64479, 1.65511, 1.64442, 1.6292, 1.62543, 1.62277, 1.62333, 1.60944, 1.61559, 1.67286, 1.72109, 1.71871, 1.75593, 1.76827, 1.74067, 1.70679, 1.62394, 1.57562, 1.58326, 1.58035, 1.57752, 1.57314, 1.57189, 1.56695, 1.56125, 1.5576, 1.56049, 1.54962, 1.55686, 1.55034, 1.55782, 1.54208, 1.54754, 1.53058, 1.52658, 1.53335, 1.52134, 1.52104, 1.52022, 1.51726, 1.51284, 1.51026, 1.50925, 1.50492, 1.50261, 1.49996, 1.49698, 1.49342, 1.48945, 1.48903, 1.48551, 1.48381, 1.48564, 1.48346, 1.49615, 1.46209, 1.54456, 1.53271, 1.61664, 1.68886, 1.6813, 1.66201, 1.50124, 1.4234, 1.41741, 1.46482, 1.45386, 1.43477, 1.43316, 1.43278, 1.4303, 1.42793, 1.42601, 1.42255, 1.41975, 1.41766, 1.41871, 1.41679, 1.41426, 1.41858, 1.40776, 1.40791, 1.4074, 1.40056, 1.39856, 1.39711, 1.39584, 1.39553, 1.39349, 1.39023, 1.38879, 1.38926, 1.38642, 1.38596, 1.38157, 1.37705, 1.37471, 1.37201, 1.36971, 1.37068, 1.36619, 1.36645, 1.3643, 1.36268, 1.36443, 1.35893, 1.3595, 1.35925, 1.35804, 1.35536, 1.35874, 1.35538, 1.34458, 1.35122, 1.38235, 1.4065, 1.42907, 1.43717, 1.46754, 1.45082, 1.4223, 1.39575, 1.31239, 1.34023, 1.3469, 1.31883, 1.3151, 1.31186, 1.30918, 1.30609, 1.30309, 1.30401, 1.30212, 1.29969, 1.29821, 
1.66127, 1.66185, 1.65809, 1.65421, 1.64879, 1.66067, 1.65377, 1.66083, 1.67127, 1.62575, 1.6349, 1.63851, 1.62069, 1.64076, 1.64547, 1.74166, 1.77628, 1.81493, 1.79764, 1.76673, 1.75686, 1.62395, 1.57898, 1.59243, 1.5933, 1.58828, 1.57968, 1.58883, 1.57075, 1.57183, 1.56469, 1.56711, 1.56045, 1.57314, 1.5749, 1.57589, 1.57146, 1.59491, 1.544, 1.5411, 1.54625, 1.53322, 1.53312, 1.53888, 1.52597, 1.52312, 1.51975, 1.51807, 1.51477, 1.51089, 1.50832, 1.5063, 1.50487, 1.50152, 1.49653, 1.49397, 1.51181, 1.50516, 1.49189, 1.48833, 1.46096, 1.48811, 1.56318, 1.6364, 1.68989, 1.6902, 1.66198, 1.60765, 1.4694, 1.43652, 1.4697, 1.47485, 1.47043, 1.45874, 1.45105, 1.46741, 1.45531, 1.44038, 1.43811, 1.43505, 1.43175, 1.42758, 1.42695, 1.42595, 1.42251, 1.42143, 1.4196, 1.41717, 1.41511, 1.40714, 1.40939, 1.40979, 1.40885, 1.4067, 1.4046, 1.40035, 1.39779, 1.39574, 1.39274, 1.39013, 1.38682, 1.38201, 1.38019, 1.37717, 1.37372, 1.38605, 1.36936, 1.36571, 1.3641, 1.36404, 1.36046, 1.36223, 1.36066, 1.36157, 1.38128, 1.36909, 1.36585, 1.34576, 1.39984, 1.46161, 1.48488, 1.44373, 1.45791, 1.45814, 1.44881, 1.41313, 1.41341, 1.37688, 1.33881, 1.35024, 1.33803, 1.32778, 1.3324, 1.32146, 1.3183, 1.31664, 1.31353, 1.3229, 1.31422, 1.31702, 
1.66864, 1.66414, 1.68598, 1.65323, 1.65184, 1.65372, 1.65398, 1.64073, 1.65425, 1.66874, 1.65899, 1.63638, 1.61824, 1.62514, 1.66494, 1.69469, 1.74967, 1.81227, 1.82609, 1.83168, 1.73055, 1.63852, 1.59313, 1.6109, 1.60193, 1.58388, 1.58137, 1.59261, 1.58206, 1.58787, 1.56929, 1.56519, 1.57508, 1.56756, 1.55935, 1.55858, 1.55451, 1.55473, 1.56873, 1.56083, 1.55747, 1.53453, 1.55167, 1.53172, 1.53073, 1.531, 1.5311, 1.52817, 1.51651, 1.5136, 1.50865, 1.50439, 1.49879, 1.49685, 1.50321, 1.50379, 1.49118, 1.49182, 1.50312, 1.51408, 1.47886, 1.50243, 1.59948, 1.62203, 1.69764, 1.69371, 1.61357, 1.60344, 1.50741, 1.44938, 1.4663, 1.47081, 1.46583, 1.45817, 1.44539, 1.44779, 1.43806, 1.44424, 1.43385, 1.43372, 1.43126, 1.4299, 1.43686, 1.42749, 1.42281, 1.42051, 1.42633, 1.41881, 1.41887, 1.41898, 1.41573, 1.41264, 1.41036, 1.41347, 1.40826, 1.40613, 1.40579, 1.40062, 1.40283, 1.39977, 1.39943, 1.39726, 1.39247, 1.389, 1.38692, 1.38795, 1.37837, 1.37746, 1.38654, 1.37493, 1.37321, 1.38091, 1.38505, 1.36927, 1.36572, 1.37565, 1.37239, 1.35992, 1.3776, 1.38161, 1.44421, 1.45004, 1.53034, 1.48167, 1.47468, 1.49937, 1.43532, 1.39311, 1.35096, 1.34063, 1.33786, 1.3439, 1.35746, 1.33127, 1.32975, 1.32964, 1.3242, 1.32309, 1.32252, 1.31979, 
1.67563, 1.66015, 1.64891, 1.65836, 1.64407, 1.64505, 1.64634, 1.65455, 1.65404, 1.64769, 1.63403, 1.65405, 1.6425, 1.60044, 1.67863, 1.73337, 1.77993, 1.81234, 1.83448, 1.83026, 1.80421, 1.68582, 1.58382, 1.6054, 1.61716, 1.59348, 1.59452, 1.59894, 1.57469, 1.55824, 1.55629, 1.56755, 1.56939, 1.56562, 1.56141, 1.5455, 1.54226, 1.54521, 1.54867, 1.54525, 1.54545, 1.55765, 1.54286, 1.54231, 1.55222, 1.52925, 1.53158, 1.53741, 1.52703, 1.52407, 1.52789, 1.50412, 1.49892, 1.50323, 1.50783, 1.50524, 1.49677, 1.49653, 1.49907, 1.49553, 1.48486, 1.4928, 1.54511, 1.59656, 1.62808, 1.64389, 1.638, 1.59148, 1.51344, 1.47102, 1.46474, 1.47166, 1.46852, 1.48507, 1.47261, 1.46882, 1.45044, 1.4522, 1.45346, 1.45277, 1.43863, 1.4389, 1.43437, 1.42052, 1.41614, 1.41247, 1.41419, 1.42795, 1.4296, 1.42419, 1.41188, 1.40321, 1.3971, 1.39452, 1.4003, 1.39958, 1.3994, 1.39775, 1.39285, 1.39505, 1.39203, 1.37797, 1.37461, 1.37415, 1.37432, 1.37469, 1.37662, 1.37722, 1.37572, 1.36975, 1.3639, 1.36075, 1.35817, 1.36101, 1.36746, 1.35916, 1.37106, 1.37308, 1.37601, 1.4036, 1.47484, 1.47859, 1.48841, 1.49673, 1.49354, 1.48732, 1.44226, 1.41216, 1.33072, 1.3548, 1.35986, 1.33693, 1.33701, 1.34402, 1.33026, 1.33428, 1.31654, 1.30829, 1.30713, 1.30569, 
1.66752, 1.6671, 1.66311, 1.67365, 1.68623, 1.65124, 1.64888, 1.65445, 1.64224, 1.6491, 1.65232, 1.63487, 1.64474, 1.64126, 1.61717, 1.70997, 1.74119, 1.77372, 1.84032, 1.86346, 1.83141, 1.72826, 1.58313, 1.61143, 1.60916, 1.59773, 1.58248, 1.57935, 1.57547, 1.58354, 1.57111, 1.56873, 1.56531, 1.55886, 1.55436, 1.55163, 1.55063, 1.54925, 1.55039, 1.54544, 1.54437, 1.55464, 1.54819, 1.53489, 1.55114, 1.54126, 1.53734, 1.52176, 1.52562, 1.51581, 1.51339, 1.51234, 1.52386, 1.5149, 1.49815, 1.49937, 1.50364, 1.5057, 1.49942, 1.49391, 1.48865, 1.46012, 1.56117, 1.57889, 1.63474, 1.62336, 1.62026, 1.58218, 1.53635, 1.49835, 1.43704, 1.4687, 1.46463, 1.45564, 1.48911, 1.46926, 1.45315, 1.43331, 1.43041, 1.43568, 1.4295, 1.43262, 1.42823, 1.42953, 1.42697, 1.42386, 1.42245, 1.42228, 1.42262, 1.41683, 1.41213, 1.4108, 1.40699, 1.40843, 1.41049, 1.40877, 1.40081, 1.39772, 1.39913, 1.39006, 1.38628, 1.38745, 1.38045, 1.37778, 1.37558, 1.37252, 1.37311, 1.37251, 1.38779, 1.39273, 1.37732, 1.37254, 1.38489, 1.37265, 1.37351, 1.37084, 1.38164, 1.37496, 1.33543, 1.38445, 1.44599, 1.43002, 1.46663, 1.5649, 1.54678, 1.52359, 1.51068, 1.36993, 1.33762, 1.35252, 1.3501, 1.36187, 1.32413, 1.32148, 1.33912, 1.31994, 1.3195, 1.31917, 1.31582, 1.31604, 
1.64675, 1.64227, 1.6385, 1.6353, 1.63174, 1.62753, 1.6264, 1.62337, 1.6224, 1.62525, 1.62273, 1.62277, 1.62229, 1.61796, 1.60624, 1.67846, 1.73918, 1.81344, 1.85803, 1.87984, 1.8515, 1.62967, 1.58097, 1.57676, 1.58785, 1.57801, 1.57488, 1.58225, 1.5793, 1.56432, 1.55479, 1.55132, 1.54658, 1.54171, 1.53815, 1.54165, 1.54058, 1.54038, 1.53465, 1.52963, 1.52675, 1.52324, 1.52006, 1.54455, 1.5169, 1.52195, 1.52654, 1.52356, 1.51014, 1.50248, 1.51027, 1.50287, 1.4995, 1.50243, 1.49721, 1.48891, 1.48942, 1.49827, 1.4851, 1.48636, 1.47212, 1.46018, 1.48216, 1.52125, 1.58234, 1.60734, 1.60616, 1.59314, 1.53107, 1.48193, 1.43925, 1.45772, 1.45432, 1.44461, 1.43973, 1.45067, 1.44778, 1.45784, 1.44016, 1.43729, 1.42651, 1.43932, 1.42068, 1.41437, 1.42328, 1.41513, 1.41604, 1.40891, 1.40513, 1.40318, 1.40233, 1.40046, 1.40018, 1.39892, 1.39586, 1.39452, 1.39223, 1.38793, 1.38757, 1.38624, 1.38464, 1.38118, 1.3778, 1.38528, 1.39582, 1.3682, 1.36719, 1.36444, 1.364, 1.36133, 1.35842, 1.37109, 1.36132, 1.35425, 1.35092, 1.35078, 1.35184, 1.35782, 1.33703, 1.35413, 1.42586, 1.44218, 1.46802, 1.51364, 1.52495, 1.53067, 1.51345, 1.37156, 1.30068, 1.33955, 1.33281, 1.31785, 1.31258, 1.31275, 1.31263, 1.30983, 1.30799, 1.30889, 1.30657, 1.30349, 
1.65424, 1.6523, 1.64845, 1.64523, 1.6407, 1.63797, 1.63367, 1.63806, 1.62876, 1.62614, 1.62291, 1.62062, 1.61984, 1.63118, 1.60255, 1.6218, 1.69628, 1.76657, 1.80864, 1.92111, 1.94831, 1.70323, 1.58097, 1.58684, 1.5911, 1.58888, 1.56977, 1.56991, 1.56452, 1.56036, 1.5574, 1.55631, 1.55389, 1.55281, 1.5515, 1.5468, 1.54447, 1.53834, 1.53654, 1.53536, 1.53237, 1.5286, 1.52662, 1.5216, 1.51818, 1.5142, 1.51654, 1.51088, 1.52024, 1.521, 1.50837, 1.49903, 1.49664, 1.49939, 1.49186, 1.49021, 1.48675, 1.48578, 1.49605, 1.48492, 1.48881, 1.45692, 1.47495, 1.53139, 1.58069, 1.57159, 1.63741, 1.57266, 1.56255, 1.53198, 1.42889, 1.46121, 1.46189, 1.44782, 1.4398, 1.43597, 1.45112, 1.43216, 1.43834, 1.44275, 1.44138, 1.42241, 1.41794, 1.41259, 1.41212, 1.40865, 1.40666, 1.40527, 1.40506, 1.40183, 1.40012, 1.39916, 1.39843, 1.39495, 1.39249, 1.38965, 1.38736, 1.3849, 1.38281, 1.37889, 1.37643, 1.3726, 1.37059, 1.36817, 1.3657, 1.36565, 1.36279, 1.3608, 1.35916, 1.35858, 1.35662, 1.35614, 1.35383, 1.3617, 1.34804, 1.34675, 1.34455, 1.35453, 1.36124, 1.32148, 1.39963, 1.4431, 1.49251, 1.36615, 1.38483, 1.55068, 1.50888, 1.34391, 1.31375, 1.34057, 1.33157, 1.32958, 1.32629, 1.32259, 1.31866, 1.32459, 1.31545, 1.31286, 1.31221, 1.30865, 
