1.62419, 1.61724, 1.62131, 1.61885, 1.60443, 1.60279, 1.60585, 1.60015, 1.59903, 1.59213, 1.59729, 1.58638, 1.60038, 1.59172, 1.60221, 1.59228, 1.5929, 1.56963, 1.57212, 1.57997, 1.59685, 1.60523, 1.60839, 1.60704, 1.61938, 1.62302, 1.65687, 1.68742, 1.68068, 1.69278, 1.66479, 1.59601, 1.59302, 1.52691, 1.53214, 1.55476, 1.55118, 1.54845, 1.5436, 1.54323, 1.53807, 1.55038, 1.5513, 1.56167, 1.54807, 1.53592, 1.52733, 1.52162, 1.53045, 1.52353, 1.51177, 1.51005, 1.52149, 1.50652, 1.50723, 1.51272, 1.50357, 1.50193, 1.50037, 1.49921, 1.4986, 1.49822, 1.49469, 1.49341, 1.49147, 1.48967, 1.49524, 1.48337, 1.48137, 1.48147, 1.47878, 1.47658, 1.47477, 1.47266, 1.51756, 1.46893, 1.46531, 1.46364, 1.4634, 1.45856, 1.45858, 1.45734, 1.46832, 1.45612, 1.45349, 1.45223, 1.45148, 1.46624, 1.45719, 1.46186, 1.45064, 1.46114, 1.4185, 1.44826, 1.50956, 1.53665, 1.64844, 1.70667, 1.76841, 1.78159, 1.77944, 1.65762, 1.53769, 1.41304, 1.39797, 1.41256, 1.42477, 1.42376, 1.4384, 1.41552, 1.41431, 1.41535, 1.4265, 1.41392, 1.40666, 1.41936, 1.40274, 1.40165, 1.39993, 1.39922, 1.39577, 1.3936, 1.39389, 1.39182, 1.39157, 1.3906, 1.38618, 1.38332, 1.38065, 1.37987, 1.37883, 1.37499, 1.37451, 1.3748, 1.37084, 1.371, 1.37044, 1.36717, 1.36401, 1.36324, 1.36192, 1.36033, 1.35906, 1.35738, 1.36047, 1.35813, 1.37787, 1.35899, 1.35176, 1.35369, 1.35317, 1.35195, 1.34082, 1.34072, 1.34311, 1.34426, 1.34074, 1.33576, 1.3344, 1.33196, 1.33149, 1.32893, 1.33614, 1.33053, 1.33377, 1.32672, 1.3227, 1.32146, 1.32132, 1.3191, 1.31931, 1.32655, 1.31615, 1.31598, 1.31511, 1.31365, 1.3381, 1.3215, 1.3228, 1.32763, 1.33695, 1.32632, 1.34078, 1.35907, 1.33444, 1.33889, 1.35508, 1.35556, 1.3565, 1.34219, 1.34552, 1.36418, 1.37853, 1.33556, 1.33015, 1.31021, 1.32009, 1.3191, 1.30436, 1.29713, 1.29255, 1.28803, 1.29242, 1.28187, 1.28321, 1.28026, 1.28623, 1.27803, 1.28193, 1.27864, 1.28827, 1.29623, 1.27732, 1.27668, 1.28376, 1.29197, 1.29975, 
1.61582, 1.62599, 1.6115, 1.60876, 1.60677, 1.6057, 1.60996, 1.59996, 1.60069, 1.59547, 1.59167, 1.59205, 1.59222, 1.60341, 1.59974, 1.59324, 1.58274, 1.57456, 1.60072, 1.63027, 1.61841, 1.61354, 1.61874, 1.62048, 1.62134, 1.65422, 1.66226, 1.66858, 1.6785, 1.70804, 1.6337, 1.57866, 1.53776, 1.54136, 1.55175, 1.55137, 1.5583, 1.55169, 1.54068, 1.55097, 1.54975, 1.54725, 1.56485, 1.55736, 1.55121, 1.53666, 1.52093, 1.52418, 1.51998, 1.51746, 1.51591, 1.5143, 1.51233, 1.5099, 1.50983, 1.50951, 1.50581, 1.50374, 1.5011, 1.50139, 1.50045, 1.49805, 1.49638, 1.49451, 1.49303, 1.49339, 1.48559, 1.48532, 1.48256, 1.48168, 1.47899, 1.4785, 1.47597, 1.47323, 1.47198, 1.47136, 1.47113, 1.46545, 1.46288, 1.47036, 1.45922, 1.48168, 1.45869, 1.45533, 1.45589, 1.45357, 1.47101, 1.46034, 1.44843, 1.45833, 1.46909, 1.46109, 1.4334, 1.49684, 1.51936, 1.54176, 1.63122, 1.68108, 1.72231, 1.74366, 1.71795, 1.66102, 1.57088, 1.42774, 1.41015, 1.42595, 1.43404, 1.42292, 1.41997, 1.41595, 1.41945, 1.41272, 1.412, 1.41593, 1.40625, 1.40904, 1.40283, 1.40216, 1.40006, 1.39781, 1.40538, 1.39264, 1.39226, 1.38923, 1.38817, 1.38858, 1.38745, 1.3835, 1.38384, 1.37976, 1.37952, 1.37982, 1.3748, 1.37619, 1.37462, 1.37212, 1.36969, 1.36798, 1.36505, 1.3645, 1.36286, 1.36219, 1.35837, 1.40291, 1.36025, 1.35733, 1.35807, 1.3548, 1.35237, 1.35234, 1.35123, 1.35115, 1.35013, 1.3478, 1.34664, 1.34413, 1.34204, 1.34115, 1.33688, 1.33949, 1.33319, 1.33502, 1.33671, 1.33326, 1.33327, 1.33095, 1.32786, 1.35077, 1.32357, 1.32147, 1.32285, 1.32214, 1.32129, 1.3215, 1.31792, 1.32011, 1.32676, 1.32458, 1.3295, 1.33177, 1.34122, 1.33357, 1.33238, 1.3433, 1.38163, 1.34528, 1.34103, 1.34152, 1.343, 1.34643, 1.34685, 1.37546, 1.35462, 1.35673, 1.33035, 1.30748, 1.30904, 1.31289, 1.30856, 1.30527, 1.31011, 1.28928, 1.28185, 1.28141, 1.28944, 1.27711, 1.27729, 1.27722, 1.27793, 1.27388, 1.27581, 1.27925, 1.27599, 1.27774, 1.27467, 1.27848, 1.296, 
1.6318, 1.61096, 1.60797, 1.60877, 1.6088, 1.60655, 1.60421, 1.60361, 1.59959, 1.5978, 1.59647, 1.59581, 1.59296, 1.59481, 1.59416, 1.59816, 1.60768, 1.56928, 1.59636, 1.63392, 1.61001, 1.61994, 1.62662, 1.63441, 1.64507, 1.65818, 1.67279, 1.67723, 1.68839, 1.7122, 1.63826, 1.6104, 1.56173, 1.53654, 1.54551, 1.55434, 1.54742, 1.54716, 1.54652, 1.53965, 1.53996, 1.53743, 1.55065, 1.54317, 1.54999, 1.56524, 1.5307, 1.52139, 1.52932, 1.51913, 1.51775, 1.51669, 1.51443, 1.51214, 1.51121, 1.50997, 1.50753, 1.50354, 1.5025, 1.4993, 1.49903, 1.50085, 1.49509, 1.49406, 1.49399, 1.49157, 1.48925, 1.48644, 1.4864, 1.4818, 1.47991, 1.479, 1.47804, 1.47561, 1.47448, 1.47382, 1.47286, 1.47073, 1.46875, 1.46704, 1.46218, 1.46019, 1.46062, 1.45792, 1.45534, 1.45525, 1.45101, 1.46195, 1.4488, 1.45459, 1.45813, 1.45943, 1.41622, 1.46042, 1.46209, 1.51981, 1.60392, 1.63929, 1.75529, 1.75135, 1.68029, 1.61001, 1.53945, 1.47373, 1.40016, 1.42311, 1.42201, 1.42766, 1.41812, 1.41671, 1.41571, 1.41136, 1.41159, 1.40878, 1.40746, 1.41595, 1.40345, 1.3993, 1.39772, 1.3957, 1.39284, 1.39198, 1.38768, 1.38676, 1.38828, 1.38742, 1.38585, 1.38428, 1.38279, 1.3823, 1.37907, 1.37674, 1.37483, 1.37567, 1.37362, 1.37194, 1.3717, 1.37394, 1.3958, 1.36706, 1.36387, 1.36289, 1.36188, 1.35834, 1.35764, 1.35657, 1.35455, 1.35496, 1.35364, 1.35275, 1.35043, 1.35114, 1.35075, 1.34691, 1.35082, 1.35376, 1.34557, 1.34169, 1.34155, 1.33867, 1.33702, 1.33649, 1.33608, 1.34099, 1.33654, 1.33969, 1.3352, 1.33233, 1.3302, 1.32876, 1.32775, 1.32908, 1.32415, 1.32406, 1.32312, 1.32254, 1.32688, 1.33002, 1.32926, 1.34554, 1.33009, 1.33157, 1.34411, 1.37074, 1.35506, 1.35505, 1.3498, 1.34604, 1.34695, 1.35681, 1.3602, 1.39832, 1.36899, 1.37583, 1.31542, 1.31276, 1.30331, 1.30607, 1.29642, 1.29541, 1.30943, 1.29791, 1.28727, 1.28426, 1.2827, 1.27711, 1.278, 1.27791, 1.27809, 1.28084, 1.27847, 1.27821, 1.27857, 1.27561, 1.27554, 1.29304, 1.31136, 
1.65604, 1.64866, 1.62579, 1.61802, 1.61628, 1.60907, 1.60725, 1.60241, 1.60003, 1.60067, 1.60558, 1.60219, 1.59705, 1.59646, 1.60586, 1.60454, 1.60093, 1.57788, 1.58661, 1.65843, 1.61692, 1.64525, 1.64975, 1.64572, 1.6339, 1.64888, 1.68229, 1.74368, 1.75799, 1.72077, 1.68052, 1.6033, 1.57317, 1.53485, 1.56346, 1.55767, 1.57166, 1.55035, 1.55436, 1.55112, 1.53842, 1.54737, 1.54888, 1.54773, 1.54345, 1.55959, 1.5513, 1.5326, 1.53725, 1.52062, 1.52726, 1.51365, 1.51585, 1.5112, 1.50935, 1.51035, 1.53021, 1.54214, 1.50653, 1.50541, 1.50581, 1.49775, 1.53169, 1.50434, 1.49435, 1.49255, 1.49162, 1.49174, 1.48864, 1.48566, 1.48529, 1.49555, 1.48163, 1.48156, 1.47647, 1.49291, 1.47809, 1.47246, 1.46774, 1.46627, 1.4582, 1.47546, 1.45944, 1.45826, 1.45805, 1.45677, 1.45505, 1.45259, 1.46719, 1.45811, 1.45496, 1.46407, 1.44461, 1.432, 1.49467, 1.5511, 1.61675, 1.64115, 1.66216, 1.74622, 1.77872, 1.69575, 1.49873, 1.46197, 1.40375, 1.41616, 1.44515, 1.43061, 1.43692, 1.41754, 1.41624, 1.41183, 1.41199, 1.41122, 1.40963, 1.41964, 1.40047, 1.39962, 1.39971, 1.39869, 1.39386, 1.38851, 1.39137, 1.38866, 1.38803, 1.38792, 1.38732, 1.38771, 1.38596, 1.38641, 1.38483, 1.38416, 1.38016, 1.37659, 1.37512, 1.37405, 1.37374, 1.37298, 1.37299, 1.37228, 1.36777, 1.36708, 1.36477, 1.36254, 1.36121, 1.36037, 1.35937, 1.35695, 1.35585, 1.35563, 1.35207, 1.35071, 1.36761, 1.3508, 1.34665, 1.34628, 1.34497, 1.34286, 1.34169, 1.34058, 1.34104, 1.34141, 1.34126, 1.34012, 1.34092, 1.33974, 1.33841, 1.33601, 1.33588, 1.33395, 1.33334, 1.33171, 1.33053, 1.32969, 1.3295, 1.32921, 1.33068, 1.34201, 1.34324, 1.33629, 1.33285, 1.33328, 1.365, 1.3401, 1.37575, 1.34474, 1.35884, 1.38959, 1.34954, 1.35622, 1.36088, 1.35045, 1.36071, 1.35046, 1.32638, 1.30912, 1.30729, 1.31656, 1.30809, 1.29713, 1.29253, 1.2881, 1.29329, 1.28338, 1.28252, 1.28251, 1.27832, 1.27809, 1.28076, 1.27755, 1.27593, 1.2766, 1.28138, 1.28221, 1.28265, 1.2812, 1.27582, 
1.65389, 1.65246, 1.63705, 1.63429, 1.6152, 1.61487, 1.61361, 1.61347, 1.60587, 1.60427, 1.60355, 1.60303, 1.59986, 1.60407, 1.60151, 1.61006, 1.59312, 1.58103, 1.59149, 1.6032, 1.68231, 1.6332, 1.64367, 1.65854, 1.65554, 1.68615, 1.69684, 1.70462, 1.70701, 1.6997, 1.67856, 1.63016, 1.56712, 1.54901, 1.57027, 1.57167, 1.56915, 1.55218, 1.54903, 1.54813, 1.54993, 1.54148, 1.5408, 1.54712, 1.54771, 1.55207, 1.55869, 1.54459, 1.53035, 1.5381, 1.52366, 1.52137, 1.52527, 1.51685, 1.5169, 1.51372, 1.51408, 1.50993, 1.50964, 1.50749, 1.50403, 1.50219, 1.50075, 1.49767, 1.4978, 1.49791, 1.49342, 1.49194, 1.49014, 1.48879, 1.4918, 1.49582, 1.48598, 1.4836, 1.48402, 1.48138, 1.47637, 1.47664, 1.47336, 1.4747, 1.47389, 1.47233, 1.46188, 1.46112, 1.46819, 1.45971, 1.46022, 1.45718, 1.45567, 1.45768, 1.45534, 1.46957, 1.4333, 1.44387, 1.48757, 1.53011, 1.58895, 1.64231, 1.70042, 1.70602, 1.72337, 1.65862, 1.57803, 1.51671, 1.39865, 1.40906, 1.43164, 1.42967, 1.43135, 1.43138, 1.42052, 1.41943, 1.41562, 1.41501, 1.41176, 1.41634, 1.40729, 1.40775, 1.4032, 1.40362, 1.39956, 1.39776, 1.39594, 1.39375, 1.39465, 1.39525, 1.39538, 1.39295, 1.39203, 1.39118, 1.39158, 1.38753, 1.38667, 1.37982, 1.38054, 1.38006, 1.37822, 1.37581, 1.37547, 1.37447, 1.37273, 1.37012, 1.37015, 1.37035, 1.3664, 1.36544, 1.3711, 1.36385, 1.36067, 1.35769, 1.35723, 1.35358, 1.35123, 1.3514, 1.35071, 1.35083, 1.3488, 1.34859, 1.3469, 1.34588, 1.3449, 1.34678, 1.34568, 1.34453, 1.37144, 1.34353, 1.34742, 1.3407, 1.3419, 1.33941, 1.34349, 1.33408, 1.33737, 1.3397, 1.33179, 1.33344, 1.33716, 1.34679, 1.33685, 1.33741, 1.33807, 1.33378, 1.34147, 1.33965, 1.35117, 1.39816, 1.34499, 1.3439, 1.37886, 1.36444, 1.3564, 1.37213, 1.35711, 1.36481, 1.35089, 1.2972, 1.31438, 1.30792, 1.31184, 1.30536, 1.29929, 1.30019, 1.29096, 1.29161, 1.29956, 1.28923, 1.28431, 1.28451, 1.28714, 1.28271, 1.2843, 1.28268, 1.28449, 1.28266, 1.28197, 1.28478, 1.29268, 
1.65645, 1.65456, 1.65473, 1.63362, 1.61836, 1.61545, 1.61217, 1.60954, 1.60684, 1.60607, 1.60427, 1.60285, 1.60361, 1.62042, 1.61249, 1.60999, 1.6136, 1.58862, 1.59629, 1.61169, 1.63396, 1.63496, 1.63826, 1.67884, 1.6886, 1.67291, 1.68819, 1.70981, 1.71515, 1.73352, 1.67878, 1.58274, 1.59296, 1.5407, 1.56804, 1.56843, 1.55837, 1.57091, 1.55464, 1.54889, 1.54756, 1.54455, 1.54152, 1.53971, 1.55765, 1.55121, 1.53521, 1.55953, 1.55825, 1.54051, 1.52518, 1.53185, 1.53318, 1.51733, 1.517, 1.52001, 1.51604, 1.51298, 1.50808, 1.50456, 1.50932, 1.50891, 1.50067, 1.50007, 1.49839, 1.49769, 1.49367, 1.49265, 1.49267, 1.49051, 1.48858, 1.48695, 1.48802, 1.48606, 1.48541, 1.48372, 1.4813, 1.47806, 1.47454, 1.47197, 1.46958, 1.4675, 1.46789, 1.46585, 1.47468, 1.46506, 1.46267, 1.46433, 1.46319, 1.46437, 1.47255, 1.4608, 1.44706, 1.45688, 1.49021, 1.58485, 1.63628, 1.64017, 1.67697, 1.73033, 1.73478, 1.62352, 1.62056, 1.50552, 1.43789, 1.43414, 1.45715, 1.43932, 1.44148, 1.43424, 1.43812, 1.42556, 1.42196, 1.41788, 1.41597, 1.41467, 1.41272, 1.40894, 1.40654, 1.41082, 1.40618, 1.40384, 1.40181, 1.3994, 1.39855, 1.3968, 1.39674, 1.39396, 1.39679, 1.39237, 1.39203, 1.38849, 1.38649, 1.38452, 1.38417, 1.38285, 1.3817, 1.37929, 1.37893, 1.38118, 1.37694, 1.37588, 1.37313, 1.37201, 1.37023, 1.3696, 1.37457, 1.36618, 1.36404, 1.35977, 1.35699, 1.35465, 1.35393, 1.3514, 1.35032, 1.35041, 1.35001, 1.3477, 1.34928, 1.34701, 1.34818, 1.34683, 1.34964, 1.35069, 1.34743, 1.34735, 1.3552, 1.36009, 1.34593, 1.34649, 1.34136, 1.33871, 1.36027, 1.33651, 1.3338, 1.33358, 1.33576, 1.35632, 1.3418, 1.35084, 1.35472, 1.34298, 1.33723, 1.35095, 1.34416, 1.35161, 1.34692, 1.34891, 1.36553, 1.35768, 1.39864, 1.37575, 1.36548, 1.37728, 1.34022, 1.30789, 1.30608, 1.33014, 1.31237, 1.3042, 1.3098, 1.29992, 1.29325, 1.2924, 1.29452, 1.30303, 1.28908, 1.28614, 1.31215, 1.29039, 1.28857, 1.28842, 1.2966, 1.28608, 1.28457, 1.28388, 1.28126, 
1.66326, 1.66602, 1.66588, 1.64128, 1.63101, 1.62651, 1.6247, 1.61406, 1.61956, 1.61039, 1.60683, 1.61065, 1.60709, 1.60991, 1.62425, 1.61708, 1.60974, 1.60756, 1.58894, 1.60614, 1.61396, 1.62431, 1.64072, 1.66882, 1.72122, 1.67918, 1.68538, 1.68737, 1.68144, 1.69754, 1.6327, 1.57493, 1.54821, 1.55138, 1.56171, 1.57002, 1.56191, 1.55893, 1.55147, 1.55855, 1.54993, 1.54735, 1.54296, 1.558, 1.55347, 1.56213, 1.55139, 1.55535, 1.55345, 1.53906, 1.53994, 1.53535, 1.52836, 1.52266, 1.52407, 1.51809, 1.51747, 1.51592, 1.5125, 1.51055, 1.51007, 1.5091, 1.50561, 1.50334, 1.50117, 1.4995, 1.49854, 1.49459, 1.49463, 1.4935, 1.49179, 1.48736, 1.4871, 1.48576, 1.48517, 1.4835, 1.48046, 1.47918, 1.47856, 1.47744, 1.49199, 1.47435, 1.47428, 1.47174, 1.47105, 1.4714, 1.47182, 1.46828, 1.46715, 1.46743, 1.46891, 1.4702, 1.43977, 1.48906, 1.50182, 1.55779, 1.55534, 1.59905, 1.69269, 1.7303, 1.72001, 1.69653, 1.62637, 1.49676, 1.42114, 1.42679, 1.44767, 1.44629, 1.44627, 1.4395, 1.44697, 1.43167, 1.42765, 1.42683, 1.42236, 1.42065, 1.4168, 1.41432, 1.41338, 1.41218, 1.40837, 1.40794, 1.40917, 1.40524, 1.40315, 1.4002, 1.39885, 1.39862, 1.39716, 1.39315, 1.39323, 1.38964, 1.39037, 1.38814, 1.38616, 1.3873, 1.38564, 1.38484, 1.38355, 1.38487, 1.38095, 1.37931, 1.3795, 1.37841, 1.37755, 1.3742, 1.37083, 1.36602, 1.36703, 1.36485, 1.36414, 1.3601, 1.35847, 1.35569, 1.35385, 1.35231, 1.34904, 1.34842, 1.34928, 1.34832, 1.34987, 1.35384, 1.35257, 1.35177, 1.35209, 1.35375, 1.35385, 1.3527, 1.34818, 1.34916, 1.34717, 1.348, 1.34327, 1.34016, 1.34181, 1.33828, 1.34452, 1.3417, 1.34529, 1.34538, 1.34741, 1.33599, 1.34135, 1.35667, 1.36083, 1.35691, 1.38797, 1.38192, 1.38766, 1.41318, 1.37814, 1.41144, 1.353, 1.34997, 1.34351, 1.32661, 1.33061, 1.32766, 1.32608, 1.32331, 1.30579, 1.29882, 1.29986, 1.29658, 1.30125, 1.302, 1.29418, 1.30007, 1.29352, 1.29511, 1.29556, 1.28959, 1.28987, 1.29166, 1.28489, 1.28708, 1.28487, 
1.66012, 1.66882, 1.64063, 1.62466, 1.62056, 1.62166, 1.63327, 1.61811, 1.61673, 1.61653, 1.61041, 1.61314, 1.61826, 1.61259, 1.62368, 1.61025, 1.61445, 1.60063, 1.58193, 1.6276, 1.62723, 1.65472, 1.67192, 1.65783, 1.66197, 1.67567, 1.68645, 1.67895, 1.66976, 1.65491, 1.65107, 1.59184, 1.55932, 1.5469, 1.56825, 1.58487, 1.57771, 1.5646, 1.57552, 1.55424, 1.56121, 1.54901, 1.54592, 1.54571, 1.55807, 1.55245, 1.55638, 1.55337, 1.54495, 1.54322, 1.55076, 1.53375, 1.52957, 1.53948, 1.52534, 1.52276, 1.52193, 1.51972, 1.51917, 1.51379, 1.51172, 1.5118, 1.50915, 1.5069, 1.50728, 1.5042, 1.50294, 1.49815, 1.50885, 1.49761, 1.49554, 1.4947, 1.49636, 1.49101, 1.48798, 1.49223, 1.48548, 1.50362, 1.48864, 1.50562, 1.48148, 1.48156, 1.48197, 1.47673, 1.47764, 1.4732, 1.47167, 1.47063, 1.47149, 1.4791, 1.469, 1.44689, 1.44151, 1.48737, 1.51344, 1.55041, 1.60242, 1.67241, 1.73922, 1.74835, 1.72646, 1.70714, 1.64795, 1.54254, 1.4285, 1.43651, 1.44859, 1.4649, 1.45752, 1.44144, 1.43865, 1.43614, 1.43363, 1.43074, 1.4407, 1.42734, 1.42121, 1.44132, 1.41543, 1.4445, 1.41395, 1.41039, 1.41331, 1.4123, 1.41062, 1.4153, 1.40594, 1.40524, 1.40422, 1.40063, 1.39846, 1.39589, 1.39453, 1.39165, 1.38832, 1.3909, 1.39071, 1.38813, 1.38813, 1.38537, 1.38462, 1.38469, 1.38215, 1.38199, 1.38189, 1.37836, 1.37763, 1.37512, 1.37197, 1.3681, 1.36822, 1.36437, 1.36786, 1.35599, 1.35465, 1.35437, 1.35362, 1.34889, 1.34945, 1.34843, 1.35179, 1.35135, 1.35425, 1.35386, 1.35154, 1.35528, 1.35465, 1.35133, 1.34983, 1.34926, 1.36504, 1.35085, 1.34469, 1.34331, 1.34126, 1.34134, 1.34247, 1.34416, 1.34419, 1.34737, 1.35337, 1.3436, 1.37058, 1.36342, 1.3589, 1.39804, 1.36471, 1.36518, 1.40497, 1.41946, 1.38219, 1.39133, 1.38257, 1.37206, 1.34959, 1.32967, 1.31254, 1.32679, 1.33362, 1.32006, 1.31997, 1.31746, 1.31376, 1.32284, 1.31184, 1.30578, 1.30943, 1.3127, 1.2994, 1.29994, 1.30152, 1.3016, 1.2997, 1.30435, 1.29499, 1.30933, 1.31547, 
1.64422, 1.65173, 1.66314, 1.68282, 1.66467, 1.63678, 1.62272, 1.61877, 1.62439, 1.61948, 1.6165, 1.60785, 1.60822, 1.60823, 1.61246, 1.61451, 1.61493, 1.59994, 1.59167, 1.6927, 1.65356, 1.6191, 1.63629, 1.68923, 1.67581, 1.69294, 1.70446, 1.73374, 1.73012, 1.69426, 1.68608, 1.61904, 1.57562, 1.57753, 1.56888, 1.57124, 1.58301, 1.57132, 1.5746, 1.55641, 1.56615, 1.5509, 1.54869, 1.54817, 1.5444, 1.54684, 1.56941, 1.55879, 1.54162, 1.56265, 1.53743, 1.53341, 1.5284, 1.52716, 1.53291, 1.52634, 1.52673, 1.52406, 1.52009, 1.51687, 1.5143, 1.51324, 1.51208, 1.50989, 1.50859, 1.50739, 1.5062, 1.5005, 1.49951, 1.50507, 1.49684, 1.49564, 1.49818, 1.49174, 1.4911, 1.49047, 1.48885, 1.48811, 1.48714, 1.48864, 1.48533, 1.48401, 1.48335, 1.47813, 1.47774, 1.47505, 1.47323, 1.47088, 1.47608, 1.46882, 1.47383, 1.47276, 1.46406, 1.48553, 1.49414, 1.59967, 1.6299, 1.67338, 1.71705, 1.73687, 1.73765, 1.69429, 1.60419, 1.53041, 1.46674, 1.41405, 1.4458, 1.44838, 1.45327, 1.45013, 1.45029, 1.43398, 1.46417, 1.42969, 1.43436, 1.42681, 1.4227, 1.423, 1.42287, 1.43514, 1.41412, 1.41268, 1.4138, 1.41372, 1.41661, 1.40644, 1.40591, 1.40277, 1.40279, 1.40075, 1.40321, 1.39733, 1.39613, 1.39474, 1.3945, 1.39241, 1.39216, 1.39064, 1.38966, 1.38873, 1.38947, 1.39038, 1.38555, 1.38455, 1.38629, 1.38102, 1.38108, 1.37433, 1.3734, 1.36878, 1.36597, 1.36651, 1.36243, 1.3594, 1.35904, 1.35741, 1.35594, 1.35328, 1.35147, 1.35177, 1.35067, 1.35094, 1.35019, 1.34962, 1.34874, 1.34989, 1.34578, 1.3449, 1.34611, 1.34459, 1.34415, 1.34389, 1.34172, 1.36462, 1.34144, 1.3412, 1.34369, 1.34402, 1.35421, 1.35304, 1.3584, 1.34844, 1.34947, 1.35264, 1.36001, 1.37082, 1.3659, 1.40046, 1.38586, 1.38485, 1.39946, 1.44353, 1.38283, 1.37394, 1.36753, 1.31989, 1.32695, 1.31765, 1.31837, 1.31976, 1.3131, 1.31517, 1.32782, 1.30577, 1.30687, 1.30287, 1.30549, 1.30282, 1.29854, 1.29776, 1.29889, 1.29924, 1.30205, 1.30061, 1.30477, 1.30216, 1.29875, 
1.65171, 1.65941, 1.65768, 1.64448, 1.64752, 1.63529, 1.61552, 1.62694, 1.62619, 1.61823, 1.61594, 1.61303, 1.6125, 1.61136, 1.61283, 1.62432, 1.62328, 1.59863, 1.62072, 1.62166, 1.62517, 1.69766, 1.67003, 1.66823, 1.67278, 1.72365, 1.74886, 1.73237, 1.73284, 1.72023, 1.75507, 1.64333, 1.58776, 1.55699, 1.57946, 1.57493, 1.57372, 1.57884, 1.5631, 1.5624, 1.5595, 1.56493, 1.55107, 1.54774, 1.54722, 1.54683, 1.55101, 1.55183, 1.55505, 1.55967, 1.55558, 1.53779, 1.55431, 1.53436, 1.53423, 1.53345, 1.53223, 1.52712, 1.52986, 1.52124, 1.52423, 1.51754, 1.51586, 1.51404, 1.51195, 1.51052, 1.50717, 1.50687, 1.5047, 1.502, 1.49971, 1.4974, 1.49538, 1.49472, 1.49331, 1.49227, 1.49211, 1.49248, 1.49228, 1.49116, 1.4875, 1.48434, 1.48349, 1.48232, 1.48554, 1.47478, 1.4859, 1.47192, 1.4824, 1.48247, 1.47902, 1.4583, 1.44846, 1.47571, 1.52054, 1.54673, 1.60393, 1.64834, 1.69294, 1.70268, 1.71463, 1.63602, 1.63014, 1.5661, 1.46167, 1.42706, 1.44285, 1.46439, 1.44951, 1.44065, 1.43819, 1.43821, 1.43114, 1.42983, 1.42966, 1.42848, 1.42711, 1.42416, 1.42236, 1.41913, 1.41863, 1.41726, 1.41425, 1.41349, 1.41322, 1.41075, 1.40993, 1.40683, 1.40749, 1.4079, 1.40408, 1.40211, 1.401, 1.39771, 1.39638, 1.39508, 1.39532, 1.39424, 1.39365, 1.39335, 1.3917, 1.39075, 1.39125, 1.38994, 1.38852, 1.3881, 1.38304, 1.38091, 1.37786, 1.37585, 1.37103, 1.36836, 1.36533, 1.36325, 1.37184, 1.36079, 1.3576, 1.35841, 1.3557, 1.35298, 1.35353, 1.35208, 1.35069, 1.34894, 1.34837, 1.34696, 1.34388, 1.34657, 1.35084, 1.3459, 1.34517, 1.34489, 1.36054, 1.34772, 1.34233, 1.34384, 1.34344, 1.34485, 1.3486, 1.35776, 1.3568, 1.33469, 1.3635, 1.39877, 1.40032, 1.39947, 1.37688, 1.38817, 1.41222, 1.38856, 1.3915, 1.41931, 1.38186, 1.37079, 1.35176, 1.33291, 1.30681, 1.31606, 1.32284, 1.32466, 1.31914, 1.32334, 1.31845, 1.31008, 1.30909, 1.30674, 1.30261, 1.3011, 1.29758, 1.29763, 1.30265, 1.29892, 1.29943, 1.30147, 1.30269, 1.30464, 1.30503, 
