1.62435, 1.61814, 1.61958, 1.60351, 1.60285, 1.59962, 1.599, 1.59173, 1.59669, 1.5924, 1.58907, 1.59185, 1.5907, 1.59293, 1.56986, 1.59576, 1.59577, 1.6002, 1.60842, 1.60647, 1.61855, 1.65769, 1.65464, 1.6829, 1.68936, 1.6639, 1.59342, 1.54273, 1.53212, 1.56082, 1.54957, 1.53913, 1.54129, 1.53679, 1.5528, 1.56301, 1.54902, 1.53565, 1.52724, 1.52336, 1.52258, 1.52923, 1.50979, 1.50667, 1.50664, 1.5057, 1.50362, 1.50113, 1.49973, 1.49841, 1.49769, 1.49461, 1.49234, 1.49042, 1.48628, 1.48261, 1.48143, 1.48073, 1.47739, 1.47493, 1.47346, 1.51709, 1.46852, 1.46514, 1.46152, 1.45795, 1.45644, 1.45778, 1.45538, 1.45084, 1.45163, 1.45069, 1.45698, 1.46398, 1.45304, 1.45416, 1.44107, 1.48535, 1.53639, 1.59701, 1.70662, 1.7764, 1.8169, 1.65751, 1.53757, 1.41907, 1.42056, 1.42507, 1.42328, 1.43846, 1.41509, 1.41341, 1.42659, 1.4137, 1.40633, 1.40334, 1.40207, 1.39987, 1.39796, 1.39516, 1.39255, 1.39152, 1.39117, 1.38983, 1.38764, 1.38137, 1.38049, 1.37825, 1.37443, 1.37573, 1.37035, 1.37265, 1.37035, 1.36402, 1.36269, 1.36371, 1.36123, 1.35855, 1.35773, 1.35364, 1.35539, 1.35743, 1.35167, 1.35032, 1.35192, 1.36774, 1.33984, 1.34226, 1.34379, 1.33788, 1.33477, 1.33159, 1.33568, 1.32904, 1.32329, 1.32562, 1.3262, 1.32098, 1.32105, 1.31971, 1.31912, 1.31812, 1.31636, 1.3147, 1.31334, 1.31994, 1.32165, 1.32385, 1.33631, 1.32346, 1.34076, 1.33401, 1.33715, 1.36239, 1.35826, 1.3455, 1.34371, 1.34622, 1.37755, 1.33695, 1.33055, 1.30941, 1.30899, 1.31975, 1.29635, 1.29243, 1.28585, 1.28153, 1.28153, 1.27978, 1.28944, 1.27605, 1.27641, 1.27654, 1.27667, 1.29802, 1.27818, 1.29461, 1.29927, 
1.67802, 1.64516, 1.61744, 1.60823, 1.60741, 1.60544, 1.60225, 1.59798, 1.59655, 1.59547, 1.60983, 1.59584, 1.60672, 1.59784, 1.59927, 1.58316, 1.6183, 1.66046, 1.63395, 1.62977, 1.64068, 1.68122, 1.67997, 1.69237, 1.70768, 1.62608, 1.52826, 1.54347, 1.54928, 1.55533, 1.54573, 1.5421, 1.53884, 1.53586, 1.54693, 1.53975, 1.55684, 1.54838, 1.54183, 1.52041, 1.52286, 1.51633, 1.52965, 1.50942, 1.51716, 1.50802, 1.50632, 1.50358, 1.5029, 1.4978, 1.49738, 1.49605, 1.49544, 1.49554, 1.48874, 1.48757, 1.48587, 1.48182, 1.48072, 1.47752, 1.47567, 1.47514, 1.48106, 1.46962, 1.46834, 1.4597, 1.46299, 1.46125, 1.47453, 1.45835, 1.45316, 1.45228, 1.45023, 1.44855, 1.45363, 1.45168, 1.42679, 1.45967, 1.52183, 1.57989, 1.6308, 1.71118, 1.72805, 1.65129, 1.59422, 1.43723, 1.40618, 1.43294, 1.4271, 1.41948, 1.42462, 1.41086, 1.41251, 1.41093, 1.41013, 1.40314, 1.40042, 1.39862, 1.3954, 1.39049, 1.38769, 1.38582, 1.38814, 1.38581, 1.38427, 1.38462, 1.38373, 1.37964, 1.37873, 1.37426, 1.37542, 1.3738, 1.37269, 1.36998, 1.37031, 1.37034, 1.36488, 1.36124, 1.35813, 1.35745, 1.35639, 1.35498, 1.35637, 1.35275, 1.35225, 1.35344, 1.35135, 1.34614, 1.34569, 1.34398, 1.34205, 1.33971, 1.3381, 1.34313, 1.34098, 1.34048, 1.34019, 1.33587, 1.33598, 1.33909, 1.32797, 1.3271, 1.32903, 1.32669, 1.3265, 1.32673, 1.33085, 1.34266, 1.32637, 1.33222, 1.34004, 1.35089, 1.36762, 1.37401, 1.37913, 1.34302, 1.35727, 1.37147, 1.3849, 1.34017, 1.34051, 1.30958, 1.30873, 1.30222, 1.30151, 1.29207, 1.29063, 1.28446, 1.28084, 1.279, 1.28737, 1.276, 1.27629, 1.27659, 1.27933, 1.27996, 1.27786, 1.2782, 1.29246, 
1.65858, 1.65074, 1.64137, 1.6183, 1.61484, 1.62346, 1.61013, 1.60514, 1.60363, 1.60557, 1.60362, 1.61672, 1.61585, 1.60029, 1.58591, 1.61717, 1.64071, 1.62959, 1.63238, 1.6684, 1.67533, 1.67999, 1.70919, 1.71594, 1.73289, 1.66324, 1.57611, 1.54748, 1.56629, 1.55975, 1.56526, 1.57245, 1.54875, 1.54609, 1.54326, 1.54022, 1.54063, 1.55021, 1.54745, 1.55987, 1.54276, 1.52472, 1.52361, 1.51765, 1.52731, 1.523, 1.51456, 1.51123, 1.51197, 1.50741, 1.50267, 1.50005, 1.49987, 1.49663, 1.49706, 1.49261, 1.49005, 1.48921, 1.48746, 1.48767, 1.48575, 1.48448, 1.4801, 1.47913, 1.48166, 1.47114, 1.46984, 1.46469, 1.46453, 1.46399, 1.46365, 1.46367, 1.46302, 1.46816, 1.46875, 1.45542, 1.44697, 1.4857, 1.54226, 1.57696, 1.64853, 1.727, 1.73462, 1.70079, 1.62209, 1.47861, 1.43024, 1.44141, 1.43786, 1.43245, 1.43341, 1.42724, 1.42009, 1.41702, 1.41509, 1.41341, 1.40748, 1.40653, 1.40791, 1.40525, 1.40168, 1.39943, 1.39678, 1.39654, 1.39492, 1.39288, 1.4038, 1.39087, 1.38842, 1.38502, 1.38443, 1.38214, 1.38042, 1.37779, 1.37882, 1.37612, 1.37254, 1.37275, 1.37123, 1.36928, 1.36815, 1.36349, 1.36251, 1.35803, 1.35473, 1.35291, 1.35119, 1.35086, 1.34806, 1.34714, 1.34632, 1.34749, 1.34698, 1.34619, 1.34759, 1.34668, 1.34593, 1.34421, 1.34825, 1.34416, 1.34761, 1.33703, 1.34765, 1.33644, 1.33376, 1.33906, 1.35069, 1.35053, 1.33704, 1.33423, 1.33959, 1.34862, 1.36871, 1.34403, 1.34618, 1.3647, 1.38182, 1.36476, 1.36403, 1.389, 1.33893, 1.30235, 1.33158, 1.31109, 1.30305, 1.30037, 1.29848, 1.29207, 1.2925, 1.29979, 1.28551, 1.2855, 1.28898, 1.28745, 1.28847, 1.30598, 1.28437, 1.28288, 1.28426, 
1.65754, 1.64298, 1.66838, 1.67072, 1.64485, 1.62026, 1.62336, 1.61407, 1.61943, 1.60767, 1.60682, 1.61934, 1.61051, 1.61216, 1.59155, 1.5912, 1.61159, 1.64783, 1.66414, 1.66125, 1.67715, 1.68663, 1.69905, 1.69695, 1.70632, 1.66519, 1.59817, 1.56753, 1.56481, 1.58008, 1.56665, 1.56865, 1.55924, 1.55952, 1.54609, 1.56207, 1.5461, 1.54991, 1.53858, 1.54584, 1.54922, 1.53914, 1.53648, 1.52708, 1.52538, 1.52374, 1.52352, 1.52005, 1.51777, 1.51285, 1.51199, 1.50898, 1.5076, 1.50645, 1.50347, 1.50035, 1.51195, 1.49724, 1.49496, 1.49327, 1.49128, 1.4879, 1.48794, 1.4848, 1.48505, 1.4859, 1.48062, 1.47863, 1.49915, 1.47832, 1.47132, 1.47025, 1.47004, 1.47549, 1.48, 1.44883, 1.43787, 1.51653, 1.5681, 1.61658, 1.69353, 1.73399, 1.73384, 1.72113, 1.64787, 1.48333, 1.43707, 1.45051, 1.44699, 1.45376, 1.44777, 1.43707, 1.43957, 1.43752, 1.42808, 1.42451, 1.43676, 1.4175, 1.41597, 1.41278, 1.41301, 1.4121, 1.41135, 1.40878, 1.40671, 1.40404, 1.40039, 1.40655, 1.39647, 1.39494, 1.39177, 1.39161, 1.38984, 1.38776, 1.38679, 1.39578, 1.38508, 1.38458, 1.40079, 1.37911, 1.38073, 1.37837, 1.37173, 1.36909, 1.36311, 1.36104, 1.35736, 1.358, 1.35655, 1.34993, 1.35033, 1.35036, 1.34956, 1.35077, 1.35056, 1.35137, 1.35029, 1.35307, 1.34897, 1.35634, 1.35072, 1.34407, 1.34156, 1.33938, 1.34145, 1.35001, 1.35042, 1.35065, 1.35721, 1.33708, 1.35072, 1.37841, 1.37078, 1.37379, 1.39629, 1.37427, 1.38901, 1.41288, 1.43009, 1.38552, 1.34341, 1.31698, 1.32153, 1.31912, 1.31585, 1.32436, 1.32574, 1.32177, 1.32837, 1.30378, 1.3019, 1.29884, 1.301, 1.29962, 1.29877, 1.2974, 1.29891, 1.29806, 1.29923, 
1.63821, 1.63694, 1.6309, 1.63385, 1.64315, 1.63762, 1.63346, 1.62176, 1.62007, 1.61651, 1.62462, 1.61427, 1.61926, 1.61778, 1.62161, 1.58928, 1.58861, 1.63074, 1.65055, 1.70045, 1.66407, 1.74015, 1.74357, 1.75607, 1.72523, 1.70466, 1.62356, 1.56532, 1.57954, 1.58108, 1.59224, 1.57266, 1.56478, 1.56028, 1.55637, 1.55142, 1.55578, 1.54765, 1.55053, 1.55903, 1.55244, 1.55489, 1.552, 1.53889, 1.53757, 1.53484, 1.53107, 1.54015, 1.52993, 1.52884, 1.52001, 1.51687, 1.51595, 1.51222, 1.51198, 1.50831, 1.50423, 1.50098, 1.49986, 1.4976, 1.49488, 1.49312, 1.49232, 1.49254, 1.48953, 1.48658, 1.48563, 1.5027, 1.48207, 1.48228, 1.48, 1.47635, 1.48506, 1.47529, 1.47763, 1.46609, 1.44947, 1.47378, 1.57805, 1.62097, 1.64408, 1.72114, 1.72083, 1.68409, 1.65472, 1.5429, 1.48843, 1.4206, 1.44656, 1.44802, 1.44758, 1.45394, 1.45822, 1.43133, 1.42786, 1.42515, 1.42486, 1.41973, 1.41787, 1.41876, 1.41951, 1.4147, 1.41614, 1.41188, 1.41194, 1.41048, 1.40872, 1.40721, 1.40484, 1.40043, 1.39974, 1.40134, 1.3952, 1.39446, 1.39402, 1.39375, 1.39307, 1.39302, 1.39182, 1.3903, 1.38878, 1.38577, 1.39218, 1.38036, 1.37385, 1.37328, 1.36545, 1.36512, 1.36357, 1.36402, 1.35846, 1.35997, 1.35907, 1.35578, 1.35415, 1.35308, 1.35132, 1.35199, 1.34895, 1.35066, 1.34923, 1.34714, 1.34509, 1.34476, 1.33976, 1.34226, 1.35434, 1.35636, 1.37508, 1.3434, 1.34646, 1.39902, 1.37221, 1.38151, 1.38425, 1.38951, 1.39066, 1.42945, 1.39501, 1.39897, 1.35775, 1.3136, 1.31587, 1.32308, 1.32618, 1.32374, 1.3234, 1.3302, 1.31059, 1.32353, 1.3044, 1.3027, 1.30027, 1.29815, 1.29682, 1.30062, 1.30017, 1.30063, 1.31304, 
1.64538, 1.6447, 1.64604, 1.66783, 1.6637, 1.66789, 1.64715, 1.63853, 1.63104, 1.62346, 1.61907, 1.61473, 1.61597, 1.61414, 1.60552, 1.60672, 1.63658, 1.6402, 1.71613, 1.69873, 1.69819, 1.71206, 1.71553, 1.72317, 1.73793, 1.72354, 1.65818, 1.56468, 1.56319, 1.59555, 1.58492, 1.57573, 1.56477, 1.56065, 1.55536, 1.55415, 1.54966, 1.54789, 1.54853, 1.54007, 1.556, 1.54537, 1.55337, 1.55743, 1.54552, 1.54717, 1.53729, 1.54352, 1.52655, 1.52361, 1.52266, 1.52277, 1.51821, 1.51522, 1.51165, 1.50971, 1.50547, 1.50306, 1.52464, 1.49956, 1.49901, 1.49765, 1.49396, 1.49003, 1.489, 1.48924, 1.48808, 1.4861, 1.48198, 1.47935, 1.49626, 1.48576, 1.47453, 1.47321, 1.48346, 1.47731, 1.44113, 1.49047, 1.54407, 1.61442, 1.6344, 1.66801, 1.66626, 1.64517, 1.63131, 1.54187, 1.44233, 1.42043, 1.45374, 1.45763, 1.44448, 1.44521, 1.44973, 1.43411, 1.43302, 1.42453, 1.42263, 1.42168, 1.4203, 1.41711, 1.41619, 1.4152, 1.41373, 1.40913, 1.41224, 1.41039, 1.40796, 1.40435, 1.40518, 1.40482, 1.3977, 1.39606, 1.39539, 1.39347, 1.39016, 1.39173, 1.39171, 1.39018, 1.39002, 1.3887, 1.38758, 1.38843, 1.3858, 1.38325, 1.38247, 1.38274, 1.37963, 1.37903, 1.39222, 1.3717, 1.36987, 1.36742, 1.36414, 1.36296, 1.36531, 1.36401, 1.3626, 1.36351, 1.36259, 1.36119, 1.35951, 1.35452, 1.35191, 1.34943, 1.34407, 1.34351, 1.3404, 1.35778, 1.34636, 1.33217, 1.35094, 1.38339, 1.38589, 1.37681, 1.38942, 1.38944, 1.41297, 1.47725, 1.41092, 1.40282, 1.37603, 1.33816, 1.30524, 1.32786, 1.33449, 1.32279, 1.3178, 1.31549, 1.31213, 1.31095, 1.30652, 1.30804, 1.30686, 1.30217, 1.30193, 1.30247, 1.29702, 1.2978, 1.29622, 
1.65083, 1.64882, 1.65036, 1.64311, 1.65749, 1.6545, 1.6473, 1.66914, 1.63474, 1.63274, 1.62163, 1.61736, 1.61816, 1.62599, 1.60336, 1.59615, 1.63693, 1.65573, 1.67802, 1.6925, 1.73091, 1.74446, 1.73148, 1.71859, 1.70565, 1.64795, 1.63117, 1.5729, 1.55457, 1.58131, 1.58211, 1.57413, 1.57069, 1.56947, 1.57136, 1.5628, 1.55937, 1.5557, 1.56732, 1.54869, 1.54634, 1.54547, 1.5451, 1.56667, 1.55492, 1.54124, 1.53633, 1.53345, 1.53296, 1.52951, 1.52895, 1.52523, 1.52213, 1.52043, 1.51997, 1.51755, 1.51487, 1.5123, 1.51076, 1.51003, 1.50696, 1.50415, 1.5028, 1.50116, 1.49641, 1.51497, 1.49087, 1.48873, 1.48788, 1.48497, 1.48131, 1.48087, 1.47993, 1.48134, 1.48072, 1.48036, 1.46948, 1.49367, 1.51702, 1.59339, 1.64766, 1.66851, 1.68936, 1.67483, 1.64727, 1.56843, 1.51857, 1.42962, 1.4387, 1.44315, 1.45012, 1.44028, 1.43064, 1.43845, 1.42981, 1.42928, 1.437, 1.42678, 1.42467, 1.42286, 1.41965, 1.41299, 1.41526, 1.41494, 1.41241, 1.41265, 1.41122, 1.40988, 1.40638, 1.40407, 1.40546, 1.40053, 1.39845, 1.39726, 1.39539, 1.39463, 1.39433, 1.39196, 1.39169, 1.39129, 1.39089, 1.39055, 1.38791, 1.38782, 1.38708, 1.38486, 1.38353, 1.376, 1.37342, 1.3735, 1.37264, 1.3705, 1.36978, 1.3686, 1.36763, 1.36619, 1.3655, 1.36177, 1.36359, 1.3612, 1.35955, 1.35891, 1.3601, 1.35755, 1.35744, 1.35681, 1.357, 1.36154, 1.34783, 1.33838, 1.33877, 1.35687, 1.37829, 1.42389, 1.41796, 1.47157, 1.43469, 1.43168, 1.45139, 1.44091, 1.40698, 1.38612, 1.32293, 1.34353, 1.33455, 1.33645, 1.32098, 1.31861, 1.31229, 1.31096, 1.30697, 1.3085, 1.30596, 1.30586, 1.30478, 1.30316, 1.30033, 1.29909, 1.29881, 
1.65097, 1.65013, 1.65115, 1.64276, 1.64105, 1.64222, 1.64771, 1.65136, 1.66937, 1.65678, 1.64273, 1.64083, 1.63408, 1.63764, 1.62422, 1.60522, 1.63508, 1.68658, 1.69994, 1.74839, 1.77902, 1.76189, 1.77394, 1.77756, 1.74855, 1.75457, 1.69869, 1.57297, 1.56912, 1.59297, 1.59971, 1.59248, 1.58156, 1.57814, 1.6065, 1.57482, 1.56857, 1.56666, 1.56501, 1.56545, 1.56276, 1.55854, 1.55509, 1.56359, 1.56858, 1.56907, 1.56183, 1.54318, 1.53945, 1.53561, 1.5342, 1.52903, 1.53079, 1.52515, 1.52265, 1.52085, 1.51818, 1.51421, 1.51475, 1.51261, 1.50998, 1.50746, 1.5038, 1.50084, 1.4995, 1.49895, 1.50222, 1.49592, 1.49362, 1.49177, 1.48978, 1.49428, 1.48696, 1.49235, 1.49188, 1.50305, 1.46028, 1.4724, 1.53141, 1.5684, 1.61341, 1.63879, 1.67423, 1.68426, 1.65867, 1.61769, 1.50103, 1.44041, 1.43791, 1.456, 1.45552, 1.46437, 1.44784, 1.44719, 1.44114, 1.44103, 1.43734, 1.43516, 1.43214, 1.42994, 1.42668, 1.42524, 1.42319, 1.42232, 1.42016, 1.4201, 1.4188, 1.41766, 1.41724, 1.41558, 1.41262, 1.41125, 1.40925, 1.40696, 1.40427, 1.40473, 1.43878, 1.40099, 1.39937, 1.39765, 1.39639, 1.39568, 1.39229, 1.39215, 1.38904, 1.38835, 1.38643, 1.38408, 1.38208, 1.381, 1.3775, 1.37651, 1.37588, 1.37271, 1.37108, 1.36877, 1.36781, 1.36645, 1.36544, 1.36473, 1.364, 1.36275, 1.36233, 1.3607, 1.36097, 1.35786, 1.35993, 1.36518, 1.36857, 1.35767, 1.33996, 1.36226, 1.38097, 1.41938, 1.40781, 1.42418, 1.43264, 1.43456, 1.43902, 1.45472, 1.43754, 1.39226, 1.33575, 1.33251, 1.33707, 1.33945, 1.33135, 1.34061, 1.32416, 1.31913, 1.31853, 1.31594, 1.31032, 1.31231, 1.31272, 1.30962, 1.30651, 1.32236, 1.31206, 
1.68202, 1.65737, 1.65559, 1.65694, 1.65214, 1.64797, 1.65117, 1.65078, 1.6755, 1.67644, 1.65094, 1.6377, 1.6421, 1.64051, 1.62371, 1.61757, 1.61734, 1.65766, 1.65886, 1.68828, 1.74257, 1.77546, 1.82531, 1.77639, 1.75232, 1.71798, 1.67543, 1.58797, 1.57472, 1.59245, 1.59902, 1.58613, 1.58225, 1.57573, 1.57187, 1.57013, 1.56915, 1.56479, 1.56568, 1.56314, 1.56148, 1.56842, 1.57429, 1.55727, 1.56929, 1.57512, 1.57968, 1.56625, 1.5607, 1.54554, 1.53765, 1.5344, 1.53058, 1.53127, 1.52838, 1.52614, 1.52274, 1.5219, 1.52102, 1.51936, 1.51628, 1.51382, 1.51266, 1.51201, 1.51364, 1.5227, 1.50292, 1.50073, 1.50881, 1.49768, 1.49634, 1.49181, 1.50011, 1.4897, 1.48996, 1.49656, 1.46823, 1.4682, 1.54819, 1.57912, 1.65522, 1.65111, 1.65936, 1.70091, 1.66579, 1.59228, 1.52998, 1.48471, 1.43346, 1.46263, 1.46595, 1.47448, 1.46521, 1.46053, 1.45058, 1.45042, 1.4523, 1.44016, 1.43744, 1.43554, 1.43328, 1.43102, 1.42898, 1.42481, 1.42287, 1.42281, 1.42215, 1.42087, 1.4197, 1.41932, 1.4172, 1.41425, 1.41347, 1.41241, 1.419, 1.41311, 1.4091, 1.40834, 1.40601, 1.40489, 1.40218, 1.39892, 1.39501, 1.39518, 1.39179, 1.38895, 1.38662, 1.39105, 1.3822, 1.38134, 1.37837, 1.37433, 1.37234, 1.36813, 1.36915, 1.36584, 1.36559, 1.36424, 1.36102, 1.35999, 1.35801, 1.3599, 1.35812, 1.35705, 1.35778, 1.36208, 1.35865, 1.36348, 1.36947, 1.36462, 1.34809, 1.4094, 1.40975, 1.41571, 1.43026, 1.47139, 1.45365, 1.44807, 1.4577, 1.42566, 1.41309, 1.38593, 1.35268, 1.33421, 1.33796, 1.34285, 1.32982, 1.32675, 1.32278, 1.32225, 1.32045, 1.31924, 1.31765, 1.31589, 1.31613, 1.31637, 1.31397, 1.3228, 1.3169, 
1.66518, 1.66301, 1.66065, 1.65762, 1.6549, 1.65111, 1.64841, 1.6461, 1.65908, 1.66674, 1.6701, 1.66342, 1.65118, 1.65133, 1.63709, 1.62602, 1.62334, 1.63315, 1.67528, 1.73791, 1.76465, 1.7699, 1.88282, 1.80781, 1.79661, 1.79398, 1.70755, 1.61688, 1.58492, 1.59655, 1.60727, 1.58923, 1.60337, 1.58136, 1.58646, 1.58934, 1.57437, 1.57533, 1.57205, 1.56992, 1.56603, 1.56405, 1.56209, 1.56127, 1.57954, 1.58307, 1.58145, 1.57244, 1.57235, 1.56322, 1.54944, 1.54877, 1.54057, 1.54561, 1.53329, 1.54447, 1.53582, 1.52882, 1.52638, 1.5244, 1.5242, 1.5205, 1.51976, 1.51642, 1.51949, 1.51055, 1.50754, 1.50672, 1.50454, 1.50573, 1.50096, 1.50655, 1.50171, 1.50642, 1.49696, 1.49896, 1.47612, 1.46717, 1.534, 1.57626, 1.61029, 1.62567, 1.65347, 1.65514, 1.63227, 1.59271, 1.5277, 1.5162, 1.45888, 1.46805, 1.46461, 1.46416, 1.46404, 1.46366, 1.45865, 1.45749, 1.45507, 1.45472, 1.45039, 1.44749, 1.44429, 1.4395, 1.43695, 1.4341, 1.4331, 1.43308, 1.43233, 1.4294, 1.42881, 1.42652, 1.42377, 1.42073, 1.41967, 1.41715, 1.41839, 1.4138, 1.45675, 1.41257, 1.40863, 1.40694, 1.40377, 1.40167, 1.40144, 1.39945, 1.40012, 1.39602, 1.39249, 1.38905, 1.38751, 1.38458, 1.38258, 1.38312, 1.3781, 1.37784, 1.37485, 1.37516, 1.37466, 1.37502, 1.36917, 1.36571, 1.36714, 1.36604, 1.36751, 1.36557, 1.36745, 1.36988, 1.36869, 1.37425, 1.38548, 1.39236, 1.35028, 1.39922, 1.42353, 1.45368, 1.48221, 1.45857, 1.45469, 1.464, 1.46719, 1.46629, 1.45212, 1.40931, 1.37569, 1.34371, 1.33556, 1.3472, 1.34255, 1.32901, 1.3238, 1.32427, 1.32586, 1.32264, 1.3222, 1.32264, 1.31984, 1.31969, 1.31803, 1.31852, 1.31446, 
