1.62061, 1.6196, 1.61497, 1.61002, 1.62494, 1.60313, 1.61363, 1.60114, 1.60037, 1.60843, 1.61985, 1.62811, 1.66137, 1.65428, 1.68151, 1.68523, 1.63687, 1.55855, 1.57077, 1.56436, 1.55305, 1.5511, 1.56478, 1.57136, 1.56044, 1.53957, 1.52697, 1.52555, 1.52283, 1.51935, 1.51799, 1.51158, 1.5121, 1.50625, 1.50026, 1.49823, 1.49499, 1.49312, 1.48665, 1.48565, 1.4851, 1.48162, 1.47514, 1.47196, 1.46749, 1.46847, 1.46426, 1.45815, 1.45811, 1.47179, 1.45159, 1.48815, 1.61451, 1.72055, 1.75177, 1.61349, 1.48355, 1.4309, 1.44788, 1.42627, 1.42446, 1.41681, 1.42312, 1.43892, 1.41156, 1.40562, 1.39896, 1.39741, 1.39522, 1.3933, 1.39202, 1.38838, 1.38441, 1.38202, 1.3796, 1.37812, 1.37402, 1.36791, 1.36703, 1.36772, 1.36476, 1.3608, 1.35909, 1.35896, 1.35833, 1.35297, 1.34947, 1.34612, 1.34615, 1.34549, 1.34303, 1.33783, 1.3363, 1.33599, 1.33107, 1.32782, 1.34764, 1.33606, 1.33689, 1.33763, 1.35838, 1.37062, 1.35207, 1.36914, 1.35998, 1.35506, 1.35292, 1.31722, 1.30692, 1.31296, 1.29609, 1.29067, 1.30516, 1.2812, 1.2842, 1.28329, 1.28383, 1.28229, 1.30421, 1.33118, 
1.62742, 1.61873, 1.61631, 1.61505, 1.60852, 1.60737, 1.60426, 1.61708, 1.59633, 1.5813, 1.62096, 1.63884, 1.65421, 1.68023, 1.68749, 1.71612, 1.63169, 1.57945, 1.5611, 1.56014, 1.55225, 1.55006, 1.54665, 1.55543, 1.55288, 1.53371, 1.53019, 1.52716, 1.52113, 1.52142, 1.51803, 1.50948, 1.50999, 1.50441, 1.50315, 1.50026, 1.49579, 1.49491, 1.4908, 1.48635, 1.48508, 1.48151, 1.47783, 1.47191, 1.47081, 1.47123, 1.46842, 1.46351, 1.4579, 1.47272, 1.4292, 1.50937, 1.57953, 1.73067, 1.65688, 1.63039, 1.44239, 1.42795, 1.43421, 1.42867, 1.42238, 1.42157, 1.41778, 1.41042, 1.40894, 1.40227, 1.40224, 1.39523, 1.39479, 1.39387, 1.39306, 1.38858, 1.38606, 1.38245, 1.38218, 1.37979, 1.37606, 1.37371, 1.37012, 1.36669, 1.36316, 1.3612, 1.36143, 1.36263, 1.36007, 1.35407, 1.35187, 1.34752, 1.34684, 1.35014, 1.3487, 1.34589, 1.33899, 1.3406, 1.33873, 1.33635, 1.33385, 1.33975, 1.33608, 1.34227, 1.36482, 1.35564, 1.38655, 1.35919, 1.37082, 1.38664, 1.36793, 1.31195, 1.31377, 1.31291, 1.30014, 1.29279, 1.2879, 1.28842, 1.28503, 1.28789, 1.28839, 1.29992, 1.29496, 1.32244, 
1.64715, 1.62666, 1.62295, 1.6194, 1.61025, 1.6063, 1.60908, 1.60667, 1.60329, 1.58979, 1.63635, 1.65007, 1.64081, 1.65983, 1.73181, 1.66519, 1.6299, 1.56117, 1.56628, 1.56844, 1.55326, 1.55523, 1.55123, 1.56137, 1.55811, 1.54457, 1.53087, 1.52853, 1.52009, 1.51839, 1.54269, 1.51629, 1.5129, 1.54146, 1.5066, 1.50238, 1.50107, 1.49646, 1.50427, 1.49913, 1.48608, 1.48429, 1.47824, 1.47483, 1.46945, 1.46847, 1.46598, 1.47897, 1.4594, 1.46182, 1.44092, 1.52667, 1.6178, 1.67871, 1.7567, 1.65201, 1.43351, 1.43932, 1.4379, 1.42864, 1.42953, 1.42119, 1.41799, 1.40954, 1.40938, 1.40613, 1.39935, 1.42597, 1.39428, 1.39866, 1.39625, 1.39526, 1.39281, 1.38663, 1.38558, 1.3835, 1.37941, 1.37487, 1.37316, 1.36965, 1.36653, 1.36381, 1.36199, 1.35972, 1.35987, 1.35568, 1.35184, 1.35226, 1.35117, 1.34941, 1.34875, 1.34781, 1.34552, 1.34343, 1.33917, 1.33947, 1.34395, 1.34281, 1.34445, 1.35063, 1.38341, 1.35446, 1.38777, 1.38921, 1.37584, 1.36243, 1.35747, 1.31537, 1.31288, 1.3174, 1.29757, 1.29493, 1.29154, 1.289, 1.2886, 1.28892, 1.29148, 1.2959, 1.29798, 1.32062, 
1.64143, 1.62572, 1.62229, 1.61708, 1.61231, 1.6184, 1.62045, 1.61008, 1.62028, 1.59848, 1.62305, 1.64148, 1.66705, 1.6711, 1.71421, 1.70594, 1.67865, 1.55747, 1.58232, 1.5725, 1.5558, 1.55421, 1.55099, 1.55383, 1.5706, 1.55192, 1.53838, 1.53055, 1.5293, 1.53739, 1.52366, 1.5178, 1.5154, 1.50881, 1.50678, 1.50371, 1.50159, 1.49921, 1.49676, 1.49427, 1.49149, 1.48645, 1.48406, 1.47631, 1.47501, 1.47209, 1.46907, 1.46697, 1.46521, 1.46267, 1.44125, 1.52131, 1.62238, 1.71775, 1.71718, 1.58659, 1.52429, 1.42383, 1.44548, 1.4389, 1.43647, 1.44304, 1.42106, 1.41652, 1.41312, 1.41196, 1.40668, 1.40351, 1.40351, 1.40404, 1.40363, 1.39683, 1.39492, 1.3891, 1.38713, 1.3849, 1.38517, 1.37943, 1.38035, 1.37651, 1.37191, 1.36823, 1.36747, 1.36007, 1.36108, 1.35751, 1.35653, 1.35473, 1.35415, 1.35418, 1.36135, 1.35097, 1.34734, 1.3466, 1.34179, 1.3446, 1.34341, 1.34753, 1.34751, 1.34243, 1.34931, 1.40448, 1.35339, 1.38789, 1.36532, 1.36375, 1.35035, 1.32406, 1.31788, 1.31534, 1.31129, 1.29863, 1.29498, 1.29201, 1.30249, 1.29231, 1.291, 1.29, 1.29178, 1.30381, 
1.6563, 1.62717, 1.62961, 1.61792, 1.61772, 1.61417, 1.6132, 1.61499, 1.613, 1.61497, 1.63477, 1.64143, 1.69529, 1.68695, 1.71803, 1.6735, 1.63965, 1.55724, 1.57935, 1.5748, 1.56357, 1.55482, 1.55092, 1.55054, 1.55273, 1.55105, 1.54085, 1.54735, 1.55228, 1.53608, 1.52222, 1.52041, 1.51695, 1.51021, 1.50971, 1.50913, 1.50272, 1.50011, 1.49843, 1.49953, 1.49248, 1.49146, 1.48423, 1.47826, 1.47487, 1.47296, 1.47085, 1.4715, 1.47193, 1.46945, 1.44032, 1.49904, 1.59382, 1.72102, 1.72727, 1.59291, 1.44128, 1.43718, 1.44416, 1.44666, 1.43947, 1.42838, 1.42335, 1.42284, 1.41602, 1.41384, 1.41094, 1.40727, 1.40425, 1.40389, 1.40124, 1.39714, 1.39588, 1.39166, 1.38877, 1.3881, 1.38497, 1.38365, 1.38138, 1.37927, 1.37202, 1.37063, 1.3646, 1.36305, 1.36345, 1.355, 1.35805, 1.35771, 1.35596, 1.35869, 1.35405, 1.35298, 1.35113, 1.35113, 1.34526, 1.3439, 1.34562, 1.36242, 1.34569, 1.34434, 1.36529, 1.40559, 1.3709, 1.38082, 1.39295, 1.39136, 1.34536, 1.31181, 1.32048, 1.31299, 1.30909, 1.30181, 1.31846, 1.30239, 1.29549, 1.29439, 1.2954, 1.29343, 1.29226, 1.292, 
1.66813, 1.63852, 1.62649, 1.62356, 1.61585, 1.62023, 1.62677, 1.62415, 1.63098, 1.60369, 1.63051, 1.65157, 1.68628, 1.69671, 1.72014, 1.72899, 1.59265, 1.54962, 1.58205, 1.57983, 1.56432, 1.56522, 1.55199, 1.54879, 1.54915, 1.55181, 1.53808, 1.53532, 1.54085, 1.53722, 1.5245, 1.51808, 1.51542, 1.51136, 1.50914, 1.50835, 1.50576, 1.50217, 1.49999, 1.4977, 1.49658, 1.48997, 1.48878, 1.48477, 1.47931, 1.47938, 1.47632, 1.4753, 1.47909, 1.48727, 1.46242, 1.53729, 1.61011, 1.70738, 1.73671, 1.71332, 1.46599, 1.45889, 1.45297, 1.45052, 1.4445, 1.43374, 1.42674, 1.42588, 1.41997, 1.41506, 1.41457, 1.40872, 1.41006, 1.40279, 1.40316, 1.39977, 1.39741, 1.39386, 1.39441, 1.39437, 1.39132, 1.38623, 1.3877, 1.38215, 1.39287, 1.37297, 1.36872, 1.36279, 1.36312, 1.36116, 1.35804, 1.35701, 1.35743, 1.36383, 1.36146, 1.36008, 1.35823, 1.35364, 1.35281, 1.35031, 1.34514, 1.3547, 1.34683, 1.35773, 1.35351, 1.41015, 1.38972, 1.39456, 1.41663, 1.386, 1.35369, 1.32923, 1.33003, 1.32227, 1.30764, 1.30504, 1.30229, 1.29903, 1.30237, 1.30092, 1.29833, 1.30596, 1.29347, 1.29892, 
1.67571, 1.64421, 1.63715, 1.63447, 1.62046, 1.61873, 1.61985, 1.63403, 1.62952, 1.61584, 1.62463, 1.64776, 1.67856, 1.68968, 1.69802, 1.69365, 1.6409, 1.56375, 1.57624, 1.57222, 1.56187, 1.56003, 1.56323, 1.56474, 1.5624, 1.56775, 1.55048, 1.54606, 1.53754, 1.5362, 1.52721, 1.53242, 1.51994, 1.51631, 1.51371, 1.52631, 1.50742, 1.50343, 1.50322, 1.49772, 1.49489, 1.49233, 1.4894, 1.48558, 1.48424, 1.48329, 1.48224, 1.4793, 1.48437, 1.48926, 1.46104, 1.53969, 1.59296, 1.75204, 1.74585, 1.65798, 1.55064, 1.44681, 1.45591, 1.45071, 1.45369, 1.4526, 1.43355, 1.42924, 1.42305, 1.41972, 1.41905, 1.41555, 1.41237, 1.40955, 1.40643, 1.40413, 1.39989, 1.39762, 1.39692, 1.3951, 1.39363, 1.3898, 1.38894, 1.38507, 1.37956, 1.37531, 1.3718, 1.36726, 1.36408, 1.35918, 1.35937, 1.35931, 1.3613, 1.36283, 1.36463, 1.36308, 1.3583, 1.35803, 1.355, 1.35227, 1.35036, 1.36108, 1.355, 1.35089, 1.35566, 1.36925, 1.39195, 1.39612, 1.38923, 1.39773, 1.36347, 1.32839, 1.33031, 1.33717, 1.32601, 1.31351, 1.31678, 1.30419, 1.3056, 1.30967, 1.30064, 1.32015, 1.29714, 1.31297, 
1.68868, 1.64682, 1.64448, 1.63029, 1.63513, 1.63706, 1.6173, 1.63082, 1.64081, 1.59542, 1.63775, 1.70636, 1.6658, 1.70234, 1.70681, 1.64449, 1.65738, 1.56206, 1.58312, 1.57569, 1.57822, 1.56181, 1.55622, 1.55357, 1.56421, 1.56734, 1.5523, 1.55196, 1.54256, 1.53328, 1.52993, 1.52735, 1.52343, 1.5197, 1.51797, 1.5234, 1.51157, 1.51873, 1.50513, 1.50222, 1.51012, 1.49527, 1.49391, 1.49248, 1.4914, 1.49665, 1.48201, 1.48118, 1.48819, 1.47675, 1.45174, 1.5244, 1.6204, 1.74963, 1.74396, 1.68303, 1.44178, 1.4615, 1.45873, 1.45148, 1.44769, 1.44328, 1.43627, 1.43717, 1.42621, 1.42407, 1.426, 1.42128, 1.41967, 1.41562, 1.41101, 1.40705, 1.40321, 1.40131, 1.39944, 1.39821, 1.39254, 1.39358, 1.39015, 1.38825, 1.38546, 1.38123, 1.39172, 1.36837, 1.36691, 1.3613, 1.35948, 1.35946, 1.35934, 1.36367, 1.36102, 1.3582, 1.36142, 1.35592, 1.35363, 1.35372, 1.35151, 1.3576, 1.36085, 1.35088, 1.3646, 1.3857, 1.37155, 1.38269, 1.38965, 1.4476, 1.39219, 1.3178, 1.3269, 1.33902, 1.33507, 1.31841, 1.31692, 1.3165, 1.30857, 1.30927, 1.30762, 1.30793, 1.30515, 1.32707, 
1.65834, 1.67179, 1.63224, 1.63635, 1.63183, 1.62003, 1.64126, 1.6341, 1.62847, 1.59937, 1.64668, 1.66409, 1.6779, 1.7057, 1.7229, 1.72306, 1.63207, 1.56278, 1.58373, 1.58274, 1.57041, 1.56311, 1.56759, 1.56612, 1.55871, 1.57521, 1.55814, 1.54752, 1.53507, 1.53631, 1.53335, 1.53162, 1.5249, 1.52075, 1.51881, 1.51652, 1.51105, 1.50912, 1.5067, 1.5026, 1.50022, 1.53709, 1.49572, 1.50591, 1.49308, 1.49163, 1.48523, 1.48057, 1.48818, 1.48207, 1.48136, 1.52668, 1.65518, 1.74074, 1.74756, 1.6242, 1.56439, 1.43821, 1.45836, 1.45453, 1.45699, 1.43964, 1.437, 1.43251, 1.43026, 1.42409, 1.42281, 1.42189, 1.41712, 1.41641, 1.4127, 1.40968, 1.40639, 1.40691, 1.40186, 1.39962, 1.39936, 1.39653, 1.39482, 1.39192, 1.3874, 1.38028, 1.3812, 1.37126, 1.36777, 1.36531, 1.3615, 1.36099, 1.36054, 1.35847, 1.3599, 1.35531, 1.35684, 1.35428, 1.35725, 1.3511, 1.3526, 1.35341, 1.35528, 1.36376, 1.36958, 1.37559, 1.37362, 1.39508, 1.39774, 1.44599, 1.37789, 1.31595, 1.3271, 1.33674, 1.32103, 1.31535, 1.3121, 1.31094, 1.30857, 1.30746, 1.30917, 1.30868, 1.30894, 1.31189, 
1.66796, 1.64834, 1.64071, 1.63087, 1.62673, 1.62394, 1.62018, 1.62086, 1.61908, 1.61092, 1.65428, 1.6527, 1.70376, 1.70035, 1.76202, 1.7101, 1.67546, 1.56378, 1.59502, 1.58732, 1.57277, 1.57135, 1.56138, 1.55717, 1.55584, 1.55818, 1.57245, 1.54402, 1.54325, 1.5399, 1.53859, 1.53143, 1.52768, 1.52618, 1.52247, 1.52035, 1.51403, 1.51099, 1.50652, 1.50499, 1.50172, 1.50202, 1.50162, 1.49915, 1.4958, 1.49309, 1.48539, 1.48237, 1.48175, 1.47926, 1.46463, 1.53674, 1.60885, 1.7024, 1.71185, 1.64737, 1.56504, 1.43635, 1.46497, 1.46348, 1.45421, 1.44078, 1.43764, 1.43629, 1.43398, 1.42819, 1.42448, 1.42449, 1.42014, 1.41705, 1.41478, 1.41634, 1.40825, 1.40519, 1.40311, 1.4028, 1.40484, 1.39987, 1.39855, 1.39395, 1.3915, 1.38245, 1.38066, 1.37412, 1.3696, 1.36755, 1.36413, 1.36198, 1.36237, 1.35915, 1.35865, 1.3531, 1.3549, 1.3532, 1.35192, 1.35382, 1.35153, 1.36131, 1.35455, 1.35138, 1.37731, 1.39031, 1.40208, 1.41365, 1.40162, 1.42792, 1.40317, 1.33855, 1.32604, 1.33089, 1.33432, 1.31866, 1.31897, 1.31624, 1.30768, 1.30573, 1.30859, 1.31057, 1.3096, 1.33346, 
