1.64762, 1.6386, 1.62637, 1.61848, 1.6147, 1.60689, 1.61354, 1.57877, 1.61734, 1.63266, 1.65381, 1.69596, 1.65918, 1.54228, 1.56496, 1.55725, 1.55924, 1.56438, 1.54582, 1.5289, 1.52429, 1.52107, 1.51639, 1.51456, 1.50401, 1.49805, 1.49048, 1.48913, 1.48212, 1.47468, 1.48364, 1.48251, 1.46906, 1.48106, 1.47569, 1.56106, 1.75547, 1.623, 1.433, 1.43949, 1.43156, 1.43294, 1.41941, 1.41278, 1.40679, 1.40244, 1.39665, 1.39076, 1.38596, 1.38417, 1.37898, 1.37762, 1.37179, 1.36902, 1.36608, 1.36449, 1.35702, 1.34962, 1.34686, 1.34196, 1.3485, 1.33293, 1.33245, 1.33325, 1.35297, 1.34626, 1.35143, 1.3549, 1.36009, 1.34744, 1.33164, 1.32306, 1.30643, 1.29243, 1.29381, 1.29044, 
1.64347, 1.63897, 1.631, 1.62114, 1.61985, 1.61018, 1.61089, 1.61001, 1.60907, 1.64759, 1.66616, 1.68647, 1.66307, 1.55759, 1.58184, 1.55829, 1.5575, 1.56194, 1.53641, 1.53029, 1.52406, 1.52263, 1.5172, 1.51063, 1.50272, 1.49977, 1.49259, 1.48849, 1.48331, 1.47664, 1.47508, 1.46881, 1.47075, 1.46809, 1.49278, 1.73422, 1.74468, 1.52687, 1.44829, 1.43115, 1.44058, 1.42026, 1.41799, 1.40884, 1.40315, 1.40122, 1.39713, 1.39201, 1.38824, 1.38401, 1.38402, 1.37466, 1.37277, 1.36789, 1.36384, 1.36349, 1.35732, 1.3509, 1.3476, 1.34665, 1.34181, 1.33759, 1.33317, 1.34317, 1.34415, 1.34258, 1.3617, 1.42031, 1.37114, 1.36441, 1.31745, 1.30529, 1.30263, 1.29261, 1.2902, 1.28804, 
1.67264, 1.68254, 1.65695, 1.62348, 1.61915, 1.61124, 1.61972, 1.6091, 1.60032, 1.64739, 1.67093, 1.69958, 1.69629, 1.58325, 1.56163, 1.55263, 1.55026, 1.55889, 1.53855, 1.5348, 1.52461, 1.52698, 1.51542, 1.51283, 1.50595, 1.50047, 1.49602, 1.48945, 1.48784, 1.4973, 1.47518, 1.46787, 1.46518, 1.4782, 1.43281, 1.60187, 1.74803, 1.55299, 1.43243, 1.43612, 1.42651, 1.42473, 1.41639, 1.41209, 1.40599, 1.39935, 1.39806, 1.39393, 1.38917, 1.38824, 1.38314, 1.37703, 1.37186, 1.36712, 1.36662, 1.36432, 1.35914, 1.35166, 1.35218, 1.35164, 1.34569, 1.34343, 1.34691, 1.34132, 1.34372, 1.36236, 1.375, 1.39148, 1.37134, 1.36787, 1.32002, 1.31406, 1.31239, 1.2983, 1.28855, 1.29021, 
1.67409, 1.68142, 1.64158, 1.63062, 1.62881, 1.6232, 1.62193, 1.61925, 1.5947, 1.65055, 1.68447, 1.71432, 1.61911, 1.58176, 1.57815, 1.55789, 1.56244, 1.56945, 1.55043, 1.54249, 1.52689, 1.53378, 1.51924, 1.51398, 1.50658, 1.50564, 1.49913, 1.49487, 1.48908, 1.50477, 1.47302, 1.47138, 1.46941, 1.48181, 1.50135, 1.61884, 1.76168, 1.52171, 1.45564, 1.44177, 1.42942, 1.4307, 1.41619, 1.41262, 1.40698, 1.40545, 1.40257, 1.40181, 1.39175, 1.38929, 1.38775, 1.37973, 1.37554, 1.36989, 1.36568, 1.36362, 1.35991, 1.35683, 1.3544, 1.35821, 1.35074, 1.35478, 1.34287, 1.3444, 1.3486, 1.35768, 1.36048, 1.39295, 1.37709, 1.36761, 1.32578, 1.31324, 1.30043, 1.29625, 1.29338, 1.2918, 
1.64589, 1.68134, 1.65255, 1.63816, 1.62111, 1.6214, 1.61695, 1.60952, 1.65133, 1.64764, 1.67043, 1.72266, 1.61446, 1.5772, 1.57788, 1.57196, 1.55623, 1.57495, 1.5584, 1.53793, 1.53287, 1.52878, 1.52029, 1.51432, 1.51035, 1.51288, 1.50971, 1.49828, 1.4947, 1.48859, 1.48149, 1.47525, 1.47282, 1.47537, 1.49085, 1.5452, 1.73004, 1.52548, 1.43554, 1.44756, 1.43702, 1.43425, 1.4217, 1.41801, 1.41225, 1.40837, 1.40677, 1.40269, 1.39569, 1.39444, 1.38785, 1.38505, 1.382, 1.37626, 1.37335, 1.3642, 1.36534, 1.3588, 1.35934, 1.35806, 1.36497, 1.34898, 1.35434, 1.35049, 1.34881, 1.34983, 1.36347, 1.36011, 1.37174, 1.367, 1.32481, 1.32162, 1.30582, 1.31616, 1.29896, 1.29724, 
1.65159, 1.68117, 1.67165, 1.6325, 1.63691, 1.62263, 1.62807, 1.6368, 1.62707, 1.65257, 1.69651, 1.74453, 1.69169, 1.57628, 1.57335, 1.56826, 1.56422, 1.56806, 1.5501, 1.55564, 1.53232, 1.52931, 1.51952, 1.51421, 1.51166, 1.50743, 1.50512, 1.50214, 1.49318, 1.48644, 1.48302, 1.47866, 1.47839, 1.49111, 1.47862, 1.60699, 1.74851, 1.53474, 1.46709, 1.46314, 1.44135, 1.43106, 1.42478, 1.41903, 1.41691, 1.41365, 1.40716, 1.4041, 1.3988, 1.39785, 1.39212, 1.38782, 1.38412, 1.38098, 1.37252, 1.3658, 1.36532, 1.3611, 1.37132, 1.36295, 1.36102, 1.36099, 1.34942, 1.35024, 1.35389, 1.35376, 1.38559, 1.36104, 1.38765, 1.38539, 1.32233, 1.31957, 1.31001, 1.31353, 1.31462, 1.30207, 
1.65792, 1.66616, 1.68839, 1.64597, 1.62856, 1.6317, 1.64159, 1.63393, 1.62389, 1.65109, 1.69232, 1.69948, 1.67956, 1.57904, 1.58083, 1.56573, 1.56248, 1.56841, 1.57209, 1.5477, 1.53812, 1.53005, 1.52705, 1.52115, 1.51646, 1.51024, 1.50573, 1.50043, 1.49697, 1.495, 1.48891, 1.48581, 1.48284, 1.47503, 1.46212, 1.59634, 1.73321, 1.77512, 1.43285, 1.4589, 1.44888, 1.43836, 1.43122, 1.4295, 1.42265, 1.41881, 1.41213, 1.41141, 1.40144, 1.3986, 1.39749, 1.39247, 1.39039, 1.38102, 1.37601, 1.36906, 1.36384, 1.36294, 1.36562, 1.36974, 1.36548, 1.36083, 1.35544, 1.35402, 1.35461, 1.35213, 1.36791, 1.40972, 1.42874, 1.38825, 1.34351, 1.3372, 1.31568, 1.30937, 1.30599, 1.30919, 
1.656, 1.67498, 1.66928, 1.64467, 1.63721, 1.63047, 1.63836, 1.62389, 1.63357, 1.6687, 1.69054, 1.69997, 1.66025, 1.57284, 1.58573, 1.56631, 1.56081, 1.56971, 1.57014, 1.5573, 1.54023, 1.53518, 1.52715, 1.53409, 1.52027, 1.51431, 1.50747, 1.51277, 1.50028, 1.49673, 1.49519, 1.48705, 1.48605, 1.48306, 1.5406, 1.61896, 1.73381, 1.66446, 1.45343, 1.46582, 1.455, 1.44533, 1.44092, 1.42993, 1.42758, 1.42106, 1.41856, 1.40995, 1.40646, 1.40293, 1.39951, 1.39899, 1.39398, 1.39107, 1.38234, 1.37029, 1.36608, 1.36392, 1.36494, 1.37019, 1.36377, 1.36813, 1.35581, 1.35912, 1.36837, 1.37504, 1.38539, 1.38074, 1.40477, 1.39251, 1.33047, 1.33626, 1.33177, 1.32713, 1.32736, 1.31561, 
1.65774, 1.65819, 1.67471, 1.65348, 1.63623, 1.62448, 1.62265, 1.63092, 1.6201, 1.6507, 1.71904, 1.74696, 1.71043, 1.58921, 1.59632, 1.58235, 1.56559, 1.56459, 1.55562, 1.54707, 1.54269, 1.54225, 1.53303, 1.52594, 1.52334, 1.51425, 1.51122, 1.50656, 1.50334, 1.50004, 1.49842, 1.49089, 1.49182, 1.49302, 1.49995, 1.64363, 1.75083, 1.70777, 1.45984, 1.46429, 1.45293, 1.44147, 1.43816, 1.44843, 1.42694, 1.42245, 1.41612, 1.41779, 1.40937, 1.40554, 1.40301, 1.39988, 1.39703, 1.38635, 1.37978, 1.37281, 1.36907, 1.36438, 1.36462, 1.36299, 1.35839, 1.35892, 1.35508, 1.35734, 1.35696, 1.37295, 1.37778, 1.3996, 1.41362, 1.39772, 1.33311, 1.33344, 1.33998, 1.31799, 1.31938, 1.31339, 
1.67086, 1.65687, 1.67858, 1.64751, 1.64126, 1.6319, 1.6263, 1.62752, 1.62758, 1.71958, 1.68414, 1.74697, 1.68424, 1.5828, 1.58897, 1.57612, 1.57716, 1.56097, 1.56873, 1.5782, 1.55413, 1.54571, 1.54112, 1.53132, 1.52522, 1.51908, 1.5156, 1.50923, 1.50684, 1.50608, 1.49896, 1.50292, 1.50685, 1.49723, 1.52485, 1.67221, 1.71555, 1.57842, 1.44391, 1.47099, 1.45091, 1.44387, 1.44051, 1.43643, 1.42816, 1.42652, 1.42266, 1.41799, 1.41279, 1.41201, 1.40696, 1.40523, 1.40314, 1.39448, 1.38573, 1.3771, 1.37185, 1.36815, 1.36468, 1.36303, 1.36152, 1.35853, 1.36849, 1.36487, 1.36546, 1.36773, 1.38136, 1.40087, 1.40408, 1.42899, 1.34653, 1.33355, 1.32933, 1.32374, 1.31634, 1.31216, 
