1.61416, 1.61854, 1.60375, 1.61035, 1.59974, 1.59768, 1.58908, 1.59004, 1.60638, 1.59274, 1.58008, 1.59815, 1.60682, 1.61981, 1.65469, 1.69321, 1.67197, 1.54373, 1.531, 1.56821, 1.54817, 1.54502, 1.52455, 1.56489, 1.54326, 1.52061, 1.52416, 1.51021, 1.50711, 1.50463, 1.50256, 1.49896, 1.49807, 1.49632, 1.49025, 1.48502, 1.48203, 1.47921, 1.4746, 1.47263, 1.4707, 1.46294, 1.45771, 1.45614, 1.45459, 1.45074, 1.44872, 1.45777, 1.4523, 1.41696, 1.5198, 1.55414, 1.82072, 1.78008, 1.65589, 1.40046, 1.42275, 1.42315, 1.41439, 1.42684, 1.42292, 1.40548, 1.40224, 1.39832, 1.39401, 1.39226, 1.38936, 1.38777, 1.38066, 1.37707, 1.37425, 1.36927, 1.37133, 1.366, 1.3624, 1.35793, 1.35807, 1.35569, 1.35656, 1.35166, 1.35724, 1.34, 1.3418, 1.34417, 1.33361, 1.32905, 1.32944, 1.33233, 1.3257, 1.3197, 1.3191, 1.31496, 1.31445, 1.31329, 1.32144, 1.32652, 1.33654, 1.3407, 1.33457, 1.35559, 1.36731, 1.34476, 1.37793, 1.3305, 1.30871, 1.30342, 1.30265, 1.28562, 1.27943, 1.2787, 1.2757, 1.27525, 1.27512, 1.27492, 1.30231, 
1.61794, 1.61041, 1.60819, 1.60439, 1.61228, 1.59696, 1.59429, 1.59337, 1.6022, 1.58616, 1.60957, 1.62275, 1.6169, 1.62885, 1.66922, 1.67427, 1.62486, 1.56557, 1.54783, 1.56084, 1.54403, 1.54127, 1.54183, 1.55897, 1.55792, 1.51913, 1.52526, 1.51557, 1.51051, 1.50941, 1.5057, 1.50286, 1.50111, 1.49527, 1.48994, 1.48906, 1.48222, 1.47932, 1.47584, 1.4714, 1.47087, 1.46552, 1.46753, 1.45903, 1.45863, 1.45723, 1.45053, 1.45388, 1.46724, 1.41738, 1.52037, 1.61437, 1.7099, 1.7379, 1.6379, 1.41808, 1.42317, 1.42734, 1.4187, 1.41243, 1.40635, 1.4136, 1.4005, 1.39596, 1.39227, 1.38878, 1.38808, 1.38634, 1.38116, 1.37911, 1.37475, 1.37601, 1.3692, 1.36727, 1.36411, 1.36073, 1.35901, 1.3563, 1.35558, 1.35223, 1.35088, 1.34754, 1.34735, 1.34202, 1.33848, 1.33444, 1.33309, 1.33201, 1.32946, 1.32663, 1.32245, 1.32239, 1.31977, 1.33396, 1.32639, 1.32681, 1.32936, 1.33116, 1.35783, 1.34662, 1.3452, 1.37729, 1.36438, 1.32475, 1.30659, 1.3018, 1.29273, 1.28239, 1.28, 1.27775, 1.2821, 1.28979, 1.27448, 1.27625, 1.27245, 
1.66644, 1.64299, 1.60806, 1.60864, 1.60363, 1.59782, 1.59479, 1.59759, 1.5944, 1.59251, 1.59178, 1.61084, 1.63332, 1.65579, 1.67933, 1.72006, 1.66902, 1.53985, 1.56844, 1.55144, 1.54304, 1.53678, 1.53565, 1.54113, 1.54776, 1.52058, 1.51886, 1.51627, 1.51728, 1.51044, 1.5059, 1.50351, 1.49757, 1.4947, 1.49295, 1.48886, 1.48652, 1.48199, 1.47885, 1.47429, 1.47175, 1.47066, 1.46595, 1.46123, 1.45869, 1.45183, 1.45418, 1.45018, 1.44935, 1.41774, 1.49857, 1.5831, 1.71243, 1.64617, 1.60996, 1.41535, 1.41937, 1.42232, 1.41754, 1.41242, 1.41156, 1.40645, 1.39923, 1.39779, 1.39258, 1.38843, 1.38545, 1.38458, 1.38279, 1.38231, 1.37507, 1.37374, 1.3715, 1.36971, 1.36772, 1.36276, 1.36079, 1.35665, 1.35403, 1.35115, 1.35044, 1.35136, 1.34618, 1.34504, 1.34264, 1.33525, 1.33601, 1.33635, 1.33514, 1.32976, 1.32886, 1.32385, 1.3273, 1.33117, 1.32738, 1.3289, 1.32768, 1.35068, 1.3604, 1.3728, 1.37188, 1.35724, 1.34642, 1.31664, 1.32818, 1.30977, 1.297, 1.28551, 1.28286, 1.28153, 1.2738, 1.27516, 1.27446, 1.27425, 1.27366, 
1.66728, 1.61669, 1.6129, 1.61766, 1.61376, 1.60926, 1.60105, 1.6038, 1.6011, 1.59216, 1.58159, 1.62298, 1.62813, 1.66449, 1.68803, 1.70137, 1.68983, 1.60741, 1.57174, 1.56694, 1.55093, 1.54684, 1.5464, 1.55153, 1.54736, 1.54159, 1.5338, 1.51706, 1.51355, 1.51396, 1.51013, 1.50591, 1.50324, 1.49895, 1.49391, 1.49138, 1.48961, 1.48802, 1.48356, 1.48232, 1.47804, 1.47395, 1.46726, 1.48304, 1.45836, 1.45825, 1.45601, 1.45735, 1.4594, 1.44435, 1.53137, 1.62692, 1.72119, 1.75178, 1.53385, 1.4469, 1.43338, 1.43008, 1.42477, 1.4239, 1.41058, 1.42173, 1.40304, 1.39997, 1.39485, 1.39275, 1.39073, 1.39008, 1.39579, 1.3872, 1.38866, 1.37842, 1.37559, 1.37592, 1.3739, 1.36861, 1.36296, 1.36206, 1.3648, 1.35906, 1.35257, 1.35039, 1.34825, 1.34727, 1.3433, 1.34226, 1.34034, 1.34351, 1.33808, 1.34248, 1.33435, 1.33047, 1.33042, 1.33369, 1.33302, 1.33321, 1.33018, 1.34592, 1.34427, 1.36721, 1.36099, 1.3688, 1.3531, 1.32782, 1.30894, 1.3221, 1.30663, 1.2994, 1.28547, 1.28194, 1.27921, 1.27929, 1.27814, 1.28163, 1.28988, 
1.66561, 1.63802, 1.62278, 1.62262, 1.60623, 1.60598, 1.60661, 1.60097, 1.60247, 1.59671, 1.60202, 1.62247, 1.65442, 1.67513, 1.71298, 1.71238, 1.65922, 1.57477, 1.5549, 1.56387, 1.5494, 1.54385, 1.54023, 1.53876, 1.54674, 1.54989, 1.53065, 1.53861, 1.54019, 1.52538, 1.51114, 1.50979, 1.51378, 1.49982, 1.49903, 1.49839, 1.49153, 1.49006, 1.48517, 1.48376, 1.48041, 1.47853, 1.4776, 1.46565, 1.46223, 1.46049, 1.46079, 1.4603, 1.47101, 1.42077, 1.48045, 1.57769, 1.71809, 1.71394, 1.68025, 1.40773, 1.40237, 1.43464, 1.43132, 1.42063, 1.41462, 1.41114, 1.41043, 1.40419, 1.4025, 1.39744, 1.39539, 1.39259, 1.3917, 1.3875, 1.38525, 1.37993, 1.37902, 1.37737, 1.37265, 1.3729, 1.36955, 1.36715, 1.3621, 1.35675, 1.35319, 1.35188, 1.35771, 1.34769, 1.35043, 1.34543, 1.34659, 1.34528, 1.34218, 1.34189, 1.34823, 1.33347, 1.33435, 1.33392, 1.3405, 1.33842, 1.33116, 1.34534, 1.34649, 1.35117, 1.38076, 1.37925, 1.40025, 1.34281, 1.31697, 1.30721, 1.31192, 1.29566, 1.28858, 1.28907, 1.28608, 1.28689, 1.28272, 1.28439, 1.28191, 
1.64487, 1.65595, 1.65573, 1.6149, 1.61272, 1.62037, 1.60422, 1.61287, 1.63166, 1.62021, 1.59992, 1.63526, 1.63772, 1.68415, 1.6869, 1.69233, 1.64423, 1.5985, 1.58199, 1.57556, 1.55824, 1.54818, 1.54483, 1.54289, 1.55776, 1.54406, 1.53218, 1.52477, 1.5235, 1.51638, 1.51387, 1.50865, 1.50394, 1.50267, 1.49857, 1.49574, 1.49369, 1.48994, 1.48894, 1.48645, 1.48443, 1.47843, 1.47252, 1.47173, 1.46997, 1.46929, 1.4662, 1.46546, 1.46781, 1.44208, 1.47447, 1.6141, 1.6505, 1.71791, 1.67105, 1.53367, 1.43006, 1.44338, 1.43688, 1.4286, 1.42473, 1.41764, 1.41343, 1.41071, 1.40404, 1.40287, 1.39707, 1.39486, 1.39588, 1.39491, 1.38762, 1.38799, 1.38512, 1.38332, 1.38175, 1.37706, 1.37606, 1.37156, 1.36703, 1.36228, 1.35955, 1.35445, 1.34971, 1.35074, 1.34772, 1.34722, 1.34796, 1.35027, 1.35349, 1.35018, 1.34703, 1.34355, 1.34076, 1.33534, 1.33811, 1.34342, 1.33057, 1.34368, 1.37605, 1.37844, 1.36915, 1.39933, 1.37562, 1.34373, 1.30945, 1.31675, 1.30806, 1.29604, 1.29379, 1.29232, 1.28928, 1.29124, 1.28892, 1.28826, 1.2824, 
1.67217, 1.67622, 1.62804, 1.64113, 1.63712, 1.61395, 1.62421, 1.60629, 1.61946, 1.62783, 1.62487, 1.63096, 1.655, 1.66472, 1.69008, 1.68475, 1.62383, 1.56152, 1.57232, 1.56567, 1.55977, 1.55528, 1.54617, 1.54348, 1.55092, 1.55557, 1.56138, 1.54899, 1.52634, 1.52145, 1.52489, 1.51428, 1.51016, 1.50975, 1.50594, 1.50686, 1.49851, 1.49776, 1.4925, 1.49004, 1.49181, 1.48223, 1.48048, 1.48213, 1.49538, 1.4732, 1.47067, 1.47489, 1.47039, 1.4368, 1.52022, 1.61238, 1.70656, 1.73161, 1.65744, 1.49231, 1.43797, 1.44802, 1.44077, 1.44304, 1.42969, 1.43708, 1.43226, 1.41283, 1.41288, 1.4121, 1.40853, 1.406, 1.39885, 1.39618, 1.39161, 1.39022, 1.38945, 1.38514, 1.38344, 1.3816, 1.3799, 1.37639, 1.37407, 1.37149, 1.36397, 1.35621, 1.35357, 1.3487, 1.3488, 1.34993, 1.35095, 1.35331, 1.35214, 1.35027, 1.34601, 1.3454, 1.34376, 1.34303, 1.34162, 1.345, 1.35117, 1.35668, 1.35812, 1.36713, 1.42254, 1.41548, 1.38508, 1.37493, 1.33031, 1.31631, 1.31596, 1.31322, 1.30163, 1.29848, 1.29707, 1.29883, 1.29561, 1.29585, 1.30196, 
1.63734, 1.65904, 1.67087, 1.62315, 1.62045, 1.61638, 1.61381, 1.60631, 1.62487, 1.61644, 1.60447, 1.6752, 1.65585, 1.69915, 1.75238, 1.72945, 1.69652, 1.60266, 1.5656, 1.5782, 1.57384, 1.56948, 1.54979, 1.5465, 1.54828, 1.53411, 1.54383, 1.53366, 1.52766, 1.52507, 1.52402, 1.52331, 1.51403, 1.51069, 1.5081, 1.50611, 1.50029, 1.49748, 1.4932, 1.49167, 1.49015, 1.48602, 1.48883, 1.4828, 1.48, 1.47603, 1.47191, 1.47145, 1.47412, 1.4501, 1.52086, 1.62029, 1.71952, 1.73768, 1.61722, 1.49938, 1.42742, 1.45195, 1.44643, 1.4483, 1.42732, 1.42831, 1.4227, 1.41867, 1.41276, 1.41144, 1.41153, 1.40626, 1.41217, 1.39985, 1.39563, 1.3936, 1.39144, 1.38852, 1.38907, 1.38521, 1.38456, 1.38138, 1.37263, 1.37066, 1.37061, 1.36081, 1.35756, 1.35384, 1.35065, 1.34987, 1.3506, 1.34854, 1.3467, 1.34424, 1.34135, 1.34845, 1.34791, 1.34077, 1.34421, 1.35145, 1.34389, 1.35985, 1.36073, 1.36519, 1.38067, 1.39273, 1.43428, 1.34035, 1.31532, 1.31578, 1.32067, 1.31206, 1.30527, 1.30143, 1.30565, 1.29866, 1.29838, 1.30069, 1.29802, 
1.6494, 1.6577, 1.64391, 1.63746, 1.62425, 1.623, 1.61467, 1.61694, 1.62036, 1.61446, 1.62096, 1.65763, 1.67158, 1.66791, 1.73462, 1.732, 1.70928, 1.57409, 1.55611, 1.58698, 1.57935, 1.56179, 1.57503, 1.54849, 1.54544, 1.55388, 1.55324, 1.54662, 1.53452, 1.53393, 1.5296, 1.52473, 1.52376, 1.51596, 1.51235, 1.50788, 1.50544, 1.50056, 1.49501, 1.4935, 1.49194, 1.49191, 1.49213, 1.48428, 1.48209, 1.50355, 1.49186, 1.48162, 1.47736, 1.45722, 1.51327, 1.57492, 1.69148, 1.70332, 1.63119, 1.5676, 1.42723, 1.44358, 1.44756, 1.44326, 1.43252, 1.42937, 1.42373, 1.41948, 1.41718, 1.41355, 1.41276, 1.40926, 1.40652, 1.40405, 1.40086, 1.39649, 1.39492, 1.3931, 1.39258, 1.39068, 1.38927, 1.38553, 1.38113, 1.37656, 1.37059, 1.36445, 1.3596, 1.357, 1.35283, 1.35207, 1.35064, 1.34871, 1.34589, 1.34679, 1.34459, 1.36111, 1.3612, 1.34165, 1.34269, 1.34593, 1.33983, 1.35761, 1.3782, 1.39489, 1.41938, 1.39152, 1.41248, 1.37886, 1.32073, 1.33142, 1.32553, 1.31343, 1.30691, 1.30475, 1.30363, 1.29814, 1.29872, 1.30215, 1.30257, 
1.63652, 1.64496, 1.62739, 1.63739, 1.62627, 1.62357, 1.62006, 1.62069, 1.62106, 1.61322, 1.5986, 1.68255, 1.63724, 1.71355, 1.73891, 1.75951, 1.69247, 1.60131, 1.58286, 1.58689, 1.57121, 1.56386, 1.55526, 1.54919, 1.5483, 1.54159, 1.55693, 1.54964, 1.53988, 1.53825, 1.53119, 1.52819, 1.52183, 1.51889, 1.51517, 1.51256, 1.50745, 1.50209, 1.4981, 1.49397, 1.49257, 1.48951, 1.48593, 1.48624, 1.48093, 1.47863, 1.47532, 1.48604, 1.47274, 1.44266, 1.52332, 1.59029, 1.7272, 1.72174, 1.69157, 1.48967, 1.4222, 1.45437, 1.44987, 1.43831, 1.43148, 1.42581, 1.42274, 1.45521, 1.42131, 1.41809, 1.41355, 1.41027, 1.41253, 1.40593, 1.40277, 1.3996, 1.3944, 1.39394, 1.39496, 1.39249, 1.39161, 1.3897, 1.38881, 1.3807, 1.37658, 1.36986, 1.36559, 1.3637, 1.36144, 1.35777, 1.35447, 1.35374, 1.35172, 1.35343, 1.35446, 1.34692, 1.34481, 1.34066, 1.35428, 1.35138, 1.34121, 1.35034, 1.39853, 1.39054, 1.39046, 1.46486, 1.42315, 1.36985, 1.31135, 1.32739, 1.32289, 1.31869, 1.31939, 1.30948, 1.30378, 1.29919, 1.30005, 1.30155, 1.29669, 
