1.62836, 1.62051, 1.61214, 1.60897, 1.60257, 1.60712, 1.61949, 1.6638, 1.68168, 1.57928, 1.5714, 1.55333, 1.57194, 1.53988, 1.52589, 1.5207, 1.51179, 1.50787, 1.49904, 1.49325, 1.48819, 1.47837, 1.47189, 1.46627, 1.46264, 1.46282, 1.45713, 1.72951, 1.73684, 1.43385, 1.43396, 1.42344, 1.41431, 1.40753, 1.39705, 1.39346, 1.3899, 1.38333, 1.37914, 1.37467, 1.36737, 1.3657, 1.3588, 1.35299, 1.34952, 1.3456, 1.34336, 1.33521, 1.32897, 1.33818, 1.33688, 1.33441, 1.36768, 1.36371, 1.33287, 1.30943, 1.29797, 1.28177, 1.28305, 1.2835, 
1.62492, 1.61929, 1.61658, 1.60748, 1.60441, 1.60608, 1.63389, 1.67075, 1.6866, 1.55295, 1.56176, 1.55516, 1.54846, 1.54072, 1.52621, 1.52084, 1.51451, 1.50613, 1.50501, 1.49375, 1.48716, 1.48311, 1.47588, 1.47159, 1.46088, 1.46559, 1.458, 1.632, 1.61893, 1.42971, 1.42688, 1.4204, 1.41498, 1.40547, 1.39745, 1.3918, 1.38854, 1.38284, 1.37854, 1.37186, 1.36577, 1.3621, 1.35923, 1.35729, 1.3484, 1.34477, 1.34291, 1.33573, 1.33264, 1.33635, 1.33741, 1.38644, 1.38524, 1.35973, 1.34369, 1.30613, 1.29924, 1.30625, 1.28548, 1.28344, 
1.65011, 1.63012, 1.61674, 1.60709, 1.61347, 1.61714, 1.63101, 1.67117, 1.68533, 1.55013, 1.56483, 1.55576, 1.54588, 1.55633, 1.52714, 1.52214, 1.51537, 1.50839, 1.5041, 1.4971, 1.48605, 1.48254, 1.49284, 1.4713, 1.46227, 1.45601, 1.4286, 1.58961, 1.72453, 1.42786, 1.43686, 1.42156, 1.41104, 1.40819, 1.39594, 1.39465, 1.39151, 1.38409, 1.37961, 1.37315, 1.36718, 1.36453, 1.36072, 1.35478, 1.34948, 1.35085, 1.34489, 1.33924, 1.33456, 1.34252, 1.33621, 1.35451, 1.37811, 1.36275, 1.3094, 1.30782, 1.29692, 1.28471, 1.28574, 1.28419, 
1.6993, 1.62012, 1.62827, 1.60842, 1.6036, 1.59643, 1.65913, 1.64064, 1.68349, 1.60005, 1.57406, 1.548, 1.55077, 1.5524, 1.53034, 1.51945, 1.5165, 1.51156, 1.50406, 1.49315, 1.49179, 1.48531, 1.47571, 1.46875, 1.46161, 1.46104, 1.48419, 1.64416, 1.68577, 1.44179, 1.42722, 1.41975, 1.41312, 1.40858, 1.3989, 1.40276, 1.39341, 1.38628, 1.38218, 1.37827, 1.36887, 1.372, 1.35896, 1.35364, 1.3508, 1.35023, 1.34736, 1.34187, 1.33828, 1.34008, 1.34432, 1.35113, 1.362, 1.36698, 1.32293, 1.32329, 1.29794, 1.28811, 1.2855, 1.28804, 
1.67269, 1.63778, 1.61972, 1.61567, 1.61023, 1.59034, 1.64885, 1.66176, 1.75804, 1.53882, 1.57585, 1.55785, 1.5579, 1.54831, 1.52783, 1.52267, 1.51704, 1.51252, 1.50512, 1.49945, 1.49317, 1.48694, 1.48218, 1.469, 1.46778, 1.46645, 1.49651, 1.61145, 1.75565, 1.43675, 1.43628, 1.4284, 1.42536, 1.40954, 1.40103, 1.39974, 1.3964, 1.38886, 1.3864, 1.37912, 1.3728, 1.36674, 1.36106, 1.35601, 1.35208, 1.35171, 1.348, 1.36314, 1.33863, 1.34341, 1.35026, 1.35057, 1.37307, 1.38121, 1.33728, 1.31352, 1.30817, 1.28958, 1.28746, 1.29041, 
1.6695, 1.62597, 1.62127, 1.61473, 1.61802, 1.61087, 1.63202, 1.66662, 1.71405, 1.55132, 1.56954, 1.57166, 1.55809, 1.57822, 1.54693, 1.52786, 1.51964, 1.5125, 1.50693, 1.50156, 1.49545, 1.48874, 1.48696, 1.47523, 1.46804, 1.47106, 1.43151, 1.71805, 1.67592, 1.45299, 1.43715, 1.42537, 1.4185, 1.41347, 1.40578, 1.40324, 1.3991, 1.39242, 1.38539, 1.38122, 1.376, 1.36843, 1.36438, 1.36087, 1.35305, 1.35249, 1.35024, 1.34392, 1.34064, 1.34336, 1.3459, 1.38179, 1.37807, 1.36366, 1.32307, 1.31363, 1.29884, 1.29315, 1.29099, 1.29175, 
1.66303, 1.64213, 1.62103, 1.61485, 1.6142, 1.60324, 1.64405, 1.70206, 1.71654, 1.64132, 1.58018, 1.57304, 1.55145, 1.55555, 1.53896, 1.53792, 1.52101, 1.51347, 1.50564, 1.50186, 1.49557, 1.49194, 1.49196, 1.47362, 1.46866, 1.46662, 1.47094, 1.5796, 1.70539, 1.40632, 1.44371, 1.43309, 1.41795, 1.41508, 1.40802, 1.40517, 1.40121, 1.39184, 1.38607, 1.3822, 1.37745, 1.37179, 1.3642, 1.35983, 1.35745, 1.35523, 1.36541, 1.3455, 1.34414, 1.35427, 1.34403, 1.36107, 1.3708, 1.38819, 1.31674, 1.31478, 1.30952, 1.3021, 1.29805, 1.29115, 
1.68226, 1.63132, 1.63064, 1.61674, 1.6136, 1.61558, 1.63561, 1.68944, 1.72175, 1.64096, 1.56917, 1.56536, 1.55017, 1.54981, 1.54072, 1.52979, 1.52112, 1.51095, 1.50938, 1.50165, 1.49726, 1.49215, 1.4849, 1.47199, 1.47091, 1.47915, 1.47633, 1.59495, 1.72807, 1.44295, 1.44788, 1.42963, 1.42178, 1.41443, 1.4084, 1.40434, 1.3985, 1.39134, 1.3887, 1.38199, 1.37829, 1.37203, 1.36395, 1.36017, 1.35689, 1.35669, 1.35338, 1.35122, 1.34379, 1.34603, 1.36422, 1.36724, 1.36205, 1.37542, 1.32995, 1.33176, 1.30912, 1.29536, 1.29309, 1.30502, 
1.6744, 1.63123, 1.63346, 1.61597, 1.61614, 1.62713, 1.64435, 1.69841, 1.72725, 1.5584, 1.57177, 1.56114, 1.56845, 1.55721, 1.54787, 1.52746, 1.52603, 1.51225, 1.50875, 1.5033, 1.49732, 1.49049, 1.47935, 1.47714, 1.47255, 1.47225, 1.4672, 1.64997, 1.74329, 1.40879, 1.45469, 1.43623, 1.42621, 1.41423, 1.40886, 1.40311, 1.39963, 1.39372, 1.38897, 1.38727, 1.37951, 1.38227, 1.36377, 1.35837, 1.35621, 1.36363, 1.35872, 1.35185, 1.34639, 1.35435, 1.3556, 1.35023, 1.36184, 1.38492, 1.31458, 1.3162, 1.30646, 1.2994, 1.29979, 1.29473, 
1.67844, 1.66422, 1.62729, 1.62529, 1.6287, 1.61803, 1.65274, 1.69491, 1.71375, 1.59532, 1.60081, 1.56267, 1.55232, 1.54809, 1.54032, 1.53327, 1.55234, 1.51444, 1.50724, 1.50409, 1.4985, 1.49545, 1.48369, 1.48113, 1.47509, 1.47484, 1.47344, 1.65494, 1.72684, 1.45188, 1.45198, 1.43746, 1.42892, 1.4205, 1.4126, 1.40538, 1.39938, 1.39751, 1.39454, 1.38811, 1.3846, 1.37381, 1.37047, 1.35948, 1.35913, 1.36055, 1.36324, 1.36042, 1.34742, 1.35912, 1.34436, 1.38424, 1.39527, 1.38145, 1.33593, 1.32077, 1.31056, 1.29916, 1.30013, 1.29508, 
1.66448, 1.67555, 1.62616, 1.61731, 1.61979, 1.62205, 1.6473, 1.6926, 1.70127, 1.5509, 1.57645, 1.56846, 1.55344, 1.56516, 1.54098, 1.53306, 1.52317, 1.51853, 1.50994, 1.50359, 1.4981, 1.49581, 1.48772, 1.48144, 1.48089, 1.47755, 1.45018, 1.56428, 1.72883, 1.4438, 1.4564, 1.44459, 1.43476, 1.41957, 1.41737, 1.40888, 1.40581, 1.39665, 1.39442, 1.38969, 1.38426, 1.37443, 1.36941, 1.36074, 1.35827, 1.36363, 1.36357, 1.35578, 1.3515, 1.34919, 1.3489, 1.35844, 1.38487, 1.37736, 1.35761, 1.3231, 1.30702, 1.30294, 1.30339, 1.29956, 
1.67183, 1.68148, 1.63692, 1.63162, 1.62989, 1.6247, 1.64477, 1.69225, 1.70622, 1.5988, 1.5828, 1.58254, 1.56525, 1.56418, 1.5544, 1.54429, 1.52759, 1.51909, 1.51504, 1.50854, 1.49936, 1.49436, 1.48912, 1.48422, 1.48194, 1.47774, 1.52346, 1.57657, 1.79358, 1.4558, 1.45108, 1.45125, 1.44315, 1.42529, 1.41691, 1.41344, 1.40616, 1.39784, 1.39552, 1.39483, 1.38746, 1.38099, 1.37127, 1.36397, 1.35768, 1.3628, 1.36335, 1.35748, 1.35239, 1.35702, 1.35407, 1.36695, 1.38313, 1.42658, 1.35046, 1.32699, 1.31971, 1.30684, 1.3085, 1.30593, 
1.68959, 1.68807, 1.63705, 1.63077, 1.62079, 1.63629, 1.64466, 1.68277, 1.70982, 1.57084, 1.58718, 1.56694, 1.57187, 1.57805, 1.55267, 1.5436, 1.52948, 1.5211, 1.5162, 1.50897, 1.50128, 1.4997, 1.49259, 1.50597, 1.48216, 1.47864, 1.54199, 1.74361, 1.74475, 1.4661, 1.45804, 1.44112, 1.43371, 1.4256, 1.42123, 1.41435, 1.4062, 1.40338, 1.39742, 1.39387, 1.38824, 1.38262, 1.37689, 1.36438, 1.35755, 1.3587, 1.36037, 1.36381, 1.35156, 1.35138, 1.37186, 1.3704, 1.40677, 1.38937, 1.35909, 1.33815, 1.31845, 1.33328, 1.30859, 1.30667, 
1.66419, 1.64409, 1.63499, 1.62374, 1.62714, 1.6213, 1.65525, 1.67123, 1.70126, 1.58235, 1.58607, 1.57663, 1.55594, 1.55265, 1.54208, 1.53688, 1.52829, 1.52242, 1.51865, 1.51, 1.50339, 1.49766, 1.49357, 1.49043, 1.48544, 1.48553, 1.45443, 1.69855, 1.74387, 1.46094, 1.45643, 1.44564, 1.43462, 1.42549, 1.42264, 1.42249, 1.40913, 1.40443, 1.3993, 1.3966, 1.39007, 1.38326, 1.3699, 1.36241, 1.35927, 1.36019, 1.35767, 1.35285, 1.35441, 1.35044, 1.35173, 1.38721, 1.38357, 1.39515, 1.37504, 1.3405, 1.33279, 1.31273, 1.30832, 1.31262, 
1.64914, 1.68874, 1.62975, 1.62203, 1.62506, 1.62913, 1.66521, 1.67987, 1.72125, 1.56103, 1.58257, 1.56535, 1.56774, 1.56455, 1.55837, 1.53585, 1.53286, 1.52078, 1.51758, 1.51041, 1.50271, 1.53767, 1.49454, 1.50433, 1.48107, 1.48221, 1.47848, 1.69027, 1.75122, 1.44053, 1.45754, 1.44002, 1.44621, 1.424, 1.42225, 1.41619, 1.40986, 1.40703, 1.39916, 1.40278, 1.3919, 1.38039, 1.37167, 1.36774, 1.36343, 1.3591, 1.35745, 1.3525, 1.3507, 1.35277, 1.36295, 1.40928, 1.3964, 1.39379, 1.37788, 1.33346, 1.3278, 1.31199, 1.3079, 1.30766, 
1.64742, 1.6719, 1.63271, 1.62735, 1.62023, 1.62668, 1.62912, 1.70556, 1.74549, 1.60414, 1.59, 1.5807, 1.56043, 1.56927, 1.55521, 1.53759, 1.53354, 1.52452, 1.51819, 1.51058, 1.50296, 1.50082, 1.49794, 1.49278, 1.48688, 1.50121, 1.45405, 1.72161, 1.73299, 1.45381, 1.45542, 1.44478, 1.45338, 1.43264, 1.42103, 1.41722, 1.41028, 1.40912, 1.40155, 1.3991, 1.39256, 1.38541, 1.37392, 1.37009, 1.361, 1.35965, 1.35377, 1.35125, 1.35235, 1.35024, 1.3618, 1.38204, 1.41384, 1.42118, 1.36061, 1.32646, 1.32363, 1.31879, 1.30483, 1.30933, 
1.65115, 1.66665, 1.63543, 1.62436, 1.62131, 1.62754, 1.66219, 1.70411, 1.73428, 1.6022, 1.59655, 1.57258, 1.55918, 1.56269, 1.57458, 1.54081, 1.54088, 1.52778, 1.52024, 1.51407, 1.50668, 1.50086, 1.50162, 1.49487, 1.4823, 1.49306, 1.54276, 1.5865, 1.71395, 1.45881, 1.46508, 1.44659, 1.43733, 1.43099, 1.42307, 1.41676, 1.41288, 1.40686, 1.40064, 1.40066, 1.3975, 1.38486, 1.37814, 1.36775, 1.3625, 1.35853, 1.357, 1.35324, 1.35343, 1.35227, 1.36041, 1.37536, 1.39879, 1.39943, 1.31518, 1.34351, 1.32688, 1.31205, 1.30523, 1.31101, 
1.66875, 1.64074, 1.63657, 1.62612, 1.62225, 1.61381, 1.67776, 1.67729, 1.74401, 1.65536, 1.58564, 1.57232, 1.558, 1.55804, 1.57127, 1.54463, 1.54317, 1.52742, 1.52337, 1.51511, 1.50619, 1.50284, 1.50252, 1.49464, 1.49876, 1.49015, 1.45917, 1.7022, 1.71001, 1.43722, 1.46085, 1.44672, 1.43482, 1.43181, 1.42477, 1.41837, 1.41616, 1.40734, 1.4057, 1.40332, 1.39938, 1.39107, 1.38096, 1.37167, 1.36469, 1.36292, 1.35704, 1.355, 1.36056, 1.3534, 1.35556, 1.38405, 1.40269, 1.44506, 1.3103, 1.33356, 1.32973, 1.31891, 1.3088, 1.30766, 
1.65122, 1.65222, 1.6438, 1.63293, 1.63032, 1.62374, 1.65696, 1.66616, 1.74509, 1.57047, 1.59381, 1.57359, 1.56582, 1.56379, 1.56433, 1.54859, 1.54324, 1.52901, 1.52356, 1.51602, 1.5061, 1.50272, 1.50064, 1.49535, 1.48624, 1.49254, 1.45531, 1.66404, 1.72388, 1.42751, 1.46583, 1.44454, 1.4352, 1.42903, 1.42658, 1.42268, 1.41769, 1.41121, 1.40593, 1.40361, 1.40194, 1.39341, 1.37728, 1.37479, 1.36702, 1.36333, 1.36507, 1.35725, 1.35739, 1.36389, 1.35436, 1.40925, 1.39864, 1.39952, 1.36699, 1.33245, 1.33318, 1.31438, 1.30789, 1.30888, 
1.65061, 1.65479, 1.6371, 1.63478, 1.63876, 1.59967, 1.64885, 1.7304, 1.74907, 1.57538, 1.58611, 1.57467, 1.56793, 1.56045, 1.56586, 1.54834, 1.54172, 1.53082, 1.52366, 1.51961, 1.50793, 1.50513, 1.50685, 1.49294, 1.48625, 1.48452, 1.4446, 1.72849, 1.72812, 1.44403, 1.45485, 1.45141, 1.43602, 1.42896, 1.42651, 1.42077, 1.41598, 1.40994, 1.40555, 1.40284, 1.40063, 1.39837, 1.38251, 1.37591, 1.37026, 1.36381, 1.36406, 1.35687, 1.37486, 1.35783, 1.3512, 1.42177, 1.40553, 1.40614, 1.37712, 1.33729, 1.33714, 1.31543, 1.31267, 1.3069, 
1.65, 1.65121, 1.64078, 1.63435, 1.63607, 1.63771, 1.69425, 1.73784, 1.77926, 1.66561, 1.59008, 1.57386, 1.57162, 1.55789, 1.55931, 1.55531, 1.53882, 1.53143, 1.52961, 1.52049, 1.51007, 1.50398, 1.49604, 1.49275, 1.48484, 1.48501, 1.45836, 1.67979, 1.64131, 1.44429, 1.46106, 1.45651, 1.43971, 1.43004, 1.4278, 1.422, 1.41941, 1.41273, 1.40411, 1.40081, 1.40121, 1.39701, 1.3891, 1.37647, 1.37251, 1.36635, 1.36553, 1.35834, 1.35352, 1.35239, 1.35456, 1.37513, 1.3916, 1.40911, 1.37564, 1.33981, 1.3228, 1.32645, 1.31045, 1.305, 
1.65222, 1.65669, 1.65483, 1.63513, 1.62696, 1.62546, 1.67069, 1.69212, 1.75882, 1.58441, 1.57382, 1.57719, 1.5624, 1.56112, 1.55475, 1.56721, 1.54112, 1.53222, 1.52584, 1.51788, 1.51246, 1.50303, 1.50304, 1.49635, 1.48651, 1.4833, 1.48694, 1.58492, 1.72041, 1.44049, 1.44944, 1.4444, 1.43693, 1.4294, 1.42695, 1.42489, 1.41676, 1.41166, 1.40199, 1.402, 1.40247, 1.39842, 1.38655, 1.38166, 1.37394, 1.36889, 1.36483, 1.3629, 1.35363, 1.35205, 1.34861, 1.37562, 1.37964, 1.41384, 1.36944, 1.33762, 1.32889, 1.32041, 1.33271, 1.30875, 
1.65442, 1.64592, 1.67055, 1.6443, 1.62926, 1.62462, 1.66534, 1.69256, 1.76365, 1.59953, 1.58915, 1.5904, 1.56468, 1.55235, 1.56914, 1.54873, 1.54717, 1.53327, 1.53041, 1.51878, 1.50894, 1.50565, 1.49688, 1.49526, 1.48548, 1.48489, 1.53351, 1.64444, 1.70163, 1.41817, 1.45788, 1.44827, 1.44836, 1.43043, 1.42811, 1.4221, 1.41701, 1.4066, 1.40221, 1.40202, 1.40248, 1.40003, 1.38804, 1.38091, 1.37409, 1.36906, 1.36861, 1.36566, 1.35792, 1.3514, 1.35632, 1.38506, 1.39337, 1.4108, 1.3117, 1.3381, 1.32337, 1.32361, 1.3159, 1.30551, 
