1.62613, 1.62006, 1.61777, 1.61498, 1.61096, 1.6099, 1.60308, 1.60874, 1.61373, 1.60279, 1.59944, 1.58461, 1.6208, 1.63103, 1.63628, 1.62891, 1.64031, 1.66485, 1.68125, 1.68535, 1.66027, 1.57876, 1.54086, 1.57131, 1.57139, 1.55406, 1.55419, 1.56451, 1.56401, 1.57235, 1.56144, 1.54006, 1.53974, 1.52808, 1.52633, 1.52408, 1.52033, 1.52258, 1.51732, 1.51261, 1.51209, 1.51249, 1.50416, 1.5011, 1.49827, 1.49703, 1.49321, 1.49245, 1.48662, 1.48673, 1.48631, 1.48288, 1.47863, 1.47533, 1.47069, 1.46632, 1.46883, 1.4675, 1.46511, 1.45879, 1.46564, 1.45195, 1.4747, 1.45078, 1.48875, 1.53041, 1.75948, 1.73543, 1.74044, 1.6134, 1.46774, 1.41299, 1.43641, 1.44777, 1.42699, 1.42304, 1.4272, 1.41658, 1.41644, 1.41271, 1.41154, 1.40629, 1.40551, 1.3987, 1.39652, 1.39849, 1.39511, 1.39335, 1.39187, 1.38975, 1.38497, 1.38419, 1.38252, 1.37959, 1.3786, 1.37541, 1.37333, 1.3676, 1.3667, 1.36813, 1.36469, 1.36275, 1.36042, 1.35903, 1.35969, 1.35904, 1.35466, 1.3533, 1.34989, 1.34963, 1.34603, 1.34708, 1.34482, 1.34259, 1.34006, 1.3363, 1.33612, 1.33625, 1.33155, 1.33182, 1.34717, 1.33637, 1.33768, 1.3369, 1.33972, 1.33728, 1.36849, 1.35105, 1.35266, 1.36825, 1.36265, 1.37062, 1.35577, 1.3534, 1.31615, 1.30876, 1.30739, 1.3034, 1.29681, 1.29152, 1.29887, 1.28323, 1.28564, 1.28315, 1.29789, 1.28459, 1.28486, 1.28173, 1.30496, 1.31977, 
1.62006, 1.61935, 1.61767, 1.61692, 1.61397, 1.61076, 1.60696, 1.61653, 1.61249, 1.6177, 1.6056, 1.58144, 1.612, 1.62165, 1.63393, 1.66389, 1.66974, 1.67199, 1.71725, 1.66842, 1.64993, 1.59214, 1.55073, 1.56154, 1.56446, 1.56127, 1.55197, 1.54682, 1.54931, 1.55677, 1.55177, 1.53331, 1.53487, 1.52627, 1.52636, 1.52305, 1.5211, 1.5194, 1.51527, 1.51349, 1.51215, 1.50785, 1.50559, 1.50351, 1.50163, 1.49689, 1.49417, 1.49202, 1.49036, 1.4876, 1.48252, 1.4821, 1.48191, 1.47879, 1.47373, 1.46959, 1.47119, 1.46594, 1.46207, 1.46215, 1.45832, 1.47568, 1.46538, 1.45841, 1.47711, 1.6037, 1.63084, 1.7547, 1.82562, 1.58257, 1.50938, 1.43017, 1.43075, 1.43017, 1.4284, 1.42336, 1.421, 1.41914, 1.41677, 1.41471, 1.40851, 1.40863, 1.40252, 1.39838, 1.39588, 1.398, 1.39602, 1.39283, 1.39097, 1.38797, 1.38424, 1.38541, 1.38241, 1.38026, 1.37961, 1.37753, 1.37284, 1.37247, 1.36699, 1.36629, 1.36847, 1.36337, 1.36207, 1.3612, 1.36004, 1.35851, 1.3575, 1.35559, 1.35117, 1.34946, 1.34644, 1.34566, 1.34598, 1.34474, 1.34162, 1.33945, 1.33662, 1.33486, 1.33392, 1.33473, 1.35619, 1.33729, 1.34235, 1.33768, 1.34204, 1.34403, 1.36329, 1.38915, 1.38458, 1.39142, 1.36509, 1.35796, 1.379, 1.34325, 1.31392, 1.32067, 1.30721, 1.30005, 1.313, 1.29425, 1.2916, 1.28775, 1.30988, 1.3032, 1.28483, 1.2851, 1.28408, 1.28281, 1.31936, 1.32547, 
1.63224, 1.61952, 1.618, 1.61711, 1.6143, 1.61007, 1.6091, 1.6068, 1.60729, 1.61374, 1.60929, 1.58301, 1.60379, 1.63301, 1.63468, 1.64092, 1.66522, 1.68458, 1.69872, 1.69953, 1.6483, 1.55396, 1.564, 1.56195, 1.56532, 1.55472, 1.55, 1.54775, 1.5456, 1.5511, 1.56221, 1.55478, 1.53776, 1.54071, 1.52723, 1.5226, 1.52076, 1.52186, 1.51657, 1.51096, 1.50962, 1.50979, 1.50617, 1.50338, 1.50179, 1.49907, 1.49594, 1.49342, 1.49036, 1.48613, 1.48513, 1.4831, 1.4827, 1.47664, 1.4941, 1.47185, 1.46932, 1.46707, 1.46691, 1.46127, 1.4597, 1.4745, 1.45391, 1.42892, 1.52303, 1.58907, 1.64823, 1.71143, 1.65912, 1.61726, 1.42834, 1.40305, 1.44197, 1.43626, 1.4293, 1.42224, 1.42235, 1.42085, 1.41689, 1.41093, 1.40952, 1.40663, 1.40083, 1.39739, 1.39737, 1.39631, 1.39455, 1.39446, 1.3934, 1.39158, 1.38661, 1.38588, 1.38437, 1.38204, 1.3794, 1.38046, 1.37566, 1.37194, 1.36859, 1.36688, 1.36503, 1.36472, 1.36081, 1.36082, 1.36325, 1.35695, 1.35681, 1.35391, 1.35182, 1.34974, 1.34908, 1.34924, 1.35074, 1.35, 1.34478, 1.34485, 1.34159, 1.33754, 1.33695, 1.33891, 1.34284, 1.35736, 1.34033, 1.33615, 1.34046, 1.35808, 1.36315, 1.37262, 1.38084, 1.36796, 1.36151, 1.39212, 1.35061, 1.36222, 1.31015, 1.31, 1.30901, 1.30493, 1.30117, 1.29477, 1.28912, 1.28567, 1.28502, 1.28408, 1.28753, 1.28646, 1.28526, 1.28293, 1.29764, 1.31656, 
1.65774, 1.61983, 1.61976, 1.61734, 1.61405, 1.60923, 1.60822, 1.60585, 1.61405, 1.60631, 1.61047, 1.5879, 1.59795, 1.63206, 1.64843, 1.64044, 1.65437, 1.68149, 1.69093, 1.74119, 1.6329, 1.5492, 1.5457, 1.57401, 1.56283, 1.56233, 1.54835, 1.54722, 1.55017, 1.55431, 1.57107, 1.55137, 1.54391, 1.5366, 1.53118, 1.52379, 1.53081, 1.51897, 1.51677, 1.51515, 1.51157, 1.5096, 1.5058, 1.50492, 1.501, 1.50187, 1.49611, 1.49396, 1.49235, 1.49131, 1.4858, 1.48443, 1.48272, 1.47744, 1.47771, 1.48871, 1.46844, 1.46593, 1.46339, 1.46263, 1.46135, 1.46178, 1.45182, 1.43317, 1.48366, 1.56319, 1.64503, 1.66762, 1.74167, 1.68576, 1.47786, 1.41471, 1.41988, 1.44274, 1.43137, 1.42371, 1.42289, 1.41958, 1.42093, 1.41275, 1.40993, 1.4084, 1.40464, 1.39721, 1.39731, 1.40015, 1.39716, 1.39625, 1.39365, 1.39543, 1.39195, 1.38727, 1.38456, 1.38192, 1.38237, 1.37797, 1.3787, 1.3749, 1.37253, 1.36939, 1.37051, 1.36478, 1.36439, 1.36022, 1.3606, 1.35787, 1.35578, 1.35425, 1.35137, 1.34973, 1.3507, 1.35006, 1.35006, 1.34924, 1.34674, 1.345, 1.34357, 1.34173, 1.34, 1.33759, 1.33848, 1.3408, 1.3436, 1.34926, 1.34156, 1.34689, 1.37002, 1.35268, 1.39739, 1.36332, 1.36792, 1.36528, 1.39308, 1.33591, 1.32213, 1.31263, 1.33717, 1.31734, 1.30637, 1.29484, 1.29979, 1.289, 1.28672, 1.28557, 1.285, 1.28784, 1.28881, 1.29235, 1.29836, 1.2964, 
1.63806, 1.63672, 1.62977, 1.61908, 1.61345, 1.61087, 1.61142, 1.6201, 1.60687, 1.61739, 1.61236, 1.59007, 1.61247, 1.62809, 1.65523, 1.65974, 1.65968, 1.69208, 1.72329, 1.71022, 1.6869, 1.5722, 1.53993, 1.57466, 1.5682, 1.55618, 1.55135, 1.55877, 1.55831, 1.55805, 1.56935, 1.5612, 1.548, 1.54201, 1.52993, 1.52564, 1.52089, 1.52339, 1.51905, 1.51788, 1.51445, 1.51108, 1.51061, 1.50637, 1.50598, 1.50183, 1.50058, 1.4973, 1.4954, 1.49268, 1.49201, 1.48758, 1.48436, 1.48138, 1.48375, 1.47263, 1.46813, 1.46964, 1.46749, 1.46521, 1.46305, 1.46014, 1.45515, 1.43843, 1.49698, 1.61569, 1.62332, 1.75609, 1.75585, 1.71567, 1.51767, 1.41729, 1.454, 1.44126, 1.45174, 1.43753, 1.44079, 1.4302, 1.41922, 1.41456, 1.41212, 1.41043, 1.40674, 1.40163, 1.4024, 1.40033, 1.40192, 1.40079, 1.39976, 1.39626, 1.39797, 1.38929, 1.38703, 1.38876, 1.38643, 1.3847, 1.37976, 1.37729, 1.37377, 1.37289, 1.37193, 1.36803, 1.36554, 1.36211, 1.36165, 1.36416, 1.358, 1.35516, 1.35335, 1.35689, 1.35207, 1.35476, 1.35032, 1.35018, 1.34801, 1.35706, 1.34541, 1.34512, 1.34704, 1.33775, 1.34125, 1.34319, 1.34309, 1.3463, 1.34087, 1.35188, 1.35088, 1.35385, 1.358, 1.37283, 1.37941, 1.36147, 1.3608, 1.34306, 1.3298, 1.3367, 1.31351, 1.30979, 1.30845, 1.30014, 1.29565, 1.29579, 1.28827, 1.29127, 1.29149, 1.28884, 1.29058, 1.28977, 1.29142, 1.30758, 
1.62822, 1.62658, 1.63489, 1.63336, 1.62282, 1.61481, 1.6122, 1.61414, 1.61631, 1.60958, 1.62319, 1.59635, 1.61057, 1.62139, 1.64078, 1.62959, 1.66776, 1.70312, 1.71692, 1.69758, 1.67887, 1.62175, 1.55159, 1.57539, 1.57804, 1.56223, 1.56055, 1.55205, 1.56293, 1.55849, 1.55485, 1.56731, 1.55254, 1.54464, 1.5304, 1.52889, 1.52742, 1.52363, 1.53022, 1.51935, 1.51698, 1.5125, 1.50997, 1.50693, 1.50424, 1.50076, 1.50094, 1.50108, 1.49588, 1.49682, 1.49214, 1.48991, 1.48737, 1.49883, 1.48838, 1.47735, 1.47558, 1.47023, 1.46835, 1.47193, 1.47157, 1.46433, 1.47178, 1.44377, 1.46582, 1.57293, 1.68588, 1.74161, 1.70221, 1.67587, 1.53793, 1.43355, 1.43995, 1.43892, 1.43766, 1.42759, 1.42543, 1.42404, 1.41987, 1.41824, 1.41522, 1.41238, 1.40789, 1.40587, 1.40211, 1.4029, 1.40293, 1.40554, 1.40145, 1.39683, 1.39293, 1.39079, 1.38976, 1.38849, 1.38558, 1.38425, 1.37916, 1.38113, 1.37791, 1.37599, 1.37254, 1.36953, 1.36749, 1.36469, 1.36097, 1.36048, 1.36058, 1.36059, 1.35685, 1.35359, 1.35321, 1.35355, 1.35134, 1.36912, 1.34992, 1.35009, 1.34465, 1.34387, 1.34499, 1.34115, 1.34057, 1.34999, 1.34483, 1.3463, 1.34206, 1.35011, 1.36042, 1.39183, 1.3541, 1.38854, 1.3706, 1.36703, 1.36658, 1.37302, 1.31331, 1.34089, 1.32009, 1.31236, 1.30622, 1.29986, 1.29702, 1.30527, 1.29225, 1.29231, 1.29187, 1.29953, 1.29107, 1.29378, 1.30271, 1.29651, 
1.66807, 1.64181, 1.62637, 1.62369, 1.61968, 1.61706, 1.6164, 1.61268, 1.61318, 1.62568, 1.60423, 1.6004, 1.60162, 1.67925, 1.64514, 1.66784, 1.70085, 1.70673, 1.7174, 1.71015, 1.68841, 1.64041, 1.56767, 1.57167, 1.57858, 1.56165, 1.5597, 1.55357, 1.55115, 1.55535, 1.55834, 1.56784, 1.54832, 1.55759, 1.53381, 1.53744, 1.52755, 1.52397, 1.53656, 1.51984, 1.5198, 1.51391, 1.50955, 1.50783, 1.50563, 1.50352, 1.5012, 1.49908, 1.50275, 1.49453, 1.50176, 1.49842, 1.48695, 1.49647, 1.49342, 1.47438, 1.47718, 1.47249, 1.47045, 1.47095, 1.469, 1.47537, 1.46517, 1.4473, 1.49497, 1.5715, 1.63062, 1.71317, 1.70723, 1.64077, 1.52163, 1.40735, 1.44189, 1.45713, 1.44726, 1.43367, 1.42863, 1.42704, 1.42149, 1.41741, 1.41712, 1.41415, 1.41076, 1.40917, 1.40677, 1.40473, 1.40411, 1.40267, 1.4, 1.39928, 1.39637, 1.39168, 1.38586, 1.38895, 1.38598, 1.38296, 1.38264, 1.37992, 1.37953, 1.37831, 1.3741, 1.37015, 1.36878, 1.3661, 1.36434, 1.36071, 1.36155, 1.35817, 1.35936, 1.35528, 1.35534, 1.35667, 1.35673, 1.37146, 1.35209, 1.35121, 1.34842, 1.34353, 1.34502, 1.34265, 1.35407, 1.347, 1.35121, 1.35699, 1.34357, 1.3558, 1.35538, 1.36071, 1.36544, 1.38069, 1.38209, 1.3744, 1.37118, 1.34247, 1.32337, 1.31643, 1.31708, 1.31234, 1.31167, 1.29985, 1.29606, 1.30101, 1.29536, 1.29951, 1.29501, 1.2917, 1.29174, 1.29139, 1.29696, 1.29964, 
1.65995, 1.65414, 1.62718, 1.62971, 1.61701, 1.61662, 1.61658, 1.61441, 1.61311, 1.6145, 1.61164, 1.59849, 1.61762, 1.63439, 1.6437, 1.66672, 1.69362, 1.72368, 1.7196, 1.74515, 1.67314, 1.6076, 1.55738, 1.57944, 1.57483, 1.5746, 1.55575, 1.55455, 1.55136, 1.5497, 1.56901, 1.55229, 1.55178, 1.54061, 1.53836, 1.55147, 1.54485, 1.5348, 1.52224, 1.52159, 1.51932, 1.51605, 1.51005, 1.50954, 1.50927, 1.50498, 1.50299, 1.49876, 1.51689, 1.49581, 1.49289, 1.49205, 1.49126, 1.48442, 1.48828, 1.47661, 1.47422, 1.47863, 1.47101, 1.47158, 1.47092, 1.47215, 1.47069, 1.44079, 1.49971, 1.59426, 1.66217, 1.7512, 1.72695, 1.65808, 1.54989, 1.41665, 1.44457, 1.44413, 1.46137, 1.43784, 1.43053, 1.42616, 1.42328, 1.4199, 1.41611, 1.41677, 1.41309, 1.41019, 1.40841, 1.40409, 1.40504, 1.40267, 1.40134, 1.39914, 1.39544, 1.39188, 1.39121, 1.38993, 1.38743, 1.38551, 1.3859, 1.38444, 1.38191, 1.38055, 1.37705, 1.37136, 1.37027, 1.36498, 1.36166, 1.36139, 1.35794, 1.35881, 1.35781, 1.36093, 1.35739, 1.35523, 1.35733, 1.35445, 1.35429, 1.35289, 1.35195, 1.34894, 1.34487, 1.34366, 1.34414, 1.34586, 1.36083, 1.36465, 1.35115, 1.35671, 1.35362, 1.36185, 1.36997, 1.38551, 1.37198, 1.37528, 1.38973, 1.34582, 1.33048, 1.31907, 1.32724, 1.31586, 1.3098, 1.30194, 1.30284, 1.31612, 1.30143, 1.29817, 1.29595, 1.29585, 1.30288, 1.30314, 1.29328, 1.2904, 
1.65596, 1.63207, 1.63226, 1.62244, 1.62107, 1.61955, 1.61713, 1.616, 1.61666, 1.62206, 1.62694, 1.59891, 1.6171, 1.64983, 1.64191, 1.66525, 1.69728, 1.71727, 1.72718, 1.7434, 1.6791, 1.59371, 1.56397, 1.58057, 1.57204, 1.58798, 1.56198, 1.56, 1.5539, 1.55894, 1.54778, 1.5471, 1.57086, 1.53781, 1.54247, 1.53157, 1.53206, 1.53263, 1.52422, 1.52101, 1.51562, 1.51626, 1.51053, 1.50932, 1.50764, 1.50456, 1.50478, 1.50072, 1.49926, 1.49754, 1.49571, 1.49347, 1.48892, 1.4861, 1.48125, 1.47805, 1.47748, 1.48526, 1.47556, 1.47274, 1.47299, 1.47427, 1.4751, 1.45071, 1.49294, 1.52957, 1.65075, 1.70362, 1.74427, 1.63128, 1.56856, 1.40868, 1.44523, 1.4556, 1.44464, 1.44934, 1.43411, 1.42838, 1.42607, 1.4555, 1.42015, 1.41495, 1.41463, 1.41258, 1.40888, 1.4115, 1.40493, 1.40205, 1.40457, 1.39928, 1.39784, 1.39887, 1.39241, 1.39294, 1.39018, 1.38819, 1.3868, 1.38355, 1.38191, 1.38069, 1.37882, 1.37272, 1.36979, 1.36518, 1.36299, 1.36083, 1.35884, 1.35828, 1.35671, 1.35615, 1.35765, 1.35907, 1.364, 1.36109, 1.35841, 1.35791, 1.35398, 1.3506, 1.34722, 1.34639, 1.34668, 1.34561, 1.34749, 1.35033, 1.34857, 1.34827, 1.35362, 1.39676, 1.36409, 1.36078, 1.43219, 1.38547, 1.36957, 1.35113, 1.31847, 1.3202, 1.32309, 1.33066, 1.30798, 1.30594, 1.29977, 1.29983, 1.31279, 1.30067, 1.29832, 1.29544, 1.29499, 1.30487, 1.29302, 1.30515, 
1.67841, 1.65769, 1.62845, 1.62698, 1.63443, 1.61842, 1.62358, 1.61358, 1.62764, 1.62806, 1.62407, 1.61823, 1.63793, 1.63096, 1.65237, 1.67171, 1.68888, 1.70616, 1.72043, 1.71494, 1.66895, 1.58635, 1.55062, 1.5721, 1.57841, 1.57151, 1.56271, 1.56055, 1.55498, 1.55111, 1.54885, 1.54819, 1.56061, 1.53899, 1.54051, 1.53545, 1.5372, 1.52716, 1.52282, 1.52071, 1.51553, 1.5141, 1.51, 1.51201, 1.50877, 1.50627, 1.5044, 1.50484, 1.49881, 1.49838, 1.49686, 1.49428, 1.48842, 1.4871, 1.48268, 1.48093, 1.4807, 1.47833, 1.47629, 1.47507, 1.47668, 1.47608, 1.46897, 1.464, 1.53002, 1.57067, 1.64779, 1.71858, 1.72752, 1.62275, 1.50993, 1.45115, 1.46079, 1.45407, 1.44838, 1.45061, 1.43896, 1.43623, 1.42783, 1.42684, 1.42262, 1.42009, 1.41547, 1.41502, 1.41062, 1.40759, 1.40435, 1.40813, 1.40529, 1.39992, 1.3988, 1.39652, 1.39464, 1.39416, 1.39417, 1.39307, 1.38903, 1.38624, 1.38697, 1.38297, 1.37975, 1.37711, 1.37322, 1.36972, 1.36533, 1.36802, 1.35925, 1.36406, 1.36141, 1.35917, 1.35828, 1.36347, 1.35983, 1.36301, 1.3623, 1.35933, 1.36015, 1.35418, 1.35089, 1.34883, 1.34707, 1.34642, 1.35782, 1.36422, 1.34243, 1.36343, 1.35804, 1.40195, 1.41187, 1.39651, 1.38484, 1.40736, 1.37472, 1.35756, 1.33636, 1.32401, 1.34067, 1.31956, 1.31201, 1.32868, 1.30256, 1.30465, 1.31658, 1.30348, 1.30462, 1.29928, 1.29533, 1.29427, 1.29203, 1.29215, 
