1.64312, 1.62311, 1.60807, 1.61244, 1.68178, 1.56104, 1.55375, 1.53352, 1.52035, 1.49943, 1.49448, 1.47885, 1.46565, 1.45797, 1.70982, 1.42643, 1.42395, 1.40478, 1.39497, 1.38107, 1.37439, 1.35995, 1.35289, 1.34193, 1.33612, 1.3358, 1.35801, 1.35608, 1.31602, 1.28305, 
1.63531, 1.61753, 1.60655, 1.62232, 1.66386, 1.56088, 1.54804, 1.54097, 1.51962, 1.50337, 1.49358, 1.48294, 1.46528, 1.4641, 1.61737, 1.42765, 1.41645, 1.40114, 1.39211, 1.38263, 1.37129, 1.36163, 1.35226, 1.34633, 1.33562, 1.34224, 1.37423, 1.37804, 1.29706, 1.28619, 
1.64851, 1.6177, 1.60761, 1.61531, 1.68431, 1.562, 1.55191, 1.54715, 1.52249, 1.50594, 1.49804, 1.48448, 1.47135, 1.45741, 1.65672, 1.43827, 1.41757, 1.40918, 1.39385, 1.38362, 1.37552, 1.36216, 1.35323, 1.34709, 1.33519, 1.33632, 1.36516, 1.3694, 1.29393, 1.28516, 
1.67176, 1.61792, 1.60728, 1.59335, 1.69, 1.56296, 1.54839, 1.52964, 1.51936, 1.50854, 1.49298, 1.4951, 1.46827, 1.46786, 1.66903, 1.42665, 1.41854, 1.40387, 1.39399, 1.38266, 1.37222, 1.36312, 1.35755, 1.34843, 1.34304, 1.33952, 1.36217, 1.37233, 1.30589, 1.28746, 
1.67961, 1.61978, 1.60706, 1.59569, 1.65663, 1.56574, 1.55445, 1.55788, 1.52035, 1.51456, 1.50088, 1.48475, 1.46903, 1.46124, 1.58941, 1.43843, 1.41932, 1.40875, 1.39606, 1.38519, 1.37804, 1.36702, 1.35027, 1.34921, 1.34343, 1.3383, 1.3546, 1.36601, 1.31371, 1.28845, 
1.66777, 1.62942, 1.6182, 1.61539, 1.68062, 1.56924, 1.55805, 1.54329, 1.52526, 1.50438, 1.5017, 1.48688, 1.46832, 1.46724, 1.71531, 1.44505, 1.43697, 1.40948, 1.39844, 1.38985, 1.37557, 1.37062, 1.35547, 1.35152, 1.3409, 1.34334, 1.34816, 1.35847, 1.31452, 1.2892, 
1.67915, 1.61979, 1.61912, 1.62155, 1.69608, 1.55703, 1.55821, 1.56849, 1.5272, 1.50855, 1.49717, 1.49, 1.46773, 1.46489, 1.56459, 1.43643, 1.42367, 1.41148, 1.40206, 1.38855, 1.37549, 1.36566, 1.35669, 1.35792, 1.34572, 1.34436, 1.35463, 1.36371, 1.32056, 1.29272, 
1.66037, 1.62657, 1.61494, 1.60183, 1.71728, 1.5816, 1.56401, 1.56611, 1.53676, 1.50746, 1.50389, 1.49202, 1.47615, 1.4682, 1.70152, 1.44651, 1.42645, 1.40928, 1.4052, 1.39282, 1.37872, 1.36864, 1.35788, 1.36392, 1.34997, 1.3448, 1.35482, 1.37167, 1.3169, 1.29916, 
1.64385, 1.63122, 1.61564, 1.6156, 1.71882, 1.56872, 1.55079, 1.55007, 1.53108, 1.50976, 1.50311, 1.4928, 1.47166, 1.47117, 1.59305, 1.44235, 1.4234, 1.41357, 1.40469, 1.38965, 1.3818, 1.37068, 1.35844, 1.35575, 1.3522, 1.34433, 1.36043, 1.37294, 1.30171, 1.30272, 
1.64504, 1.63206, 1.61616, 1.64589, 1.72831, 1.58279, 1.55878, 1.54918, 1.53673, 1.51925, 1.50126, 1.4922, 1.47422, 1.47074, 1.68567, 1.4618, 1.43787, 1.41402, 1.40084, 1.39332, 1.38198, 1.3703, 1.35679, 1.36109, 1.35695, 1.35309, 1.39679, 1.42965, 1.33026, 1.29573, 
1.67654, 1.62921, 1.61685, 1.61635, 1.6898, 1.58056, 1.56195, 1.55185, 1.52685, 1.50901, 1.50116, 1.49655, 1.47715, 1.48498, 1.71486, 1.46134, 1.43357, 1.41327, 1.39935, 1.39536, 1.38903, 1.36716, 1.3574, 1.36056, 1.3552, 1.34584, 1.38556, 1.38601, 1.31181, 1.29906, 
1.65217, 1.62841, 1.62548, 1.63568, 1.69886, 1.573, 1.57245, 1.55832, 1.53475, 1.50969, 1.5052, 1.48656, 1.47947, 1.47654, 1.69732, 1.45566, 1.44422, 1.42212, 1.40375, 1.39332, 1.38843, 1.37633, 1.3585, 1.36142, 1.35486, 1.34709, 1.36097, 1.37442, 1.32397, 1.30409, 
1.65249, 1.64201, 1.61903, 1.62608, 1.70384, 1.58264, 1.56087, 1.56214, 1.53395, 1.51387, 1.5034, 1.49248, 1.4817, 1.48752, 1.59246, 1.45165, 1.44448, 1.41825, 1.40897, 1.3971, 1.39007, 1.37717, 1.36081, 1.36176, 1.35733, 1.35125, 1.39278, 1.38186, 1.3308, 1.30439, 
1.65516, 1.63737, 1.62712, 1.63481, 1.69757, 1.5729, 1.56881, 1.56504, 1.53764, 1.51838, 1.50582, 1.49325, 1.48307, 1.4764, 1.54672, 1.45752, 1.45432, 1.42357, 1.41101, 1.39572, 1.39327, 1.38212, 1.36416, 1.36177, 1.3575, 1.35026, 1.37477, 1.42151, 1.32452, 1.30743, 
1.67597, 1.63462, 1.61948, 1.63365, 1.69741, 1.59574, 1.56865, 1.56477, 1.54326, 1.52104, 1.51019, 1.49242, 1.49179, 1.47851, 1.73382, 1.459, 1.44676, 1.44434, 1.41296, 1.39788, 1.39173, 1.37938, 1.36071, 1.35864, 1.36092, 1.35825, 1.3805, 1.38843, 1.33931, 1.30845, 
1.66318, 1.63731, 1.62638, 1.62093, 1.67072, 1.5817, 1.57577, 1.55151, 1.53506, 1.52005, 1.51207, 1.4966, 1.48866, 1.48526, 1.74474, 1.46747, 1.44113, 1.42362, 1.42064, 1.39964, 1.39809, 1.38607, 1.35951, 1.35997, 1.35203, 1.36467, 1.38544, 1.39465, 1.33117, 1.30904, 
1.65472, 1.63741, 1.62739, 1.62421, 1.71273, 1.59835, 1.56798, 1.55792, 1.53316, 1.52048, 1.50949, 1.49651, 1.49262, 1.48572, 1.73767, 1.45361, 1.46413, 1.4222, 1.4105, 1.40675, 1.39607, 1.38042, 1.36088, 1.35761, 1.35189, 1.37495, 1.39928, 1.39323, 1.32616, 1.31195, 
