1.70038, 1.685, 1.66682, 1.65826, 1.67504, 1.74889, 1.59244, 1.58884, 1.5717, 1.55037, 1.53308, 1.50923, 1.50307, 1.68229, 1.46988, 1.47876, 1.43721, 1.4302, 1.41829, 1.40459, 1.38482, 1.38223, 1.36913, 1.35879, 1.46809, 
1.69924, 1.69211, 1.67296, 1.65967, 1.6516, 1.80073, 1.58823, 1.58281, 1.59623, 1.54851, 1.53523, 1.5339, 1.52317, 1.5638, 1.47669, 1.46245, 1.44976, 1.42908, 1.41982, 1.40973, 1.38857, 1.38095, 1.38425, 1.46362, 1.45895, 
1.71261, 1.68575, 1.66409, 1.6734, 1.65738, 1.80124, 1.61935, 1.58955, 1.58311, 1.555, 1.54126, 1.52616, 1.52421, 1.70655, 1.49853, 1.4614, 1.44937, 1.44209, 1.42503, 1.41243, 1.39518, 1.40112, 1.39161, 1.45066, 1.48334, 
1.70375, 1.69243, 1.66529, 1.65365, 1.64426, 1.82105, 1.60729, 1.58839, 1.56869, 1.54815, 1.53389, 1.5165, 1.513, 1.64405, 1.43925, 1.46389, 1.44578, 1.43301, 1.42897, 1.41343, 1.40166, 1.38805, 1.38109, 1.48227, 1.48868, 
1.7139, 1.68708, 1.67508, 1.65791, 1.64017, 1.68842, 1.59756, 1.58409, 1.56224, 1.56144, 1.54025, 1.50102, 1.50796, 1.65268, 1.47785, 1.46508, 1.44379, 1.4281, 1.42625, 1.40945, 1.4058, 1.38705, 1.3838, 1.5034, 1.52326, 
1.71425, 1.70977, 1.68134, 1.67523, 1.63654, 1.86142, 1.60967, 1.59363, 1.58492, 1.56479, 1.5443, 1.52554, 1.51782, 1.64063, 1.50268, 1.48169, 1.45255, 1.44335, 1.43851, 1.42897, 1.40742, 1.39784, 1.38737, 1.35703, 1.52084, 
1.71476, 1.68799, 1.65656, 1.66205, 1.65841, 1.85969, 1.61631, 1.58204, 1.56085, 1.55809, 1.54086, 1.52581, 1.52154, 1.64492, 1.47502, 1.46861, 1.46383, 1.42882, 1.41711, 1.41285, 1.39864, 1.39, 1.37665, 1.5161, 1.47164, 
1.72667, 1.70783, 1.68663, 1.67837, 1.6631, 1.90801, 1.63353, 1.59892, 1.57798, 1.57653, 1.55852, 1.54051, 1.52047, 1.67882, 1.49843, 1.50352, 1.44965, 1.4454, 1.44173, 1.41705, 1.4066, 1.41019, 1.39242, 1.41945, 1.51735, 
1.71173, 1.68234, 1.67274, 1.65566, 1.64797, 1.86153, 1.61257, 1.59743, 1.5708, 1.55506, 1.54002, 1.53002, 1.50688, 1.63147, 1.47481, 1.47814, 1.44089, 1.44167, 1.41982, 1.41579, 1.39459, 1.38847, 1.38866, 1.3708, 1.52745, 
1.71756, 1.69429, 1.68324, 1.65187, 1.6634, 1.72768, 1.59411, 1.60664, 1.5672, 1.56821, 1.54622, 1.52689, 1.51898, 1.63284, 1.4891, 1.45804, 1.45428, 1.44075, 1.42695, 1.41902, 1.39756, 1.39608, 1.37864, 1.41641, 1.57252, 
1.67825, 1.68078, 1.66625, 1.64624, 1.62409, 1.90685, 1.58712, 1.57903, 1.55904, 1.54402, 1.52236, 1.50064, 1.50271, 1.63261, 1.47404, 1.46376, 1.43093, 1.41993, 1.40301, 1.39476, 1.38408, 1.37153, 1.36014, 1.31873, 1.52083, 
1.68984, 1.68254, 1.64486, 1.63872, 1.62889, 1.89604, 1.59933, 1.58133, 1.55841, 1.5309, 1.52726, 1.5126, 1.49918, 1.61651, 1.48627, 1.46344, 1.44109, 1.42229, 1.4059, 1.39539, 1.38128, 1.37138, 1.35831, 1.49803, 1.53492, 
1.69555, 1.67825, 1.65634, 1.63381, 1.6404, 1.8844, 1.58322, 1.56532, 1.5524, 1.53199, 1.52937, 1.50991, 1.49929, 1.65501, 1.46299, 1.44881, 1.43612, 1.42424, 1.41198, 1.40449, 1.39103, 1.37379, 1.36705, 1.3647, 1.54246, 
1.6971, 1.68599, 1.66498, 1.65453, 1.6343, 1.81053, 1.59043, 1.56922, 1.5637, 1.53748, 1.52474, 1.52379, 1.49649, 1.61627, 1.4611, 1.45711, 1.43554, 1.4231, 1.40986, 1.39923, 1.3816, 1.37078, 1.37357, 1.35262, 1.57123, 
1.69145, 1.66955, 1.66191, 1.64526, 1.63313, 1.80052, 1.57978, 1.56558, 1.55882, 1.54345, 1.54013, 1.51249, 1.49183, 1.57094, 1.57459, 1.46779, 1.42589, 1.41996, 1.41032, 1.40158, 1.38218, 1.3731, 1.35843, 1.47382, 1.56295, 
1.69878, 1.68191, 1.66448, 1.64428, 1.63361, 1.8021, 1.59734, 1.58233, 1.55881, 1.54281, 1.52972, 1.51408, 1.49944, 1.59555, 1.47842, 1.44685, 1.4453, 1.41968, 1.41333, 1.39571, 1.38448, 1.37066, 1.36758, 1.37292, 1.55785, 
1.69703, 1.68478, 1.66232, 1.64372, 1.64221, 1.77279, 1.58458, 1.57345, 1.55856, 1.54044, 1.52306, 1.51125, 1.49571, 1.54451, 1.46525, 1.45496, 1.43873, 1.4209, 1.41563, 1.40235, 1.38627, 1.36492, 1.36466, 1.36783, 1.57574, 
1.69543, 1.6665, 1.65463, 1.63397, 1.6314, 1.79114, 1.58837, 1.59562, 1.55177, 1.53932, 1.51118, 1.50412, 1.49372, 1.48366, 1.55831, 1.46745, 1.43623, 1.4173, 1.40779, 1.3961, 1.3878, 1.3706, 1.36518, 1.36482, 1.57783, 
1.69285, 1.67427, 1.65788, 1.63656, 1.63076, 1.77912, 1.59969, 1.57769, 1.55775, 1.54118, 1.51302, 1.53386, 1.49341, 1.56354, 1.45552, 1.47142, 1.45021, 1.41383, 1.4084, 1.39632, 1.38361, 1.37704, 1.36579, 1.36484, 1.55068, 
1.69331, 1.68055, 1.6513, 1.63493, 1.63372, 1.71504, 1.59804, 1.56998, 1.55548, 1.5315, 1.5136, 1.50702, 1.49724, 1.57018, 1.53375, 1.45668, 1.46138, 1.42027, 1.40741, 1.38995, 1.37736, 1.37289, 1.35874, 1.36948, 1.61333, 
1.7027, 1.67304, 1.666, 1.65112, 1.62794, 1.83044, 1.59343, 1.57473, 1.55765, 1.53406, 1.51979, 1.528, 1.49836, 1.54582, 1.53825, 1.49859, 1.44037, 1.42916, 1.40914, 1.39716, 1.3841, 1.37438, 1.36125, 1.36711, 1.6283, 
1.69575, 1.67217, 1.6578, 1.64336, 1.63509, 1.73713, 1.59346, 1.57473, 1.5516, 1.52592, 1.51734, 1.52592, 1.49391, 1.54281, 1.51278, 1.46219, 1.43832, 1.42158, 1.41218, 1.39502, 1.38391, 1.3716, 1.35945, 1.37504, 1.58938, 
1.68986, 1.66602, 1.65301, 1.64705, 1.62986, 1.70714, 1.60636, 1.58367, 1.56098, 1.53147, 1.51435, 1.50602, 1.5238, 1.48341, 1.51482, 1.44805, 1.43051, 1.42285, 1.40703, 1.39683, 1.38122, 1.37477, 1.35918, 1.35882, 1.59692, 
1.69221, 1.66672, 1.65175, 1.64043, 1.62059, 1.94984, 1.57613, 1.59337, 1.54816, 1.53262, 1.52221, 1.50198, 1.49049, 1.54071, 1.51661, 1.4506, 1.43372, 1.42095, 1.40654, 1.39769, 1.3795, 1.36782, 1.36149, 1.35646, 1.5809, 
1.68197, 1.67072, 1.64282, 1.63512, 1.61859, 1.80906, 1.56164, 1.586, 1.56246, 1.53441, 1.5203, 1.50541, 1.49206, 1.5347, 1.50673, 1.45168, 1.42864, 1.41789, 1.39963, 1.391, 1.38183, 1.36242, 1.3552, 1.3536, 1.66646, 
1.67251, 1.662, 1.63901, 1.62519, 1.61077, 1.64465, 1.5614, 1.58507, 1.54055, 1.52809, 1.51352, 1.49323, 1.49086, 1.52733, 1.47448, 1.45141, 1.41779, 1.41272, 1.39627, 1.38882, 1.38208, 1.36577, 1.35335, 1.36713, 1.63289, 
1.68836, 1.65342, 1.63182, 1.62126, 1.60857, 1.6755, 1.5768, 1.56325, 1.54351, 1.52483, 1.5125, 1.4919, 1.47854, 1.51393, 1.49957, 1.44097, 1.42181, 1.41258, 1.39454, 1.3862, 1.36328, 1.36035, 1.34787, 1.34369, 1.72045, 
1.67483, 1.65084, 1.63052, 1.62463, 1.60717, 1.7509, 1.57041, 1.56528, 1.53735, 1.51584, 1.50605, 1.48263, 1.47455, 1.56493, 1.49634, 1.43535, 1.41867, 1.40502, 1.3969, 1.38388, 1.37451, 1.36363, 1.35162, 1.34359, 1.4923, 
1.67992, 1.66084, 1.63131, 1.63553, 1.60597, 1.77492, 1.58572, 1.56508, 1.54037, 1.52895, 1.50357, 1.4925, 1.47999, 1.51674, 1.4799, 1.42786, 1.41956, 1.40842, 1.39727, 1.38071, 1.35983, 1.35533, 1.34464, 1.34339, 1.5024, 
1.66251, 1.65039, 1.63, 1.60896, 1.5898, 1.80568, 1.5638, 1.55159, 1.52419, 1.52083, 1.50286, 1.4748, 1.46878, 1.49469, 1.52367, 1.41479, 1.41039, 1.4023, 1.38438, 1.36719, 1.35667, 1.3492, 1.34322, 1.33425, 1.71693, 
1.6569, 1.64237, 1.62959, 1.60431, 1.59646, 1.60362, 1.56634, 1.54105, 1.52335, 1.50858, 1.49312, 1.47708, 1.46225, 1.48275, 1.46782, 1.43419, 1.40933, 1.39827, 1.37778, 1.37147, 1.35666, 1.34852, 1.34358, 1.32919, 1.49983, 
1.66605, 1.64481, 1.62284, 1.6102, 1.59414, 1.62103, 1.55113, 1.54737, 1.51787, 1.50411, 1.49604, 1.47152, 1.46672, 1.4709, 1.47386, 1.41417, 1.40706, 1.38602, 1.38118, 1.36636, 1.3531, 1.34337, 1.33528, 1.33292, 1.50275, 
1.66099, 1.63427, 1.61611, 1.60037, 1.59455, 1.5724, 1.54179, 1.53404, 1.54187, 1.49933, 1.47941, 1.46854, 1.45349, 1.46176, 1.45615, 1.41962, 1.4002, 1.38532, 1.37863, 1.36745, 1.34814, 1.33778, 1.33424, 1.33893, 1.47221, 
1.63671, 1.61956, 1.59752, 1.58098, 1.59035, 1.52297, 1.53278, 1.50996, 1.50362, 1.48932, 1.47232, 1.45123, 1.44141, 1.45014, 1.43075, 1.40485, 1.38151, 1.36148, 1.35015, 1.34413, 1.3309, 1.31384, 1.3155, 1.30059, 1.56874, 
1.65091, 1.63109, 1.61408, 1.59973, 1.58189, 1.81646, 1.5482, 1.54115, 1.5189, 1.49924, 1.48559, 1.45858, 1.45521, 1.47476, 1.46153, 1.42681, 1.40381, 1.3881, 1.37003, 1.36032, 1.35046, 1.33372, 1.33077, 1.31693, 1.48973, 
1.64421, 1.62358, 1.6163, 1.59696, 1.57817, 1.55867, 1.5232, 1.51921, 1.49712, 1.48904, 1.48245, 1.45596, 1.45705, 1.46693, 1.4414, 1.41015, 1.39552, 1.37799, 1.36817, 1.35336, 1.34149, 1.33144, 1.32746, 1.3153, 1.52791, 
1.64749, 1.61977, 1.60167, 1.58863, 1.5782, 1.57228, 1.54641, 1.53827, 1.50603, 1.49002, 1.48094, 1.45857, 1.44643, 1.46362, 1.45544, 1.42098, 1.38695, 1.37468, 1.36191, 1.35479, 1.35018, 1.32853, 1.32661, 1.30827, 1.51072, 
1.62793, 1.61194, 1.59693, 1.57175, 1.56807, 1.52833, 1.51968, 1.5279, 1.49014, 1.47609, 1.46444, 1.4487, 1.44739, 1.44657, 1.43423, 1.42294, 1.37661, 1.37026, 1.36356, 1.34179, 1.3359, 1.32273, 1.30943, 1.29899, 1.64368, 
1.63552, 1.60856, 1.59476, 1.58552, 1.56749, 1.71939, 1.53271, 1.52349, 1.50051, 1.4888, 1.46995, 1.45495, 1.4412, 1.44368, 1.43426, 1.39886, 1.3773, 1.36829, 1.35565, 1.3344, 1.33416, 1.32637, 1.32916, 1.30404, 1.57701, 
1.60295, 1.60364, 1.5861, 1.55952, 1.56014, 1.69129, 1.51406, 1.51494, 1.47817, 1.47212, 1.45306, 1.43849, 1.42756, 1.45094, 1.42736, 1.40225, 1.38043, 1.35701, 1.34694, 1.33795, 1.34072, 1.31411, 1.30607, 1.29902, 1.47215, 
