1.6404, 1.62405, 1.6176, 1.60079, 1.59684, 1.59136, 1.59375, 1.60701, 1.62146, 1.68667, 1.66168, 1.53169, 1.55082, 1.55091, 1.55757, 1.52956, 1.50925, 1.50994, 1.49849, 1.49477, 1.48939, 1.48027, 1.47419, 1.4715, 1.45844, 1.45485, 1.45475, 1.45718, 1.43121, 1.53537, 1.75468, 1.39055, 1.42205, 1.41327, 1.40786, 1.40078, 1.39533, 1.39213, 1.38243, 1.37618, 1.36947, 1.36204, 1.35712, 1.35665, 1.3552, 1.35132, 1.34038, 1.33352, 1.32891, 1.32628, 1.31943, 1.31433, 1.31407, 1.3361, 1.32498, 1.33415, 1.34333, 1.3775, 1.32703, 1.30059, 1.28411, 1.27886, 1.27566, 
1.63084, 1.66359, 1.63413, 1.61429, 1.60681, 1.60096, 1.59406, 1.59101, 1.6544, 1.70384, 1.71046, 1.55919, 1.56814, 1.55537, 1.55574, 1.5572, 1.52726, 1.51643, 1.51037, 1.50188, 1.49508, 1.48939, 1.48498, 1.47601, 1.4823, 1.46324, 1.46102, 1.45622, 1.435, 1.50885, 1.69919, 1.41104, 1.4358, 1.42406, 1.41129, 1.40434, 1.39877, 1.39426, 1.39126, 1.38741, 1.3793, 1.3749, 1.36989, 1.3652, 1.3577, 1.35323, 1.35146, 1.34413, 1.34369, 1.34103, 1.34017, 1.33785, 1.33297, 1.33535, 1.33427, 1.35081, 1.35421, 1.35433, 1.31121, 1.31226, 1.28913, 1.2838, 1.2821, 
1.64531, 1.63498, 1.64574, 1.63412, 1.61392, 1.60994, 1.60976, 1.59847, 1.73245, 1.72135, 1.67813, 1.57521, 1.5794, 1.56458, 1.55139, 1.54801, 1.54566, 1.52629, 1.52338, 1.5128, 1.50726, 1.49892, 1.49222, 1.48997, 1.48608, 1.48149, 1.47849, 1.47558, 1.44399, 1.68596, 1.71637, 1.59511, 1.44485, 1.45862, 1.43308, 1.42261, 1.42339, 1.40925, 1.40251, 1.39893, 1.39374, 1.391, 1.39152, 1.38084, 1.37414, 1.36449, 1.35538, 1.35108, 1.34886, 1.34656, 1.34285, 1.34327, 1.3409, 1.34621, 1.35077, 1.36448, 1.39077, 1.40712, 1.33316, 1.31782, 1.30892, 1.31184, 1.29834, 
1.65343, 1.64645, 1.64176, 1.64646, 1.64266, 1.61485, 1.61392, 1.62787, 1.69936, 1.72066, 1.73694, 1.56785, 1.57565, 1.56082, 1.54951, 1.54456, 1.54918, 1.53955, 1.52489, 1.52244, 1.51551, 1.50591, 1.49791, 1.49307, 1.48937, 1.48666, 1.4747, 1.48485, 1.46417, 1.57988, 1.66196, 1.46684, 1.44123, 1.447, 1.42473, 1.42342, 1.41664, 1.41385, 1.40942, 1.40342, 1.3947, 1.39205, 1.39078, 1.38745, 1.38516, 1.38134, 1.37655, 1.36877, 1.36263, 1.36164, 1.35938, 1.36119, 1.34182, 1.36066, 1.34778, 1.38615, 1.40605, 1.40417, 1.37002, 1.32265, 1.31388, 1.32136, 1.30511, 
1.66203, 1.65841, 1.64201, 1.65092, 1.65515, 1.64151, 1.62689, 1.65472, 1.75341, 1.77385, 1.76237, 1.59148, 1.59019, 1.57538, 1.57165, 1.55543, 1.55784, 1.54632, 1.54849, 1.52454, 1.52307, 1.51917, 1.5109, 1.5063, 1.49828, 1.49191, 1.48846, 1.49468, 1.50183, 1.58702, 1.70072, 1.67101, 1.44683, 1.45114, 1.4371, 1.43147, 1.425, 1.42257, 1.41872, 1.41557, 1.40983, 1.40264, 1.39866, 1.39584, 1.38963, 1.38627, 1.37798, 1.3728, 1.36902, 1.36614, 1.36456, 1.36373, 1.35888, 1.36715, 1.36104, 1.40267, 1.43664, 1.44231, 1.37095, 1.33516, 1.31848, 1.30974, 1.30623, 
1.67343, 1.66806, 1.66161, 1.64709, 1.65183, 1.65479, 1.64055, 1.61065, 1.6951, 1.77235, 1.72028, 1.58975, 1.60168, 1.57301, 1.57826, 1.56261, 1.55623, 1.56257, 1.55541, 1.53684, 1.54083, 1.52365, 1.519, 1.51287, 1.50571, 1.50206, 1.51027, 1.49859, 1.49201, 1.61583, 1.67685, 1.61917, 1.42775, 1.46847, 1.46221, 1.44148, 1.43729, 1.42854, 1.42449, 1.42087, 1.41902, 1.41299, 1.4116, 1.40692, 1.39992, 1.3925, 1.38744, 1.37617, 1.37295, 1.36501, 1.36124, 1.35991, 1.35844, 1.37495, 1.37887, 1.43778, 1.45819, 1.45861, 1.39952, 1.34456, 1.32654, 1.32741, 1.31558, 
1.67039, 1.66577, 1.65883, 1.65029, 1.64516, 1.66891, 1.64269, 1.62593, 1.77612, 1.82151, 1.81076, 1.58004, 1.5926, 1.58412, 1.57835, 1.57038, 1.56404, 1.55928, 1.56514, 1.54915, 1.53748, 1.53333, 1.527, 1.51952, 1.50881, 1.50018, 1.49755, 1.49774, 1.49689, 1.56554, 1.68176, 1.66862, 1.42943, 1.46939, 1.4547, 1.44733, 1.44071, 1.43401, 1.43079, 1.4283, 1.42256, 1.41947, 1.41287, 1.41141, 1.40625, 1.40186, 1.40577, 1.39051, 1.38301, 1.37907, 1.37228, 1.36998, 1.36922, 1.37834, 1.37544, 1.43469, 1.46767, 1.48565, 1.43234, 1.35121, 1.32977, 1.33013, 1.32919, 
1.68507, 1.67925, 1.67017, 1.66626, 1.66898, 1.65454, 1.6715, 1.6273, 1.61964, 1.82482, 1.83113, 1.60149, 1.60146, 1.59385, 1.58164, 1.57639, 1.57347, 1.56684, 1.54873, 1.55457, 1.54894, 1.53466, 1.53311, 1.53266, 1.5108, 1.50416, 1.50988, 1.51019, 1.49581, 1.59222, 1.64138, 1.60794, 1.44444, 1.47714, 1.47843, 1.44908, 1.44351, 1.43808, 1.43061, 1.4223, 1.42076, 1.42491, 1.41592, 1.41158, 1.4102, 1.40318, 1.39557, 1.38966, 1.38865, 1.37917, 1.38097, 1.36908, 1.37139, 1.38108, 1.34985, 1.46724, 1.5201, 1.48458, 1.45869, 1.35116, 1.34427, 1.33322, 1.33119, 
1.68716, 1.68302, 1.67337, 1.66698, 1.66242, 1.66302, 1.65056, 1.6624, 1.67285, 1.89008, 1.88801, 1.61231, 1.62461, 1.61077, 1.58703, 1.57866, 1.57687, 1.56614, 1.56058, 1.55906, 1.56606, 1.54662, 1.54738, 1.54535, 1.52328, 1.53083, 1.51445, 1.51969, 1.51618, 1.5208, 1.6651, 1.65775, 1.54065, 1.47272, 1.48258, 1.47779, 1.45883, 1.4501, 1.43656, 1.42855, 1.43464, 1.43301, 1.41916, 1.42001, 1.40118, 1.39742, 1.39219, 1.38618, 1.38969, 1.39178, 1.39523, 1.37484, 1.37862, 1.3815, 1.36627, 1.38408, 1.5067, 1.49937, 1.41266, 1.36568, 1.35135, 1.34007, 1.32268, 
1.6764, 1.67495, 1.67141, 1.65698, 1.64696, 1.64794, 1.63783, 1.63215, 1.65609, 1.76822, 1.75698, 1.60226, 1.60907, 1.58384, 1.59531, 1.57311, 1.57565, 1.55224, 1.54603, 1.55, 1.53972, 1.53477, 1.52294, 1.51854, 1.51291, 1.50824, 1.49508, 1.50043, 1.46153, 1.52194, 1.62665, 1.63072, 1.48373, 1.47188, 1.45157, 1.45926, 1.4366, 1.433, 1.429, 1.42788, 1.47174, 1.42696, 1.41119, 1.40914, 1.40869, 1.39839, 1.38865, 1.38272, 1.37748, 1.37421, 1.40601, 1.37272, 1.37439, 1.36821, 1.38502, 1.42279, 1.47603, 1.56107, 1.49808, 1.34945, 1.34359, 1.32531, 1.34231, 
1.66888, 1.65476, 1.63982, 1.6349, 1.62829, 1.62309, 1.61702, 1.63649, 1.65785, 1.81046, 1.87687, 1.59512, 1.58668, 1.57253, 1.56652, 1.55418, 1.54867, 1.54541, 1.54043, 1.53219, 1.52144, 1.51948, 1.5401, 1.50626, 1.50236, 1.4985, 1.49004, 1.48629, 1.4877, 1.49015, 1.61638, 1.61634, 1.5496, 1.45852, 1.45799, 1.45136, 1.44765, 1.42559, 1.41952, 1.41276, 1.40467, 1.39989, 1.39714, 1.39361, 1.39299, 1.38551, 1.38252, 1.37508, 1.37131, 1.35855, 1.35794, 1.35427, 1.35011, 1.35132, 1.34954, 1.42355, 1.52343, 1.51477, 1.41295, 1.32373, 1.32414, 1.31303, 1.30421, 
1.66279, 1.65893, 1.65128, 1.64339, 1.63883, 1.64746, 1.6231, 1.62975, 1.64075, 1.82313, 1.86488, 1.60091, 1.60996, 1.57248, 1.57274, 1.55229, 1.54743, 1.54239, 1.53952, 1.53771, 1.52335, 1.5279, 1.51334, 1.51979, 1.49892, 1.49132, 1.49242, 1.48914, 1.49231, 1.46867, 1.58695, 1.59359, 1.55436, 1.4544, 1.44491, 1.43428, 1.45073, 1.4319, 1.4159, 1.41212, 1.40842, 1.40113, 1.39651, 1.39491, 1.38915, 1.38309, 1.37805, 1.37185, 1.36689, 1.36339, 1.36151, 1.36817, 1.35445, 1.35783, 1.34945, 1.40518, 1.5232, 1.54388, 1.45177, 1.32898, 1.33298, 1.31758, 1.31287, 
