1.62975, 1.62021, 1.6147, 1.60987, 1.60931, 1.61428, 1.60713, 1.62015, 1.63524, 1.71629, 1.67459, 1.68297, 1.66207, 1.53971, 1.58145, 1.56565, 1.56487, 1.5612, 1.56973, 1.54003, 1.52594, 1.52362, 1.51992, 1.51709, 1.51188, 1.50548, 1.49926, 1.49456, 1.49292, 1.48644, 1.48368, 1.47988, 1.47537, 1.47462, 1.46886, 1.46561, 1.45902, 1.46747, 1.45205, 1.53062, 1.73494, 1.71024, 1.4149, 1.43638, 1.43404, 1.42344, 1.41678, 1.41392, 1.41092, 1.40537, 1.39664, 1.39714, 1.39479, 1.38991, 1.38471, 1.38233, 1.3789, 1.37597, 1.36851, 1.36996, 1.36696, 1.362, 1.35874, 1.35765, 1.35379, 1.34912, 1.34455, 1.34397, 1.34477, 1.33649, 1.33471, 1.32949, 1.33968, 1.33695, 1.33723, 1.33659, 1.35071, 1.35676, 1.36141, 1.37297, 1.33446, 1.31597, 1.31057, 1.29445, 1.28527, 1.28166, 1.28754, 1.28403, 1.28135, 1.32359, 
1.62113, 1.61844, 1.61679, 1.6104, 1.60724, 1.60418, 1.61325, 1.60962, 1.62107, 1.6565, 1.67021, 1.69929, 1.66253, 1.55142, 1.5614, 1.56186, 1.54809, 1.55138, 1.54814, 1.54004, 1.5262, 1.52598, 1.52192, 1.514, 1.50963, 1.50743, 1.50523, 1.49736, 1.49285, 1.48821, 1.48438, 1.48161, 1.47742, 1.46981, 1.46524, 1.46801, 1.46035, 1.4682, 1.44796, 1.62854, 1.78674, 1.68972, 1.40962, 1.43256, 1.43445, 1.42993, 1.42292, 1.42607, 1.40772, 1.40405, 1.3963, 1.39609, 1.3929, 1.39417, 1.38614, 1.3829, 1.37941, 1.37661, 1.37125, 1.36619, 1.36393, 1.36212, 1.3607, 1.36418, 1.35629, 1.35097, 1.34565, 1.34658, 1.34602, 1.33928, 1.33649, 1.33372, 1.33354, 1.33655, 1.337, 1.35734, 1.38341, 1.38631, 1.3647, 1.35385, 1.3406, 1.31407, 1.3026, 1.29497, 1.28987, 1.28378, 1.28735, 1.28543, 1.28177, 1.32739, 
1.65302, 1.61784, 1.61667, 1.60991, 1.60691, 1.60646, 1.60465, 1.61171, 1.61792, 1.64193, 1.66695, 1.69353, 1.67902, 1.55749, 1.56537, 1.5544, 1.5475, 1.55088, 1.55084, 1.53379, 1.53826, 1.52953, 1.51956, 1.515, 1.56058, 1.5071, 1.50339, 1.49607, 1.49197, 1.48908, 1.48588, 1.48014, 1.47054, 1.48311, 1.46409, 1.46358, 1.45937, 1.4593, 1.4739, 1.60374, 1.72016, 1.7111, 1.43541, 1.43584, 1.43423, 1.43027, 1.42258, 1.41487, 1.40919, 1.40447, 1.39486, 1.40259, 1.39413, 1.39185, 1.38615, 1.38399, 1.38175, 1.37825, 1.37308, 1.368, 1.3649, 1.36344, 1.36123, 1.35698, 1.35614, 1.35071, 1.34881, 1.34935, 1.34744, 1.3446, 1.34077, 1.33724, 1.33742, 1.33806, 1.3374, 1.36719, 1.3756, 1.3884, 1.36506, 1.36126, 1.32752, 1.31011, 1.31979, 1.29947, 1.28791, 1.28532, 1.28664, 1.28415, 1.29219, 1.28917, 
1.64542, 1.62681, 1.61853, 1.60997, 1.6064, 1.60711, 1.61376, 1.59641, 1.65124, 1.64712, 1.65929, 1.73121, 1.66581, 1.55851, 1.56752, 1.55537, 1.55452, 1.55709, 1.55473, 1.54423, 1.53085, 1.52275, 1.51887, 1.51768, 1.51547, 1.50691, 1.50516, 1.50085, 1.49504, 1.49984, 1.49024, 1.51332, 1.48344, 1.48017, 1.46796, 1.4658, 1.47862, 1.46203, 1.4412, 1.53423, 1.67848, 1.7568, 1.42003, 1.43903, 1.44326, 1.42695, 1.42335, 1.41785, 1.40953, 1.40563, 1.39817, 1.39641, 1.39613, 1.39598, 1.39526, 1.38742, 1.38376, 1.37978, 1.37335, 1.37483, 1.36813, 1.36328, 1.36101, 1.35835, 1.35531, 1.35114, 1.35102, 1.3488, 1.34781, 1.34525, 1.35076, 1.33778, 1.34515, 1.34176, 1.34232, 1.35141, 1.36427, 1.40059, 1.37266, 1.36228, 1.31769, 1.31261, 1.31788, 1.29714, 1.29502, 1.28923, 1.28807, 1.28985, 1.29639, 1.30041, 
1.63947, 1.63279, 1.62382, 1.61432, 1.61227, 1.61624, 1.61768, 1.59013, 1.63218, 1.64289, 1.67202, 1.71248, 1.68641, 1.562, 1.57724, 1.57148, 1.55044, 1.5618, 1.56138, 1.54368, 1.53065, 1.53457, 1.5238, 1.52208, 1.51646, 1.50714, 1.5056, 1.50205, 1.49991, 1.49543, 1.49188, 1.48828, 1.50241, 1.47195, 1.46892, 1.46723, 1.46521, 1.47559, 1.47762, 1.53665, 1.75081, 1.68952, 1.46438, 1.43545, 1.44071, 1.43569, 1.42291, 1.43067, 1.41286, 1.41084, 1.40344, 1.40253, 1.40105, 1.40336, 1.39503, 1.38931, 1.38514, 1.38569, 1.37924, 1.37389, 1.37425, 1.36575, 1.3618, 1.35906, 1.35815, 1.36404, 1.354, 1.35369, 1.35059, 1.3535, 1.34244, 1.34112, 1.34022, 1.34474, 1.34987, 1.3549, 1.36329, 1.36823, 1.37406, 1.36777, 1.34099, 1.31619, 1.30731, 1.30648, 1.29387, 1.29428, 1.28884, 1.29195, 1.28961, 1.30497, 
1.65067, 1.63819, 1.62137, 1.61545, 1.61238, 1.61251, 1.6063, 1.59906, 1.67613, 1.67201, 1.70338, 1.71638, 1.68277, 1.56885, 1.57337, 1.5735, 1.55281, 1.55011, 1.56896, 1.5541, 1.54447, 1.53603, 1.52436, 1.5204, 1.51439, 1.51067, 1.50736, 1.50559, 1.49915, 1.5053, 1.49327, 1.48648, 1.48426, 1.47382, 1.47201, 1.47147, 1.47124, 1.46907, 1.49555, 1.55011, 1.71658, 1.71101, 1.55811, 1.44157, 1.4471, 1.42814, 1.42321, 1.41753, 1.41561, 1.41011, 1.40623, 1.40441, 1.40221, 1.39955, 1.39169, 1.39214, 1.38866, 1.38304, 1.38052, 1.37836, 1.37173, 1.36677, 1.36433, 1.35944, 1.35813, 1.35715, 1.35617, 1.3582, 1.35678, 1.34879, 1.35403, 1.34301, 1.34525, 1.3548, 1.34514, 1.38267, 1.3607, 1.37271, 1.38481, 1.39658, 1.3443, 1.31998, 1.3204, 1.30666, 1.29803, 1.29466, 1.29322, 1.28965, 1.29149, 1.29633, 
1.65453, 1.62946, 1.6266, 1.61788, 1.61427, 1.61347, 1.61305, 1.61699, 1.63642, 1.6944, 1.68683, 1.72041, 1.67269, 1.55792, 1.57554, 1.56296, 1.5538, 1.5508, 1.55839, 1.54879, 1.54187, 1.5509, 1.54421, 1.52163, 1.51774, 1.51081, 1.50933, 1.50294, 1.49833, 1.50443, 1.49381, 1.49006, 1.48422, 1.47554, 1.47457, 1.47132, 1.47151, 1.46821, 1.49679, 1.58306, 1.67124, 1.72776, 1.41946, 1.44167, 1.44473, 1.44315, 1.42669, 1.42391, 1.41427, 1.41351, 1.40892, 1.40503, 1.40238, 1.40009, 1.39622, 1.39058, 1.38839, 1.38684, 1.38212, 1.38011, 1.37722, 1.37083, 1.3625, 1.36344, 1.35704, 1.35786, 1.35497, 1.35909, 1.35396, 1.35351, 1.35116, 1.34413, 1.34216, 1.37159, 1.36423, 1.36034, 1.36068, 1.37125, 1.37205, 1.37857, 1.34388, 1.31598, 1.31326, 1.3026, 1.3012, 1.30279, 1.29616, 1.2941, 1.29308, 1.2924, 
1.67497, 1.63213, 1.62169, 1.61489, 1.61634, 1.62073, 1.62851, 1.61169, 1.64184, 1.67666, 1.69096, 1.72672, 1.68949, 1.58533, 1.5809, 1.56613, 1.56062, 1.55149, 1.54803, 1.56861, 1.53925, 1.53337, 1.53117, 1.52967, 1.51666, 1.51154, 1.50832, 1.50482, 1.50247, 1.49821, 1.49426, 1.49013, 1.48533, 1.47824, 1.47478, 1.47531, 1.47311, 1.4782, 1.4905, 1.53773, 1.67919, 1.74447, 1.53064, 1.44746, 1.45691, 1.44105, 1.43063, 1.4258, 1.41656, 1.4148, 1.4099, 1.4064, 1.40504, 1.40065, 1.39792, 1.39331, 1.39019, 1.38903, 1.38443, 1.38231, 1.37533, 1.36894, 1.3637, 1.36134, 1.35887, 1.35598, 1.35799, 1.36159, 1.35981, 1.35868, 1.35061, 1.35115, 1.34439, 1.35667, 1.36457, 1.35879, 1.39994, 1.36176, 1.3993, 1.38493, 1.32202, 1.33379, 1.33237, 1.32266, 1.30179, 1.29784, 1.30527, 1.29919, 1.29348, 1.29887, 
1.67194, 1.63021, 1.62489, 1.61874, 1.61642, 1.62154, 1.62443, 1.64235, 1.634, 1.65409, 1.70292, 1.71447, 1.67636, 1.5862, 1.58616, 1.56287, 1.55808, 1.55913, 1.55318, 1.564, 1.54321, 1.53452, 1.52812, 1.52107, 1.5236, 1.51186, 1.50816, 1.50612, 1.50181, 1.50009, 1.49679, 1.48972, 1.4824, 1.48241, 1.47878, 1.47905, 1.47573, 1.47835, 1.45484, 1.5883, 1.73432, 1.72877, 1.54419, 1.4548, 1.45232, 1.44451, 1.43488, 1.42904, 1.42232, 1.41611, 1.41656, 1.40731, 1.40483, 1.40184, 1.39801, 1.39559, 1.39399, 1.39238, 1.38687, 1.38408, 1.37801, 1.37325, 1.36764, 1.36223, 1.35859, 1.35793, 1.35988, 1.36068, 1.363, 1.35911, 1.35406, 1.35067, 1.34675, 1.35053, 1.34488, 1.35344, 1.38024, 1.39336, 1.3778, 1.36013, 1.34703, 1.32225, 1.31393, 1.30746, 1.31014, 1.29983, 1.30432, 1.29841, 1.29317, 1.29235, 
1.67546, 1.6452, 1.63537, 1.62614, 1.61849, 1.62696, 1.63333, 1.61131, 1.67964, 1.67306, 1.69619, 1.69873, 1.65148, 1.56295, 1.58127, 1.5746, 1.56014, 1.55532, 1.56532, 1.56772, 1.55063, 1.53565, 1.53733, 1.52556, 1.51959, 1.51638, 1.51327, 1.5071, 1.50538, 1.50126, 1.49592, 1.49152, 1.48839, 1.48532, 1.48156, 1.48036, 1.47827, 1.48902, 1.46093, 1.59255, 1.73521, 1.74726, 1.61515, 1.45012, 1.45612, 1.45114, 1.43619, 1.44817, 1.42297, 1.42044, 1.41723, 1.41403, 1.40957, 1.40535, 1.39888, 1.39678, 1.39524, 1.39411, 1.39111, 1.38723, 1.38299, 1.37605, 1.37119, 1.36659, 1.36034, 1.35968, 1.35994, 1.36181, 1.3643, 1.35757, 1.35726, 1.3534, 1.3534, 1.35233, 1.36012, 1.35488, 1.36932, 1.38178, 1.38865, 1.3951, 1.35744, 1.32957, 1.32363, 1.32227, 1.3157, 1.31574, 1.30494, 1.30941, 1.29744, 1.32393, 
1.6831, 1.66151, 1.64343, 1.63148, 1.62077, 1.62663, 1.62884, 1.61644, 1.63942, 1.68601, 1.68026, 1.70586, 1.63711, 1.55666, 1.57483, 1.57961, 1.56561, 1.55336, 1.55905, 1.57856, 1.56829, 1.54068, 1.53095, 1.53039, 1.52162, 1.51716, 1.51537, 1.51322, 1.50828, 1.50183, 1.49863, 1.4946, 1.4923, 1.49223, 1.48605, 1.48119, 1.48525, 1.44738, 1.47241, 1.58689, 1.74667, 1.7633, 1.61774, 1.44802, 1.4576, 1.44778, 1.4399, 1.43797, 1.44309, 1.42321, 1.42106, 1.41775, 1.41523, 1.40859, 1.4019, 1.39928, 1.39729, 1.39457, 1.39154, 1.38921, 1.38544, 1.37681, 1.37039, 1.36469, 1.36106, 1.35799, 1.36025, 1.36115, 1.36, 1.36045, 1.35526, 1.36082, 1.35038, 1.36227, 1.35377, 1.37767, 1.37844, 1.37373, 1.39042, 1.41548, 1.36036, 1.32412, 1.33017, 1.31854, 1.33425, 1.32269, 1.30938, 1.30817, 1.30268, 1.30596, 
1.66253, 1.63177, 1.62995, 1.62691, 1.62105, 1.63141, 1.62182, 1.62433, 1.63864, 1.6812, 1.68724, 1.69301, 1.66482, 1.55822, 1.58281, 1.58225, 1.56165, 1.55471, 1.55311, 1.5651, 1.55058, 1.5388, 1.5346, 1.53052, 1.52547, 1.52021, 1.51668, 1.51149, 1.50639, 1.50303, 1.50174, 1.49627, 1.4926, 1.50659, 1.48872, 1.48131, 1.49907, 1.48698, 1.45318, 1.59908, 1.74022, 1.73948, 1.61818, 1.46912, 1.45683, 1.44798, 1.44208, 1.43854, 1.4282, 1.42477, 1.42152, 1.41899, 1.41585, 1.40926, 1.40527, 1.40118, 1.39896, 1.39631, 1.39483, 1.39527, 1.39121, 1.38269, 1.37102, 1.36457, 1.36052, 1.35774, 1.35953, 1.36053, 1.3604, 1.3577, 1.35399, 1.35103, 1.34926, 1.35197, 1.35858, 1.3637, 1.38774, 1.37625, 1.3914, 1.40177, 1.37448, 1.33415, 1.33349, 1.32195, 1.33059, 1.30977, 1.30932, 1.30799, 1.3061, 1.33168, 
