1.62369, 1.6196, 1.60454, 1.60274, 1.5997, 1.59044, 1.5952, 1.58982, 1.60586, 1.59217, 1.57517, 1.58058, 1.60713, 1.60701, 1.61945, 1.65505, 1.68732, 1.68058, 1.59279, 1.53396, 1.55158, 1.54941, 1.53782, 1.54099, 1.53613, 1.56506, 1.52913, 1.51951, 1.51584, 1.51063, 1.50933, 1.50769, 1.50401, 1.50198, 1.49936, 1.49773, 1.49641, 1.49195, 1.49, 1.48346, 1.48136, 1.47643, 1.47523, 1.4714, 1.46731, 1.46114, 1.45751, 1.45727, 1.46805, 1.45357, 1.45043, 1.4581, 1.44987, 1.45132, 1.44116, 1.53614, 1.69929, 1.82097, 1.77931, 1.65585, 1.41354, 1.41095, 1.42403, 1.42521, 1.41425, 1.41239, 1.41169, 1.41886, 1.40183, 1.39958, 1.39474, 1.3926, 1.39156, 1.39126, 1.38268, 1.37927, 1.3766, 1.37531, 1.36977, 1.3705, 1.36681, 1.36261, 1.35948, 1.35799, 1.356, 1.35546, 1.35854, 1.35071, 1.35403, 1.33941, 1.3427, 1.34086, 1.3343, 1.33101, 1.32888, 1.33105, 1.32583, 1.32585, 1.32025, 1.31878, 1.3144, 1.3151, 1.31387, 1.31973, 1.32201, 1.33618, 1.32622, 1.34597, 1.33489, 1.35605, 1.36756, 1.34396, 1.3776, 1.33053, 1.33411, 1.31796, 1.30342, 1.29178, 1.28553, 1.28093, 1.27823, 1.2759, 1.27779, 1.27566, 1.2753, 1.28291, 1.29936, 
1.61567, 1.61558, 1.60737, 1.60404, 1.60082, 1.59492, 1.59203, 1.59059, 1.60028, 1.59269, 1.5779, 1.61173, 1.61722, 1.61933, 1.65585, 1.66328, 1.67222, 1.6993, 1.56541, 1.53564, 1.56063, 1.55797, 1.54168, 1.54595, 1.55583, 1.559, 1.54025, 1.52386, 1.5258, 1.52294, 1.51173, 1.50946, 1.50996, 1.5044, 1.50184, 1.50028, 1.49467, 1.49146, 1.48729, 1.48392, 1.48103, 1.47724, 1.47508, 1.47113, 1.47098, 1.46655, 1.44852, 1.46771, 1.45586, 1.45494, 1.45105, 1.4584, 1.45514, 1.46088, 1.42831, 1.51935, 1.63278, 1.72261, 1.74396, 1.67034, 1.43247, 1.41803, 1.42374, 1.41717, 1.41948, 1.41068, 1.40949, 1.40705, 1.39927, 1.3981, 1.39586, 1.39115, 1.38775, 1.38677, 1.38903, 1.38427, 1.3769, 1.37389, 1.37376, 1.37017, 1.36604, 1.36392, 1.3605, 1.35802, 1.35931, 1.35633, 1.35401, 1.35235, 1.35209, 1.34689, 1.34488, 1.34342, 1.33946, 1.33586, 1.33327, 1.3341, 1.33314, 1.32753, 1.32485, 1.32195, 1.32012, 1.3204, 1.31727, 1.33375, 1.33028, 1.32674, 1.32778, 1.36705, 1.34545, 1.3386, 1.34598, 1.34618, 1.37184, 1.3635, 1.32387, 1.31316, 1.30334, 1.30064, 1.28595, 1.279, 1.27654, 1.27439, 1.27242, 1.27384, 1.27565, 1.2741, 1.29373, 
1.64472, 1.60749, 1.60759, 1.60539, 1.60473, 1.59941, 1.59842, 1.59549, 1.59747, 1.5927, 1.57887, 1.61244, 1.62401, 1.6294, 1.65272, 1.67282, 1.687, 1.67866, 1.61989, 1.55485, 1.55076, 1.54853, 1.54749, 1.53901, 1.53544, 1.53615, 1.55203, 1.52808, 1.52706, 1.51791, 1.51578, 1.5096, 1.51027, 1.50505, 1.49904, 1.49765, 1.49415, 1.49228, 1.48972, 1.48884, 1.48344, 1.47907, 1.47635, 1.47293, 1.47271, 1.46866, 1.4651, 1.45936, 1.46013, 1.45456, 1.45051, 1.44763, 1.44622, 1.44742, 1.44046, 1.49304, 1.59021, 1.72243, 1.71025, 1.64733, 1.47767, 1.41699, 1.42239, 1.41932, 1.41677, 1.41204, 1.40914, 1.40508, 1.39965, 1.39661, 1.39212, 1.38795, 1.38624, 1.38583, 1.38534, 1.3814, 1.37836, 1.37483, 1.37332, 1.37331, 1.37053, 1.36688, 1.36262, 1.36002, 1.35655, 1.35661, 1.35273, 1.35291, 1.35104, 1.35209, 1.3475, 1.3465, 1.34254, 1.33722, 1.33468, 1.33663, 1.33573, 1.3324, 1.32932, 1.32572, 1.32597, 1.32411, 1.34379, 1.32738, 1.33308, 1.33078, 1.33139, 1.33923, 1.35448, 1.36882, 1.37661, 1.352, 1.36875, 1.3555, 1.30277, 1.30191, 1.31218, 1.29059, 1.28502, 1.27889, 1.29833, 1.27563, 1.27786, 1.27636, 1.27462, 1.2752, 1.31344, 
1.66564, 1.62175, 1.6175, 1.61775, 1.61423, 1.62266, 1.59995, 1.59644, 1.6023, 1.60115, 1.57931, 1.62354, 1.61767, 1.65139, 1.65403, 1.68469, 1.72718, 1.69229, 1.60768, 1.52846, 1.55847, 1.55782, 1.54496, 1.54101, 1.54496, 1.54735, 1.54799, 1.54775, 1.52364, 1.51831, 1.51567, 1.51564, 1.51185, 1.50806, 1.50528, 1.50258, 1.49996, 1.49489, 1.49101, 1.48997, 1.48683, 1.48479, 1.48188, 1.47792, 1.4768, 1.47295, 1.47095, 1.48561, 1.45709, 1.45755, 1.45573, 1.46534, 1.45056, 1.44654, 1.42739, 1.50281, 1.59786, 1.74372, 1.73808, 1.69268, 1.50058, 1.40649, 1.4324, 1.43051, 1.4138, 1.41273, 1.41137, 1.40672, 1.40192, 1.39907, 1.39849, 1.38916, 1.38698, 1.38572, 1.38774, 1.3856, 1.38909, 1.38514, 1.37502, 1.37577, 1.37355, 1.37001, 1.36639, 1.36427, 1.36212, 1.35791, 1.35457, 1.35371, 1.35203, 1.34769, 1.3495, 1.34645, 1.34226, 1.34202, 1.34106, 1.34294, 1.33941, 1.33728, 1.34718, 1.33306, 1.33171, 1.32809, 1.3369, 1.33298, 1.33327, 1.33649, 1.33089, 1.35667, 1.4029, 1.37677, 1.35697, 1.35857, 1.35551, 1.35728, 1.30839, 1.31517, 1.30018, 1.29199, 1.28442, 1.28803, 1.27952, 1.27874, 1.27766, 1.27754, 1.28055, 1.28238, 1.27908, 
1.66839, 1.64092, 1.61654, 1.61547, 1.60553, 1.60765, 1.60345, 1.61397, 1.60252, 1.60185, 1.58898, 1.59358, 1.62465, 1.65991, 1.66376, 1.71324, 1.70815, 1.69778, 1.59503, 1.54933, 1.56205, 1.56887, 1.54932, 1.54364, 1.54017, 1.54458, 1.55572, 1.55236, 1.54397, 1.53364, 1.51916, 1.51721, 1.51417, 1.51052, 1.50925, 1.50543, 1.49867, 1.49719, 1.49513, 1.49191, 1.49033, 1.48692, 1.48428, 1.48179, 1.49554, 1.47596, 1.47067, 1.46557, 1.46182, 1.46059, 1.4592, 1.45861, 1.45845, 1.4543, 1.44168, 1.48001, 1.60821, 1.68081, 1.69406, 1.7001, 1.52921, 1.41321, 1.43626, 1.43768, 1.43219, 1.41896, 1.41329, 1.40899, 1.40664, 1.40463, 1.4006, 1.39993, 1.39768, 1.39288, 1.39448, 1.39009, 1.38876, 1.38255, 1.38228, 1.37606, 1.38099, 1.37276, 1.37473, 1.36992, 1.36768, 1.36365, 1.36098, 1.35606, 1.35449, 1.35213, 1.35024, 1.35, 1.3474, 1.34499, 1.34463, 1.34782, 1.34626, 1.34405, 1.34051, 1.33963, 1.33703, 1.33397, 1.33118, 1.34703, 1.33805, 1.33662, 1.35168, 1.3481, 1.35042, 1.34624, 1.36773, 1.37056, 1.35268, 1.34923, 1.29381, 1.3082, 1.31533, 1.30828, 1.29217, 1.30812, 1.28637, 1.28456, 1.28532, 1.28394, 1.28132, 1.29237, 1.28259, 
1.65609, 1.66862, 1.61896, 1.61632, 1.63447, 1.6155, 1.60424, 1.61735, 1.62125, 1.61227, 1.60887, 1.61838, 1.62742, 1.6475, 1.67722, 1.69956, 1.70924, 1.69311, 1.57517, 1.53708, 1.5595, 1.55878, 1.5519, 1.54957, 1.55698, 1.5386, 1.53768, 1.54474, 1.5373, 1.53252, 1.52324, 1.52501, 1.51443, 1.51891, 1.51402, 1.505, 1.50223, 1.49831, 1.49734, 1.49452, 1.49076, 1.48949, 1.48673, 1.48472, 1.48016, 1.47857, 1.47485, 1.46992, 1.46857, 1.47606, 1.46542, 1.46378, 1.47185, 1.46078, 1.44025, 1.5221, 1.59613, 1.65042, 1.74185, 1.71335, 1.44322, 1.40559, 1.44336, 1.43913, 1.43023, 1.42536, 1.42063, 1.42348, 1.41456, 1.40684, 1.40481, 1.40516, 1.39819, 1.39377, 1.39258, 1.39324, 1.38898, 1.38567, 1.38477, 1.38167, 1.3796, 1.38182, 1.37881, 1.37318, 1.37138, 1.36996, 1.37714, 1.35953, 1.35513, 1.35242, 1.35014, 1.34916, 1.34726, 1.34728, 1.34696, 1.35096, 1.35054, 1.34831, 1.37123, 1.36029, 1.34052, 1.33573, 1.33664, 1.34033, 1.34086, 1.34042, 1.3407, 1.34092, 1.38708, 1.35383, 1.39492, 1.42239, 1.3767, 1.35774, 1.30911, 1.31394, 1.31947, 1.31916, 1.30713, 1.29092, 1.28891, 1.29606, 1.29186, 1.28781, 1.28496, 1.2841, 1.28149, 
1.67246, 1.66877, 1.64805, 1.63521, 1.61922, 1.61145, 1.60717, 1.60956, 1.61615, 1.62343, 1.59899, 1.63816, 1.62761, 1.6387, 1.66177, 1.71623, 1.69765, 1.65158, 1.61401, 1.56091, 1.57062, 1.57576, 1.55563, 1.54937, 1.55239, 1.54121, 1.55789, 1.55227, 1.57199, 1.54216, 1.52861, 1.52925, 1.52316, 1.52733, 1.51973, 1.5089, 1.50589, 1.50601, 1.50195, 1.50081, 1.49692, 1.49169, 1.48914, 1.48597, 1.48256, 1.49171, 1.48553, 1.4864, 1.47393, 1.47307, 1.47117, 1.47145, 1.46784, 1.46339, 1.44793, 1.51576, 1.60975, 1.71271, 1.73591, 1.73806, 1.57472, 1.44254, 1.45249, 1.4437, 1.43846, 1.43341, 1.43317, 1.42126, 1.41589, 1.41346, 1.40921, 1.40956, 1.40687, 1.40282, 1.39893, 1.39562, 1.3933, 1.38867, 1.38608, 1.38815, 1.38489, 1.38391, 1.38141, 1.3782, 1.37888, 1.37445, 1.36816, 1.36476, 1.36158, 1.35799, 1.35431, 1.34848, 1.34918, 1.34955, 1.35155, 1.3517, 1.35261, 1.35373, 1.3494, 1.34808, 1.34698, 1.3425, 1.34045, 1.34127, 1.34346, 1.35112, 1.34477, 1.35008, 1.36304, 1.37891, 1.3722, 1.37731, 1.38589, 1.37038, 1.33021, 1.33777, 1.3143, 1.31002, 1.30178, 1.29878, 1.30726, 1.30611, 1.29497, 1.29317, 1.29465, 1.2883, 1.28865, 
1.64495, 1.64674, 1.66711, 1.62396, 1.62243, 1.61555, 1.618, 1.60678, 1.61959, 1.61292, 1.61315, 1.61621, 1.67254, 1.66286, 1.69536, 1.69505, 1.70184, 1.71313, 1.67117, 1.55578, 1.57093, 1.57012, 1.56844, 1.55193, 1.55372, 1.56923, 1.5409, 1.55569, 1.53991, 1.5469, 1.53386, 1.52453, 1.52346, 1.52044, 1.51726, 1.51246, 1.50906, 1.50786, 1.50452, 1.50112, 1.50701, 1.49527, 1.49358, 1.4897, 1.48705, 1.49594, 1.49143, 1.48107, 1.47861, 1.48198, 1.47083, 1.47899, 1.47048, 1.46963, 1.45137, 1.55164, 1.63932, 1.72724, 1.733, 1.72061, 1.57612, 1.4311, 1.45051, 1.45329, 1.44316, 1.44474, 1.44732, 1.42434, 1.42219, 1.41623, 1.41247, 1.4151, 1.41223, 1.40759, 1.40516, 1.40379, 1.39858, 1.39504, 1.39193, 1.39042, 1.38933, 1.38588, 1.38639, 1.38421, 1.38102, 1.38148, 1.37291, 1.37011, 1.36245, 1.35724, 1.35522, 1.35147, 1.34818, 1.35045, 1.34846, 1.35014, 1.37422, 1.3482, 1.35669, 1.34437, 1.3457, 1.34098, 1.33956, 1.3478, 1.34185, 1.34782, 1.33687, 1.36508, 1.37466, 1.3658, 1.37119, 1.38268, 1.39432, 1.38468, 1.30668, 1.31849, 1.3277, 1.31463, 1.31532, 1.3195, 1.30459, 1.31157, 1.29717, 1.29862, 1.29644, 1.29601, 1.29548, 
1.64315, 1.63888, 1.63777, 1.64088, 1.6224, 1.61758, 1.61744, 1.61039, 1.60919, 1.61287, 1.60079, 1.61289, 1.64759, 1.6731, 1.70622, 1.72324, 1.7137, 1.69298, 1.66028, 1.57167, 1.57147, 1.57978, 1.56216, 1.5573, 1.5552, 1.547, 1.55024, 1.55712, 1.56278, 1.56112, 1.53182, 1.53074, 1.52943, 1.52795, 1.52124, 1.51701, 1.51285, 1.50975, 1.50868, 1.50347, 1.5014, 1.49884, 1.4946, 1.49067, 1.49143, 1.49104, 1.48878, 1.48727, 1.48344, 1.48081, 1.47459, 1.471, 1.48784, 1.44064, 1.4547, 1.53163, 1.59675, 1.71013, 1.70376, 1.59678, 1.57829, 1.42246, 1.45201, 1.45578, 1.44643, 1.43034, 1.42918, 1.43409, 1.42345, 1.42099, 1.41549, 1.41268, 1.40972, 1.40815, 1.40905, 1.40396, 1.40039, 1.39683, 1.39313, 1.39437, 1.39441, 1.39117, 1.39096, 1.38875, 1.38487, 1.38061, 1.37603, 1.36971, 1.36824, 1.36371, 1.35959, 1.3566, 1.35412, 1.35042, 1.35048, 1.34884, 1.34717, 1.34535, 1.34325, 1.34353, 1.35123, 1.34431, 1.34117, 1.34393, 1.3463, 1.34217, 1.36182, 1.37143, 1.37186, 1.39662, 1.40891, 1.38473, 1.40764, 1.35889, 1.3348, 1.3222, 1.33374, 1.31555, 1.3136, 1.30634, 1.32056, 1.3004, 1.29489, 1.29895, 1.29956, 1.29976, 1.30043, 
1.65051, 1.64367, 1.63435, 1.64444, 1.62314, 1.63043, 1.61811, 1.62442, 1.61822, 1.62582, 1.61234, 1.60953, 1.68278, 1.65432, 1.63655, 1.7305, 1.73332, 1.69912, 1.66037, 1.56919, 1.57982, 1.57142, 1.57235, 1.56086, 1.55704, 1.54755, 1.55066, 1.55341, 1.56102, 1.55438, 1.53793, 1.53778, 1.53501, 1.52966, 1.53482, 1.51863, 1.51448, 1.51397, 1.50996, 1.50596, 1.50197, 1.49843, 1.49605, 1.49478, 1.49219, 1.49108, 1.48664, 1.4842, 1.48173, 1.4785, 1.4756, 1.4757, 1.48337, 1.45852, 1.48186, 1.5504, 1.63373, 1.70758, 1.71323, 1.70229, 1.55708, 1.42434, 1.44018, 1.4566, 1.44126, 1.43359, 1.42951, 1.42522, 1.42354, 1.41818, 1.4182, 1.41739, 1.41524, 1.41298, 1.41224, 1.40953, 1.4072, 1.40485, 1.39828, 1.3963, 1.39551, 1.3945, 1.39393, 1.39155, 1.38817, 1.38589, 1.38254, 1.37756, 1.37224, 1.3713, 1.36405, 1.36173, 1.35869, 1.35767, 1.35467, 1.35109, 1.35105, 1.34907, 1.34458, 1.34655, 1.34605, 1.34526, 1.34721, 1.34359, 1.34752, 1.3401, 1.3379, 1.35528, 1.37915, 1.38084, 1.39205, 1.39362, 1.42238, 1.39947, 1.33299, 1.33007, 1.32301, 1.32301, 1.31667, 1.31009, 1.31234, 1.31257, 1.29954, 1.29815, 1.29816, 1.30162, 1.29986, 
