1.61302, 1.61813, 1.61961, 1.61622, 1.60306, 1.60034, 1.60035, 1.59375, 1.59597, 1.58703, 1.59114, 1.58829, 1.59139, 1.59141, 1.59288, 1.57013, 1.57867, 1.59602, 1.60021, 1.60829, 1.6067, 1.61918, 1.65787, 1.65339, 1.68072, 1.68675, 1.65952, 1.59507, 1.54388, 1.52933, 1.5662, 1.56045, 1.54961, 1.54385, 1.54307, 1.53797, 1.55094, 1.56261, 1.56114, 1.53661, 1.52765, 1.52473, 1.52638, 1.52398, 1.51084, 1.50989, 1.52138, 1.5076, 1.50589, 1.50372, 1.50153, 1.49977, 1.49913, 1.49803, 1.4969, 1.49366, 1.49193, 1.49, 1.49562, 1.48274, 1.48124, 1.47915, 1.47701, 1.47464, 1.47512, 1.51692, 1.46837, 1.46385, 1.47658, 1.45826, 1.4581, 1.45732, 1.46829, 1.45446, 1.45607, 1.45125, 1.45041, 1.45744, 1.46171, 1.45124, 1.45392, 1.44174, 1.48593, 1.53664, 1.61692, 1.69992, 1.75862, 1.78118, 1.70621, 1.65704, 1.53154, 1.41931, 1.4104, 1.42445, 1.42371, 1.43863, 1.41506, 1.41338, 1.42705, 1.42344, 1.40784, 1.41901, 1.40245, 1.40142, 1.39888, 1.39636, 1.39419, 1.3927, 1.39174, 1.39059, 1.39013, 1.38455, 1.38129, 1.38042, 1.37966, 1.37462, 1.37362, 1.37521, 1.37061, 1.37012, 1.36763, 1.36484, 1.36325, 1.36178, 1.36006, 1.35892, 1.35606, 1.35473, 1.35637, 1.37461, 1.35209, 1.35308, 1.35205, 1.35729, 1.3395, 1.34208, 1.34403, 1.3416, 1.33527, 1.33746, 1.33169, 1.32945, 1.32921, 1.33034, 1.33314, 1.32642, 1.32635, 1.32085, 1.32138, 1.31898, 1.31935, 1.31521, 1.31573, 1.31477, 1.31379, 1.3296, 1.32258, 1.32538, 1.33718, 1.32371, 1.3409, 1.33442, 1.3396, 1.33553, 1.35679, 1.36803, 1.36701, 1.34532, 1.36326, 1.37819, 1.33482, 1.33247, 1.30878, 1.31966, 1.31299, 1.29699, 1.29259, 1.2862, 1.29209, 1.28002, 1.28214, 1.28588, 1.29179, 1.30209, 1.27824, 1.27587, 1.27826, 1.27742, 1.29509, 1.29217, 1.29948, 
1.61295, 1.61285, 1.61238, 1.607, 1.60625, 1.6182, 1.61043, 1.59831, 1.59647, 1.59185, 1.59317, 1.59202, 1.60209, 1.60481, 1.60037, 1.57473, 1.60589, 1.60878, 1.63313, 1.62172, 1.65015, 1.65171, 1.65405, 1.66633, 1.67174, 1.65208, 1.62474, 1.62476, 1.54018, 1.52472, 1.56764, 1.55023, 1.54425, 1.5439, 1.54874, 1.54513, 1.55082, 1.5539, 1.56108, 1.55093, 1.53088, 1.53073, 1.5274, 1.51553, 1.51614, 1.5149, 1.51349, 1.50917, 1.50962, 1.50631, 1.50413, 1.5018, 1.5011, 1.49889, 1.49615, 1.49218, 1.48929, 1.48822, 1.48612, 1.48332, 1.48231, 1.48075, 1.47944, 1.47625, 1.47797, 1.47309, 1.47109, 1.46853, 1.46743, 1.46269, 1.46179, 1.45524, 1.45792, 1.45789, 1.45426, 1.45248, 1.45563, 1.45036, 1.45003, 1.4658, 1.44402, 1.41916, 1.45536, 1.51368, 1.58916, 1.65971, 1.70761, 1.73162, 1.71483, 1.56613, 1.5107, 1.4209, 1.39844, 1.43578, 1.42092, 1.417, 1.41484, 1.41056, 1.41034, 1.42333, 1.40591, 1.41222, 1.40491, 1.3993, 1.39904, 1.39548, 1.39134, 1.38918, 1.3877, 1.38735, 1.38632, 1.38672, 1.38361, 1.3819, 1.38003, 1.37715, 1.37389, 1.37294, 1.37182, 1.36985, 1.36803, 1.36906, 1.36505, 1.36363, 1.35886, 1.35839, 1.35896, 1.35729, 1.35737, 1.35497, 1.35271, 1.35043, 1.34949, 1.34894, 1.34897, 1.34886, 1.34545, 1.34197, 1.34278, 1.33724, 1.33681, 1.33629, 1.33394, 1.33462, 1.33372, 1.33333, 1.32895, 1.32659, 1.32503, 1.32593, 1.32276, 1.32108, 1.32028, 1.31991, 1.32068, 1.32081, 1.32724, 1.33132, 1.33145, 1.33993, 1.33124, 1.36139, 1.35371, 1.33951, 1.35099, 1.38551, 1.37759, 1.35055, 1.35008, 1.35522, 1.33993, 1.3205, 1.32639, 1.30935, 1.30397, 1.2996, 1.28889, 1.28521, 1.28462, 1.27887, 1.27997, 1.27842, 1.27496, 1.27251, 1.27328, 1.27783, 1.28555, 1.27561, 1.27445, 1.27855, 1.26994, 
1.67115, 1.6517, 1.63558, 1.6098, 1.60844, 1.60573, 1.60274, 1.59946, 1.59577, 1.60005, 1.59398, 1.60262, 1.59536, 1.59676, 1.58241, 1.57286, 1.58629, 1.6039, 1.6394, 1.65301, 1.6288, 1.63843, 1.64399, 1.67215, 1.68784, 1.70594, 1.67544, 1.60556, 1.5353, 1.56471, 1.56676, 1.56252, 1.55062, 1.54286, 1.53784, 1.53697, 1.53751, 1.53407, 1.55293, 1.56225, 1.55357, 1.53413, 1.52633, 1.52265, 1.53118, 1.51652, 1.51148, 1.52185, 1.50834, 1.50631, 1.50558, 1.50335, 1.50164, 1.49961, 1.49661, 1.49568, 1.49432, 1.49199, 1.49003, 1.48678, 1.4835, 1.4856, 1.48133, 1.47744, 1.47521, 1.47417, 1.47333, 1.47133, 1.46748, 1.46119, 1.46448, 1.46204, 1.4587, 1.46776, 1.45381, 1.4529, 1.45119, 1.4528, 1.44914, 1.45011, 1.45836, 1.43042, 1.45699, 1.52316, 1.59535, 1.63155, 1.65273, 1.71009, 1.70079, 1.6174, 1.48554, 1.42619, 1.41063, 1.42515, 1.42475, 1.42236, 1.41464, 1.4233, 1.41266, 1.41113, 1.41232, 1.40476, 1.4, 1.39949, 1.3975, 1.39454, 1.38668, 1.38507, 1.38599, 1.38951, 1.38601, 1.38433, 1.38495, 1.38241, 1.38132, 1.379, 1.37668, 1.37523, 1.37455, 1.3811, 1.37031, 1.37039, 1.37027, 1.36673, 1.36591, 1.36233, 1.3584, 1.35923, 1.35628, 1.35603, 1.35424, 1.35522, 1.35283, 1.352, 1.35207, 1.34697, 1.34544, 1.34502, 1.34382, 1.34069, 1.33926, 1.33762, 1.34139, 1.34009, 1.34053, 1.34161, 1.33992, 1.33473, 1.33356, 1.34076, 1.32839, 1.32846, 1.32972, 1.32781, 1.33131, 1.35025, 1.33079, 1.32708, 1.32824, 1.33387, 1.35556, 1.3488, 1.34473, 1.37576, 1.37041, 1.37111, 1.37506, 1.35509, 1.35395, 1.37805, 1.39468, 1.3255, 1.32403, 1.30705, 1.29834, 1.29876, 1.29185, 1.2906, 1.28463, 1.27882, 1.27817, 1.27614, 1.27788, 1.2777, 1.27662, 1.27982, 1.28163, 1.28123, 1.27774, 1.28246, 1.29106, 
1.65189, 1.6438, 1.62965, 1.61553, 1.62017, 1.6105, 1.6107, 1.60787, 1.60405, 1.60112, 1.60072, 1.60087, 1.60204, 1.61604, 1.59528, 1.58157, 1.58949, 1.60698, 1.65195, 1.6375, 1.66105, 1.65932, 1.69376, 1.70336, 1.70598, 1.68711, 1.67209, 1.65806, 1.5644, 1.54871, 1.5692, 1.56926, 1.56169, 1.55446, 1.54768, 1.54878, 1.54037, 1.53811, 1.54972, 1.55135, 1.55347, 1.5412, 1.54114, 1.53607, 1.52191, 1.52318, 1.52007, 1.51509, 1.51405, 1.51409, 1.50963, 1.5077, 1.50603, 1.50511, 1.4992, 1.49902, 1.49597, 1.49339, 1.49108, 1.49104, 1.49017, 1.48951, 1.48868, 1.48524, 1.4846, 1.48011, 1.47943, 1.47574, 1.47302, 1.47185, 1.46577, 1.46256, 1.46241, 1.46243, 1.46178, 1.45957, 1.45666, 1.45554, 1.46701, 1.47164, 1.45103, 1.42936, 1.44631, 1.51082, 1.55514, 1.61401, 1.70017, 1.71008, 1.70056, 1.63017, 1.52317, 1.4371, 1.4136, 1.42782, 1.4373, 1.42673, 1.4281, 1.41856, 1.43469, 1.41298, 1.41318, 1.40979, 1.40713, 1.40336, 1.40186, 1.39933, 1.39695, 1.39623, 1.39426, 1.39307, 1.39956, 1.39458, 1.39206, 1.39245, 1.38833, 1.38741, 1.38362, 1.381, 1.3815, 1.37877, 1.37615, 1.37487, 1.37455, 1.37155, 1.36809, 1.38432, 1.368, 1.36683, 1.36307, 1.36762, 1.36008, 1.35677, 1.35442, 1.35098, 1.35183, 1.34983, 1.34946, 1.35015, 1.34767, 1.34426, 1.3429, 1.34489, 1.34488, 1.3445, 1.34172, 1.37851, 1.34765, 1.34036, 1.35058, 1.35327, 1.33364, 1.33218, 1.33685, 1.3332, 1.33136, 1.33385, 1.33476, 1.33709, 1.33443, 1.34791, 1.34577, 1.36049, 1.40842, 1.35169, 1.35845, 1.38989, 1.3782, 1.35244, 1.36054, 1.35431, 1.35101, 1.33005, 1.31294, 1.32056, 1.32766, 1.3149, 1.31135, 1.29804, 1.2891, 1.28563, 1.28697, 1.28522, 1.28266, 1.2863, 1.28384, 1.2811, 1.28403, 1.28215, 1.28532, 1.29231, 1.28097, 
1.65818, 1.66563, 1.64845, 1.62025, 1.61803, 1.61592, 1.60904, 1.60652, 1.60489, 1.60999, 1.60543, 1.61188, 1.61259, 1.60802, 1.61988, 1.58722, 1.61354, 1.63399, 1.63524, 1.64165, 1.68643, 1.67335, 1.67497, 1.6977, 1.71188, 1.71481, 1.67859, 1.63146, 1.60023, 1.54739, 1.56131, 1.58263, 1.56813, 1.5566, 1.55344, 1.54544, 1.54577, 1.54213, 1.53835, 1.55492, 1.54753, 1.53481, 1.53806, 1.53383, 1.53115, 1.54441, 1.52035, 1.51542, 1.51596, 1.51754, 1.51095, 1.50556, 1.50406, 1.51325, 1.49978, 1.49915, 1.49698, 1.49585, 1.49344, 1.49392, 1.4913, 1.49016, 1.48785, 1.48852, 1.48588, 1.4864, 1.48086, 1.47764, 1.47592, 1.47417, 1.4703, 1.46849, 1.46786, 1.46489, 1.46422, 1.46513, 1.46432, 1.46332, 1.46427, 1.4764, 1.46723, 1.4229, 1.46522, 1.49844, 1.59268, 1.6513, 1.69545, 1.73388, 1.7331, 1.68302, 1.53949, 1.47924, 1.39954, 1.4474, 1.44591, 1.43338, 1.44514, 1.42765, 1.425, 1.41863, 1.4166, 1.42528, 1.4224, 1.41184, 1.40579, 1.40518, 1.40345, 1.40178, 1.3989, 1.39844, 1.39556, 1.40927, 1.39197, 1.39329, 1.39054, 1.38807, 1.38675, 1.38421, 1.3831, 1.38295, 1.38127, 1.37867, 1.3775, 1.37752, 1.37498, 1.37306, 1.37095, 1.37022, 1.36855, 1.36649, 1.36344, 1.35952, 1.35926, 1.35534, 1.3524, 1.35056, 1.34979, 1.34794, 1.34996, 1.34999, 1.35025, 1.34666, 1.35042, 1.35009, 1.35196, 1.34849, 1.37138, 1.34749, 1.34742, 1.3426, 1.3469, 1.34588, 1.33545, 1.33477, 1.33322, 1.3359, 1.33727, 1.33968, 1.34078, 1.33783, 1.33785, 1.34455, 1.37107, 1.38397, 1.34621, 1.35262, 1.36377, 1.42791, 1.37476, 1.37139, 1.37247, 1.32411, 1.30312, 1.31213, 1.33147, 1.30327, 1.30403, 1.29588, 1.2968, 1.29146, 1.31325, 1.30985, 1.2953, 1.29127, 1.28834, 1.28754, 1.29151, 1.28853, 1.2867, 1.28541, 1.28249, 
1.66818, 1.69015, 1.66933, 1.64436, 1.63418, 1.63714, 1.63113, 1.61584, 1.62266, 1.60678, 1.61396, 1.60947, 1.61681, 1.61035, 1.62165, 1.59754, 1.63761, 1.62498, 1.62949, 1.63214, 1.65094, 1.68541, 1.71821, 1.71629, 1.69648, 1.67573, 1.64971, 1.59014, 1.56103, 1.53521, 1.57133, 1.58535, 1.5685, 1.56103, 1.56606, 1.5484, 1.54514, 1.54404, 1.54133, 1.54467, 1.54444, 1.55495, 1.55805, 1.53755, 1.54493, 1.5277, 1.53049, 1.52412, 1.5229, 1.53306, 1.51748, 1.51975, 1.51015, 1.51073, 1.50764, 1.50655, 1.5051, 1.50514, 1.50107, 1.50008, 1.49721, 1.49398, 1.49119, 1.48873, 1.48878, 1.48514, 1.48329, 1.48968, 1.48111, 1.4826, 1.49489, 1.48824, 1.47503, 1.47407, 1.47452, 1.47171, 1.46928, 1.48613, 1.46862, 1.47098, 1.46327, 1.4471, 1.47228, 1.51437, 1.56684, 1.62386, 1.72793, 1.73783, 1.74524, 1.69099, 1.5757, 1.44472, 1.44145, 1.44386, 1.45412, 1.44805, 1.43957, 1.43768, 1.43325, 1.42734, 1.43418, 1.42063, 1.42973, 1.41582, 1.41478, 1.41102, 1.41004, 1.40952, 1.40807, 1.4053, 1.40477, 1.40277, 1.41001, 1.39697, 1.40534, 1.39402, 1.3905, 1.38811, 1.38995, 1.38831, 1.38826, 1.3845, 1.38417, 1.38346, 1.38124, 1.37861, 1.37901, 1.37742, 1.37444, 1.37251, 1.36759, 1.36581, 1.36298, 1.36123, 1.35754, 1.35496, 1.35438, 1.35411, 1.34914, 1.34927, 1.35058, 1.35113, 1.35241, 1.35341, 1.35244, 1.35513, 1.3534, 1.35104, 1.34862, 1.34751, 1.34698, 1.34445, 1.34352, 1.34342, 1.34014, 1.34158, 1.34466, 1.34709, 1.35175, 1.34265, 1.35631, 1.34666, 1.35536, 1.36398, 1.36781, 1.37238, 1.3714, 1.37179, 1.38595, 1.38954, 1.37089, 1.33922, 1.31999, 1.32346, 1.31904, 1.32519, 1.3082, 1.30255, 1.30113, 1.30699, 1.29905, 1.30634, 1.3067, 1.29854, 1.29632, 1.29426, 1.2948, 1.289, 1.28951, 1.28891, 1.28845, 
1.65215, 1.67544, 1.66411, 1.66796, 1.66031, 1.62476, 1.61788, 1.61779, 1.61121, 1.61263, 1.60801, 1.60811, 1.61591, 1.61873, 1.61798, 1.60317, 1.60367, 1.6328, 1.66229, 1.65894, 1.67462, 1.66181, 1.74199, 1.72066, 1.73105, 1.71205, 1.70965, 1.61699, 1.58404, 1.5544, 1.57505, 1.57897, 1.56716, 1.55773, 1.55725, 1.55962, 1.55803, 1.54774, 1.54708, 1.54997, 1.55067, 1.56237, 1.55179, 1.54456, 1.54341, 1.53675, 1.52432, 1.52473, 1.52583, 1.52441, 1.52143, 1.51758, 1.51397, 1.51502, 1.51032, 1.50915, 1.50711, 1.50579, 1.50495, 1.50024, 1.50725, 1.49602, 1.49555, 1.49519, 1.49155, 1.49076, 1.48851, 1.48702, 1.48582, 1.4848, 1.48289, 1.48289, 1.47992, 1.48088, 1.49536, 1.47305, 1.47077, 1.46994, 1.48182, 1.47733, 1.46165, 1.45403, 1.46951, 1.52829, 1.60935, 1.68616, 1.72455, 1.73503, 1.72969, 1.61194, 1.57271, 1.49077, 1.43471, 1.43745, 1.46678, 1.45221, 1.44678, 1.44475, 1.43726, 1.42846, 1.4258, 1.42434, 1.42242, 1.42238, 1.41838, 1.41299, 1.41261, 1.41211, 1.41222, 1.41071, 1.40823, 1.40574, 1.40627, 1.40217, 1.39909, 1.39733, 1.39703, 1.39371, 1.39237, 1.39208, 1.39045, 1.39212, 1.38708, 1.38738, 1.38783, 1.3833, 1.38757, 1.38082, 1.37934, 1.37486, 1.38081, 1.37115, 1.36672, 1.36186, 1.36111, 1.35926, 1.36495, 1.35356, 1.35172, 1.35043, 1.35049, 1.34992, 1.34987, 1.34895, 1.34798, 1.35084, 1.34824, 1.34546, 1.36464, 1.34567, 1.34654, 1.34386, 1.35115, 1.34088, 1.34498, 1.34502, 1.34397, 1.34354, 1.35347, 1.35196, 1.35208, 1.36928, 1.40944, 1.37963, 1.36664, 1.37215, 1.38531, 1.38884, 1.43363, 1.41729, 1.40152, 1.32587, 1.32561, 1.32656, 1.32395, 1.33602, 1.31698, 1.30949, 1.3058, 1.30649, 1.30332, 1.30583, 1.30155, 1.30101, 1.3001, 1.29843, 1.30142, 1.30005, 1.30582, 1.29956, 1.2985, 
1.65209, 1.65881, 1.63321, 1.62986, 1.63767, 1.61529, 1.62677, 1.62651, 1.61736, 1.61413, 1.61304, 1.61104, 1.61145, 1.62432, 1.62255, 1.60092, 1.62082, 1.62258, 1.65086, 1.67149, 1.66788, 1.66995, 1.72419, 1.73095, 1.73396, 1.73828, 1.70842, 1.64342, 1.58405, 1.54462, 1.581, 1.57415, 1.57499, 1.56331, 1.56294, 1.55924, 1.56434, 1.55053, 1.54682, 1.54736, 1.56473, 1.55174, 1.55385, 1.56033, 1.56113, 1.53763, 1.53465, 1.53415, 1.53316, 1.53317, 1.52739, 1.52487, 1.52054, 1.51656, 1.51607, 1.51369, 1.5121, 1.51023, 1.50659, 1.50605, 1.50211, 1.49947, 1.49814, 1.49546, 1.49436, 1.4928, 1.49205, 1.4921, 1.49186, 1.49244, 1.48838, 1.48825, 1.48354, 1.48164, 1.48627, 1.47312, 1.4723, 1.4842, 1.48153, 1.47909, 1.46903, 1.45001, 1.49179, 1.52294, 1.59573, 1.62887, 1.69284, 1.70273, 1.69506, 1.63499, 1.56653, 1.51576, 1.46208, 1.43764, 1.46429, 1.46174, 1.43967, 1.43851, 1.43694, 1.43007, 1.42894, 1.42836, 1.42691, 1.42375, 1.42098, 1.41879, 1.41838, 1.41419, 1.41328, 1.41318, 1.41012, 1.40961, 1.40645, 1.40751, 1.40441, 1.40252, 1.40039, 1.39682, 1.39633, 1.39523, 1.39363, 1.39326, 1.39345, 1.39135, 1.39126, 1.39019, 1.38934, 1.38756, 1.38315, 1.38097, 1.37773, 1.37611, 1.37003, 1.36568, 1.36363, 1.36486, 1.3604, 1.3577, 1.35802, 1.35604, 1.35349, 1.35103, 1.35088, 1.34976, 1.34772, 1.34756, 1.35022, 1.34698, 1.3446, 1.34518, 1.34393, 1.34976, 1.34726, 1.34207, 1.34353, 1.3434, 1.34756, 1.35771, 1.35521, 1.33467, 1.3627, 1.35725, 1.39486, 1.38565, 1.39181, 1.38832, 1.3878, 1.39132, 1.41799, 1.40141, 1.37002, 1.35098, 1.32197, 1.31848, 1.3414, 1.32454, 1.31853, 1.32111, 1.31307, 1.31037, 1.30683, 1.3027, 1.30072, 1.29736, 1.29714, 1.29782, 1.29804, 1.30145, 1.30123, 1.30511, 1.30227, 
1.64118, 1.63206, 1.6317, 1.64039, 1.66552, 1.63774, 1.6281, 1.62347, 1.62223, 1.61919, 1.62163, 1.63121, 1.61197, 1.62149, 1.60998, 1.60923, 1.59084, 1.66989, 1.68885, 1.66588, 1.66186, 1.71653, 1.74124, 1.73605, 1.76806, 1.75156, 1.73293, 1.67215, 1.62838, 1.58257, 1.57731, 1.59409, 1.58549, 1.56948, 1.56237, 1.56024, 1.55342, 1.55221, 1.56527, 1.54469, 1.54165, 1.55084, 1.54345, 1.5486, 1.5581, 1.54258, 1.54855, 1.56031, 1.55098, 1.53733, 1.53046, 1.52616, 1.52407, 1.52097, 1.5547, 1.51799, 1.51623, 1.51377, 1.51263, 1.50933, 1.50569, 1.50282, 1.49983, 1.49773, 1.49593, 1.49378, 1.49176, 1.48953, 1.4884, 1.48959, 1.48859, 1.49622, 1.4843, 1.48278, 1.48213, 1.47648, 1.48266, 1.48268, 1.48152, 1.48218, 1.46163, 1.45957, 1.48911, 1.52342, 1.57131, 1.66906, 1.72853, 1.72175, 1.64498, 1.69274, 1.62703, 1.49625, 1.43277, 1.43278, 1.44906, 1.44572, 1.44363, 1.43766, 1.43489, 1.43143, 1.42935, 1.42597, 1.43208, 1.4204, 1.42218, 1.42038, 1.41884, 1.41879, 1.41549, 1.41327, 1.41137, 1.41395, 1.41056, 1.40865, 1.40739, 1.40531, 1.40211, 1.40119, 1.4061, 1.39622, 1.39589, 1.39437, 1.39446, 1.39214, 1.39227, 1.39223, 1.3917, 1.39283, 1.38939, 1.38868, 1.38542, 1.3818, 1.37817, 1.38529, 1.37089, 1.36895, 1.36753, 1.36521, 1.36319, 1.36171, 1.3603, 1.35881, 1.35664, 1.35855, 1.35465, 1.35365, 1.35461, 1.3538, 1.35048, 1.35198, 1.35009, 1.35016, 1.34421, 1.35205, 1.34039, 1.35864, 1.34736, 1.35803, 1.36154, 1.33748, 1.34815, 1.3537, 1.38611, 1.38586, 1.41053, 1.39472, 1.40961, 1.39575, 1.40681, 1.39136, 1.42728, 1.36666, 1.3156, 1.32714, 1.32326, 1.32607, 1.32658, 1.32018, 1.31603, 1.31045, 1.30857, 1.31636, 1.30596, 1.30483, 1.31129, 1.29931, 1.29947, 1.29922, 1.29978, 1.30149, 1.29722, 
1.64208, 1.64031, 1.63806, 1.64186, 1.6203, 1.64425, 1.65811, 1.62371, 1.62827, 1.6376, 1.61976, 1.61464, 1.62569, 1.6169, 1.61289, 1.61263, 1.59712, 1.62216, 1.64196, 1.6688, 1.6794, 1.71054, 1.71664, 1.74078, 1.74202, 1.72031, 1.70501, 1.67948, 1.63865, 1.5606, 1.58229, 1.57504, 1.57046, 1.57529, 1.56146, 1.55757, 1.55362, 1.55117, 1.55568, 1.54751, 1.5425, 1.54106, 1.55378, 1.55577, 1.55731, 1.55049, 1.54497, 1.5378, 1.53538, 1.55086, 1.53367, 1.52795, 1.52685, 1.52342, 1.52175, 1.5211, 1.51851, 1.51237, 1.51088, 1.50641, 1.50497, 1.50291, 1.49916, 1.49893, 1.4975, 1.4971, 1.49284, 1.49159, 1.49097, 1.50188, 1.48583, 1.48549, 1.48362, 1.483, 1.48169, 1.47663, 1.47672, 1.47419, 1.47448, 1.47433, 1.45399, 1.45521, 1.47546, 1.51714, 1.55449, 1.64005, 1.65848, 1.69551, 1.68766, 1.60406, 1.57497, 1.43645, 1.41909, 1.4207, 1.45362, 1.44552, 1.43889, 1.44297, 1.43709, 1.42917, 1.44133, 1.42585, 1.42263, 1.42015, 1.42154, 1.41859, 1.4184, 1.41926, 1.41567, 1.41239, 1.41144, 1.4106, 1.41162, 1.40968, 1.40771, 1.40515, 1.40192, 1.40598, 1.3959, 1.39303, 1.39451, 1.39296, 1.39125, 1.39129, 1.39103, 1.39122, 1.39244, 1.39233, 1.39115, 1.39218, 1.38694, 1.38454, 1.38072, 1.37886, 1.37779, 1.37827, 1.37326, 1.37065, 1.36738, 1.36532, 1.36148, 1.36224, 1.36046, 1.35836, 1.35988, 1.35931, 1.35866, 1.36071, 1.35692, 1.35508, 1.35304, 1.34943, 1.34648, 1.34309, 1.34033, 1.34619, 1.34359, 1.3442, 1.35726, 1.35041, 1.34647, 1.3531, 1.38902, 1.37886, 1.38073, 1.3835, 1.38912, 1.41636, 1.40342, 1.40281, 1.39687, 1.37966, 1.30169, 1.32985, 1.33263, 1.33682, 1.32724, 1.31631, 1.3142, 1.31205, 1.31304, 1.30536, 1.30767, 1.30258, 1.30223, 1.29898, 1.29691, 1.29702, 1.30519, 1.29464, 1.29487, 
