1.62145, 1.61989, 1.6169, 1.61346, 1.61048, 1.60996, 1.62467, 1.60348, 1.61109, 1.61973, 1.60571, 1.61442, 1.60052, 1.58554, 1.60998, 1.63089, 1.64397, 1.62901, 1.67151, 1.64023, 1.66489, 1.68797, 1.68337, 1.66213, 1.62042, 1.57825, 1.5394, 1.56256, 1.57226, 1.55561, 1.55312, 1.55299, 1.55898, 1.5502, 1.57238, 1.57116, 1.5608, 1.54037, 1.52781, 1.53695, 1.52589, 1.52455, 1.52348, 1.51962, 1.51997, 1.51736, 1.51923, 1.51189, 1.51194, 1.50747, 1.50355, 1.5022, 1.49863, 1.49743, 1.496, 1.49335, 1.4912, 1.48699, 1.4867, 1.48808, 1.48773, 1.48227, 1.47935, 1.47612, 1.47406, 1.4704, 1.46614, 1.46826, 1.47139, 1.46494, 1.46733, 1.45842, 1.46502, 1.46186, 1.46816, 1.45023, 1.48818, 1.53035, 1.61406, 1.7025, 1.73068, 1.73612, 1.61364, 1.5414, 1.40546, 1.42, 1.43259, 1.43362, 1.42682, 1.42672, 1.42115, 1.42609, 1.41633, 1.4165, 1.41307, 1.41278, 1.40766, 1.40576, 1.40216, 1.39893, 1.39762, 1.39791, 1.39523, 1.39705, 1.39284, 1.39181, 1.38957, 1.38538, 1.38467, 1.38538, 1.38112, 1.3803, 1.37891, 1.37574, 1.37513, 1.37491, 1.36777, 1.36692, 1.37062, 1.36603, 1.36493, 1.36108, 1.36125, 1.35882, 1.36058, 1.35781, 1.35792, 1.35447, 1.35373, 1.35029, 1.34857, 1.34462, 1.346, 1.346, 1.34342, 1.34285, 1.34261, 1.33683, 1.33697, 1.33563, 1.33219, 1.3374, 1.32889, 1.34769, 1.33789, 1.33643, 1.33799, 1.33749, 1.34395, 1.33967, 1.35011, 1.41352, 1.35083, 1.35099, 1.35708, 1.38913, 1.36231, 1.35568, 1.36628, 1.3536, 1.31674, 1.31857, 1.30749, 1.3094, 1.30154, 1.29657, 1.2927, 1.2899, 1.30542, 1.28506, 1.28411, 1.2831, 1.28252, 1.28465, 1.28443, 1.28395, 1.28169, 1.30492, 1.31995, 1.33204, 
1.61842, 1.61939, 1.61787, 1.61882, 1.61452, 1.61208, 1.60942, 1.61305, 1.60951, 1.61262, 1.60429, 1.61106, 1.59355, 1.57724, 1.63459, 1.62165, 1.63124, 1.66513, 1.64626, 1.67106, 1.67191, 1.7164, 1.69902, 1.66178, 1.62116, 1.55362, 1.55102, 1.56031, 1.56077, 1.57625, 1.55343, 1.5508, 1.55478, 1.55049, 1.57602, 1.55029, 1.55416, 1.5339, 1.53478, 1.526, 1.52657, 1.52473, 1.52392, 1.52119, 1.52064, 1.51619, 1.51373, 1.51049, 1.50919, 1.50807, 1.50547, 1.50547, 1.50165, 1.50061, 1.4964, 1.49341, 1.49298, 1.4886, 1.48693, 1.48513, 1.48427, 1.48296, 1.48074, 1.47944, 1.47407, 1.47941, 1.47042, 1.4684, 1.46534, 1.46491, 1.46063, 1.45896, 1.46455, 1.46743, 1.48236, 1.42662, 1.47953, 1.5305, 1.62965, 1.70659, 1.76659, 1.70942, 1.61973, 1.54664, 1.40906, 1.42009, 1.4317, 1.43801, 1.42752, 1.42399, 1.42031, 1.42171, 1.41873, 1.4195, 1.42606, 1.41075, 1.40752, 1.4046, 1.4031, 1.39916, 1.39767, 1.39755, 1.39584, 1.39494, 1.39303, 1.39204, 1.38883, 1.38676, 1.38584, 1.38705, 1.3833, 1.381, 1.38004, 1.37765, 1.37512, 1.37271, 1.37119, 1.36953, 1.36695, 1.36741, 1.36368, 1.36283, 1.3627, 1.36098, 1.36166, 1.36028, 1.35868, 1.35673, 1.35552, 1.35253, 1.34821, 1.34489, 1.3454, 1.347, 1.34757, 1.34601, 1.34469, 1.34011, 1.34038, 1.33651, 1.33905, 1.33557, 1.33388, 1.35423, 1.33304, 1.34342, 1.35096, 1.33686, 1.33795, 1.3478, 1.36827, 1.36184, 1.386, 1.38197, 1.39823, 1.36392, 1.35899, 1.35937, 1.35893, 1.34192, 1.32381, 1.3146, 1.31031, 1.3069, 1.30271, 1.31271, 1.29442, 1.29342, 1.289, 1.28708, 1.28278, 1.29793, 1.28614, 1.2846, 1.28493, 1.28343, 1.28781, 1.30176, 1.32756, 1.32515, 
1.61984, 1.61984, 1.61807, 1.61775, 1.61564, 1.61976, 1.60869, 1.60627, 1.6054, 1.62101, 1.60598, 1.61015, 1.60363, 1.59606, 1.62018, 1.61966, 1.71616, 1.64262, 1.66717, 1.66761, 1.69567, 1.69837, 1.71822, 1.67669, 1.6329, 1.54183, 1.56467, 1.5666, 1.56601, 1.55572, 1.55123, 1.5491, 1.54767, 1.54743, 1.55141, 1.55916, 1.55301, 1.54843, 1.53262, 1.53026, 1.53089, 1.52341, 1.52467, 1.51994, 1.51944, 1.51573, 1.51292, 1.5098, 1.50869, 1.50739, 1.50718, 1.50401, 1.50398, 1.49903, 1.49765, 1.49412, 1.49163, 1.49159, 1.48891, 1.48622, 1.48491, 1.48276, 1.47962, 1.48153, 1.47048, 1.47212, 1.47997, 1.47272, 1.46363, 1.46273, 1.46234, 1.46038, 1.45897, 1.46209, 1.45077, 1.45974, 1.50356, 1.54722, 1.62246, 1.65864, 1.70727, 1.71034, 1.62923, 1.52125, 1.43418, 1.40003, 1.44817, 1.43654, 1.42794, 1.42422, 1.4211, 1.42331, 1.42126, 1.41769, 1.4139, 1.41037, 1.40878, 1.40603, 1.39847, 1.39477, 1.3962, 1.40414, 1.39686, 1.39431, 1.3946, 1.39199, 1.39208, 1.39212, 1.38569, 1.38507, 1.3846, 1.38393, 1.37975, 1.38102, 1.37874, 1.37466, 1.37221, 1.36952, 1.36796, 1.3665, 1.36469, 1.3641, 1.36373, 1.36079, 1.36157, 1.35856, 1.35565, 1.35544, 1.35696, 1.35025, 1.34942, 1.35204, 1.34974, 1.34935, 1.34928, 1.34917, 1.34851, 1.34618, 1.34472, 1.34012, 1.33999, 1.34033, 1.33795, 1.33654, 1.33701, 1.3382, 1.33949, 1.34378, 1.35721, 1.34714, 1.36755, 1.37473, 1.38188, 1.38286, 1.35975, 1.36398, 1.36708, 1.35983, 1.35961, 1.35085, 1.33342, 1.31317, 1.30923, 1.32055, 1.30403, 1.29911, 1.29873, 1.29074, 1.28781, 1.28475, 1.28469, 1.28552, 1.28771, 1.28516, 1.28814, 1.2888, 1.2932, 1.29498, 1.30992, 1.31782, 
1.64842, 1.62671, 1.61893, 1.6231, 1.63401, 1.6109, 1.61025, 1.60617, 1.62053, 1.60475, 1.60793, 1.61339, 1.59618, 1.59878, 1.63764, 1.63531, 1.64805, 1.64901, 1.6406, 1.65983, 1.70444, 1.73117, 1.74837, 1.66517, 1.62429, 1.55935, 1.56634, 1.56563, 1.56793, 1.56165, 1.57063, 1.55402, 1.56527, 1.54739, 1.55832, 1.56682, 1.55861, 1.55813, 1.54461, 1.53096, 1.52997, 1.52804, 1.52173, 1.51864, 1.51764, 1.5374, 1.5173, 1.51548, 1.51363, 1.54135, 1.50766, 1.50517, 1.50237, 1.5001, 1.50128, 1.49641, 1.49537, 1.50531, 1.49965, 1.49161, 1.48692, 1.48823, 1.48522, 1.47729, 1.47417, 1.48236, 1.47038, 1.46872, 1.46791, 1.46633, 1.46508, 1.46357, 1.46216, 1.47085, 1.46196, 1.44048, 1.50481, 1.55569, 1.6035, 1.66555, 1.74552, 1.7563, 1.71534, 1.51221, 1.43354, 1.42284, 1.4403, 1.43829, 1.4537, 1.4296, 1.42122, 1.42235, 1.42083, 1.41859, 1.41835, 1.41057, 1.40918, 1.4079, 1.40496, 1.40032, 1.39809, 1.39978, 1.39654, 1.3985, 1.39561, 1.39585, 1.39727, 1.39516, 1.38985, 1.3877, 1.38588, 1.38584, 1.38416, 1.3825, 1.37889, 1.37614, 1.37313, 1.37428, 1.37263, 1.36765, 1.36755, 1.36438, 1.36163, 1.36225, 1.3595, 1.35819, 1.35945, 1.35568, 1.35587, 1.35188, 1.35087, 1.35159, 1.35173, 1.35028, 1.34779, 1.35078, 1.34943, 1.34764, 1.34687, 1.34386, 1.34067, 1.34024, 1.33801, 1.33903, 1.34469, 1.34151, 1.34353, 1.34277, 1.3612, 1.35127, 1.38534, 1.36449, 1.35531, 1.4012, 1.39139, 1.37123, 1.37572, 1.36335, 1.36099, 1.33467, 1.31746, 1.31691, 1.31362, 1.31755, 1.31221, 1.29668, 1.30193, 1.29294, 1.28998, 1.29023, 1.28861, 1.28855, 1.28788, 1.28863, 1.29095, 1.29329, 1.31, 1.28965, 1.31521, 1.33295, 
1.6311, 1.6332, 1.6358, 1.62345, 1.62725, 1.62226, 1.61302, 1.61021, 1.61115, 1.61659, 1.61068, 1.61812, 1.59975, 1.59087, 1.61622, 1.63433, 1.63851, 1.64158, 1.6614, 1.67216, 1.69956, 1.74107, 1.71366, 1.68595, 1.64115, 1.58019, 1.55643, 1.57743, 1.57758, 1.56122, 1.55797, 1.57035, 1.5637, 1.55553, 1.56084, 1.56688, 1.56142, 1.55376, 1.54515, 1.54407, 1.53025, 1.53449, 1.5324, 1.52457, 1.52295, 1.52233, 1.51838, 1.51756, 1.51523, 1.50986, 1.50698, 1.50703, 1.50428, 1.50221, 1.50162, 1.5001, 1.49846, 1.49665, 1.49535, 1.49272, 1.49117, 1.48833, 1.49354, 1.48475, 1.50228, 1.47174, 1.47217, 1.47275, 1.46943, 1.46905, 1.46746, 1.47796, 1.46476, 1.47633, 1.4614, 1.43741, 1.47746, 1.5678, 1.67177, 1.70774, 1.75204, 1.7569, 1.69115, 1.49938, 1.46524, 1.42364, 1.43741, 1.44047, 1.44674, 1.43374, 1.42628, 1.44017, 1.42249, 1.4309, 1.42186, 1.41322, 1.41273, 1.41089, 1.40745, 1.40252, 1.40177, 1.40265, 1.4019, 1.40227, 1.40032, 1.40198, 1.39855, 1.39775, 1.39348, 1.391, 1.38905, 1.38741, 1.38664, 1.38816, 1.38238, 1.3809, 1.37628, 1.37597, 1.3734, 1.37294, 1.37557, 1.36766, 1.36512, 1.36343, 1.35926, 1.36426, 1.37091, 1.36046, 1.35791, 1.35546, 1.35386, 1.35713, 1.35455, 1.35195, 1.38655, 1.35231, 1.36646, 1.34751, 1.36198, 1.34495, 1.3422, 1.34113, 1.35054, 1.34174, 1.34654, 1.3587, 1.34557, 1.34748, 1.36069, 1.35512, 1.34762, 1.37444, 1.36263, 1.36824, 1.38835, 1.37464, 1.39271, 1.36831, 1.35858, 1.36119, 1.31232, 1.32991, 1.31665, 1.32457, 1.30875, 1.30528, 1.29952, 1.29596, 1.29598, 1.29408, 1.29424, 1.28996, 1.29122, 1.29178, 1.29298, 1.28975, 1.29408, 1.31323, 1.30667, 1.30867, 
1.65545, 1.62632, 1.63677, 1.62234, 1.62069, 1.6171, 1.6142, 1.6134, 1.61161, 1.61197, 1.61299, 1.60546, 1.59523, 1.59845, 1.60166, 1.67486, 1.65842, 1.64939, 1.67188, 1.6862, 1.71388, 1.71601, 1.6992, 1.6892, 1.6416, 1.56944, 1.56873, 1.57243, 1.57638, 1.57394, 1.56534, 1.57526, 1.55273, 1.55006, 1.55402, 1.55705, 1.56744, 1.56532, 1.55378, 1.54715, 1.53207, 1.53591, 1.53764, 1.52814, 1.52386, 1.53775, 1.51987, 1.5175, 1.51449, 1.51271, 1.50996, 1.50715, 1.50762, 1.50377, 1.501, 1.49982, 1.49896, 1.50285, 1.50414, 1.49488, 1.49322, 1.48812, 1.48728, 1.48325, 1.48569, 1.47468, 1.47318, 1.47222, 1.47102, 1.47112, 1.4706, 1.4715, 1.46897, 1.47909, 1.44497, 1.46495, 1.49568, 1.54857, 1.61743, 1.66893, 1.71679, 1.73149, 1.67508, 1.55817, 1.45087, 1.42279, 1.44728, 1.44405, 1.44642, 1.43367, 1.42859, 1.4266, 1.42385, 1.42191, 1.41693, 1.41714, 1.41462, 1.41224, 1.4097, 1.40812, 1.40534, 1.40372, 1.40508, 1.40392, 1.402, 1.40126, 1.39859, 1.39717, 1.39353, 1.39068, 1.38971, 1.38886, 1.38818, 1.38489, 1.38742, 1.38164, 1.38087, 1.3784, 1.3787, 1.37337, 1.37178, 1.3683, 1.36597, 1.36366, 1.362, 1.36246, 1.35959, 1.36058, 1.36125, 1.35705, 1.35529, 1.35644, 1.3538, 1.35714, 1.35819, 1.35701, 1.35418, 1.35033, 1.35014, 1.34462, 1.34664, 1.34476, 1.34738, 1.34103, 1.34467, 1.35451, 1.36702, 1.35361, 1.34432, 1.34127, 1.37227, 1.35955, 1.36779, 1.37203, 1.38941, 1.38585, 1.38149, 1.39626, 1.35663, 1.34204, 1.32337, 1.32076, 1.31854, 1.31459, 1.31365, 1.31281, 1.299, 1.30305, 1.29817, 1.29527, 1.29491, 1.30696, 1.29476, 1.2949, 1.28971, 1.29148, 1.29393, 1.29628, 1.3081, 1.31013, 
1.65359, 1.62745, 1.62745, 1.63761, 1.61863, 1.61705, 1.61783, 1.61563, 1.61356, 1.61303, 1.61525, 1.61551, 1.60707, 1.59858, 1.61733, 1.6346, 1.64024, 1.63831, 1.69506, 1.69423, 1.72324, 1.71973, 1.74535, 1.67281, 1.62684, 1.59208, 1.55768, 1.57936, 1.58292, 1.56942, 1.56401, 1.55585, 1.55298, 1.5516, 1.55032, 1.56819, 1.55185, 1.55155, 1.54612, 1.5411, 1.54723, 1.55166, 1.55197, 1.54497, 1.53383, 1.52224, 1.52172, 1.52025, 1.51827, 1.5169, 1.51093, 1.50922, 1.50989, 1.5099, 1.50315, 1.49864, 1.49979, 1.49946, 1.50165, 1.49386, 1.49322, 1.49114, 1.49111, 1.48471, 1.49626, 1.47702, 1.47499, 1.47529, 1.47194, 1.47101, 1.47186, 1.47071, 1.47166, 1.47237, 1.4803, 1.44042, 1.49847, 1.55777, 1.59735, 1.67757, 1.73181, 1.72726, 1.69571, 1.55755, 1.41954, 1.41473, 1.44875, 1.44433, 1.44669, 1.43759, 1.43474, 1.4291, 1.42593, 1.4238, 1.4237, 1.41956, 1.41555, 1.41446, 1.41262, 1.41006, 1.40853, 1.40399, 1.40535, 1.40425, 1.40191, 1.40154, 1.39857, 1.39565, 1.39608, 1.39187, 1.39022, 1.39041, 1.38793, 1.38718, 1.38588, 1.38351, 1.38199, 1.38116, 1.38161, 1.37756, 1.37243, 1.37102, 1.3726, 1.36585, 1.36263, 1.36073, 1.36279, 1.3593, 1.35879, 1.35831, 1.35693, 1.35681, 1.35726, 1.35833, 1.35681, 1.35491, 1.35247, 1.35453, 1.36274, 1.35129, 1.34777, 1.34499, 1.34437, 1.34289, 1.34558, 1.34764, 1.3618, 1.36471, 1.36433, 1.35774, 1.35811, 1.40349, 1.36428, 1.35812, 1.38155, 1.3636, 1.37435, 1.39102, 1.38596, 1.34626, 1.31311, 1.31186, 1.31977, 1.31326, 1.31664, 1.30953, 1.30197, 1.31924, 1.30937, 1.29516, 1.29457, 1.31366, 1.29626, 1.29811, 1.30201, 1.29349, 1.28964, 1.29342, 1.3056, 1.31035, 
1.63926, 1.64385, 1.63311, 1.63468, 1.63276, 1.61744, 1.61501, 1.61406, 1.61568, 1.61755, 1.62164, 1.62811, 1.62085, 1.61137, 1.62845, 1.64418, 1.64127, 1.64683, 1.70521, 1.68962, 1.71047, 1.72654, 1.74404, 1.71722, 1.65087, 1.58565, 1.57525, 1.57955, 1.58175, 1.58149, 1.56596, 1.56085, 1.55633, 1.55265, 1.55052, 1.56824, 1.54751, 1.54478, 1.56943, 1.55057, 1.54221, 1.53314, 1.54332, 1.54485, 1.53065, 1.52472, 1.52183, 1.51753, 1.5147, 1.51056, 1.51136, 1.51026, 1.50721, 1.50465, 1.50392, 1.50225, 1.49926, 1.49736, 1.49861, 1.49622, 1.49361, 1.49218, 1.4872, 1.48734, 1.48422, 1.47952, 1.47833, 1.47611, 1.47508, 1.47434, 1.47441, 1.47406, 1.47438, 1.48745, 1.46597, 1.43288, 1.47641, 1.50939, 1.62327, 1.70602, 1.76553, 1.74481, 1.69379, 1.55068, 1.51941, 1.40934, 1.44825, 1.46455, 1.44466, 1.45787, 1.44075, 1.43657, 1.42864, 1.42721, 1.43398, 1.42072, 1.42279, 1.41604, 1.41491, 1.41266, 1.40994, 1.40636, 1.40513, 1.40438, 1.40317, 1.40065, 1.39996, 1.39739, 1.40006, 1.39272, 1.3928, 1.39144, 1.38904, 1.39134, 1.39186, 1.38864, 1.38388, 1.38186, 1.38113, 1.38078, 1.37533, 1.37567, 1.36922, 1.36573, 1.36342, 1.36231, 1.36049, 1.36003, 1.3575, 1.35758, 1.35729, 1.35863, 1.35775, 1.36119, 1.36355, 1.3605, 1.35856, 1.35744, 1.35721, 1.35352, 1.35232, 1.3504, 1.34516, 1.34531, 1.34364, 1.34691, 1.36496, 1.35602, 1.36389, 1.34658, 1.3508, 1.35454, 1.40489, 1.39792, 1.36193, 1.3983, 1.43395, 1.38655, 1.36945, 1.35123, 1.33626, 1.31944, 1.33398, 1.33256, 1.31746, 1.31097, 1.30513, 1.30271, 1.3024, 1.29873, 1.31254, 1.29977, 1.30547, 1.29748, 1.2945, 1.29539, 1.29262, 1.29281, 1.29323, 1.30376, 
1.688, 1.66529, 1.62944, 1.62791, 1.62501, 1.63475, 1.61616, 1.61627, 1.61696, 1.62478, 1.63461, 1.6244, 1.61778, 1.61491, 1.61966, 1.63438, 1.65304, 1.65433, 1.68663, 1.6905, 1.70694, 1.71623, 1.71404, 1.67634, 1.6404, 1.62121, 1.547, 1.57757, 1.58642, 1.5761, 1.56173, 1.55977, 1.55725, 1.56465, 1.55062, 1.55106, 1.55112, 1.57586, 1.56385, 1.54419, 1.54497, 1.53757, 1.53394, 1.52699, 1.52751, 1.52651, 1.52073, 1.53375, 1.51534, 1.51293, 1.5116, 1.50969, 1.50841, 1.50848, 1.5063, 1.50556, 1.50158, 1.50016, 1.49961, 1.49798, 1.49679, 1.49309, 1.48998, 1.48942, 1.48296, 1.48315, 1.48169, 1.47919, 1.48005, 1.47876, 1.47801, 1.47606, 1.47852, 1.47959, 1.47161, 1.45389, 1.48626, 1.52968, 1.589, 1.66155, 1.70993, 1.72893, 1.70458, 1.56881, 1.54436, 1.41367, 1.45322, 1.4536, 1.45209, 1.44526, 1.44079, 1.4375, 1.43428, 1.43098, 1.42823, 1.42349, 1.42065, 1.4185, 1.41583, 1.41692, 1.41611, 1.41309, 1.4073, 1.4039, 1.40471, 1.40406, 1.39965, 1.39854, 1.3988, 1.397, 1.39452, 1.39507, 1.39356, 1.39255, 1.39335, 1.38834, 1.38775, 1.38681, 1.38396, 1.38124, 1.3762, 1.37544, 1.37472, 1.36999, 1.36772, 1.36422, 1.36346, 1.36082, 1.35901, 1.35859, 1.35888, 1.35882, 1.36087, 1.36009, 1.36223, 1.36251, 1.36359, 1.36077, 1.35993, 1.3564, 1.35415, 1.35206, 1.3501, 1.34797, 1.34885, 1.35059, 1.35138, 1.35049, 1.34496, 1.34787, 1.35434, 1.36131, 1.3813, 1.39356, 1.3991, 1.39476, 1.39971, 1.42157, 1.36078, 1.34387, 1.31928, 1.32285, 1.34335, 1.3407, 1.31403, 1.31922, 1.30596, 1.30846, 1.3088, 1.30313, 1.30724, 1.30553, 1.30479, 1.29952, 1.29847, 1.29946, 1.29713, 1.29289, 1.29574, 1.31129, 
1.67637, 1.67302, 1.64324, 1.63682, 1.63664, 1.62678, 1.61948, 1.61802, 1.61825, 1.6185, 1.62832, 1.62865, 1.62701, 1.59608, 1.64338, 1.66252, 1.67987, 1.6495, 1.67895, 1.68996, 1.69624, 1.69817, 1.69288, 1.65734, 1.58553, 1.58232, 1.57166, 1.57532, 1.58023, 1.57422, 1.56192, 1.56207, 1.55909, 1.56446, 1.55638, 1.5627, 1.56575, 1.56446, 1.56766, 1.55207, 1.54533, 1.54717, 1.536, 1.53587, 1.53596, 1.52718, 1.52535, 1.5325, 1.51951, 1.51731, 1.51538, 1.51318, 1.51073, 1.50861, 1.50653, 1.50672, 1.50406, 1.50039, 1.49973, 1.49626, 1.51593, 1.49524, 1.49128, 1.48852, 1.48779, 1.48491, 1.48422, 1.48374, 1.48138, 1.48305, 1.47969, 1.47873, 1.48487, 1.48118, 1.47161, 1.46064, 1.49201, 1.53965, 1.5928, 1.65057, 1.76429, 1.72733, 1.74647, 1.61576, 1.50969, 1.44698, 1.45823, 1.45586, 1.45346, 1.44927, 1.44408, 1.44239, 1.43591, 1.43356, 1.42832, 1.43036, 1.42325, 1.42612, 1.41926, 1.41956, 1.41836, 1.41605, 1.41307, 1.40963, 1.40863, 1.40711, 1.40553, 1.41046, 1.39959, 1.39728, 1.39739, 1.39678, 1.3965, 1.39472, 1.39367, 1.39121, 1.39103, 1.38869, 1.3884, 1.38463, 1.37901, 1.37722, 1.37466, 1.37277, 1.37127, 1.36685, 1.36463, 1.36063, 1.36003, 1.35924, 1.36062, 1.3602, 1.36227, 1.36354, 1.36176, 1.36442, 1.36369, 1.35876, 1.35887, 1.35794, 1.35726, 1.35472, 1.35356, 1.35066, 1.35019, 1.35186, 1.35505, 1.35855, 1.3531, 1.35206, 1.36256, 1.36996, 1.37398, 1.39148, 1.38247, 1.38483, 1.38853, 1.39463, 1.3971, 1.35514, 1.35094, 1.33164, 1.33743, 1.32731, 1.3237, 1.3232, 1.31361, 1.31302, 1.30708, 1.3162, 1.30518, 1.30631, 1.30806, 1.3075, 1.30244, 1.30222, 1.30126, 1.29647, 1.30145, 1.32161, 
