1.6343, 1.62697, 1.60896, 1.63833, 1.682, 1.55434, 1.56267, 1.53345, 1.5203, 1.49916, 1.48827, 1.47825, 1.4662, 1.45669, 1.70996, 1.42533, 1.4106, 1.39595, 1.38916, 1.37649, 1.36686, 1.35976, 1.34834, 1.337, 1.33038, 1.33596, 1.36377, 1.35563, 1.31612, 1.28384, 
1.67239, 1.61692, 1.60723, 1.63429, 1.69644, 1.57323, 1.54869, 1.53458, 1.51504, 1.50665, 1.49205, 1.47103, 1.46461, 1.45079, 1.47214, 1.44696, 1.40933, 1.39648, 1.39244, 1.38445, 1.37201, 1.36244, 1.35038, 1.3493, 1.33749, 1.34393, 1.37463, 1.31674, 1.29226, 1.2868, 
1.66214, 1.62395, 1.61153, 1.63982, 1.67178, 1.57485, 1.55086, 1.54387, 1.52314, 1.50436, 1.49884, 1.49659, 1.46829, 1.4692, 1.7416, 1.43356, 1.42211, 1.40525, 1.39862, 1.38833, 1.37525, 1.36563, 1.35593, 1.35209, 1.34141, 1.35411, 1.36017, 1.31265, 1.3059, 1.28924, 
1.67273, 1.63451, 1.61388, 1.64151, 1.71972, 1.57238, 1.55084, 1.54987, 1.52275, 1.50985, 1.49877, 1.48625, 1.47156, 1.47154, 1.54056, 1.44173, 1.42387, 1.40646, 1.39868, 1.38844, 1.38084, 1.36064, 1.35696, 1.35185, 1.34427, 1.35057, 1.37144, 1.34321, 1.30077, 1.29312, 
1.67068, 1.62578, 1.61766, 1.63499, 1.69533, 1.57288, 1.55846, 1.53668, 1.52409, 1.50612, 1.50262, 1.48852, 1.48184, 1.47612, 1.54417, 1.45645, 1.43306, 1.41546, 1.40084, 1.39284, 1.38258, 1.36195, 1.35979, 1.3583, 1.34776, 1.35141, 1.39853, 1.36033, 1.31384, 1.29908, 
1.67996, 1.64135, 1.61978, 1.63892, 1.68055, 1.57586, 1.56146, 1.56948, 1.52973, 1.51915, 1.50043, 1.49217, 1.48023, 1.47252, 1.73535, 1.45505, 1.44077, 1.42241, 1.41002, 1.39668, 1.39251, 1.37412, 1.35748, 1.36025, 1.35327, 1.36473, 1.38989, 1.33605, 1.32935, 1.3078, 
1.65222, 1.63042, 1.62376, 1.67944, 1.70322, 1.59788, 1.56215, 1.54696, 1.54461, 1.51984, 1.50736, 1.49443, 1.49291, 1.48228, 1.73818, 1.46439, 1.43772, 1.42222, 1.4094, 1.40139, 1.40296, 1.36828, 1.35986, 1.35484, 1.35072, 1.35217, 1.39814, 1.38948, 1.33512, 1.30742, 
1.65325, 1.63336, 1.62285, 1.71359, 1.76247, 1.58393, 1.56204, 1.57224, 1.54239, 1.5247, 1.50527, 1.50172, 1.49067, 1.4826, 1.70984, 1.45087, 1.43799, 1.42319, 1.42041, 1.40284, 1.39746, 1.38406, 1.36328, 1.35652, 1.35156, 1.35794, 1.38921, 1.33896, 1.32503, 1.30862, 
1.66117, 1.64331, 1.63045, 1.59846, 1.74724, 1.60069, 1.579, 1.56192, 1.54888, 1.52355, 1.51223, 1.50326, 1.49713, 1.48126, 1.72431, 1.46094, 1.43526, 1.42717, 1.41908, 1.40507, 1.39965, 1.38899, 1.3719, 1.36344, 1.36051, 1.3566, 1.3839, 1.33628, 1.35157, 1.30686, 
1.65846, 1.64821, 1.63302, 1.68134, 1.7663, 1.58696, 1.56944, 1.56137, 1.54846, 1.52864, 1.50619, 1.49954, 1.48818, 1.48471, 1.55855, 1.45813, 1.43707, 1.42736, 1.41915, 1.40239, 1.40164, 1.3957, 1.37105, 1.3659, 1.35485, 1.37535, 1.39495, 1.40191, 1.32926, 1.31253, 
