1.62964, 1.63372, 1.61811, 1.60297, 1.59971, 1.5964, 1.59151, 1.605, 1.58534, 1.59351, 1.60684, 1.62048, 1.67633, 1.70262, 1.54302, 1.55187, 1.55775, 1.54394, 1.53462, 1.54744, 1.52717, 1.52399, 1.50908, 1.51993, 1.50247, 1.49836, 1.49684, 1.49315, 1.48335, 1.48058, 1.47467, 1.51787, 1.466, 1.45862, 1.46067, 1.45321, 1.45143, 1.45696, 1.45317, 1.41881, 1.53605, 1.75784, 1.7894, 1.4127, 1.41355, 1.42348, 1.41358, 1.41139, 1.41269, 1.40153, 1.39524, 1.39284, 1.38995, 1.38167, 1.37908, 1.37215, 1.36932, 1.36697, 1.36206, 1.35813, 1.35514, 1.35638, 1.35035, 1.35147, 1.34043, 1.34287, 1.3315, 1.32917, 1.33016, 1.3261, 1.3189, 1.31691, 1.31455, 1.31355, 1.32247, 1.33618, 1.33362, 1.33451, 1.34116, 1.3444, 1.38273, 1.33282, 1.31935, 1.29517, 1.28434, 1.27845, 1.27509, 1.2752, 1.27461, 
1.63856, 1.62636, 1.60809, 1.60575, 1.6007, 1.59296, 1.59028, 1.5962, 1.58165, 1.61621, 1.61775, 1.66457, 1.66633, 1.67833, 1.53564, 1.55185, 1.55153, 1.53867, 1.55687, 1.55749, 1.52442, 1.51414, 1.51032, 1.50912, 1.5033, 1.50077, 1.49753, 1.49225, 1.48548, 1.48047, 1.47668, 1.47124, 1.46957, 1.47167, 1.46673, 1.4547, 1.45123, 1.44756, 1.46156, 1.44766, 1.5401, 1.7182, 1.73082, 1.42693, 1.42677, 1.42138, 1.42367, 1.41018, 1.40806, 1.40153, 1.39687, 1.38942, 1.38706, 1.38315, 1.37901, 1.37267, 1.37169, 1.36748, 1.36294, 1.35819, 1.35591, 1.35496, 1.3506, 1.35431, 1.34707, 1.3414, 1.33627, 1.334, 1.33032, 1.32657, 1.32261, 1.32222, 1.31945, 1.32019, 1.32332, 1.34053, 1.32762, 1.34398, 1.33988, 1.34394, 1.34813, 1.3097, 1.30876, 1.30621, 1.28825, 1.27695, 1.27509, 1.27267, 1.27448, 
1.63496, 1.63894, 1.60761, 1.60737, 1.60226, 1.59638, 1.59386, 1.59695, 1.59529, 1.60923, 1.6264, 1.64403, 1.67356, 1.71103, 1.61061, 1.54878, 1.54699, 1.5407, 1.53574, 1.54877, 1.52974, 1.51835, 1.51658, 1.50937, 1.50816, 1.5012, 1.49654, 1.4928, 1.49085, 1.48212, 1.47815, 1.4747, 1.47157, 1.46945, 1.46043, 1.46025, 1.45534, 1.45173, 1.45527, 1.4617, 1.499, 1.6381, 1.60948, 1.53972, 1.41686, 1.41894, 1.41489, 1.40983, 1.40695, 1.39821, 1.39315, 1.388, 1.38678, 1.38253, 1.37899, 1.37401, 1.37115, 1.36982, 1.36476, 1.36207, 1.35733, 1.35322, 1.35651, 1.34965, 1.34522, 1.34206, 1.33742, 1.33455, 1.33529, 1.3316, 1.33066, 1.32691, 1.32244, 1.32094, 1.32824, 1.34072, 1.34555, 1.36438, 1.34434, 1.35679, 1.36846, 1.31251, 1.29511, 1.29442, 1.28707, 1.27563, 1.27708, 1.27759, 1.27561, 
1.6658, 1.66198, 1.61804, 1.6164, 1.60086, 1.60025, 1.59613, 1.6203, 1.60074, 1.60944, 1.64786, 1.64638, 1.71999, 1.69602, 1.56131, 1.55777, 1.54927, 1.55114, 1.5484, 1.54096, 1.55113, 1.53508, 1.51551, 1.50846, 1.50848, 1.5056, 1.49585, 1.49295, 1.49151, 1.48518, 1.4939, 1.48583, 1.4773, 1.4759, 1.45877, 1.45728, 1.45548, 1.45204, 1.44941, 1.43117, 1.54766, 1.63898, 1.74545, 1.49584, 1.41723, 1.42797, 1.41968, 1.41045, 1.40937, 1.3992, 1.39487, 1.38655, 1.38824, 1.38615, 1.38465, 1.37854, 1.37327, 1.37237, 1.37156, 1.36392, 1.36113, 1.35737, 1.35422, 1.34983, 1.34729, 1.34219, 1.34039, 1.34038, 1.34003, 1.33679, 1.33349, 1.33158, 1.328, 1.32906, 1.33158, 1.33222, 1.33856, 1.36079, 1.3471, 1.37789, 1.35284, 1.31243, 1.30801, 1.29382, 1.28591, 1.28409, 1.27829, 1.27598, 1.28195, 
1.65381, 1.66166, 1.64689, 1.61443, 1.61021, 1.60398, 1.60136, 1.60757, 1.59173, 1.59072, 1.63236, 1.66102, 1.70421, 1.67833, 1.6318, 1.57296, 1.56717, 1.54838, 1.54021, 1.54708, 1.55803, 1.53338, 1.52614, 1.51488, 1.51054, 1.50672, 1.50151, 1.49678, 1.4944, 1.48835, 1.49303, 1.48314, 1.47928, 1.47339, 1.47191, 1.46096, 1.45926, 1.45525, 1.46809, 1.43151, 1.57307, 1.70008, 1.70526, 1.53451, 1.39848, 1.42988, 1.43124, 1.4164, 1.41364, 1.40723, 1.40186, 1.39452, 1.39345, 1.3933, 1.38865, 1.38602, 1.37986, 1.37537, 1.37373, 1.36906, 1.36517, 1.36264, 1.35662, 1.35145, 1.34956, 1.34662, 1.34622, 1.34407, 1.34428, 1.3407, 1.36119, 1.33297, 1.33119, 1.33789, 1.3357, 1.33352, 1.34085, 1.3468, 1.37844, 1.3583, 1.36331, 1.30206, 1.30903, 1.30253, 1.28855, 1.29456, 1.30211, 1.28075, 1.28083, 
1.6551, 1.66365, 1.65569, 1.61557, 1.62279, 1.60471, 1.61479, 1.60591, 1.6004, 1.63395, 1.63506, 1.67794, 1.72383, 1.71374, 1.59273, 1.55942, 1.5588, 1.54814, 1.55666, 1.53883, 1.54405, 1.55418, 1.5336, 1.51925, 1.51303, 1.50533, 1.50103, 1.49849, 1.49564, 1.49321, 1.48734, 1.48575, 1.47971, 1.47276, 1.46781, 1.46567, 1.46354, 1.46341, 1.46289, 1.44414, 1.58625, 1.64105, 1.73229, 1.6205, 1.43907, 1.43712, 1.434, 1.41894, 1.42356, 1.4101, 1.40524, 1.40256, 1.3957, 1.39629, 1.40582, 1.38542, 1.38245, 1.38015, 1.37777, 1.37292, 1.36874, 1.367, 1.35807, 1.35337, 1.34978, 1.34687, 1.34661, 1.34593, 1.35011, 1.34345, 1.34527, 1.34407, 1.33232, 1.33259, 1.34495, 1.34573, 1.34966, 1.34649, 1.35027, 1.36755, 1.37593, 1.32413, 1.31588, 1.30107, 1.29179, 1.28948, 1.28962, 1.29577, 1.28796, 
1.64114, 1.65806, 1.66396, 1.62479, 1.61346, 1.61578, 1.60788, 1.62334, 1.60905, 1.63072, 1.64285, 1.71838, 1.68431, 1.68278, 1.57467, 1.56231, 1.561, 1.55008, 1.54534, 1.55517, 1.55399, 1.55287, 1.53436, 1.52347, 1.51726, 1.51057, 1.50704, 1.50196, 1.49788, 1.49357, 1.48706, 1.48551, 1.48172, 1.47633, 1.4732, 1.46989, 1.47062, 1.46689, 1.46779, 1.43977, 1.55504, 1.59859, 1.71661, 1.49543, 1.43311, 1.44648, 1.44666, 1.43437, 1.42107, 1.4136, 1.40779, 1.40646, 1.40174, 1.39672, 1.3918, 1.38925, 1.38569, 1.384, 1.38223, 1.37797, 1.37628, 1.36636, 1.36495, 1.36022, 1.35383, 1.35404, 1.34866, 1.35096, 1.35192, 1.35325, 1.34737, 1.34577, 1.33907, 1.33689, 1.34438, 1.3474, 1.35377, 1.37203, 1.38004, 1.41161, 1.34963, 1.35074, 1.31313, 1.3055, 1.29658, 1.30083, 1.29181, 1.28925, 1.28957, 
1.64439, 1.66166, 1.65141, 1.6308, 1.61748, 1.61118, 1.61109, 1.61771, 1.6003, 1.62522, 1.65907, 1.66115, 1.68559, 1.66918, 1.58904, 1.57053, 1.56421, 1.55165, 1.5503, 1.55197, 1.55083, 1.55062, 1.52997, 1.52499, 1.52086, 1.51344, 1.51057, 1.50575, 1.50052, 1.4954, 1.50289, 1.48993, 1.48506, 1.48259, 1.47961, 1.48217, 1.47233, 1.47482, 1.48211, 1.44106, 1.54405, 1.7381, 1.72765, 1.54227, 1.45087, 1.44808, 1.43973, 1.43602, 1.4277, 1.41883, 1.41282, 1.43083, 1.41033, 1.40449, 1.3983, 1.39397, 1.38898, 1.38809, 1.38527, 1.38145, 1.37874, 1.37707, 1.36725, 1.36677, 1.35386, 1.35201, 1.34768, 1.3511, 1.35105, 1.35173, 1.34952, 1.34463, 1.34116, 1.34155, 1.34607, 1.34146, 1.36348, 1.35804, 1.40404, 1.38007, 1.38117, 1.34562, 1.32354, 1.31702, 1.31649, 1.29716, 1.31156, 1.29935, 1.30139, 
1.63759, 1.64987, 1.66111, 1.63716, 1.62206, 1.61667, 1.60707, 1.62038, 1.61663, 1.69321, 1.61765, 1.68889, 1.73323, 1.68469, 1.61834, 1.56951, 1.56919, 1.56811, 1.54949, 1.54603, 1.54802, 1.54718, 1.53288, 1.52572, 1.52523, 1.5178, 1.51246, 1.50773, 1.50604, 1.50213, 1.49454, 1.49092, 1.48873, 1.48597, 1.48338, 1.47696, 1.47214, 1.46732, 1.47776, 1.4853, 1.62317, 1.71764, 1.73663, 1.60407, 1.44411, 1.4472, 1.43836, 1.4303, 1.42579, 1.42204, 1.43369, 1.41248, 1.40685, 1.40183, 1.40009, 1.39524, 1.39294, 1.39, 1.38796, 1.3871, 1.38403, 1.37711, 1.36912, 1.36227, 1.35735, 1.35233, 1.35088, 1.34982, 1.34852, 1.34412, 1.34337, 1.34746, 1.34039, 1.34062, 1.35576, 1.35637, 1.35925, 1.36446, 1.38462, 1.39846, 1.44677, 1.31747, 1.3164, 1.3255, 1.30463, 1.30231, 1.29986, 1.29778, 1.29839, 
1.64165, 1.67141, 1.64238, 1.63477, 1.6297, 1.61692, 1.61261, 1.61062, 1.60246, 1.62163, 1.67114, 1.66889, 1.73313, 1.735, 1.58368, 1.58223, 1.5795, 1.56133, 1.563, 1.54661, 1.54527, 1.55822, 1.53657, 1.53228, 1.53302, 1.52381, 1.51559, 1.51093, 1.50694, 1.50409, 1.49774, 1.49386, 1.49177, 1.4915, 1.48548, 1.48297, 1.48426, 1.48236, 1.47877, 1.44525, 1.54501, 1.69249, 1.70254, 1.63023, 1.43736, 1.46208, 1.43726, 1.43767, 1.42703, 1.42432, 1.41918, 1.4127, 1.41033, 1.40802, 1.40395, 1.40006, 1.39481, 1.39289, 1.39168, 1.38952, 1.38791, 1.38154, 1.37782, 1.36885, 1.362, 1.35782, 1.35463, 1.34968, 1.34743, 1.34592, 1.34554, 1.34452, 1.35481, 1.34283, 1.34601, 1.34406, 1.36242, 1.39709, 1.39185, 1.38706, 1.41402, 1.32285, 1.32005, 1.32127, 1.31622, 1.30664, 1.30167, 1.29528, 1.29882, 
