1.6138, 1.61159, 1.6214, 1.60959, 1.60288, 1.59981, 1.59998, 1.59847, 1.59661, 1.58906, 1.59142, 1.59019, 1.59326, 1.57036, 1.5801, 1.59764, 1.6071, 1.60634, 1.61912, 1.65551, 1.68474, 1.68293, 1.67188, 1.59261, 1.52959, 1.5542, 1.55085, 1.54788, 1.54365, 1.55052, 1.55192, 1.56318, 1.53699, 1.52734, 1.52303, 1.52235, 1.53003, 1.50978, 1.50723, 1.50629, 1.50379, 1.50055, 1.49811, 1.49843, 1.49692, 1.49391, 1.49103, 1.48505, 1.48226, 1.48147, 1.47873, 1.47478, 1.47206, 1.47039, 1.46641, 1.46344, 1.45813, 1.45828, 1.45598, 1.45572, 1.45243, 1.45193, 1.44782, 1.45789, 1.4522, 1.4191, 1.44, 1.5204, 1.53602, 1.69981, 1.77664, 1.78414, 1.65664, 1.43698, 1.42005, 1.42404, 1.42349, 1.43769, 1.41451, 1.41092, 1.41268, 1.41251, 1.40288, 1.40189, 1.39995, 1.39569, 1.39376, 1.39479, 1.39137, 1.38958, 1.38505, 1.38059, 1.37868, 1.37488, 1.3758, 1.37018, 1.37047, 1.3658, 1.36282, 1.36218, 1.36065, 1.35857, 1.35611, 1.35458, 1.35745, 1.35243, 1.35065, 1.35376, 1.33991, 1.34126, 1.34344, 1.3396, 1.33444, 1.33148, 1.32828, 1.33061, 1.33175, 1.32575, 1.3214, 1.32049, 1.31816, 1.31925, 1.31588, 1.3147, 1.31367, 1.32111, 1.3224, 1.32662, 1.33654, 1.34104, 1.35115, 1.33471, 1.34046, 1.36771, 1.34447, 1.34528, 1.38602, 1.33102, 1.30927, 1.31731, 1.31793, 1.30287, 1.29243, 1.28594, 1.2805, 1.2803, 1.27948, 1.2757, 1.27618, 1.27554, 1.2971, 1.27919, 1.30033, 
1.61508, 1.61985, 1.61555, 1.60773, 1.6067, 1.6019, 1.59953, 1.59556, 1.59224, 1.59158, 1.60316, 1.6005, 1.58509, 1.58855, 1.61163, 1.61848, 1.61727, 1.62044, 1.65452, 1.66457, 1.67066, 1.66811, 1.65769, 1.56417, 1.53833, 1.55902, 1.55641, 1.54341, 1.54088, 1.54477, 1.55716, 1.55073, 1.54079, 1.52962, 1.52604, 1.52459, 1.51491, 1.51201, 1.50905, 1.50957, 1.50592, 1.51234, 1.50209, 1.49997, 1.49654, 1.49238, 1.49163, 1.48908, 1.48304, 1.47994, 1.47825, 1.47531, 1.47173, 1.47079, 1.46953, 1.4654, 1.46249, 1.45796, 1.4589, 1.45693, 1.45526, 1.45161, 1.45852, 1.44824, 1.45577, 1.46287, 1.4304, 1.5183, 1.54218, 1.68354, 1.74285, 1.73041, 1.6597, 1.41733, 1.38577, 1.42142, 1.42313, 1.41747, 1.41867, 1.41241, 1.4091, 1.41259, 1.39913, 1.40211, 1.39841, 1.39525, 1.394, 1.38923, 1.38683, 1.38782, 1.39277, 1.38449, 1.3788, 1.38162, 1.37431, 1.37221, 1.37109, 1.36739, 1.36559, 1.36161, 1.36104, 1.3591, 1.36138, 1.35693, 1.35731, 1.35286, 1.35143, 1.3516, 1.34778, 1.34665, 1.34374, 1.34206, 1.34091, 1.33603, 1.33485, 1.33476, 1.33184, 1.32883, 1.32871, 1.32478, 1.32225, 1.32253, 1.32015, 1.31716, 1.32013, 1.33352, 1.32663, 1.33356, 1.32851, 1.32832, 1.36685, 1.34493, 1.33916, 1.34149, 1.34505, 1.3711, 1.35334, 1.36387, 1.32056, 1.31609, 1.31003, 1.30304, 1.29343, 1.29486, 1.28135, 1.27747, 1.27747, 1.27449, 1.27403, 1.27434, 1.27679, 1.2763, 1.27276, 
1.64542, 1.6589, 1.6075, 1.61988, 1.607, 1.60654, 1.60585, 1.59934, 1.60837, 1.60326, 1.59679, 1.59955, 1.5869, 1.5717, 1.60728, 1.62418, 1.62948, 1.62831, 1.65263, 1.67344, 1.68823, 1.73108, 1.64327, 1.52025, 1.55069, 1.56081, 1.54843, 1.54426, 1.54073, 1.53801, 1.53612, 1.53624, 1.54408, 1.54267, 1.52256, 1.51788, 1.51908, 1.51548, 1.50996, 1.51084, 1.50853, 1.50529, 1.49862, 1.49922, 1.49604, 1.49206, 1.49265, 1.48937, 1.48773, 1.48334, 1.4822, 1.47871, 1.47501, 1.47242, 1.47262, 1.46985, 1.46719, 1.48513, 1.46009, 1.4598, 1.45425, 1.45102, 1.44842, 1.44762, 1.44558, 1.46249, 1.44018, 1.49299, 1.5742, 1.66794, 1.7229, 1.75459, 1.65571, 1.5021, 1.40584, 1.41989, 1.42273, 1.41778, 1.42362, 1.41107, 1.41234, 1.40626, 1.40156, 1.39991, 1.39788, 1.3934, 1.39166, 1.38694, 1.38644, 1.38604, 1.38562, 1.38354, 1.37986, 1.37689, 1.37507, 1.3722, 1.37223, 1.37136, 1.36907, 1.366, 1.36214, 1.36013, 1.35695, 1.35664, 1.35321, 1.35314, 1.35253, 1.35132, 1.35368, 1.34908, 1.34687, 1.34751, 1.34101, 1.33686, 1.34052, 1.33607, 1.33626, 1.33416, 1.33225, 1.3297, 1.32725, 1.32608, 1.3247, 1.32493, 1.3264, 1.32703, 1.33217, 1.33205, 1.32761, 1.33278, 1.3556, 1.35567, 1.34462, 1.36887, 1.35571, 1.35082, 1.35222, 1.3553, 1.31009, 1.30275, 1.31246, 1.31283, 1.29149, 1.28584, 1.28272, 1.29889, 1.28547, 1.27544, 1.27764, 1.277, 1.27356, 1.27577, 1.27505, 
1.67634, 1.65525, 1.62174, 1.6273, 1.6195, 1.61066, 1.60342, 1.6128, 1.60023, 1.61325, 1.60333, 1.6125, 1.60251, 1.57902, 1.62175, 1.61727, 1.63472, 1.63492, 1.68056, 1.68502, 1.72685, 1.69766, 1.63312, 1.56436, 1.52932, 1.55922, 1.55513, 1.56523, 1.54448, 1.54076, 1.54636, 1.54849, 1.54031, 1.54675, 1.5375, 1.52466, 1.51769, 1.51522, 1.51293, 1.51268, 1.51915, 1.50772, 1.50441, 1.50353, 1.50023, 1.49669, 1.49399, 1.4909, 1.49001, 1.4868, 1.48485, 1.48466, 1.48169, 1.47673, 1.47655, 1.47338, 1.46758, 1.47138, 1.45744, 1.45739, 1.45783, 1.45645, 1.45354, 1.46434, 1.46293, 1.44549, 1.44572, 1.48387, 1.59781, 1.64674, 1.7448, 1.74317, 1.69219, 1.50123, 1.41306, 1.42681, 1.43293, 1.42676, 1.41616, 1.41349, 1.41329, 1.41241, 1.42139, 1.40156, 1.39951, 1.39814, 1.3923, 1.38865, 1.38985, 1.38646, 1.38754, 1.38676, 1.38589, 1.38361, 1.37832, 1.37623, 1.37589, 1.37432, 1.37302, 1.37053, 1.36617, 1.36435, 1.362, 1.35842, 1.35766, 1.3546, 1.35244, 1.35662, 1.34862, 1.34928, 1.34651, 1.34605, 1.34109, 1.34341, 1.34224, 1.34106, 1.34017, 1.33974, 1.33922, 1.34683, 1.33331, 1.33219, 1.33008, 1.32767, 1.32968, 1.33072, 1.33307, 1.35071, 1.33141, 1.36822, 1.35361, 1.38547, 1.37721, 1.38551, 1.35807, 1.35834, 1.35439, 1.35703, 1.31632, 1.31236, 1.30243, 1.29866, 1.29217, 1.29273, 1.28344, 1.28037, 1.27928, 1.27603, 1.27608, 1.27949, 1.28051, 1.2837, 1.28506, 
1.66369, 1.6764, 1.6407, 1.6161, 1.61497, 1.61356, 1.60545, 1.60635, 1.61419, 1.60089, 1.60249, 1.60224, 1.60985, 1.59257, 1.61039, 1.6396, 1.6335, 1.65949, 1.66244, 1.70249, 1.70853, 1.70913, 1.70269, 1.59495, 1.54955, 1.57769, 1.5651, 1.55025, 1.56534, 1.54204, 1.53745, 1.54404, 1.55726, 1.54417, 1.5547, 1.53387, 1.52949, 1.51977, 1.5281, 1.52334, 1.51307, 1.50984, 1.50656, 1.50617, 1.50198, 1.49905, 1.4953, 1.49516, 1.49224, 1.49246, 1.48754, 1.49295, 1.4827, 1.48182, 1.47975, 1.47602, 1.47119, 1.46835, 1.46462, 1.46835, 1.46049, 1.4599, 1.45896, 1.45746, 1.46146, 1.45274, 1.44156, 1.49994, 1.54281, 1.64243, 1.69313, 1.69473, 1.66305, 1.52971, 1.41971, 1.41417, 1.45383, 1.43764, 1.4243, 1.41874, 1.41398, 1.41984, 1.42411, 1.40594, 1.40471, 1.40086, 1.40039, 1.39706, 1.39413, 1.39424, 1.39427, 1.3917, 1.38944, 1.38659, 1.38257, 1.38234, 1.37569, 1.37813, 1.37508, 1.37199, 1.3727, 1.36957, 1.36812, 1.36441, 1.36142, 1.35858, 1.35797, 1.3542, 1.35249, 1.34953, 1.35008, 1.35088, 1.34755, 1.34507, 1.35046, 1.3465, 1.34894, 1.34569, 1.34417, 1.34124, 1.33913, 1.33736, 1.33428, 1.33323, 1.33218, 1.34684, 1.3442, 1.33876, 1.33534, 1.34055, 1.3502, 1.35115, 1.35424, 1.34697, 1.37435, 1.37135, 1.35202, 1.34962, 1.29479, 1.31667, 1.30842, 1.3141, 1.32005, 1.2929, 1.30636, 1.28645, 1.28495, 1.28561, 1.28525, 1.28477, 1.28049, 1.28248, 1.28118, 
1.627, 1.66067, 1.66809, 1.65433, 1.61858, 1.61449, 1.6153, 1.61454, 1.60522, 1.6175, 1.62192, 1.62498, 1.61405, 1.60888, 1.61317, 1.62789, 1.64652, 1.66261, 1.67835, 1.6975, 1.73754, 1.71794, 1.65161, 1.57546, 1.56922, 1.56391, 1.56761, 1.55927, 1.55123, 1.54767, 1.5428, 1.53848, 1.54081, 1.54733, 1.56917, 1.52693, 1.52812, 1.52308, 1.52395, 1.52696, 1.51352, 1.50917, 1.50621, 1.50406, 1.50103, 1.4984, 1.49747, 1.49586, 1.49483, 1.49184, 1.48955, 1.48858, 1.48638, 1.4837, 1.48043, 1.47835, 1.47618, 1.46907, 1.47128, 1.4674, 1.46666, 1.465, 1.46434, 1.46508, 1.47262, 1.44699, 1.44097, 1.50027, 1.54903, 1.64969, 1.70661, 1.74862, 1.69918, 1.52365, 1.44324, 1.45895, 1.4415, 1.43612, 1.43165, 1.42493, 1.43671, 1.41628, 1.41424, 1.41076, 1.40591, 1.40416, 1.40503, 1.3999, 1.39775, 1.39436, 1.39319, 1.38694, 1.39165, 1.38888, 1.38573, 1.38385, 1.38226, 1.38006, 1.37951, 1.37979, 1.37855, 1.37305, 1.37086, 1.37015, 1.36578, 1.35947, 1.35982, 1.35523, 1.35257, 1.3516, 1.35102, 1.34789, 1.34842, 1.34731, 1.34679, 1.35056, 1.35305, 1.35037, 1.34945, 1.34761, 1.34455, 1.34057, 1.33777, 1.33642, 1.33594, 1.34094, 1.33634, 1.35453, 1.33925, 1.34011, 1.34393, 1.36815, 1.40546, 1.35373, 1.39566, 1.42259, 1.37644, 1.36043, 1.31634, 1.32747, 1.31274, 1.30738, 1.31972, 1.29636, 1.29063, 1.29167, 1.29527, 1.29456, 1.3124, 1.28812, 1.28598, 1.28395, 1.28125, 
1.6561, 1.65855, 1.66983, 1.65114, 1.64068, 1.62663, 1.62096, 1.62638, 1.607, 1.61096, 1.61113, 1.61877, 1.62385, 1.59957, 1.63768, 1.62527, 1.6305, 1.65652, 1.66668, 1.71585, 1.70661, 1.67587, 1.63458, 1.56178, 1.53465, 1.56858, 1.56534, 1.56132, 1.55596, 1.55068, 1.54538, 1.54921, 1.54294, 1.55134, 1.55484, 1.57237, 1.5422, 1.52989, 1.53008, 1.52191, 1.52702, 1.52966, 1.51925, 1.51003, 1.50684, 1.50627, 1.50414, 1.50112, 1.50003, 1.4966, 1.49187, 1.48841, 1.48822, 1.48446, 1.48277, 1.49209, 1.48069, 1.4774, 1.47476, 1.4732, 1.47322, 1.47126, 1.46949, 1.46859, 1.46857, 1.46254, 1.44803, 1.51247, 1.56621, 1.62354, 1.73667, 1.74147, 1.71392, 1.5751, 1.44363, 1.44181, 1.45323, 1.44748, 1.4388, 1.43404, 1.42776, 1.43343, 1.42005, 1.41594, 1.41317, 1.40958, 1.4093, 1.40761, 1.40627, 1.40313, 1.39967, 1.39842, 1.39308, 1.39299, 1.38898, 1.38623, 1.38789, 1.38588, 1.38386, 1.38341, 1.38001, 1.37891, 1.3788, 1.37607, 1.37218, 1.36719, 1.36393, 1.36074, 1.3618, 1.35444, 1.34996, 1.34924, 1.34886, 1.34976, 1.35278, 1.35254, 1.35172, 1.35528, 1.35304, 1.3499, 1.34727, 1.34726, 1.34502, 1.3427, 1.33989, 1.34374, 1.34523, 1.35116, 1.34086, 1.34576, 1.3487, 1.3635, 1.38191, 1.37789, 1.36813, 1.38597, 1.38819, 1.37037, 1.33648, 1.32599, 1.31935, 1.31241, 1.31219, 1.30174, 1.3023, 1.29874, 1.31383, 1.30912, 1.2957, 1.29419, 1.29371, 1.28845, 1.2896, 
1.64478, 1.64759, 1.62788, 1.66718, 1.65849, 1.62094, 1.62326, 1.61601, 1.62818, 1.60976, 1.61922, 1.60827, 1.61247, 1.59527, 1.6142, 1.62135, 1.6512, 1.66183, 1.69497, 1.69472, 1.7012, 1.69701, 1.70908, 1.59823, 1.56938, 1.57508, 1.56897, 1.56945, 1.55689, 1.55151, 1.54994, 1.56886, 1.54712, 1.53823, 1.53959, 1.54085, 1.53565, 1.53642, 1.525, 1.52364, 1.52317, 1.51966, 1.51694, 1.51233, 1.50985, 1.5076, 1.50644, 1.50355, 1.5014, 1.49679, 1.49601, 1.49473, 1.49182, 1.48853, 1.48773, 1.48581, 1.48713, 1.48232, 1.47973, 1.47881, 1.49216, 1.47289, 1.46988, 1.47773, 1.48164, 1.4466, 1.45086, 1.53892, 1.58186, 1.65891, 1.73268, 1.73852, 1.6715, 1.57607, 1.46623, 1.45314, 1.45668, 1.44966, 1.44463, 1.46277, 1.4314, 1.42751, 1.42444, 1.42081, 1.41643, 1.41247, 1.41089, 1.41348, 1.4124, 1.40711, 1.40561, 1.40282, 1.39943, 1.39748, 1.39377, 1.39235, 1.39069, 1.38933, 1.38579, 1.38717, 1.38739, 1.38556, 1.38181, 1.3806, 1.3784, 1.37114, 1.36734, 1.36188, 1.35849, 1.35567, 1.35648, 1.35073, 1.34911, 1.34924, 1.35101, 1.35078, 1.35079, 1.37441, 1.34995, 1.35768, 1.34437, 1.34411, 1.34369, 1.34079, 1.33961, 1.34997, 1.35131, 1.34665, 1.34122, 1.33961, 1.35397, 1.37438, 1.3671, 1.37026, 1.3948, 1.3837, 1.43316, 1.38435, 1.35086, 1.30857, 1.33661, 1.31588, 1.31852, 1.31566, 1.31941, 1.31403, 1.31322, 1.31248, 1.29721, 1.29958, 1.29933, 1.3015, 1.29595, 
1.638, 1.64311, 1.64423, 1.64736, 1.64455, 1.62393, 1.62108, 1.6175, 1.61384, 1.61102, 1.60944, 1.61163, 1.60683, 1.58692, 1.63737, 1.64767, 1.68209, 1.69619, 1.68591, 1.72543, 1.7133, 1.72717, 1.6696, 1.62311, 1.56128, 1.57158, 1.57881, 1.56195, 1.5586, 1.55535, 1.5489, 1.54675, 1.54483, 1.54928, 1.55752, 1.56344, 1.545, 1.53259, 1.52976, 1.53021, 1.52739, 1.527, 1.52134, 1.51862, 1.51406, 1.51121, 1.50901, 1.50413, 1.50352, 1.50119, 1.49843, 1.49487, 1.49325, 1.49012, 1.49146, 1.49103, 1.49003, 1.48822, 1.48505, 1.483, 1.48965, 1.47296, 1.48645, 1.47079, 1.47939, 1.4499, 1.45444, 1.51076, 1.55499, 1.63505, 1.71004, 1.70453, 1.65175, 1.55114, 1.54131, 1.42299, 1.44815, 1.45715, 1.4479, 1.44351, 1.43003, 1.42758, 1.42492, 1.42399, 1.42075, 1.41866, 1.4142, 1.41277, 1.41035, 1.40877, 1.40504, 1.40393, 1.40294, 1.39881, 1.39695, 1.40215, 1.39394, 1.39323, 1.39078, 1.39163, 1.39083, 1.38823, 1.38619, 1.38584, 1.38013, 1.37499, 1.36938, 1.36705, 1.36432, 1.36029, 1.35798, 1.35795, 1.35352, 1.35288, 1.35095, 1.34927, 1.34959, 1.34669, 1.34376, 1.34352, 1.34344, 1.34363, 1.34305, 1.34394, 1.34167, 1.35765, 1.34636, 1.34522, 1.35021, 1.37504, 1.3641, 1.3726, 1.37268, 1.43903, 1.38498, 1.42001, 1.40995, 1.35382, 1.33284, 1.3227, 1.33449, 1.31908, 1.31573, 1.31259, 1.30783, 1.3088, 1.30507, 1.29966, 1.29555, 1.29835, 1.29882, 1.30178, 1.30185, 
1.63889, 1.64062, 1.64383, 1.63451, 1.65321, 1.65129, 1.6241, 1.63021, 1.62262, 1.61497, 1.61776, 1.62052, 1.61127, 1.61346, 1.61053, 1.6271, 1.64951, 1.66301, 1.63656, 1.73839, 1.73453, 1.73156, 1.67654, 1.60625, 1.57901, 1.57969, 1.58542, 1.57072, 1.57116, 1.55941, 1.55626, 1.54754, 1.5457, 1.54457, 1.5569, 1.54499, 1.55505, 1.55022, 1.53737, 1.5361, 1.53594, 1.52829, 1.52416, 1.51945, 1.5164, 1.51396, 1.51343, 1.50983, 1.50643, 1.50274, 1.50159, 1.49766, 1.49482, 1.50282, 1.49274, 1.49138, 1.48685, 1.48721, 1.48388, 1.48874, 1.48546, 1.47564, 1.47681, 1.48588, 1.48278, 1.45833, 1.48186, 1.54115, 1.59274, 1.67546, 1.70917, 1.71475, 1.7021, 1.55788, 1.48139, 1.42515, 1.44701, 1.45094, 1.45385, 1.43538, 1.43051, 1.4379, 1.42451, 1.42373, 1.42255, 1.41933, 1.41864, 1.41537, 1.41579, 1.41241, 1.41198, 1.40882, 1.40873, 1.40538, 1.40401, 1.39824, 1.3965, 1.3953, 1.39466, 1.39508, 1.39302, 1.40201, 1.38953, 1.38733, 1.38475, 1.37972, 1.37683, 1.37255, 1.3663, 1.36508, 1.3632, 1.36294, 1.35885, 1.35792, 1.35463, 1.35134, 1.3527, 1.34979, 1.34989, 1.34636, 1.3474, 1.34646, 1.34543, 1.34494, 1.34225, 1.34574, 1.35355, 1.34722, 1.33857, 1.35676, 1.3681, 1.37911, 1.40378, 1.42444, 1.39456, 1.4026, 1.42388, 1.38456, 1.33364, 1.30935, 1.3331, 1.32297, 1.31992, 1.31907, 1.31105, 1.31151, 1.31275, 1.32681, 1.29978, 1.29879, 1.29779, 1.31057, 1.30105, 
