1.61425, 1.61293, 1.62201, 1.61744, 1.6031, 1.60109, 1.60075, 1.59259, 1.59687, 1.58687, 1.58928, 1.60395, 1.59261, 1.59262, 1.56998, 1.57909, 1.59756, 1.60733, 1.60649, 1.61963, 1.65767, 1.65296, 1.68202, 1.67254, 1.66178, 1.54404, 1.53106, 1.55432, 1.54704, 1.54842, 1.54419, 1.54175, 1.55094, 1.56382, 1.54841, 1.53652, 1.5275, 1.52423, 1.51471, 1.51016, 1.50971, 1.50687, 1.50779, 1.50403, 1.5018, 1.50008, 1.49954, 1.49795, 1.4947, 1.49122, 1.49172, 1.49464, 1.48217, 1.48114, 1.47795, 1.47583, 1.47317, 1.4716, 1.46828, 1.46378, 1.4618, 1.45768, 1.45734, 1.45382, 1.46853, 1.45169, 1.45144, 1.46564, 1.45738, 1.4537, 1.46089, 1.41794, 1.45669, 1.53632, 1.60298, 1.76816, 1.78187, 1.78557, 1.65662, 1.53154, 1.41959, 1.41173, 1.42327, 1.42481, 1.41438, 1.41333, 1.41072, 1.41387, 1.40935, 1.41201, 1.40143, 1.39962, 1.39633, 1.3938, 1.39334, 1.39156, 1.38966, 1.38598, 1.3822, 1.38074, 1.37768, 1.37367, 1.37395, 1.36955, 1.37092, 1.36794, 1.36479, 1.36271, 1.35969, 1.36006, 1.35671, 1.3547, 1.35473, 1.35753, 1.35121, 1.35181, 1.35258, 1.33994, 1.34135, 1.34426, 1.33958, 1.33419, 1.3316, 1.32994, 1.32906, 1.33139, 1.32525, 1.35134, 1.3211, 1.32043, 1.31857, 1.31892, 1.31535, 1.31558, 1.31402, 1.31909, 1.32021, 1.32366, 1.33659, 1.3244, 1.34169, 1.33506, 1.33497, 1.35526, 1.35514, 1.36798, 1.34494, 1.35842, 1.3778, 1.33028, 1.30905, 1.30917, 1.31966, 1.29656, 1.29917, 1.28564, 1.28161, 1.28157, 1.28537, 1.27645, 1.2965, 1.28724, 1.27501, 1.29859, 1.27858, 1.2931, 
1.64512, 1.64962, 1.65235, 1.62185, 1.66187, 1.62516, 1.62494, 1.62883, 1.61268, 1.60976, 1.61468, 1.62042, 1.61101, 1.60881, 1.5881, 1.63447, 1.64485, 1.6655, 1.66012, 1.66965, 1.73484, 1.6935, 1.69204, 1.68476, 1.62955, 1.57443, 1.54496, 1.5648, 1.56812, 1.56821, 1.5578, 1.56416, 1.56085, 1.54487, 1.54484, 1.54388, 1.54104, 1.555, 1.55292, 1.54353, 1.53015, 1.52619, 1.52544, 1.52319, 1.52096, 1.51691, 1.51239, 1.51309, 1.5093, 1.51233, 1.5053, 1.50376, 1.50275, 1.49664, 1.49465, 1.4931, 1.49296, 1.49092, 1.49488, 1.48947, 1.48447, 1.4823, 1.48021, 1.49379, 1.47734, 1.47475, 1.47194, 1.46943, 1.47088, 1.47524, 1.48094, 1.43023, 1.4966, 1.54726, 1.58776, 1.67138, 1.74632, 1.73778, 1.70394, 1.59151, 1.48241, 1.44028, 1.4476, 1.4521, 1.44153, 1.43749, 1.43207, 1.43351, 1.42714, 1.42366, 1.41988, 1.41658, 1.41454, 1.41201, 1.41067, 1.40999, 1.40782, 1.40652, 1.4061, 1.40043, 1.39953, 1.39614, 1.39135, 1.39179, 1.3904, 1.38973, 1.38452, 1.38653, 1.38449, 1.38363, 1.38086, 1.37879, 1.37917, 1.3735, 1.36996, 1.36708, 1.36242, 1.36038, 1.35549, 1.3545, 1.35047, 1.35024, 1.35087, 1.34851, 1.35178, 1.35213, 1.35283, 1.35014, 1.34842, 1.35922, 1.34681, 1.34511, 1.34307, 1.34108, 1.34334, 1.34204, 1.34222, 1.35048, 1.34652, 1.34125, 1.35387, 1.35274, 1.37061, 1.36291, 1.41312, 1.43112, 1.38004, 1.43674, 1.38193, 1.34676, 1.32415, 1.31595, 1.32368, 1.3166, 1.32691, 1.31895, 1.30951, 1.30154, 1.29926, 1.30186, 1.29949, 1.30026, 1.29874, 1.29779, 1.30019, 1.29885, 
1.65204, 1.65159, 1.64712, 1.64704, 1.64197, 1.65066, 1.6529, 1.65419, 1.65124, 1.62575, 1.62042, 1.6143, 1.61996, 1.61647, 1.59902, 1.61245, 1.66211, 1.71287, 1.70379, 1.73422, 1.73368, 1.74567, 1.74117, 1.67466, 1.66813, 1.56408, 1.55112, 1.5785, 1.58881, 1.58199, 1.56862, 1.56727, 1.57128, 1.5609, 1.56551, 1.55599, 1.56148, 1.54757, 1.54426, 1.54735, 1.54795, 1.55008, 1.54385, 1.53389, 1.5439, 1.53149, 1.52989, 1.52919, 1.52373, 1.52381, 1.52085, 1.51858, 1.51361, 1.5114, 1.51069, 1.51001, 1.50774, 1.50381, 1.5034, 1.49985, 1.49762, 1.49291, 1.49225, 1.48939, 1.48851, 1.48192, 1.47954, 1.47782, 1.47849, 1.47924, 1.47287, 1.4509, 1.46506, 1.52056, 1.56169, 1.65084, 1.67619, 1.68015, 1.65356, 1.62134, 1.54182, 1.43033, 1.43069, 1.44362, 1.44757, 1.44984, 1.42979, 1.42838, 1.42794, 1.42669, 1.42717, 1.42267, 1.41824, 1.41981, 1.41734, 1.4137, 1.41291, 1.41382, 1.41288, 1.40985, 1.40862, 1.40426, 1.40205, 1.40276, 1.39893, 1.39673, 1.39537, 1.39432, 1.39144, 1.39111, 1.38694, 1.38967, 1.3898, 1.3881, 1.38772, 1.38586, 1.3848, 1.38259, 1.37848, 1.37455, 1.37104, 1.36989, 1.37082, 1.36701, 1.36616, 1.36575, 1.36393, 1.36444, 1.36115, 1.36207, 1.36042, 1.35993, 1.35919, 1.35728, 1.35632, 1.35532, 1.35211, 1.3643, 1.3537, 1.34726, 1.34304, 1.35835, 1.39186, 1.44208, 1.39576, 1.42441, 1.42314, 1.46802, 1.42645, 1.4027, 1.34014, 1.30998, 1.33661, 1.34128, 1.32952, 1.31694, 1.31378, 1.31542, 1.32337, 1.30802, 1.30853, 1.30565, 1.30333, 1.30294, 1.30795, 1.30035, 
1.66706, 1.66382, 1.66166, 1.65464, 1.65362, 1.68669, 1.64789, 1.64607, 1.64812, 1.65522, 1.66585, 1.6582, 1.62821, 1.63668, 1.61877, 1.61275, 1.63762, 1.64455, 1.66461, 1.7588, 1.75827, 1.79295, 1.79753, 1.79201, 1.78481, 1.67276, 1.579, 1.59311, 1.60236, 1.58363, 1.58255, 1.58465, 1.57745, 1.57374, 1.57212, 1.57162, 1.56993, 1.56594, 1.56485, 1.56347, 1.55942, 1.579, 1.5999, 1.60423, 1.58676, 1.57586, 1.55419, 1.54111, 1.53883, 1.53683, 1.53321, 1.53099, 1.52986, 1.52842, 1.52497, 1.52408, 1.52126, 1.52012, 1.517, 1.51426, 1.512, 1.50999, 1.50574, 1.50385, 1.5032, 1.50255, 1.51684, 1.49749, 1.50554, 1.49593, 1.50812, 1.49559, 1.47472, 1.52331, 1.55861, 1.63303, 1.66486, 1.67942, 1.67877, 1.60578, 1.57266, 1.49571, 1.44741, 1.49001, 1.47638, 1.46802, 1.4795, 1.46047, 1.45804, 1.46466, 1.45227, 1.45052, 1.4474, 1.4432, 1.43872, 1.43421, 1.4331, 1.42847, 1.42951, 1.42821, 1.4267, 1.42403, 1.42461, 1.42026, 1.41924, 1.41755, 1.41317, 1.41226, 1.41162, 1.40979, 1.40852, 1.40681, 1.40299, 1.40182, 1.39892, 1.39872, 1.39788, 1.39297, 1.39099, 1.3877, 1.38595, 1.38188, 1.38015, 1.37774, 1.37666, 1.37389, 1.37485, 1.37342, 1.36909, 1.36858, 1.3673, 1.36795, 1.36744, 1.36688, 1.36527, 1.36761, 1.37803, 1.37243, 1.37147, 1.37073, 1.3761, 1.43115, 1.42352, 1.42335, 1.46582, 1.45858, 1.46263, 1.45217, 1.45398, 1.40913, 1.40935, 1.34294, 1.32551, 1.33482, 1.33297, 1.33394, 1.32644, 1.3263, 1.32425, 1.34258, 1.32649, 1.31701, 1.317, 1.3195, 1.31407, 1.31734, 
1.68213, 1.67944, 1.67556, 1.67457, 1.6725, 1.66896, 1.66526, 1.66343, 1.66143, 1.65951, 1.65491, 1.6555, 1.66098, 1.67809, 1.66078, 1.62496, 1.60708, 1.61494, 1.70908, 1.79578, 1.79924, 1.83838, 1.85781, 1.81685, 1.77336, 1.74207, 1.5857, 1.58956, 1.60661, 1.59583, 1.59601, 1.59624, 1.59323, 1.5871, 1.58408, 1.58362, 1.58047, 1.57774, 1.57619, 1.57769, 1.57626, 1.57137, 1.56715, 1.55954, 1.55496, 1.56132, 1.55387, 1.56417, 1.56534, 1.561, 1.55829, 1.55138, 1.54321, 1.542, 1.53361, 1.53196, 1.53219, 1.5304, 1.5275, 1.52063, 1.51625, 1.51745, 1.51259, 1.51229, 1.51124, 1.51311, 1.50214, 1.50195, 1.51672, 1.51263, 1.5119, 1.51801, 1.48511, 1.52597, 1.57505, 1.59299, 1.62098, 1.65182, 1.63188, 1.61703, 1.62333, 1.54648, 1.4721, 1.44783, 1.46053, 1.45915, 1.47126, 1.47428, 1.46919, 1.47052, 1.45885, 1.44826, 1.45551, 1.4463, 1.44408, 1.44316, 1.44107, 1.43735, 1.43352, 1.42772, 1.42406, 1.42365, 1.42359, 1.42416, 1.4272, 1.42986, 1.42916, 1.42538, 1.41859, 1.41691, 1.41398, 1.4132, 1.4137, 1.4143, 1.41282, 1.40931, 1.40719, 1.405, 1.3951, 1.39501, 1.39525, 1.39302, 1.39595, 1.39521, 1.39346, 1.38955, 1.38294, 1.38413, 1.38442, 1.37888, 1.3791, 1.37371, 1.37281, 1.37267, 1.37566, 1.37407, 1.37846, 1.36764, 1.37537, 1.36877, 1.34286, 1.37583, 1.40656, 1.43543, 1.47588, 1.52336, 1.504, 1.5052, 1.50031, 1.45817, 1.44112, 1.37785, 1.36171, 1.35236, 1.35088, 1.34774, 1.34392, 1.3572, 1.33268, 1.33656, 1.338, 1.33658, 1.33225, 1.32806, 1.32902, 1.32381, 
1.66192, 1.66087, 1.66835, 1.6577, 1.65378, 1.65271, 1.64877, 1.64481, 1.64343, 1.63925, 1.63741, 1.6405, 1.63677, 1.63495, 1.63605, 1.6374, 1.59416, 1.62736, 1.67322, 1.71864, 1.78634, 1.81375, 1.83789, 1.89029, 1.82633, 1.74829, 1.62599, 1.56634, 1.59191, 1.59199, 1.58364, 1.58015, 1.58555, 1.59995, 1.57146, 1.57148, 1.57359, 1.56102, 1.55919, 1.55491, 1.55126, 1.54843, 1.54764, 1.547, 1.54656, 1.54335, 1.54144, 1.54331, 1.54386, 1.54376, 1.54053, 1.5356, 1.54519, 1.54513, 1.54291, 1.52994, 1.52759, 1.51527, 1.51387, 1.51909, 1.51204, 1.51965, 1.50377, 1.49989, 1.49574, 1.49248, 1.49025, 1.48834, 1.48798, 1.48736, 1.49008, 1.50015, 1.47063, 1.49551, 1.55502, 1.57163, 1.59302, 1.62095, 1.62666, 1.61727, 1.57622, 1.55357, 1.5079, 1.43371, 1.45836, 1.47094, 1.46801, 1.45736, 1.47407, 1.47603, 1.45856, 1.45145, 1.43432, 1.4373, 1.42633, 1.42687, 1.42577, 1.42429, 1.4241, 1.42602, 1.42625, 1.4241, 1.42214, 1.42139, 1.41732, 1.41361, 1.41226, 1.40926, 1.40683, 1.40349, 1.40218, 1.40637, 1.41882, 1.40986, 1.39952, 1.39936, 1.38912, 1.38436, 1.38396, 1.38118, 1.37912, 1.3785, 1.37631, 1.37353, 1.3719, 1.37098, 1.3709, 1.37054, 1.36816, 1.36686, 1.36973, 1.36799, 1.36249, 1.36062, 1.37082, 1.35614, 1.35537, 1.36135, 1.3765, 1.37527, 1.34476, 1.37297, 1.4173, 1.3945, 1.3965, 1.42258, 1.51061, 1.53165, 1.54192, 1.5208, 1.46912, 1.39943, 1.35824, 1.34111, 1.35073, 1.34623, 1.32818, 1.32631, 1.33692, 1.32066, 1.32141, 1.3415, 1.31945, 1.319, 1.31791, 1.31706, 
1.66151, 1.65433, 1.65808, 1.64584, 1.6467, 1.6542, 1.64048, 1.63378, 1.63052, 1.63101, 1.62672, 1.63003, 1.62073, 1.62159, 1.62232, 1.61889, 1.61623, 1.58765, 1.65664, 1.71044, 1.7793, 1.8455, 1.86803, 1.89758, 1.9027, 1.67719, 1.64859, 1.56094, 1.59669, 1.59225, 1.58113, 1.57191, 1.57111, 1.56748, 1.56794, 1.56153, 1.55745, 1.55407, 1.54997, 1.54959, 1.54675, 1.54203, 1.54172, 1.54451, 1.54053, 1.53684, 1.53454, 1.53233, 1.52932, 1.52575, 1.52329, 1.52106, 1.52037, 1.51608, 1.51431, 1.52121, 1.52354, 1.52654, 1.5174, 1.50293, 1.50013, 1.49728, 1.49426, 1.49186, 1.49815, 1.48798, 1.49372, 1.48413, 1.48292, 1.48112, 1.48467, 1.48807, 1.47932, 1.49289, 1.5176, 1.50825, 1.53031, 1.55779, 1.59283, 1.5615, 1.57427, 1.56218, 1.5131, 1.46302, 1.42272, 1.44413, 1.45759, 1.45462, 1.43317, 1.43255, 1.43291, 1.44484, 1.44375, 1.43712, 1.44029, 1.42199, 1.42016, 1.42953, 1.42401, 1.41416, 1.4138, 1.41285, 1.40969, 1.40865, 1.4065, 1.40258, 1.4013, 1.39991, 1.39859, 1.39673, 1.39496, 1.39464, 1.39283, 1.3896, 1.38762, 1.38617, 1.3844, 1.38334, 1.38156, 1.37778, 1.37683, 1.37431, 1.37132, 1.37034, 1.36704, 1.36506, 1.36283, 1.36111, 1.35955, 1.35791, 1.35758, 1.35607, 1.35474, 1.35347, 1.35195, 1.35229, 1.35059, 1.35004, 1.35059, 1.36085, 1.36935, 1.3244, 1.37182, 1.43691, 1.47105, 1.53047, 1.54723, 1.54903, 1.54439, 1.52366, 1.42434, 1.39835, 1.2966, 1.33199, 1.32676, 1.34725, 1.31361, 1.3144, 1.31301, 1.31276, 1.31156, 1.31062, 1.30833, 1.30748, 1.30924, 1.30493, 
1.65765, 1.65845, 1.64934, 1.64503, 1.64318, 1.63936, 1.63677, 1.63387, 1.63119, 1.62922, 1.62779, 1.62641, 1.62345, 1.62194, 1.61976, 1.62383, 1.61789, 1.60554, 1.61031, 1.67271, 1.76875, 1.7974, 1.86118, 1.93343, 1.88721, 1.84949, 1.65997, 1.55211, 1.58336, 1.58229, 1.58366, 1.5793, 1.5718, 1.56627, 1.56233, 1.56141, 1.55894, 1.55683, 1.55258, 1.55035, 1.54792, 1.54455, 1.54405, 1.54155, 1.53884, 1.53665, 1.53512, 1.53245, 1.52977, 1.52515, 1.52273, 1.52038, 1.5164, 1.51474, 1.51253, 1.5091, 1.50779, 1.50615, 1.50464, 1.51296, 1.52379, 1.51538, 1.51991, 1.50508, 1.49645, 1.49337, 1.50671, 1.48534, 1.48225, 1.48565, 1.49247, 1.49649, 1.46081, 1.48175, 1.51204, 1.51554, 1.56353, 1.57895, 1.57829, 1.55754, 1.56843, 1.54666, 1.5297, 1.50274, 1.45546, 1.45735, 1.45174, 1.45498, 1.4409, 1.4373, 1.44051, 1.43138, 1.42983, 1.42632, 1.42991, 1.42376, 1.44242, 1.43323, 1.41611, 1.41373, 1.41278, 1.40918, 1.40853, 1.40872, 1.4083, 1.40632, 1.40492, 1.4047, 1.40333, 1.39973, 1.39921, 1.39801, 1.39479, 1.39316, 1.392, 1.39027, 1.38656, 1.38465, 1.38261, 1.37997, 1.37761, 1.37715, 1.37331, 1.36886, 1.36479, 1.36048, 1.36011, 1.36049, 1.35661, 1.35543, 1.35302, 1.35327, 1.35168, 1.35245, 1.35136, 1.35114, 1.35064, 1.35025, 1.35037, 1.35814, 1.35279, 1.34952, 1.35744, 1.37074, 1.42637, 1.49885, 1.53977, 1.56555, 1.57847, 1.56191, 1.51378, 1.37876, 1.32125, 1.32019, 1.3461, 1.33681, 1.31734, 1.31724, 1.31607, 1.31596, 1.31433, 1.31479, 1.31355, 1.31368, 1.31197, 1.30975, 
1.65732, 1.65454, 1.65179, 1.6487, 1.64803, 1.64417, 1.64112, 1.64316, 1.64934, 1.63085, 1.62805, 1.62485, 1.62172, 1.61965, 1.62449, 1.62717, 1.61427, 1.61824, 1.60394, 1.62026, 1.67264, 1.73406, 1.79774, 1.86089, 1.94918, 1.85211, 1.64446, 1.56234, 1.59646, 1.58581, 1.58229, 1.58331, 1.58762, 1.58149, 1.56171, 1.56497, 1.5566, 1.55352, 1.56506, 1.55123, 1.54816, 1.54447, 1.54162, 1.53624, 1.54212, 1.53034, 1.52641, 1.52393, 1.52027, 1.51885, 1.51496, 1.51281, 1.51612, 1.50985, 1.50811, 1.5074, 1.5065, 1.50526, 1.51338, 1.5027, 1.51045, 1.506, 1.50504, 1.5076, 1.5268, 1.53405, 1.51752, 1.50915, 1.48323, 1.48809, 1.4891, 1.48609, 1.45845, 1.45619, 1.47709, 1.49611, 1.53276, 1.55833, 1.54971, 1.51709, 1.52417, 1.53525, 1.53562, 1.4948, 1.43346, 1.43197, 1.43874, 1.45714, 1.46795, 1.48589, 1.4679, 1.48361, 1.48975, 1.47865, 1.45723, 1.47171, 1.43145, 1.42645, 1.43724, 1.41756, 1.41559, 1.41339, 1.40977, 1.40935, 1.40582, 1.40287, 1.40123, 1.3964, 1.39343, 1.39164, 1.38962, 1.38826, 1.38663, 1.38512, 1.38527, 1.38346, 1.38194, 1.37747, 1.37584, 1.3782, 1.37218, 1.37167, 1.37118, 1.36784, 1.36898, 1.36817, 1.36498, 1.36368, 1.36343, 1.36106, 1.36035, 1.36441, 1.35631, 1.35323, 1.35713, 1.36121, 1.3536, 1.35549, 1.35489, 1.35307, 1.35461, 1.3611, 1.32073, 1.35031, 1.39297, 1.46398, 1.51108, 1.59967, 1.59305, 1.60629, 1.53446, 1.40699, 1.30883, 1.33545, 1.3297, 1.32973, 1.34402, 1.3203, 1.33115, 1.33102, 1.33562, 1.3155, 1.31297, 1.31198, 1.30858, 1.30531, 
1.64421, 1.64057, 1.63775, 1.6346, 1.63147, 1.63002, 1.62779, 1.62657, 1.62381, 1.62279, 1.62076, 1.61777, 1.61651, 1.61075, 1.6096, 1.6281, 1.60773, 1.60444, 1.6127, 1.57897, 1.64735, 1.72921, 1.75816, 1.87388, 1.97052, 1.95538, 1.59528, 1.52796, 1.55216, 1.60772, 1.68967, 1.69267, 1.66922, 1.61457, 1.60297, 1.5862, 1.57897, 1.57266, 1.56138, 1.55473, 1.5434, 1.53861, 1.53605, 1.53366, 1.53205, 1.52707, 1.5256, 1.52285, 1.52176, 1.51835, 1.51643, 1.51462, 1.5119, 1.50829, 1.5083, 1.50392, 1.49906, 1.49676, 1.4951, 1.49389, 1.492, 1.4901, 1.49923, 1.48537, 1.48187, 1.47872, 1.47677, 1.47391, 1.47161, 1.47841, 1.48331, 1.47605, 1.47638, 1.47058, 1.48186, 1.52424, 1.5431, 1.53073, 1.51072, 1.51701, 1.48509, 1.51646, 1.49417, 1.52394, 1.47162, 1.45322, 1.45589, 1.45779, 1.44155, 1.43403, 1.43266, 1.42717, 1.42498, 1.4219, 1.41934, 1.41908, 1.41375, 1.41232, 1.41269, 1.40879, 1.4085, 1.4089, 1.4084, 1.40571, 1.40342, 1.40254, 1.40043, 1.39598, 1.39274, 1.38674, 1.39099, 1.39062, 1.38836, 1.38375, 1.38192, 1.37972, 1.37931, 1.37591, 1.37865, 1.374, 1.37112, 1.37031, 1.36704, 1.36402, 1.3621, 1.36055, 1.35746, 1.35635, 1.35485, 1.35148, 1.34975, 1.34991, 1.35072, 1.35033, 1.34628, 1.35683, 1.34851, 1.3414, 1.33992, 1.3413, 1.33992, 1.3541, 1.34875, 1.30939, 1.4026, 1.46044, 1.48139, 1.63885, 1.57529, 1.67548, 1.63072, 1.43093, 1.35686, 1.33794, 1.33415, 1.32432, 1.31808, 1.31525, 1.31578, 1.32214, 1.32071, 1.30822, 1.30465, 1.30322, 1.30021, 1.30121, 
