1.64415, 1.62449, 1.60969, 1.60787, 1.66458, 1.68208, 1.56176, 1.55347, 1.52072, 1.5197, 1.49831, 1.48557, 1.4671, 1.46464, 1.45631, 1.42913, 1.42471, 1.40738, 1.39544, 1.38851, 1.37583, 1.36206, 1.35767, 1.34686, 1.33604, 1.33959, 1.3347, 1.35654, 1.31566, 1.28755, 
1.6375, 1.6184, 1.61436, 1.60535, 1.66497, 1.55616, 1.56149, 1.55114, 1.52403, 1.51151, 1.49284, 1.48267, 1.4781, 1.46276, 1.45737, 1.42846, 1.42859, 1.40775, 1.39262, 1.38308, 1.37799, 1.36314, 1.35747, 1.34572, 1.33705, 1.34437, 1.3863, 1.38627, 1.31982, 1.292, 
1.64136, 1.6194, 1.61663, 1.61963, 1.68336, 1.55252, 1.56385, 1.56117, 1.52169, 1.5067, 1.49991, 1.48578, 1.47407, 1.47103, 1.59054, 1.42737, 1.42101, 1.40918, 1.39513, 1.38444, 1.37869, 1.36364, 1.35538, 1.3482, 1.34379, 1.34102, 1.36524, 1.36518, 1.31024, 1.28453, 
1.66628, 1.64103, 1.60687, 1.6072, 1.65764, 1.69652, 1.55524, 1.55042, 1.52285, 1.51864, 1.50046, 1.48935, 1.474, 1.46544, 1.4847, 1.42146, 1.41965, 1.41465, 1.39922, 1.38894, 1.37907, 1.36875, 1.35461, 1.35101, 1.34378, 1.33897, 1.35099, 1.36443, 1.31523, 1.28763, 
1.63759, 1.63739, 1.61635, 1.62056, 1.66034, 1.53885, 1.55929, 1.5572, 1.5379, 1.51442, 1.50145, 1.49039, 1.46897, 1.46475, 1.49762, 1.45365, 1.43002, 1.40943, 1.39948, 1.39526, 1.38423, 1.37387, 1.36131, 1.35082, 1.34536, 1.34371, 1.36426, 1.38108, 1.31342, 1.2893, 
1.65904, 1.66882, 1.62244, 1.61194, 1.67933, 1.71372, 1.57163, 1.55171, 1.53086, 1.51849, 1.50164, 1.49017, 1.47641, 1.47173, 1.4439, 1.45364, 1.42511, 1.40599, 1.40289, 1.39685, 1.38322, 1.37486, 1.36109, 1.35193, 1.36114, 1.34448, 1.35861, 1.36412, 1.31278, 1.29815, 
1.65934, 1.67964, 1.61472, 1.62651, 1.66842, 1.56827, 1.56162, 1.55415, 1.53683, 1.53629, 1.50574, 1.49388, 1.49337, 1.46901, 1.46613, 1.42677, 1.43112, 1.41725, 1.40455, 1.39232, 1.38372, 1.37088, 1.36095, 1.35592, 1.3688, 1.34404, 1.3444, 1.38134, 1.31207, 1.31593, 
1.64444, 1.65413, 1.61876, 1.61509, 1.69022, 1.72094, 1.57239, 1.55061, 1.53963, 1.5103, 1.50843, 1.49305, 1.47824, 1.471, 1.47293, 1.44392, 1.44119, 1.41911, 1.40565, 1.39005, 1.38325, 1.37159, 1.36045, 1.35626, 1.3515, 1.34431, 1.35167, 1.37218, 1.33325, 1.30161, 
1.64613, 1.65567, 1.61645, 1.61684, 1.65393, 1.72767, 1.5593, 1.55459, 1.53683, 1.52328, 1.50828, 1.49637, 1.47839, 1.47176, 1.70284, 1.46146, 1.45152, 1.42292, 1.40923, 1.39848, 1.38867, 1.38179, 1.36139, 1.35567, 1.35734, 1.34477, 1.36178, 1.43271, 1.32254, 1.31403, 
1.6491, 1.62976, 1.62542, 1.62494, 1.68967, 1.57191, 1.57246, 1.54942, 1.54612, 1.51384, 1.50605, 1.49712, 1.48277, 1.48422, 1.5734, 1.4608, 1.4633, 1.42352, 1.40981, 1.39781, 1.38944, 1.37197, 1.3624, 1.36359, 1.36124, 1.35877, 1.34163, 1.38152, 1.33505, 1.29921, 
1.65695, 1.66418, 1.62887, 1.62269, 1.69557, 1.55114, 1.57227, 1.57186, 1.53515, 1.51906, 1.50698, 1.49467, 1.48342, 1.47847, 1.56177, 1.43534, 1.45428, 1.41849, 1.40962, 1.39586, 1.39413, 1.38477, 1.36214, 1.36325, 1.36109, 1.34929, 1.35887, 1.3843, 1.32956, 1.3153, 
1.65773, 1.68242, 1.63395, 1.63029, 1.69392, 1.70656, 1.57506, 1.57481, 1.55321, 1.52035, 1.51371, 1.49651, 1.48555, 1.48133, 1.57663, 1.4532, 1.45507, 1.42633, 1.41811, 1.39819, 1.39499, 1.38784, 1.37143, 1.35896, 1.36112, 1.35422, 1.3666, 1.42685, 1.33444, 1.31946, 
1.6679, 1.69036, 1.63229, 1.63361, 1.68293, 1.65823, 1.57607, 1.55545, 1.54392, 1.527, 1.51025, 1.52702, 1.49006, 1.47974, 1.49685, 1.46593, 1.46097, 1.44239, 1.41392, 1.40928, 1.39393, 1.39719, 1.3611, 1.35837, 1.3646, 1.35163, 1.36559, 1.3904, 1.32558, 1.33109, 
1.65914, 1.66537, 1.62793, 1.62231, 1.66963, 1.58268, 1.58356, 1.55453, 1.53642, 1.53204, 1.51713, 1.50244, 1.49014, 1.48147, 1.62697, 1.46118, 1.44793, 1.42582, 1.42245, 1.40311, 1.398, 1.38831, 1.36949, 1.36066, 1.35662, 1.36471, 1.35156, 1.3955, 1.3412, 1.32828, 
