1.64444, 1.6271, 1.62254, 1.61911, 1.61376, 1.60576, 1.60741, 1.61789, 1.61195, 1.57823, 1.61824, 1.62517, 1.63204, 1.69208, 1.69485, 1.65905, 1.54229, 1.56677, 1.56604, 1.55731, 1.56101, 1.55889, 1.54944, 1.54692, 1.53684, 1.52599, 1.52343, 1.51983, 1.51582, 1.51289, 1.51569, 1.50337, 1.4987, 1.49462, 1.49224, 1.48844, 1.4859, 1.47851, 1.47397, 1.48494, 1.46746, 1.46671, 1.47151, 1.47862, 1.47579, 1.56045, 1.65471, 1.75625, 1.75534, 1.53451, 1.43916, 1.43998, 1.4307, 1.42977, 1.43373, 1.41783, 1.41662, 1.41055, 1.40691, 1.40406, 1.39952, 1.3956, 1.39195, 1.38603, 1.38551, 1.3843, 1.37851, 1.37558, 1.37929, 1.36988, 1.3706, 1.36573, 1.3619, 1.36155, 1.35712, 1.35089, 1.34821, 1.34666, 1.34132, 1.34084, 1.33358, 1.33252, 1.33196, 1.33181, 1.3437, 1.34356, 1.35504, 1.35725, 1.36378, 1.36829, 1.39326, 1.36409, 1.34, 1.33283, 1.3235, 1.31705, 1.29867, 1.29115, 1.29297, 1.29127, 1.29058, 1.2954, 
1.65414, 1.63416, 1.62502, 1.62183, 1.61913, 1.61234, 1.60775, 1.60811, 1.61001, 1.59903, 1.62904, 1.6486, 1.66582, 1.67916, 1.68585, 1.63894, 1.54747, 1.56589, 1.55987, 1.55526, 1.54907, 1.57758, 1.55058, 1.53223, 1.53048, 1.53004, 1.52328, 1.5221, 1.51698, 1.51887, 1.50706, 1.50265, 1.5004, 1.49689, 1.49156, 1.48915, 1.48725, 1.48324, 1.47761, 1.47095, 1.4718, 1.46817, 1.46594, 1.48255, 1.45492, 1.49183, 1.68969, 1.73892, 1.72386, 1.45181, 1.44693, 1.4403, 1.42933, 1.43629, 1.42075, 1.41708, 1.41352, 1.40644, 1.40199, 1.40131, 1.40092, 1.39772, 1.39213, 1.38803, 1.38744, 1.38387, 1.38132, 1.37491, 1.37446, 1.36913, 1.36627, 1.36391, 1.36689, 1.36085, 1.35761, 1.351, 1.35298, 1.34842, 1.34709, 1.35082, 1.34012, 1.33759, 1.33515, 1.33515, 1.34368, 1.3499, 1.341, 1.36812, 1.36133, 1.42193, 1.37331, 1.38861, 1.34431, 1.31705, 1.31182, 1.30496, 1.30214, 1.29458, 1.28863, 1.28731, 1.28969, 1.29129, 
1.68385, 1.65791, 1.62467, 1.62264, 1.61839, 1.61215, 1.6177, 1.61022, 1.62778, 1.59914, 1.62251, 1.64763, 1.67099, 1.6964, 1.69922, 1.68049, 1.55433, 1.57234, 1.56821, 1.55259, 1.5508, 1.56609, 1.56178, 1.5361, 1.53217, 1.52801, 1.52793, 1.51991, 1.51712, 1.51266, 1.50989, 1.50634, 1.5026, 1.49818, 1.49497, 1.48897, 1.48785, 1.48302, 1.49758, 1.47782, 1.46836, 1.46697, 1.46373, 1.47734, 1.43277, 1.52802, 1.60223, 1.73546, 1.65092, 1.44968, 1.43124, 1.43639, 1.43279, 1.42625, 1.42332, 1.4152, 1.41382, 1.40894, 1.4127, 1.40149, 1.39852, 1.39776, 1.39252, 1.3902, 1.38779, 1.38503, 1.38321, 1.38044, 1.37246, 1.37063, 1.36788, 1.36562, 1.36739, 1.36184, 1.35977, 1.35743, 1.35216, 1.35158, 1.35135, 1.35448, 1.34578, 1.34046, 1.34656, 1.34098, 1.34437, 1.34363, 1.36114, 1.37447, 1.39018, 1.39933, 1.37086, 1.36068, 1.34361, 1.34418, 1.32521, 1.30637, 1.2984, 1.29448, 1.28942, 1.29259, 1.29179, 1.29047, 
1.69368, 1.67117, 1.64163, 1.63157, 1.62027, 1.6272, 1.61326, 1.61131, 1.61979, 1.59441, 1.63762, 1.67386, 1.68518, 1.69903, 1.71329, 1.64964, 1.56155, 1.5753, 1.57256, 1.56035, 1.56186, 1.56394, 1.56812, 1.55134, 1.53336, 1.54155, 1.52766, 1.52427, 1.52115, 1.51899, 1.51042, 1.50695, 1.50582, 1.50065, 1.49882, 1.49587, 1.49175, 1.4883, 1.47861, 1.47333, 1.47824, 1.47308, 1.46826, 1.48075, 1.44054, 1.50001, 1.66125, 1.75189, 1.71979, 1.51413, 1.45709, 1.44751, 1.43165, 1.42878, 1.42752, 1.4173, 1.41605, 1.41053, 1.40509, 1.40403, 1.40203, 1.40155, 1.39966, 1.39185, 1.39234, 1.38846, 1.38782, 1.38184, 1.37765, 1.37459, 1.36995, 1.36749, 1.36377, 1.3633, 1.35974, 1.35683, 1.35625, 1.35539, 1.35746, 1.35299, 1.35202, 1.34744, 1.34361, 1.34339, 1.34645, 1.35126, 1.36536, 1.36662, 1.39173, 1.37183, 1.37771, 1.37178, 1.33914, 1.3258, 1.31645, 1.31032, 1.30078, 1.29471, 1.2935, 1.29183, 1.29555, 1.29799, 
1.68883, 1.67934, 1.64859, 1.63391, 1.64012, 1.62052, 1.6274, 1.61809, 1.61746, 1.61007, 1.68197, 1.64686, 1.66964, 1.72032, 1.72024, 1.61401, 1.56699, 1.57854, 1.56674, 1.57173, 1.55608, 1.55825, 1.57453, 1.55802, 1.54519, 1.53386, 1.53135, 1.52811, 1.57908, 1.51933, 1.51327, 1.51095, 1.5075, 1.50339, 1.49996, 1.49768, 1.49564, 1.4896, 1.49725, 1.4795, 1.47478, 1.47467, 1.47317, 1.47747, 1.47085, 1.54421, 1.62152, 1.71891, 1.73016, 1.54379, 1.41207, 1.45347, 1.44827, 1.43346, 1.43808, 1.42209, 1.42015, 1.41453, 1.41219, 1.40919, 1.40773, 1.40549, 1.40245, 1.39656, 1.393, 1.3903, 1.38897, 1.38508, 1.38238, 1.38002, 1.37427, 1.36881, 1.36623, 1.36416, 1.3648, 1.35935, 1.36305, 1.35953, 1.35996, 1.35717, 1.35449, 1.34887, 1.35303, 1.34978, 1.36206, 1.35069, 1.34905, 1.38335, 1.36871, 1.38209, 1.39172, 1.36719, 1.30919, 1.33036, 1.3312, 1.30853, 1.3032, 1.3018, 1.29775, 1.30034, 1.2962, 1.29983, 
1.68192, 1.67154, 1.66218, 1.63211, 1.62638, 1.61988, 1.61964, 1.62737, 1.63313, 1.60088, 1.64802, 1.65494, 1.68913, 1.70359, 1.74514, 1.69416, 1.57678, 1.57589, 1.58593, 1.56389, 1.55869, 1.56531, 1.54971, 1.55362, 1.54704, 1.54458, 1.52993, 1.52949, 1.52014, 1.51685, 1.5145, 1.51073, 1.50835, 1.50571, 1.50247, 1.50132, 1.49517, 1.49056, 1.49568, 1.48282, 1.47903, 1.47971, 1.47794, 1.47865, 1.45456, 1.51398, 1.64547, 1.74899, 1.63396, 1.55238, 1.46742, 1.46035, 1.46456, 1.44057, 1.43196, 1.42911, 1.42613, 1.41947, 1.42036, 1.41137, 1.40999, 1.40784, 1.40392, 1.39973, 1.39745, 1.39836, 1.392, 1.38872, 1.38654, 1.38306, 1.37757, 1.37471, 1.36845, 1.36541, 1.36426, 1.36391, 1.36137, 1.36436, 1.3623, 1.37916, 1.36194, 1.36053, 1.35021, 1.35012, 1.35151, 1.35609, 1.3525, 1.37191, 1.3612, 1.36708, 1.38189, 1.38893, 1.3576, 1.32449, 1.31863, 1.31561, 1.31342, 1.30332, 1.31266, 1.3026, 1.30222, 1.29961, 
1.67278, 1.67632, 1.68721, 1.63125, 1.64104, 1.62443, 1.62066, 1.62602, 1.6346, 1.62436, 1.65376, 1.6501, 1.68619, 1.70086, 1.71009, 1.64655, 1.569, 1.58018, 1.57877, 1.56605, 1.56942, 1.5618, 1.56691, 1.57071, 1.54767, 1.54216, 1.53989, 1.53073, 1.52706, 1.52265, 1.51958, 1.51654, 1.51114, 1.5113, 1.50336, 1.50122, 1.49891, 1.49307, 1.49195, 1.48857, 1.4854, 1.48548, 1.48249, 1.47938, 1.46278, 1.53886, 1.61563, 1.74081, 1.73364, 1.60117, 1.44077, 1.45964, 1.46411, 1.44983, 1.43942, 1.43263, 1.42812, 1.42486, 1.42321, 1.41974, 1.4126, 1.41111, 1.41227, 1.4026, 1.40038, 1.39817, 1.39969, 1.39308, 1.39118, 1.38826, 1.38065, 1.37648, 1.37376, 1.36816, 1.36487, 1.36272, 1.36499, 1.36618, 1.37119, 1.36788, 1.36297, 1.35945, 1.35444, 1.35672, 1.35568, 1.36565, 1.35251, 1.36749, 1.39042, 1.41602, 1.41907, 1.37469, 1.35423, 1.3327, 1.3329, 1.31874, 1.31161, 1.30927, 1.30674, 1.31172, 1.30836, 1.29997, 
1.66737, 1.67514, 1.63763, 1.64496, 1.63275, 1.63012, 1.62738, 1.63537, 1.62493, 1.62689, 1.64176, 1.68691, 1.67913, 1.71996, 1.69934, 1.66734, 1.56145, 1.59802, 1.58683, 1.5665, 1.56196, 1.56066, 1.56908, 1.57182, 1.5527, 1.55448, 1.53851, 1.53435, 1.54109, 1.53375, 1.52277, 1.52018, 1.51577, 1.51205, 1.51731, 1.5121, 1.5018, 1.49765, 1.49719, 1.49552, 1.49615, 1.48739, 1.48534, 1.49567, 1.46048, 1.55213, 1.61854, 1.76301, 1.74206, 1.6097, 1.46521, 1.47158, 1.45355, 1.45064, 1.45468, 1.4375, 1.43032, 1.45671, 1.45029, 1.42439, 1.41923, 1.4165, 1.4119, 1.41304, 1.40521, 1.40195, 1.40034, 1.3978, 1.39532, 1.39265, 1.38777, 1.38171, 1.37884, 1.3703, 1.36737, 1.36339, 1.36588, 1.36563, 1.36793, 1.3641, 1.36372, 1.3622, 1.35688, 1.35608, 1.35682, 1.36062, 1.3774, 1.38587, 1.37876, 1.41594, 1.39683, 1.4219, 1.36525, 1.34426, 1.33925, 1.33282, 1.33262, 1.33327, 1.32828, 1.31534, 1.31561, 1.31369, 
1.64862, 1.6655, 1.67644, 1.65147, 1.63681, 1.63146, 1.63077, 1.62398, 1.63074, 1.61382, 1.6848, 1.6512, 1.69561, 1.71792, 1.74794, 1.7, 1.58923, 1.58394, 1.57872, 1.58942, 1.56509, 1.55951, 1.56387, 1.57393, 1.55811, 1.54201, 1.54039, 1.54128, 1.532, 1.52811, 1.52516, 1.52276, 1.51924, 1.51238, 1.51098, 1.50598, 1.50498, 1.50045, 1.49991, 1.4982, 1.49174, 1.48779, 1.48238, 1.49278, 1.47227, 1.49852, 1.6348, 1.7503, 1.73671, 1.55015, 1.46107, 1.46245, 1.46435, 1.45058, 1.44794, 1.4379, 1.43606, 1.42687, 1.4291, 1.42335, 1.42066, 1.41583, 1.41411, 1.40877, 1.40711, 1.40547, 1.40379, 1.40321, 1.39881, 1.39477, 1.38725, 1.38286, 1.38203, 1.3721, 1.36757, 1.36975, 1.36506, 1.36423, 1.36355, 1.35859, 1.35884, 1.35773, 1.36711, 1.35566, 1.3573, 1.37124, 1.3531, 1.37743, 1.3845, 1.3954, 1.41361, 1.4481, 1.37179, 1.34144, 1.33325, 1.32979, 1.32067, 1.31915, 1.31599, 1.31226, 1.31358, 1.31578, 
1.65491, 1.67904, 1.64669, 1.64422, 1.64443, 1.63158, 1.62781, 1.6267, 1.62863, 1.61731, 1.63855, 1.68229, 1.68288, 1.77452, 1.74837, 1.65897, 1.58957, 1.58884, 1.58874, 1.57591, 1.56857, 1.56166, 1.5592, 1.56907, 1.57616, 1.56083, 1.55541, 1.54617, 1.54809, 1.5329, 1.52986, 1.5254, 1.5207, 1.51687, 1.51325, 1.50917, 1.50653, 1.50703, 1.5035, 1.49937, 1.49884, 1.51205, 1.50638, 1.49937, 1.49561, 1.52265, 1.67252, 1.71578, 1.72991, 1.57961, 1.48182, 1.46772, 1.46424, 1.45045, 1.44354, 1.44052, 1.43916, 1.43188, 1.42802, 1.42687, 1.42316, 1.42107, 1.41843, 1.41306, 1.41265, 1.40741, 1.4089, 1.40502, 1.40447, 1.39827, 1.39332, 1.3862, 1.37974, 1.37571, 1.3727, 1.37086, 1.37038, 1.36513, 1.36163, 1.35986, 1.36013, 1.35908, 1.3675, 1.35644, 1.35874, 1.36392, 1.38536, 1.41877, 1.3975, 1.40247, 1.40438, 1.4277, 1.36517, 1.33513, 1.34373, 1.33143, 1.32449, 1.32038, 1.31551, 1.31656, 1.31404, 1.31382, 
